lengthscale l2regularizer rmse_mean rmse_std

0.725 0.025 1.039949 0.557581
0.725 0.05 1.1670343 0.5076565
0.725 0.075 1.1671665 0.68289953
0.725 0.1 1.0697422 0.5368808
0.725 0.125 1.1522852 0.5427018
0.725 0.15 1.0798247 0.5407572
0.725 0.175 1.1696495 0.53213996
0.725 0.2 1.1400639 0.6180344
0.725 0.225 1.1477219 0.54027915
0.725 0.25 1.1260196 0.557069
0.725 0.275 1.0707109 0.57428455
0.725 0.3 1.1241044 0.55756354
0.725 0.325 1.2053523 0.63305813
0.725 0.35 1.0681133 0.3788099
0.725 0.375 1.1379277 0.6042043
0.725 0.4 1.0313318 0.49420345
0.725 0.425 1.0825615 0.5741885
0.725 0.45 1.1750085 0.6771439
0.725 0.475 1.2218224 0.5500779
0.725 0.5 1.1659123 0.5206118
0.725 0.525 1.196068 0.47707722
0.725 0.55 1.1954347 0.6868326
0.725 0.575 1.1047106 0.49672192
0.725 0.6 1.1236026 0.5139814
0.725 0.625 1.1983682 0.5377136
0.725 0.65 1.1804914 0.51645327
0.725 0.025 1.1221192 0.494906
0.725 0.05 1.1041495 0.5487627
0.725 0.075 1.1327283 0.48149052
0.725 0.1 1.004813 0.42534918
0.725 0.125 1.1711683 0.51948524
0.725 0.15 1.1433432 0.54190445
0.725 0.175 1.1294556 0.5013761
0.725 0.2 1.1865697 0.5277609
0.725 0.225 1.2431524 0.59537685
0.725 0.25 1.059177 0.60200536
0.725 0.275 1.1653848 0.6447092
0.725 0.3 1.0222341 0.37252876
0.725 0.325 1.2819045 0.5918148
0.725 0.35 1.0952743 0.50052536
0.725 0.375 1.1193691 0.5272297
0.725 0.4 1.1489193 0.49197024
0.725 0.425 1.143419 0.5565589
0.725 0.45 1.1371822 0.6172958
0.725 0.475 1.0943472 0.4943944
0.725 0.5 1.020026 0.4380108
0.725 0.525 1.1370134 0.5761345
0.725 0.55 1.0451376 0.42542052
0.725 0.575 1.1025676 0.58459556
0.725 0.6 1.0086794 0.53817004
0.725 0.625 1.1956623 0.5362059
0.725 0.65 1.1278449 0.48204675
0.725 0.675 1.1652313 0.56644624
0.725 0.7 1.1580029 0.5579457
0.725 0.725 1.0940603 0.58221996
0.725 0.75 1.2100668 0.76638144
0.725 0.775 1.1362278 0.5143687
0.725 0.8 1.1479915 0.56958914
0.725 0.825 1.1971728 0.56160617
0.725 0.85 1.127182 0.59067196
0.725 0.875 1.1673663 0.568924
0.725 0.9 1.1026449 0.57900155
0.725 0.925 1.1545622 0.61878806
0.725 0.95 1.1578594 0.52914107
0.725 0.975 1.1066926 0.5469976
0.725 1.0 1.0929759 0.47945
0.75 0.025 1.0174992 0.40562013
0.75 0.05 1.077899 0.5871777
0.75 0.075 1.1516582 0.48966494
0.75 0.1 1.212103 0.5620128
0.75 0.125 1.1423234 0.5734709
0.75 0.15 1.0511436 0.43024266
0.75 0.175 1.2874532 0.5436828
0.75 0.2 1.1028969 0.5618886
0.75 0.225 1.1085888 0.52698445
0.75 0.25 1.1683475 0.6484293
0.75 0.275 1.2215832 0.61778384
0.75 0.3 1.2226646 0.6413221
0.75 0.325 1.1077312 0.5019452
0.75 0.35 1.1241266 0.5093218
0.75 0.375 1.1428056 0.5466114
0.75 0.4 1.1647078 0.60566425
0.75 0.425 1.1105394 0.5019278
0.75 0.45 1.1284727 0.52822524
0.75 0.475 1.1413257 0.6061531
0.75 0.5 1.1731201 0.56422037
0.75 0.525 1.1280397 0.6086188
0.75 0.55 1.1240337 0.53637654
0.75 0.575 1.0047886 0.39173606
0.75 0.6 1.1642579 0.48960558
0.75 0.625 1.1229149 0.4680627
0.75 0.65 1.0372407 0.4091608
0.75 0.675 1.1496507 0.6374104
0.75 0.7 1.0037768 0.48630747
0.75 0.725 1.2371258 0.501168
0.75 0.75 1.1608465 0.5240855
0.75 0.775 1.070698 0.54502153
