lengthscale l2regularizer rmse_mean rmse_std
1.00 0.05 1.093460 0.458930
1.00 0.10 1.155936 0.499565
1.00 0.15 1.116305 0.504892
1.00 0.20 1.142319 0.505733
1.00 0.25 1.140387 0.513052
1.00 0.30 1.103908 0.497563
1.00 0.35 1.109273 0.490962
1.00 0.40 1.132241 0.512730
1.00 0.45 1.117488 0.506363
1.00 0.50 1.140995 0.488827
1.00 0.55 1.127247 0.505358
1.00 0.60 1.130066 0.503830
1.00 0.65 1.112835 0.522020
1.00 0.70 1.129923 0.490891
1.00 0.75 1.105169 0.475761
1.00 0.80 1.108234 0.478018
1.00 0.85 1.145232 0.515042
1.00 0.90 1.114903 0.504974
1.00 0.95 1.162838 0.528254
1.00 1.00 1.122081 0.478490
