lengthscale l2regularizer rmse_mean rmse_std

0.425 0.025 1.1484351 0.63742894
0.425 0.05 1.1482179 0.5291246
0.425 0.075 1.1711222 0.6080719
0.425 0.1 1.1534841 0.5669085
0.425 0.125 1.1856544 0.54584926
0.425 0.15 1.0195192 0.536064
0.425 0.175 1.0957825 0.5511581
0.425 0.2 1.2236013 0.5295956
0.425 0.225 1.1520395 0.60903776
0.425 0.25 1.1903796 0.5595852
0.425 0.275 1.2385119 0.62365985
0.425 0.3 1.1676632 0.54218644
0.425 0.325 1.1477644 0.46042687
0.425 0.35 1.0447663 0.5478655
0.425 0.375 1.160135 0.6709887
0.425 0.4 1.1793646 0.5816294
0.425 0.425 1.1452867 0.47269526
0.425 0.45 1.2210109 0.60988957
0.425 0.475 1.138987 0.63657457
0.425 0.5 1.1736511 0.5846974
0.425 0.525 1.1501669 0.5132884
0.425 0.55 1.079133 0.47887856
0.425 0.575 1.1442791 0.55823636
0.425 0.6 1.1711901 0.62923354
0.425 0.625 1.1751305 0.53112835
0.425 0.65 1.1261263 0.5613164
0.425 0.675 1.0876024 0.5410121
0.425 0.7 1.1211956 0.61849463
0.425 0.725 1.1308194 0.54634553
0.425 0.75 1.0974809 0.4411339
0.425 0.775 1.1695957 0.55947727
0.425 0.8 1.1631471 0.5852744
0.425 0.825 1.1160119 0.511538
0.425 0.85 1.1293935 0.5334837
0.425 0.875 1.1192291 0.5904914
0.425 0.9 1.1083736 0.4613229
0.425 0.925 1.1214906 0.5779808
0.425 0.95 1.0794306 0.4877454
0.425 0.975 1.1650045 0.44786033
0.425 1.0 1.1868933 0.518906
0.45 0.025 1.1854497 0.57268894
0.45 0.05 1.1850264 0.6761138
0.45 0.075 1.1984931 0.6688164
0.45 0.1 1.1574694 0.5511056
0.45 0.125 1.083401 0.47266892
0.45 0.15 1.100774 0.52294564
0.45 0.175 1.0719042 0.49712995
0.45 0.2 1.1724722 0.5116243
0.45 0.225 1.2124346 0.56646824
0.45 0.25 1.1298347 0.59805924
0.45 0.275 1.2109435 0.6779628
0.45 0.3 1.1188078 0.53534776
0.45 0.325 1.1131805 0.47209585
0.45 0.35 1.1479523 0.5928779
0.45 0.375 1.1980855 0.679812
0.45 0.4 1.2480074 0.6026697
0.45 0.425 1.141223 0.50900126
0.45 0.45 1.121891 0.5290973
0.45 0.475 1.12317 0.5779214
0.45 0.5 1.1547359 0.61228645
0.45 0.525 1.0885342 0.3893787
0.45 0.55 1.2122828 0.69735414
0.45 0.575 1.2118567 0.58319676
0.45 0.6 1.2583735 0.57855195
0.45 0.625 1.1817155 0.5488404
0.45 0.65 1.1952944 0.45572543
0.45 0.675 1.1190126 0.43406367
0.45 0.7 1.1290764 0.55859745
0.45 0.725 1.1359056 0.60318995
0.45 0.75 1.1423982 0.61682224
0.45 0.775 1.165505 0.5246992
0.45 0.8 1.1235998 0.56994975
0.45 0.825 1.1696818 0.61159515
0.45 0.85 1.1763054 0.6046961
0.45 0.875 1.0895933 0.53243864
0.45 0.9 1.1383201 0.43997774
0.45 0.925 1.1091392 0.4536526
0.45 0.95 1.1881945 0.49688706
0.45 0.975 1.2527196 0.48717198
0.45 1.0 1.1487186 0.5704265
