lengthscale l2regularizer rmse_mean rmse_std

0.525 0.025 1.1834915 0.5865299
0.525 0.05 1.1418469 0.55265194
0.525 0.075 1.1292459 0.7152529
0.525 0.1 1.0739785 0.40270117
0.525 0.125 1.1468546 0.5954462
0.525 0.15 1.0413153 0.49575233
0.525 0.175 1.1986367 0.62607145
0.525 0.2 1.2202504 0.5728998
0.525 0.225 1.1852833 0.71515906
0.525 0.25 1.0589758 0.53034985
0.525 0.275 1.1607238 0.5604526
0.525 0.3 1.067675 0.61580837
0.525 0.325 1.123564 0.57938004
0.525 0.35 1.0870206 0.5279976
0.525 0.375 1.0940232 0.5340763
0.525 0.4 1.1440345 0.53753895
0.525 0.425 1.0551016 0.4610707
0.525 0.45 1.1620877 0.5060285
0.525 0.475 1.209735 0.6765834
0.525 0.5 1.2631055 0.66587305
0.525 0.525 1.0886552 0.58275837
0.525 0.55 1.1214654 0.65939534
0.525 0.575 1.2280257 0.700259
0.525 0.6 1.1607212 0.53642577
0.525 0.625 1.2316883 0.51129967
0.525 0.65 1.185413 0.5591442
0.525 0.675 1.1000785 0.5295347
0.525 0.7 1.101793 0.4990996
0.525 0.725 1.1540859 0.51119626
0.525 0.75 1.1572697 0.48893672
0.525 0.775 1.0626267 0.48350674
0.525 0.8 1.1968675 0.70126015
0.525 0.825 1.1752198 0.6005459
0.525 0.85 1.1521518 0.5325972
0.525 0.875 1.155225 0.5833139
0.525 0.9 1.1153332 0.55483454
0.525 0.925 1.120731 0.45939982
0.525 0.95 1.1330359 0.540193
0.525 0.975 1.1194725 0.5260415
0.525 1.0 1.1432658 0.6027908
0.55 0.025 1.0031608 0.44334456
0.55 0.05 1.1024379 0.47282436
0.55 0.075 1.1242507 0.7146397
0.55 0.1 1.1678926 0.5994337
0.55 0.125 1.1763996 0.768714
0.55 0.15 1.0305839 0.46663472
0.55 0.175 1.1372321 0.5444927
0.55 0.2 1.1218421 0.42548215
0.55 0.225 1.1030264 0.59475577
0.55 0.25 1.1339118 0.5765918
0.55 0.275 1.1760967 0.49702466
0.55 0.3 1.2026583 0.53175163
0.55 0.325 1.0972337 0.50997716
0.55 0.35 1.0752915 0.46452302
0.55 0.375 1.0130706 0.4235382
0.55 0.4 1.172534 0.6666783
0.55 0.425 1.1267645 0.6048144
0.55 0.45 1.179984 0.66084605
0.55 0.475 1.1664321 0.53404623
0.55 0.5 1.1391983 0.5030588
0.55 0.525 1.0043702 0.4887411
0.55 0.55 1.0597448 0.42608318
