lengthscale l2regularizer rmse_mean rmse_std

0.825 0.025 1.1159893 0.54433507
0.825 0.05 1.2073616 0.642408
0.825 0.075 1.0839618 0.46810243
0.825 0.1 1.1546203 0.4415851
0.825 0.125 1.1990557 0.48942673
0.825 0.15 1.1166104 0.44283843
0.825 0.175 1.160989 0.5965618
0.825 0.2 1.0487463 0.5278866
0.825 0.225 1.0387925 0.5453734
0.825 0.25 1.1548011 0.47273502
0.825 0.275 1.0305526 0.5173702
0.825 0.3 1.1431239 0.5564118
0.825 0.325 1.1735168 0.51418155
0.825 0.35 1.0624483 0.51904565
0.825 0.375 1.2250704 0.5870343
0.825 0.4 1.0334666 0.539521
0.825 0.425 1.1724558 0.5726273
0.825 0.45 1.0112569 0.53210235
0.825 0.475 1.1442076 0.6219759
0.825 0.5 1.1107278 0.47696194
0.825 0.525 1.1274469 0.5363978
0.825 0.55 1.1989548 0.48722252
0.825 0.575 1.0713011 0.45579493
0.825 0.6 1.1123148 0.47615024
0.825 0.625 1.1364806 0.5230755
0.825 0.65 1.0325159 0.5311686
0.825 0.675 1.2520026 0.6160905
0.825 0.7 1.2128251 0.589198
0.825 0.725 1.0723845 0.42006412
0.825 0.75 1.0454767 0.5674609
0.825 0.775 1.0899185 0.51408046
0.825 0.8 1.1280452 0.4343368
0.825 0.825 1.1784818 0.49085915
0.825 0.85 1.1741469 0.65082115
0.825 0.875 1.160116 0.512171
0.825 0.9 1.0256958 0.53675383
0.825 0.925 1.1999032 0.70831496
0.825 0.95 1.1244491 0.55740714
0.825 0.975 1.127951 0.5532705
0.825 1.0 1.1531036 0.51071876
0.85 0.025 1.1482638 0.61359686
0.85 0.05 1.2356972 0.5487042
0.85 0.075 1.1841199 0.5445455
0.85 0.1 1.0575937 0.48062277
0.85 0.125 1.1885839 0.5736229
0.85 0.15 1.1589252 0.58407986
0.85 0.175 1.1251727 0.41274694
0.85 0.2 1.1010466 0.60347563
0.85 0.225 1.1492722 0.50091517
0.85 0.25 1.1792344 0.513511
0.85 0.275 1.206806 0.6244237
0.85 0.3 1.1710665 0.5519232
0.85 0.325 1.0836627 0.5455631
0.85 0.35 1.0596634 0.45292142
0.85 0.375 1.0603888 0.57507926
0.85 0.4 1.1572918 0.48830473
0.85 0.425 1.0685265 0.561182
0.85 0.45 1.1044939 0.592439
0.85 0.475 1.0817841 0.57826895
0.85 0.5 1.0912027 0.5028117
0.85 0.525 1.1674753 0.6269116
0.85 0.55 1.2074971 0.6308951
0.85 0.575 1.0390664 0.49095726
0.85 0.6 1.1793548 0.50157386
0.85 0.625 1.1247374 0.56862164
0.85 0.65 0.9951317 0.45517644
0.85 0.675 1.1412714 0.5677728
0.85 0.7 1.1242425 0.50535995
0.85 0.725 1.1393636 0.5781558
0.85 0.75 1.0869848 0.4922596
0.85 0.775 1.1630869 0.6256985
0.85 0.8 1.1221769 0.5121865
0.85 0.825 1.175583 0.6420493
0.85 0.85 1.1780927 0.6384287
0.85 0.875 1.1369978 0.6188508
