lengthscale l2regularizer rmse_mean rmse_std

0.425 0.025 1.062885 0.4890006
0.425 0.05 1.0675744 0.60094774
0.425 0.075 1.1897666 0.53222877
0.425 0.1 1.0574965 0.5947599
0.425 0.125 1.1424022 0.6189782
0.425 0.15 1.1259738 0.47966427
0.425 0.175 1.1797423 0.6217848
0.425 0.2 1.1708581 0.60125947
0.425 0.225 1.1317798 0.4800558
0.425 0.25 1.3292924 0.565882
0.425 0.275 1.0936722 0.37634516
0.425 0.3 1.0820901 0.5546457
0.425 0.325 1.168959 0.64437
0.425 0.35 1.1204981 0.5577616
0.425 0.375 1.2075243 0.64279145
0.425 0.4 1.0955715 0.39344862
0.425 0.425 1.153151 0.5356643
0.425 0.45 1.0978382 0.5199405
0.425 0.475 1.1570927 0.4623761
0.425 0.5 1.1518348 0.59446657
0.425 0.525 1.1413704 0.5036687
0.425 0.55 1.1944883 0.6086467
0.425 0.575 1.0791818 0.512568
0.425 0.6 1.1758301 0.56830335
0.425 0.625 1.1622845 0.5030737
0.425 0.65 1.173798 0.5866293
0.425 0.675 1.2465469 0.593451
0.425 0.7 1.1591239 0.7086849
0.425 0.725 1.180357 0.5165633
0.425 0.75 1.0609664 0.476472
0.425 0.775 1.1861026 0.5065193
0.425 0.8 1.0961242 0.67930925
0.425 0.825 1.07265 0.4727823
0.425 0.85 1.1982163 0.6326288
0.425 0.875 1.0277172 0.47205582
0.425 0.9 1.0797971 0.5999679
0.425 0.925 1.1797643 0.58145756
0.425 0.95 1.1511812 0.6027022
0.425 0.975 1.2775577 0.5472467
0.425 1.0 1.1253321 0.48619014
0.45 0.025 1.1665312 0.49407497
0.45 0.05 1.2195421 0.6486991
0.45 0.075 1.1130751 0.5307897
0.45 0.1 1.1354829 0.5409066
0.45 0.125 1.287117 0.7388582
0.45 0.15 1.1452364 0.5555977
0.45 0.175 1.1451304 0.56844455
0.45 0.2 1.137136 0.56445247
0.45 0.225 1.1684787 0.63972
0.45 0.25 1.1111796 0.49237454
0.45 0.275 1.0653425 0.4855802
0.45 0.3 1.1784999 0.65873945
0.45 0.325 1.258326 0.60533845
0.45 0.35 1.0516492 0.4484451
0.45 0.375 1.1546106 0.54740274
0.45 0.4 1.0608114 0.642522
0.45 0.425 1.1265094 0.60218894
0.45 0.45 1.2158067 0.58120465
0.45 0.475 1.1895657 0.6323034
0.45 0.5 1.2106895 0.4976418
0.45 0.525 1.0825236 0.53973323
0.45 0.55 1.0974658 0.57876533
0.45 0.575 1.1681048 0.65787095
0.45 0.6 1.0109519 0.5477088
0.45 0.625 1.2468358 0.5193048
0.45 0.65 1.0486991 0.47412124
0.45 0.675 1.136818 0.6173135
0.45 0.7 1.1993768 0.586259
0.45 0.725 1.13395 0.52099115
0.45 0.75 1.1484957 0.59477675
0.45 0.775 1.1106654 0.53948367
0.45 0.8 1.1870358 0.63451153
0.45 0.825 1.2083267 0.57534117
0.45 0.85 1.0996435 0.5088928
0.45 0.875 1.0850992 0.4091243
0.45 0.9 1.1459094 0.47661182
0.45 0.925 1.1124138 0.5021907
0.45 0.95 1.1132901 0.5621762
0.45 0.975 1.1812117 0.5421618
0.45 1.0 1.1210773 0.5292016
0.475 0.025 1.2262447 0.67314523
0.475 0.05 1.1498387 0.5265467
0.475 0.075 1.0666722 0.54280615
0.475 0.1 1.2174342 0.61946934
0.475 0.125 1.0472637 0.5456748
0.475 0.15 1.216716 0.58697695
0.475 0.175 1.0991862 0.5709356
0.475 0.2 1.2164179 0.6154544
