lengthscale l2regularizer rmse_mean rmse_std

0.05 0.025 1.1717092 0.5715991
0.05 0.1 1.1523486 0.4539151
0.05 0.05 1.2349437 0.6108709
0.05 0.075 1.1014507 0.45908648
0.05 0.4 1.0812972 0.41503936
0.05 0.175 1.2100208 0.51891524
0.05 0.425 1.1925093 0.528006
0.05 0.45 1.2094269 0.5415465
0.05 0.2 1.1850498 0.4361312
0.05 0.225 1.1623266 0.5000137
0.05 0.125 1.1180394 0.50803745
0.05 0.15 1.0949374 0.4215852
0.05 0.25 1.0881547 0.46148744
0.05 0.275 1.1555192 0.4717708
0.05 0.35 1.1740415 0.44745663
0.05 0.3 1.144203 0.48366657
0.05 0.325 1.2012228 0.48586607
0.05 0.375 1.1986328 0.60772014
0.05 0.475 1.1448553 0.51351357
0.05 0.65 1.1551974 0.49312663
0.05 0.525 1.1371915 0.5182055
0.05 0.7 1.1215514 0.46888778
0.05 0.55 1.1278384 0.4820744
0.05 0.575 1.2061224 0.5859148
0.05 0.725 1.1447356 0.5455629
0.05 0.625 1.1787841 0.60045165
0.05 0.5 1.1154039 0.5561315
0.05 0.75 1.2123467 0.54878896
0.05 0.95 1.0811608 0.403749
0.05 1.0 1.1419177 0.56392556
0.05 0.8 1.1390423 0.537061
0.05 0.975 1.1277401 0.57307845
0.05 0.775 1.1338106 0.46866775
0.075 0.125 1.1970813 0.5380714
0.05 0.875 1.1421512 0.5121904
0.05 0.85 1.1382344 0.44126657
0.05 0.825 1.1402081 0.4961529
0.05 0.9 1.0818979 0.45696834
0.075 0.175 1.1891629 0.55717456
0.075 0.025 1.1762902 0.5896487
0.075 0.225 1.1668646 0.42708382
0.075 0.2 1.1722924 0.53683287
0.075 0.25 1.142315 0.45311186
0.075 0.15 1.276449 0.70474756
0.075 0.45 1.2242734 0.6065236
0.075 0.275 1.2473456 0.6330386
0.075 0.3 1.2114912 0.51013374
0.075 0.625 1.1235986 0.4669602
0.075 0.325 1.1057371 0.5240787
0.075 0.725 1.1283181 0.55252117
0.075 0.65 1.1727412 0.48479235
0.075 0.75 1.0655644 0.5036317
0.075 0.825 1.1678565 0.6212714
0.075 0.675 1.1778432 0.52716666
0.075 0.5 1.2518194 0.5014546
0.075 0.85 1.1712618 0.5544258
0.075 0.925 1.0811023 0.44314143
0.075 0.875 1.1101949 0.5568285
0.075 0.9 1.1458995 0.49234983
0.075 0.7 1.1313231 0.60859287
0.075 0.525 1.1318791 0.50447565
0.075 0.575 1.1540576 0.6174656
0.075 0.975 1.0734333 0.44845012
0.075 0.55 1.1262354 0.43396598
0.075 0.6 1.2184243 0.55299133
0.075 1.0 1.209266 0.631645
0.1 0.025 1.0129677 0.4436005
0.1 0.3 1.1644973 0.58105856
0.075 0.775 1.1214116 0.49988642
0.075 0.8 1.1793317 0.55569404
0.1 0.05 1.1769907 0.5160857
0.1 0.475 1.095259 0.40523618
0.1 0.125 1.2308718 0.60941356
0.1 0.075 1.2962089 0.6227287
0.1 0.1 1.1082728 0.45681262
0.1 0.15 1.1879393 0.59702057
0.1 0.175 1.1395392 0.5908986
0.1 0.2 1.1213813 0.42883137
0.1 0.225 1.182817 0.57045925
0.1 0.5 1.1056515 0.46024507
0.1 0.55 1.1356609 0.47156256
0.075 0.95 1.2138113 0.5707529
0.1 0.45 1.0723752 0.44260827
0.1 0.425 1.113698 0.48293617
0.1 0.325 1.1865157 0.5811034
0.1 0.65 1.1905782 0.57165307
0.1 0.35 1.0366422 0.46009487
0.1 0.4 1.1932898 0.5278814
0.1 0.375 1.1826316 0.5315477
0.1 0.8 1.1520054 0.46778995
0.1 0.575 1.0735477 0.514458
0.1 1.0 1.0775377 0.3925222
0.1 0.725 1.2229123 0.49661297
0.1 0.675 1.112675 0.43316394
0.1 0.525 1.1684504 0.49984324
0.1 0.6 1.2092979 0.52337253
0.125 0.125 1.1738605 0.5055254
0.1 0.925 1.165946 0.5540595
0.1 0.625 1.1416485 0.6165547
0.125 0.1 1.1451542 0.53333867
0.1 0.7 1.1143105 0.5384484
0.125 0.325 1.2133818 0.61986536
0.125 0.075 1.1578954 0.4998553
0.1 0.95 1.1387056 0.5175159
0.1 0.975 1.1649425 0.59396666
0.125 0.4 1.1927044 0.5432537
0.125 0.025 1.077709 0.5239133
0.1 0.875 1.153031 0.54589283
0.1 0.825 1.1602701 0.47072592
0.1 0.85 1.154598 0.596559
0.1 0.9 1.1221808 0.5627495
0.125 0.25 1.1239333 0.46312183
0.125 0.675 1.1446064 0.54013926
0.125 0.525 1.2954721 0.57928056
0.125 0.925 1.1620748 0.58686876
0.125 0.55 1.1865088 0.59556687
0.125 0.6 1.1060603 0.48783374
0.125 0.575 1.2299659 0.5715634
0.125 0.7 1.1932824 0.46295053
0.125 0.725 1.2806728 0.68400025
0.125 0.425 1.1990141 0.45657447
0.125 0.15 1.0943725 0.4596722
0.125 0.45 1.1993493 0.56824833
0.125 0.5 1.1880873 0.49810478
0.125 0.475 1.1477664 0.5050909
0.125 0.95 1.1864797 0.5974458
0.15 0.275 1.0382841 0.45367998
0.15 0.35 1.1314129 0.5677935
0.15 0.1 1.0970252 0.4557909
0.125 0.9 1.1361742 0.42443016
0.125 0.875 1.1757004 0.434671
0.125 0.8 1.1257023 0.45420966
0.125 0.825 1.2377851 0.5411878
0.125 0.85 1.1938217 0.52657753
0.15 0.6 1.1811751 0.5332473
0.15 0.75 1.0948431 0.45677802
0.125 0.75 1.1490428 0.44883975
0.15 0.525 1.1459043 0.5817768
0.15 0.05 1.1416941 0.46362102
0.15 0.025 1.3299309 0.6629549
0.125 0.775 1.1186106 0.46306387
0.15 0.3 1.038252 0.46649373
0.15 0.325 1.1020234 0.4928503
0.15 0.625 1.1217875 0.49737555
0.15 0.725 1.159846 0.5180716
0.15 0.225 1.1449416 0.4492046
0.15 0.25 1.1565374 0.5982941
0.15 0.7 1.1374502 0.46991166
0.15 0.675 1.1271842 0.56558293
0.15 0.65 1.132329 0.4903346
0.15 0.775 1.0867443 0.5535073
0.15 0.175 1.1472577 0.5245303
0.15 0.475 1.08753 0.4776791
0.15 0.8 1.1324083 0.43675596
0.15 0.425 1.0956408 0.48211765
0.15 0.4 1.2594587 0.4986281
0.15 0.375 1.1568478 0.60042673
0.175 0.125 1.1198921 0.45567995
0.15 0.45 1.1694586 0.5107968
0.15 0.5 1.2682813 0.67581224
0.15 0.85 1.1375587 0.49266443
0.175 0.325 1.1374283 0.6122257
0.15 0.875 1.1753632 0.518144
0.175 0.35 1.1024398 0.410239
0.15 0.925 1.166257 0.582545
0.175 0.075 1.2461833 0.5975269
0.175 0.25 1.134268 0.50818604
0.15 0.975 1.1256446 0.5349881
0.15 1.0 1.0992966 0.46481293
0.175 0.05 1.2015254 0.61413455
0.175 0.025 1.0854785 0.46572775
0.175 0.2 1.1567417 0.5105962
0.15 0.9 1.1489832 0.549899
0.175 0.225 1.0914739 0.5029671
0.175 0.425 1.123598 0.52255297
0.175 0.1 1.0443511 0.4593445
0.175 0.4 1.2579118 0.63410616
0.175 0.475 1.164891 0.55679095
0.175 0.275 1.0846441 0.51504433
0.175 0.7 1.1137562 0.46702012
0.175 0.375 1.0859832 0.5095692
0.175 0.775 1.1345539 0.45373285
0.175 0.3 1.1471314 0.51063454
0.175 0.575 1.1876569 0.49242112
0.175 0.6 1.1039994 0.5016662
0.175 0.85 1.1646135 0.55221814
0.175 0.725 1.1473354 0.5349685
0.175 0.45 1.0705276 0.39274696
0.175 0.9 1.2223667 0.59644926
0.175 0.875 1.1176455 0.44434154
0.175 0.8 1.1525958 0.45625976
0.175 0.65 1.184614 0.5945942
0.175 0.625 1.127319 0.53207856
0.175 0.925 1.0717976 0.50977176
0.2 0.35 1.1943309 0.5410846
0.2 0.375 1.0213997 0.34061277
0.175 0.75 1.092076 0.46401703
0.175 1.0 1.1194768 0.44043565
0.175 0.825 1.123658 0.4453329
0.2 0.25 1.1141059 0.5911478
0.2 0.1 1.2037503 0.63861036
0.2 0.575 1.1907964 0.59974706
0.2 0.075 1.107296 0.49196556
0.175 0.95 1.2354039 0.5161068
0.2 0.05 1.0222998 0.44281507
0.2 0.025 1.1456969 0.43952605
0.2 0.15 1.1351383 0.55780864
0.2 0.55 1.1063726 0.4357519
0.2 0.625 1.2003044 0.51960015
0.2 0.125 1.2354125 0.6069013
0.2 0.275 1.218391 0.5969235
0.2 0.3 1.1503807 0.5738407
0.2 0.175 1.148041 0.5374942
0.2 0.2 1.0008614 0.4458165
0.2 0.325 1.045676 0.49063954
0.2 0.6 1.1509869 0.503989
0.2 0.225 1.1707596 0.62664855
0.2 0.85 1.1213914 0.46893984
0.2 0.675 1.1719679 0.60453653
0.2 0.5 1.2514036 0.59373087
0.2 0.525 1.1298871 0.544347
0.2 0.45 1.1808138 0.4786535
0.2 0.95 1.212965 0.58915913
0.2 0.4 1.1195732 0.43605015
0.2 0.425 1.1375599 0.47728217
0.2 0.475 1.0664136 0.38380113
0.2 0.725 1.0819365 0.48803565
0.225 0.025 1.1408905 0.5342567
0.2 0.875 1.1730748 0.4201211
0.2 0.925 1.0682434 0.5116095
0.2 0.65 1.1399381 0.5026689
0.225 0.55 1.1361178 0.5884253
0.2 0.775 1.1376208 0.40923578
0.225 0.15 1.1757597 0.5866675
0.2 0.8 1.1635771 0.4942685
0.2 0.75 1.1480027 0.43159363
0.225 0.275 1.1531708 0.56144774
0.225 0.725 1.0798737 0.44507903
0.2 0.975 1.0748291 0.40289983
0.225 0.525 1.1840407 0.5587428
0.225 0.45 1.0901548 0.47489253
0.225 0.225 1.0906513 0.44312567
0.225 0.125 1.191136 0.4916119
0.225 0.2 1.1708629 0.57195884
0.225 0.175 1.2198725 0.56836647
0.225 0.875 1.1961141 0.5567497
0.225 0.325 1.1093647 0.5398694
0.225 0.4 1.1309804 0.53909326
0.225 0.675 1.1660814 0.6520714
0.225 0.425 1.0731468 0.5060168
0.225 0.35 1.1867298 0.5626666
0.225 0.375 1.200014 0.53407884
0.225 0.25 1.1711165 0.5455311
0.225 0.85 1.1810201 0.47163096
0.225 0.625 1.1475317 0.5746395
0.225 0.475 1.0510663 0.4954008
0.225 0.65 1.0927305 0.47738042
0.225 0.5 1.1631317 0.473809
0.225 0.9 1.1480451 0.48726907
0.25 0.1 1.1515335 0.6313233
0.225 0.575 1.2059536 0.5974673
0.225 0.6 1.1425775 0.53285736
0.225 0.7 1.1915447 0.43764195
0.25 0.6 1.1033465 0.44323084
0.225 0.825 1.1029028 0.5866618
0.225 0.8 1.1403546 0.5275198
0.225 0.775 1.1579441 0.5262016
0.225 0.75 1.2021667 0.6104455
0.25 0.85 1.1790292 0.5371566
0.25 0.35 1.137667 0.57203573
0.25 0.525 1.1604096 0.42642105
0.25 0.125 1.1403567 0.608629
0.25 0.475 1.0683403 0.5271282
0.25 0.3 1.1108248 0.5004179
0.25 0.325 1.1623464 0.56300366
0.25 0.5 1.1284933 0.5038564
0.25 0.75 1.1092713 0.45786142
0.25 0.775 0.98359203 0.44656086
0.25 0.7 1.0936258 0.4139181
0.25 0.725 1.140053 0.615424
0.25 0.625 1.1362879 0.43124053
0.225 0.95 1.112077 0.40172142
0.275 0.275 1.2045017 0.5618476
0.275 0.025 1.0885222 0.4759573
0.225 0.975 1.1477172 0.5103904
0.25 0.9 1.1322662 0.53134125
0.25 1.0 1.1463964 0.52177584
0.275 0.4 1.1023067 0.5258112
0.25 0.25 1.0582631 0.50982267
0.25 0.275 1.180958 0.5147623
0.25 0.225 1.154417 0.521649
0.25 0.975 1.1397059 0.53990036
0.25 0.8 1.1756222 0.52769524
0.25 0.95 1.1281333 0.45840898
0.275 0.2 1.1218827 0.37581527
0.25 0.825 1.181089 0.6313919
0.25 0.675 1.1318648 0.5331162
0.275 0.5 1.1578853 0.48157176
0.275 0.05 1.1578805 0.5968351
0.25 0.65 1.1256144 0.5280512
0.275 0.525 1.1376646 0.5255464
0.275 0.125 1.1459272 0.5016018
0.275 0.15 1.0382191 0.43561044
0.25 0.875 1.1158136 0.5662042
0.275 0.225 1.2363689 0.5360914
0.275 0.25 1.148524 0.53879035
0.275 0.725 1.0718066 0.4779687
0.275 0.8 1.1127385 0.5176605
0.275 0.7 1.190702 0.6012092
0.275 0.675 1.2059352 0.6129456
0.275 0.775 1.0510423 0.52840513
0.275 0.325 1.2001812 0.53925526
0.275 0.3 1.1773612 0.5091562
0.275 0.75 1.1283444 0.43807575
0.275 0.35 1.1596797 0.50923926
0.275 0.975 1.190223 0.49099237
0.275 0.375 1.1617305 0.44031265
0.275 0.175 1.1492915 0.5330183
0.275 0.85 1.1783158 0.555721
0.3 0.1 1.187958 0.42289713
0.275 0.825 1.17805 0.53983986
0.275 0.55 1.0975556 0.5818832
0.275 0.45 1.0920365 0.51016766
0.275 0.425 1.0603317 0.42242378
0.275 0.875 1.1234087 0.5036716
0.275 0.475 1.16026 0.46872947
0.275 0.9 1.1897279 0.5321346
0.3 0.6 1.1181719 0.5847866
0.3 0.05 1.0602243 0.49551943
0.275 0.925 1.0795472 0.46108317
0.3 0.025 1.1833924 0.6706615
0.275 0.65 1.2068964 0.50539476
0.275 0.625 1.1243085 0.4683318
0.275 0.575 1.188913 0.55521363
0.3 0.125 1.1027309 0.5731363
0.3 0.9 1.153896 0.5395858
0.275 0.6 1.0763824 0.500563
0.3 0.25 1.160654 0.52981025
0.3 0.3 1.1284167 0.45606363
0.3 0.975 1.1491501 0.5028947
0.3 0.7 1.1754194 0.44204375
0.325 0.65 1.0459445 0.48309103
0.275 0.95 1.0788478 0.44226214
0.325 0.975 1.2080739 0.5431658
0.3 1.0 1.2167884 0.57062715
0.3 0.375 1.1193173 0.5266895
0.3 0.8 1.089017 0.5645204
0.275 1.0 1.107733 0.5194923
0.325 0.1 1.0352546 0.48738924
0.3 0.275 1.1278175 0.44848198
0.325 0.2 1.0967038 0.51847774
0.325 0.15 1.0879128 0.43453744
0.3 0.35 1.2645004 0.62963754
0.325 0.125 1.1294879 0.5085408
0.325 0.175 1.0858396 0.5346728
0.3 0.15 1.1626345 0.59531033
0.3 0.95 1.1266956 0.4665163
0.3 0.45 1.0534573 0.4847915
0.325 0.325 1.1784723 0.5201671
0.3 0.2 1.1389892 0.56751966
0.325 0.45 1.1566917 0.5833667
0.35 0.1 1.1007813 0.45201048
0.325 0.275 1.0847347 0.5230998
0.325 0.25 1.0241147 0.4162659
0.3 0.225 1.0502074 0.4232253
0.3 0.175 1.2500623 0.51211154
0.3 0.575 1.1662463 0.43936947
0.3 0.65 1.0234807 0.53497845
0.3 0.4 1.1663325 0.5306705
0.3 0.85 1.1055349 0.44527355
0.3 0.675 1.0863492 0.44852778
0.3 0.875 1.1090796 0.45112064
0.35 0.025 1.1002033 0.47809792
0.325 1.0 1.1546417 0.51022005
0.325 0.95 1.1794854 0.5410523
0.3 0.425 1.07734 0.48637632
0.35 0.55 1.138524 0.43685183
0.3 0.625 1.1711968 0.5422912
0.3 0.925 1.0939388 0.5200917
0.3 0.775 1.0850396 0.47837204
0.325 0.5 1.12863 0.517572
0.35 0.875 1.0745237 0.46886602
0.35 0.05 1.2805952 0.67394733
0.35 0.125 1.1168437 0.48280558
0.35 0.175 1.1126212 0.47829586
0.325 0.6 1.1657394 0.57493603
0.35 0.15 1.1764615 0.57804507
0.35 0.325 1.1057013 0.49454656
0.325 0.625 1.1699698 0.42481962
0.325 0.8 1.1287292 0.5298097
0.325 0.075 1.0593452 0.5203713
0.375 0.025 1.1463004 0.60573435
0.35 0.375 1.1609728 0.6071401
0.3 0.825 1.1242666 0.44738176
0.325 0.3 1.0704277 0.46569473
0.35 0.425 1.1566192 0.5179766
0.325 0.475 1.1963469 0.48676997
0.325 0.675 1.0998064 0.5527355
0.375 0.225 1.1048714 0.5138627
0.325 0.7 1.2467618 0.5814313
0.325 0.575 1.0522099 0.4531172
0.325 0.525 1.1525844 0.43744612
0.325 0.725 1.0476593 0.4352169
0.35 0.4 1.1560724 0.535681
0.325 0.55 1.1464087 0.5259834
0.325 0.75 1.131717 0.4492557
0.35 0.075 1.221791 0.6234229
0.35 0.475 1.1533163 0.4469092
0.35 0.45 1.1601336 0.5747521
0.35 0.525 1.1314868 0.45908102
0.35 0.8 1.1702563 0.53067476
0.325 0.425 1.1824577 0.6075986
0.325 0.375 1.237075 0.52530444
0.35 0.775 1.1376165 0.49443862
0.325 0.35 1.2023346 0.45562214
0.325 0.775 1.1534034 0.56096065
0.35 0.65 1.020116 0.46518874
0.325 0.4 1.1781948 0.5295855
0.35 0.75 1.1543068 0.54758114
0.35 0.575 1.1586063 0.53368217
0.4 0.225 1.1389426 0.5539266
0.375 0.2 1.068792 0.5038842
0.35 0.225 1.1737508 0.48320013
0.375 0.05 1.1109695 0.5378486
0.35 0.2 1.1146342 0.4659003
0.375 0.275 1.1591834 0.60322684
0.35 0.25 1.0631113 0.5055587
0.375 0.975 1.1947751 0.5497609
0.35 0.725 1.0873778 0.4271172
0.375 0.375 1.15147 0.5228172
0.375 0.425 1.0218309 0.42363775
0.375 0.3 1.1754615 0.46775225
0.375 0.35 1.1651366 0.58980614
0.375 1.0 1.1361183 0.46064115
0.425 0.05 1.1030353 0.4783549
0.375 0.45 1.191486 0.5662083
0.375 0.825 1.1388843 0.541208
0.35 0.6 1.1457496 0.53283757
0.375 0.775 1.1347425 0.47189507
0.4 0.5 1.0586135 0.5275846
0.4 0.45 1.1445264 0.5291795
0.375 0.75 1.0958378 0.48545787
0.4 0.175 1.0171446 0.44011596
0.4 0.55 1.1684573 0.5019765
0.4 0.625 1.1646 0.5059162
0.425 0.225 1.1381565 0.46835268
0.4 0.35 1.1915171 0.6086733
0.4 0.075 1.1620787 0.4663195
0.4 0.775 1.2399933 0.5880912
0.35 0.7 1.1550751 0.5357881
0.4 0.4 1.0946052 0.4407302
0.4 0.475 1.0422537 0.54346144
0.4 0.325 1.094037 0.54445314
0.4 0.525 1.1633089 0.46203202
0.4 0.575 1.0614042 0.547015
0.4 0.65 1.1816303 0.4931458
0.375 0.85 1.1709478 0.5868944
0.4 0.375 1.1385503 0.4901127
0.35 0.675 1.261815 0.58936733
0.35 0.625 1.1748221 0.5426309
0.4 0.725 1.096621 0.4832623
0.375 0.4 1.1797764 0.5413213
0.4 0.425 1.0897608 0.6500566
0.4 0.1 1.148803 0.4781289
0.35 0.95 1.115819 0.4997926
0.35 0.9 1.1287891 0.5434295
0.35 0.925 1.1283344 0.47380283
0.425 0.075 1.1466534 0.4636009
0.4 0.925 1.0801109 0.52205914
0.425 0.975 0.98689044 0.44551894
0.4 0.875 1.2316289 0.60426337
0.4 0.95 1.1455286 0.5460595
0.425 0.5 1.1710703 0.5155851
0.375 0.325 1.1706096 0.511494
0.375 0.25 1.1922066 0.52282125
0.375 0.875 1.044275 0.46965325
0.425 0.025 1.20541 0.6253813
