lengthscale l2regularizer rmse_mean rmse_std

0.925 0.025 1.1937296 0.46907628
0.925 0.05 1.122806 0.5053647
0.925 0.075 0.9846873 0.38870668
0.925 0.1 1.0770315 0.55888855
0.925 0.125 1.0944083 0.5529669
0.925 0.15 1.1106236 0.48117492
0.925 0.175 1.167684 0.51933265
0.925 0.2 1.0401419 0.5489017
0.925 0.225 1.1027235 0.4650519
0.925 0.25 1.1376463 0.54260224
0.925 0.275 1.1249243 0.55114996
0.925 0.3 1.1438837 0.51507473
0.925 0.325 1.0011375 0.55131054
0.925 0.35 1.0481613 0.6330187
0.925 0.375 1.1308415 0.4865382
0.925 0.4 1.154947 0.5134488
0.925 0.425 1.1159378 0.61641383
0.925 0.45 1.0495732 0.5790416
0.925 0.475 1.1350486 0.5891676
0.925 0.5 1.0734786 0.5616885
0.925 0.525 1.1230944 0.5297698
0.925 0.55 1.136174 0.48178747
0.925 0.575 1.0861769 0.5132594
0.925 0.6 1.1534001 0.48526266
0.925 0.625 1.1922909 0.47452426
0.925 0.65 1.1327449 0.47022396
0.925 0.675 1.1690342 0.45142013
0.925 0.7 1.0719745 0.42803895
0.925 0.725 1.1117039 0.5681623
0.925 0.75 1.1354033 0.51499784
0.925 0.775 1.1671531 0.549381
0.925 0.8 1.0295113 0.58107185
0.925 0.825 1.0426478 0.40609145
0.925 0.85 1.1526845 0.530456
0.925 0.875 1.1624997 0.52378714
0.925 0.9 1.2238374 0.43003967
0.925 0.925 1.1394607 0.5735541
0.925 0.95 1.192137 0.5715359
0.925 0.975 1.1331705 0.5392217
0.925 1.0 1.1451719 0.5864724
0.95 0.025 1.1131787 0.42989805
0.95 0.05 0.97681 0.67469275
0.95 0.075 1.0898604 0.63057476
0.95 0.1 1.221576 0.53829485
0.95 0.125 1.194234 0.536219
0.95 0.15 1.1493539 0.4682353
0.95 0.175 1.1066104 0.6425471
0.95 0.2 1.1743231 0.60133344
0.95 0.225 1.1191208 0.5209794
0.95 0.25 1.0877854 0.67101777
0.95 0.275 1.1507857 0.44333127
0.95 0.3 1.1064227 0.7172653
0.95 0.325 1.1791164 0.5665809
0.95 0.35 1.1669159 0.67227995
0.95 0.375 1.1301138 0.62607515
0.95 0.4 1.1471405 0.5800973
0.95 0.425 1.1395941 0.5263213
0.95 0.45 1.08125 0.5083041
0.95 0.475 1.1288475 0.50842637
0.95 0.5 1.1617228 0.7460085
0.95 0.525 1.1235917 0.48198697
0.95 0.55 1.0938241 0.46945447
0.95 0.575 1.2256482 0.56705964
0.95 0.6 1.0952936 0.46715614
0.95 0.625 1.1510671 0.57915825
0.95 0.65 1.0713366 0.54943377
0.95 0.675 1.1601831 0.51716167
0.95 0.7 1.1870861 0.5551663
0.95 0.725 1.1109271 0.5185243
0.95 0.75 1.0507257 0.5535339
0.95 0.775 1.1874158 0.53226155
0.95 0.8 1.1600395 0.47162762
0.95 0.825 1.1398486 0.5555733
0.95 0.85 1.0794808 0.51970226
0.95 0.875 1.1723474 0.46507847
0.95 0.9 1.0955504 0.5294234
0.95 0.925 1.2347085 0.6180344
0.95 0.95 1.0797446 0.48411185
0.95 0.975 1.1303592 0.479248
0.95 1.0 1.16115 0.51695925
0.975 0.025 1.0912906 0.42267603
0.975 0.05 1.1011202 0.6276782
0.975 0.075 1.2254617 0.5715566
0.975 0.1 1.1297876 0.4736428
0.975 0.125 1.2001612 0.6150664
0.975 0.15 1.0955868 0.4908718
0.975 0.175 1.1319484 0.46948108
0.975 0.2 1.1508186 0.6020498
0.975 0.225 1.084418 0.55714417
0.975 0.25 1.1453252 0.5010112
0.975 0.275 1.1794542 0.6008462
0.975 0.3 1.0093858 0.35970405
0.975 0.325 1.1750247 0.53937835
0.975 0.35 1.1381669 0.4267531
0.975 0.375 1.1623442 0.51917404
0.975 0.4 1.128942 0.622435
0.975 0.425 1.1145399 0.47148535
0.975 0.45 1.0779431 0.6165064
0.975 0.475 1.106463 0.53655386
0.975 0.5 1.1302605 0.558685
0.975 0.525 1.1421072 0.5973824
0.975 0.55 1.0722505 0.5518074
0.975 0.575 1.106858 0.46795744
0.975 0.6 1.132179 0.50040084
0.975 0.625 1.2434585 0.58842325
0.975 0.65 1.1199912 0.64862764
0.975 0.675 1.107015 0.6088654
0.975 0.7 1.052743 0.56227535
0.975 0.725 1.130462 0.48876542
0.975 0.75 1.1179497 0.43074495
0.975 0.775 1.1226233 0.56808436
0.975 0.8 1.1327269 0.60256845
0.975 0.825 1.078716 0.4618824
0.975 0.85 1.1574472 0.48215103
0.975 0.875 1.1746228 0.5273106
0.975 0.9 1.1102349 0.50162894
0.975 0.925 1.2136722 0.64315397
0.975 0.95 1.1263579 0.5667446
0.975 0.975 1.1602468 0.5356623
0.975 1.0 1.0793672 0.5045392
1.0 0.025 1.1326448 0.48061728
1.0 0.05 1.1196254 0.5873929
1.0 0.075 1.0741085 0.53559977
1.0 0.1 1.0981818 0.4083014
1.0 0.125 1.1742818 0.6548964
1.0 0.15 1.1470761 0.5186129
1.0 0.175 1.0438604 0.48452708
1.0 0.2 1.1996651 0.5954242
1.0 0.225 1.0935564 0.37576982
1.0 0.25 1.2299513 0.59899604
1.0 0.275 1.1469603 0.48009652
1.0 0.3 1.1339287 0.7582149
1.0 0.325 1.1911097 0.64518774
1.0 0.35 1.2118244 0.56655246
1.0 0.375 1.1439211 0.539797
1.0 0.4 1.1301 0.50137603
1.0 0.425 1.0312443 0.53572315
1.0 0.45 1.2332845 0.6223489
1.0 0.475 1.0465777 0.46833304
1.0 0.5 1.1847496 0.6962287
1.0 0.525 1.1399181 0.4574875
1.0 0.55 1.2008828 0.6558953
1.0 0.575 1.1063 0.62635964
1.0 0.6 1.0547519 0.46062565
1.0 0.625 1.1340361 0.52019083
1.0 0.65 1.1005728 0.5684566
1.0 0.675 1.1347473 0.6120335
1.0 0.7 1.1226774 0.6221732
1.0 0.725 1.1936893 0.67719555
1.0 0.75 1.140404 0.49821448
1.0 0.775 1.1689141 0.5804992
1.0 0.8 1.111603 0.54949975
1.0 0.825 1.1724086 0.6646797
1.0 0.85 1.0857238 0.5541989
1.0 0.875 1.0351026 0.47508198
1.0 0.9 1.1073707 0.47433904
1.0 0.925 1.1706765 0.6288106
1.0 0.95 1.1290884 0.55393934
1.0 0.975 1.1000012 0.48399344
1.0 1.0 1.1152318 0.5371235
