"method","p","l","int_effect","disType","dim_in","d"
"matern",1,1,0.8,0,3,11
"matern",2,1,0.8,0,3,11
"matern",1,0.666666666666667,0.8,0,3,11
"matern",2,0.666666666666667,0.8,0,3,11
"matern",1,2,0.9,0,3,11
"matern",2,2,0.9,0,3,11
"matern",1,1,0.9,0,3,11
"matern",2,1,0.9,0,3,11
"matern",1,0.666666666666667,0.9,0,3,11
"matern",2,0.666666666666667,0.9,0,3,11
"matern",1,2,1,0,3,11
"matern",2,2,1,0,3,11
"matern",1,1,1,0,3,11
"matern",2,1,1,0,3,11
"matern",1,0.666666666666667,1,0,3,11
"matern",2,0.666666666666667,1,0,3,11
"matern",1,2,0,0,3,12
"matern",2,2,0,0,3,12
"matern",1,1,0,0,3,12
"matern",2,1,0,0,3,12
"matern",1,0.666666666666667,0,0,3,12
"matern",2,0.666666666666667,0,0,3,12
"matern",1,2,0.1,0,3,12
"matern",2,2,0.1,0,3,12
"matern",1,1,0.1,0,3,12
"matern",2,1,0.1,0,3,12
"matern",1,0.666666666666667,0.1,0,3,12
"matern",2,0.666666666666667,0.1,0,3,12
"matern",1,2,0.2,0,3,12
"matern",2,2,0.2,0,3,12
"matern",1,1,0.2,0,3,12
"matern",2,1,0.2,0,3,12
"matern",1,0.666666666666667,0.2,0,3,12
"matern",2,0.666666666666667,0.2,0,3,12
"matern",1,2,0.3,0,3,12
"matern",2,2,0.3,0,3,12
"matern",1,1,0.3,0,3,12
"matern",2,1,0.3,0,3,12
"matern",1,0.666666666666667,0.3,0,3,12
"matern",2,0.666666666666667,0.3,0,3,12
"matern",1,2,0.4,0,3,12
"matern",2,2,0.4,0,3,12
"matern",1,1,0.4,0,3,12
"matern",2,1,0.4,0,3,12
"matern",1,0.666666666666667,0.4,0,3,12
"matern",2,0.666666666666667,0.4,0,3,12
"matern",1,2,0.5,0,3,12
"matern",2,2,0.5,0,3,12
"matern",1,1,0.5,0,3,12
"matern",2,1,0.5,0,3,12
"matern",1,0.666666666666667,0.5,0,3,12
"matern",2,0.666666666666667,0.5,0,3,12
"matern",1,2,0.6,0,3,12
"matern",2,2,0.6,0,3,12
"matern",1,1,0.6,0,3,12
"matern",2,1,0.6,0,3,12
"matern",1,0.666666666666667,0.6,0,3,12
"matern",2,0.666666666666667,0.6,0,3,12
"matern",1,2,0.7,0,3,12
"matern",2,2,0.7,0,3,12
"matern",1,1,0.7,0,3,12
"matern",2,1,0.7,0,3,12
"matern",1,0.666666666666667,0.7,0,3,12
"matern",2,0.666666666666667,0.7,0,3,12
"matern",1,2,0.8,0,3,12
"matern",2,2,0.8,0,3,12
"matern",1,1,0.8,0,3,12
"matern",2,1,0.8,0,3,12
"matern",1,0.666666666666667,0.8,0,3,12
"matern",2,0.666666666666667,0.8,0,3,12
"matern",1,2,0.9,0,3,12
"matern",2,2,0.9,0,3,12
"matern",1,1,0.9,0,3,12
"matern",2,1,0.9,0,3,12
"matern",1,0.666666666666667,0.9,0,3,12
"matern",2,0.666666666666667,0.9,0,3,12
"matern",1,2,1,0,3,12
"matern",2,2,1,0,3,12
"matern",1,1,1,0,3,12
"matern",2,1,1,0,3,12
"matern",1,0.666666666666667,1,0,3,12
"matern",2,0.666666666666667,1,0,3,12
"rbf",1,2,0,0,3,1
"rbf",1,1,0,0,3,1
"rbf",1,0.666666666666667,0,0,3,1
"rbf",1,2,0.1,0,3,1
"rbf",1,1,0.1,0,3,1
"rbf",1,0.666666666666667,0.1,0,3,1
"rbf",1,2,0.2,0,3,1
"rbf",1,1,0.2,0,3,1
"rbf",1,0.666666666666667,0.2,0,3,1
"rbf",1,2,0.3,0,3,1
"rbf",1,1,0.3,0,3,1
"rbf",1,0.666666666666667,0.3,0,3,1
"rbf",1,2,0.4,0,3,1
"rbf",1,1,0.4,0,3,1
"rbf",1,0.666666666666667,0.4,0,3,1
"rbf",1,2,0.5,0,3,1
"rbf",1,1,0.5,0,3,1
"rbf",1,0.666666666666667,0.5,0,3,1
"rbf",1,2,0.6,0,3,1
"rbf",1,1,0.6,0,3,1
"rbf",1,0.666666666666667,0.6,0,3,1
"rbf",1,2,0.7,0,3,1
"rbf",1,1,0.7,0,3,1
"rbf",1,0.666666666666667,0.7,0,3,1
"rbf",1,2,0.8,0,3,1
"rbf",1,1,0.8,0,3,1
"rbf",1,0.666666666666667,0.8,0,3,1
"rbf",1,2,0.9,0,3,1
"rbf",1,1,0.9,0,3,1
"rbf",1,0.666666666666667,0.9,0,3,1
"rbf",1,2,1,0,3,1
"rbf",1,1,1,0,3,1
"rbf",1,0.666666666666667,1,0,3,1
"rbf",1,2,0,0,3,2
"rbf",1,1,0,0,3,2
"rbf",1,0.666666666666667,0,0,3,2
"rbf",1,2,0.1,0,3,2
"rbf",1,1,0.1,0,3,2
"rbf",1,0.666666666666667,0.1,0,3,2
"rbf",1,2,0.2,0,3,2
"rbf",1,1,0.2,0,3,2
"rbf",1,0.666666666666667,0.2,0,3,2
"rbf",1,2,0.3,0,3,2
"rbf",1,1,0.3,0,3,2
"rbf",1,0.666666666666667,0.3,0,3,2
"rbf",1,2,0.4,0,3,2
"rbf",1,1,0.4,0,3,2
"rbf",1,0.666666666666667,0.4,0,3,2
"rbf",1,2,0.5,0,3,2
"rbf",1,1,0.5,0,3,2
"rbf",1,0.666666666666667,0.5,0,3,2
"rbf",1,2,0.6,0,3,2
"rbf",1,1,0.6,0,3,2
"rbf",1,0.666666666666667,0.6,0,3,2
"rbf",1,2,0.7,0,3,2
"rbf",1,1,0.7,0,3,2
"rbf",1,0.666666666666667,0.7,0,3,2
"rbf",1,2,0.8,0,3,2
"rbf",1,1,0.8,0,3,2
"rbf",1,0.666666666666667,0.8,0,3,2
"rbf",1,2,0.9,0,3,2
"rbf",1,1,0.9,0,3,2
"rbf",1,0.666666666666667,0.9,0,3,2
"rbf",1,2,1,0,3,2
"rbf",1,1,1,0,3,2
"rbf",1,0.666666666666667,1,0,3,2
"rbf",1,2,0,0,3,3
"rbf",1,1,0,0,3,3
"rbf",1,0.666666666666667,0,0,3,3
"rbf",1,2,0.1,0,3,3
"rbf",1,1,0.1,0,3,3
"rbf",1,0.666666666666667,0.1,0,3,3
"rbf",1,2,0.2,0,3,3
"rbf",1,1,0.2,0,3,3
"rbf",1,0.666666666666667,0.2,0,3,3
"rbf",1,2,0.3,0,3,3
"rbf",1,1,0.3,0,3,3
"rbf",1,0.666666666666667,0.3,0,3,3
"rbf",1,2,0.4,0,3,3
"rbf",1,1,0.4,0,3,3
"rbf",1,0.666666666666667,0.4,0,3,3
"rbf",1,2,0.5,0,3,3
"rbf",1,1,0.5,0,3,3
"rbf",1,0.666666666666667,0.5,0,3,3
"rbf",1,2,0.6,0,3,3
"rbf",1,1,0.6,0,3,3
"rbf",1,0.666666666666667,0.6,0,3,3
"rbf",1,2,0.7,0,3,3
"rbf",1,1,0.7,0,3,3
"rbf",1,0.666666666666667,0.7,0,3,3
"rbf",1,2,0.8,0,3,3
"rbf",1,1,0.8,0,3,3
"rbf",1,0.666666666666667,0.8,0,3,3
"rbf",1,2,0.9,0,3,3
"rbf",1,1,0.9,0,3,3
"rbf",1,0.666666666666667,0.9,0,3,3
"rbf",1,2,1,0,3,3
"rbf",1,1,1,0,3,3
"rbf",1,0.666666666666667,1,0,3,3
"rbf",1,2,0,0,3,4
"rbf",1,1,0,0,3,4
"rbf",1,0.666666666666667,0,0,3,4
"rbf",1,2,0.1,0,3,4
"rbf",1,1,0.1,0,3,4
"rbf",1,0.666666666666667,0.1,0,3,4
"rbf",1,2,0.2,0,3,4
"rbf",1,1,0.2,0,3,4
"rbf",1,0.666666666666667,0.2,0,3,4
"rbf",1,2,0.3,0,3,4
"rbf",1,1,0.3,0,3,4
"rbf",1,0.666666666666667,0.3,0,3,4
"rbf",1,2,0.4,0,3,4
"rbf",1,1,0.4,0,3,4
"rbf",1,0.666666666666667,0.4,0,3,4
"rbf",1,2,0.5,0,3,4
"rbf",1,1,0.5,0,3,4
"rbf",1,0.666666666666667,0.5,0,3,4
"rbf",1,2,0.6,0,3,4
"rbf",1,1,0.6,0,3,4
"rbf",1,0.666666666666667,0.6,0,3,4
"rbf",1,2,0.7,0,3,4
"rbf",1,1,0.7,0,3,4
"rbf",1,0.666666666666667,0.7,0,3,4
"rbf",1,2,0.8,0,3,4
"rbf",1,1,0.8,0,3,4
"rbf",1,0.666666666666667,0.8,0,3,4
"rbf",1,2,0.9,0,3,4
"rbf",1,1,0.9,0,3,4
"rbf",1,0.666666666666667,0.9,0,3,4
"rbf",1,2,1,0,3,4
"rbf",1,1,1,0,3,4
"rbf",1,0.666666666666667,1,0,3,4
"rbf",1,2,0,0,3,5
"rbf",1,1,0,0,3,5
"rbf",1,0.666666666666667,0,0,3,5
"rbf",1,2,0.1,0,3,5
"rbf",1,1,0.1,0,3,5
"rbf",1,0.666666666666667,0.1,0,3,5
"rbf",1,2,0.2,0,3,5
"rbf",1,1,0.2,0,3,5
"rbf",1,0.666666666666667,0.2,0,3,5
"rbf",1,2,0.3,0,3,5
"rbf",1,1,0.3,0,3,5
"rbf",1,0.666666666666667,0.3,0,3,5
"rbf",1,2,0.4,0,3,5
"rbf",1,1,0.4,0,3,5
"rbf",1,0.666666666666667,0.4,0,3,5
"rbf",1,2,0.5,0,3,5
"rbf",1,1,0.5,0,3,5
"rbf",1,0.666666666666667,0.5,0,3,5
"rbf",1,2,0.6,0,3,5
"rbf",1,1,0.6,0,3,5
"rbf",1,0.666666666666667,0.6,0,3,5
"rbf",1,2,0.7,0,3,5
"rbf",1,1,0.7,0,3,5
"rbf",1,0.666666666666667,0.7,0,3,5
"rbf",1,2,0.8,0,3,5
"rbf",1,1,0.8,0,3,5
"rbf",1,0.666666666666667,0.8,0,3,5
"rbf",1,2,0.9,0,3,5
"rbf",1,1,0.9,0,3,5
"rbf",1,0.666666666666667,0.9,0,3,5
"rbf",1,2,1,0,3,5
"rbf",1,1,1,0,3,5
"rbf",1,0.666666666666667,1,0,3,5
"rbf",1,2,0,0,3,6
"rbf",1,1,0,0,3,6
"rbf",1,0.666666666666667,0,0,3,6
"rbf",1,2,0.1,0,3,6
"rbf",1,1,0.1,0,3,6
"rbf",1,0.666666666666667,0.1,0,3,6
"rbf",1,2,0.2,0,3,6
"rbf",1,1,0.2,0,3,6
"rbf",1,0.666666666666667,0.2,0,3,6
"rbf",1,2,0.3,0,3,6
"rbf",1,1,0.3,0,3,6
"rbf",1,0.666666666666667,0.3,0,3,6
"rbf",1,2,0.4,0,3,6
"rbf",1,1,0.4,0,3,6
"rbf",1,0.666666666666667,0.4,0,3,6
"rbf",1,2,0.5,0,3,6
"rbf",1,1,0.5,0,3,6
"rbf",1,0.666666666666667,0.5,0,3,6
"rbf",1,2,0.6,0,3,6
"rbf",1,1,0.6,0,3,6
"rbf",1,0.666666666666667,0.6,0,3,6
"rbf",1,2,0.7,0,3,6
"rbf",1,1,0.7,0,3,6
"rbf",1,0.666666666666667,0.7,0,3,6
"rbf",1,2,0.8,0,3,6
"rbf",1,1,0.8,0,3,6
"rbf",1,0.666666666666667,0.8,0,3,6
"rbf",1,2,0.9,0,3,6
"rbf",1,1,0.9,0,3,6
"rbf",1,0.666666666666667,0.9,0,3,6
"rbf",1,2,1,0,3,6
"rbf",1,1,1,0,3,6
"rbf",1,0.666666666666667,1,0,3,6
"rbf",1,2,0,0,3,7
"rbf",1,1,0,0,3,7
"rbf",1,0.666666666666667,0,0,3,7
"rbf",1,2,0.1,0,3,7
"rbf",1,1,0.1,0,3,7
"rbf",1,0.666666666666667,0.1,0,3,7
"rbf",1,2,0.2,0,3,7
"rbf",1,1,0.2,0,3,7
"rbf",1,0.666666666666667,0.2,0,3,7
"rbf",1,2,0.3,0,3,7
"rbf",1,1,0.3,0,3,7
"rbf",1,0.666666666666667,0.3,0,3,7
"rbf",1,2,0.4,0,3,7
"rbf",1,1,0.4,0,3,7
"rbf",1,0.666666666666667,0.4,0,3,7
"rbf",1,2,0.5,0,3,7
"rbf",1,1,0.5,0,3,7
"rbf",1,0.666666666666667,0.5,0,3,7
"rbf",1,2,0.6,0,3,7
"rbf",1,1,0.6,0,3,7
"rbf",1,0.666666666666667,0.6,0,3,7
"rbf",1,2,0.7,0,3,7
"rbf",1,1,0.7,0,3,7
"rbf",1,0.666666666666667,0.7,0,3,7
"rbf",1,2,0.8,0,3,7
"rbf",1,1,0.8,0,3,7
"rbf",1,0.666666666666667,0.8,0,3,7
"rbf",1,2,0.9,0,3,7
"rbf",1,1,0.9,0,3,7
"rbf",1,0.666666666666667,0.9,0,3,7
"rbf",1,2,1,0,3,7
"rbf",1,1,1,0,3,7
"rbf",1,0.666666666666667,1,0,3,7
"rbf",1,2,0,0,3,8
"rbf",1,1,0,0,3,8
"rbf",1,0.666666666666667,0,0,3,8
"rbf",1,2,0.1,0,3,8
"rbf",1,1,0.1,0,3,8
"rbf",1,0.666666666666667,0.1,0,3,8
"rbf",1,2,0.2,0,3,8
"rbf",1,1,0.2,0,3,8
"rbf",1,0.666666666666667,0.2,0,3,8
"rbf",1,2,0.3,0,3,8
"rbf",1,1,0.3,0,3,8
"rbf",1,0.666666666666667,0.3,0,3,8
"rbf",1,2,0.4,0,3,8
"rbf",1,1,0.4,0,3,8
"rbf",1,0.666666666666667,0.4,0,3,8
"rbf",1,2,0.5,0,3,8
"rbf",1,1,0.5,0,3,8
"rbf",1,0.666666666666667,0.5,0,3,8
"rbf",1,2,0.6,0,3,8
"rbf",1,1,0.6,0,3,8
"rbf",1,0.666666666666667,0.6,0,3,8
"rbf",1,2,0.7,0,3,8
"rbf",1,1,0.7,0,3,8
"rbf",1,0.666666666666667,0.7,0,3,8
"rbf",1,2,0.8,0,3,8
"rbf",1,1,0.8,0,3,8
"rbf",1,0.666666666666667,0.8,0,3,8
"rbf",1,2,0.9,0,3,8
"rbf",1,1,0.9,0,3,8
"rbf",1,0.666666666666667,0.9,0,3,8
"rbf",1,2,1,0,3,8
"rbf",1,1,1,0,3,8
"rbf",1,0.666666666666667,1,0,3,8
"rbf",1,2,0,0,3,9
"rbf",1,1,0,0,3,9
"rbf",1,0.666666666666667,0,0,3,9
"rbf",1,2,0.1,0,3,9
"rbf",1,1,0.1,0,3,9
"rbf",1,0.666666666666667,0.1,0,3,9
"rbf",1,2,0.2,0,3,9
"rbf",1,1,0.2,0,3,9
"rbf",1,0.666666666666667,0.2,0,3,9
"rbf",1,2,0.3,0,3,9
"rbf",1,1,0.3,0,3,9
"rbf",1,0.666666666666667,0.3,0,3,9
"rbf",1,2,0.4,0,3,9
"rbf",1,1,0.4,0,3,9
"rbf",1,0.666666666666667,0.4,0,3,9
"rbf",1,2,0.5,0,3,9
"rbf",1,1,0.5,0,3,9
"rbf",1,0.666666666666667,0.5,0,3,9
"rbf",1,2,0.6,0,3,9
"rbf",1,1,0.6,0,3,9
"rbf",1,0.666666666666667,0.6,0,3,9
"rbf",1,2,0.7,0,3,9
"rbf",1,1,0.7,0,3,9
"rbf",1,0.666666666666667,0.7,0,3,9
"rbf",1,2,0.8,0,3,9
"rbf",1,1,0.8,0,3,9
"rbf",1,0.666666666666667,0.8,0,3,9
"rbf",1,2,0.9,0,3,9
"rbf",1,1,0.9,0,3,9
"rbf",1,0.666666666666667,0.9,0,3,9
"rbf",1,2,1,0,3,9
"rbf",1,1,1,0,3,9
"rbf",1,0.666666666666667,1,0,3,9
"rbf",1,2,0,0,3,10
"rbf",1,1,0,0,3,10
"rbf",1,0.666666666666667,0,0,3,10
"rbf",1,2,0.1,0,3,10
"rbf",1,1,0.1,0,3,10
"rbf",1,0.666666666666667,0.1,0,3,10
"rbf",1,2,0.2,0,3,10
"rbf",1,1,0.2,0,3,10
"rbf",1,0.666666666666667,0.2,0,3,10
"rbf",1,2,0.3,0,3,10
"rbf",1,1,0.3,0,3,10
"rbf",1,0.666666666666667,0.3,0,3,10
"rbf",1,2,0.4,0,3,10
"rbf",1,1,0.4,0,3,10
"rbf",1,0.666666666666667,0.4,0,3,10
"rbf",1,2,0.5,0,3,10
"rbf",1,1,0.5,0,3,10
"rbf",1,0.666666666666667,0.5,0,3,10
"rbf",1,2,0.6,0,3,10
"rbf",1,1,0.6,0,3,10
"rbf",1,0.666666666666667,0.6,0,3,10
"rbf",1,2,0.7,0,3,10
"rbf",1,1,0.7,0,3,10
"rbf",1,0.666666666666667,0.7,0,3,10
"rbf",1,2,0.8,0,3,10
"rbf",1,1,0.8,0,3,10
"rbf",1,0.666666666666667,0.8,0,3,10
"rbf",1,2,0.9,0,3,10
"rbf",1,1,0.9,0,3,10
"rbf",1,0.666666666666667,0.9,0,3,10
"rbf",1,2,1,0,3,10
"rbf",1,1,1,0,3,10
"rbf",1,0.666666666666667,1,0,3,10
"rbf",1,2,0,0,3,11
"rbf",1,1,0,0,3,11
"rbf",1,0.666666666666667,0,0,3,11
"rbf",1,2,0.1,0,3,11
"rbf",1,1,0.1,0,3,11
"rbf",1,0.666666666666667,0.1,0,3,11
"rbf",1,2,0.2,0,3,11
"rbf",1,1,0.2,0,3,11
"rbf",1,0.666666666666667,0.2,0,3,11
"rbf",1,2,0.3,0,3,11
"rbf",1,1,0.3,0,3,11
"rbf",1,0.666666666666667,0.3,0,3,11
"rbf",1,2,0.4,0,3,11
"rbf",1,1,0.4,0,3,11
"rbf",1,0.666666666666667,0.4,0,3,11
"rbf",1,2,0.5,0,3,11
"rbf",1,1,0.5,0,3,11
"rbf",1,0.666666666666667,0.5,0,3,11
"rbf",1,2,0.6,0,3,11
"rbf",1,1,0.6,0,3,11
"rbf",1,0.666666666666667,0.6,0,3,11
"rbf",1,2,0.7,0,3,11
"rbf",1,1,0.7,0,3,11
"rbf",1,0.666666666666667,0.7,0,3,11
"rbf",1,2,0.8,0,3,11
"rbf",1,1,0.8,0,3,11
"rbf",1,0.666666666666667,0.8,0,3,11
"rbf",1,2,0.9,0,3,11
"rbf",1,1,0.9,0,3,11
"rbf",1,0.666666666666667,0.9,0,3,11
"rbf",1,2,1,0,3,11
"rbf",1,1,1,0,3,11
"rbf",1,0.666666666666667,1,0,3,11
"rbf",1,2,0,0,3,12
"rbf",1,1,0,0,3,12
"rbf",1,0.666666666666667,0,0,3,12
"rbf",1,2,0.1,0,3,12
"rbf",1,1,0.1,0,3,12
"rbf",1,0.666666666666667,0.1,0,3,12
"rbf",1,2,0.2,0,3,12
"rbf",1,1,0.2,0,3,12
"rbf",1,0.666666666666667,0.2,0,3,12
"rbf",1,2,0.3,0,3,12
"rbf",1,1,0.3,0,3,12
"rbf",1,0.666666666666667,0.3,0,3,12
"rbf",1,2,0.4,0,3,12
"rbf",1,1,0.4,0,3,12
"rbf",1,0.666666666666667,0.4,0,3,12
"rbf",1,2,0.5,0,3,12
"rbf",1,1,0.5,0,3,12
"rbf",1,0.666666666666667,0.5,0,3,12
"rbf",1,2,0.6,0,3,12
"rbf",1,1,0.6,0,3,12
"rbf",1,0.666666666666667,0.6,0,3,12
"rbf",1,2,0.7,0,3,12
"rbf",1,1,0.7,0,3,12
"rbf",1,0.666666666666667,0.7,0,3,12
"rbf",1,2,0.8,0,3,12
"rbf",1,1,0.8,0,3,12
"rbf",1,0.666666666666667,0.8,0,3,12
"rbf",1,2,0.9,0,3,12
"rbf",1,1,0.9,0,3,12
"rbf",1,0.666666666666667,0.9,0,3,12
"rbf",1,2,1,0,3,12
"rbf",1,1,1,0,3,12
"rbf",1,0.666666666666667,1,0,3,12
"matern",1,2,0,0,6,1
"matern",2,2,0,0,6,1
"matern",1,1,0,0,6,1
"matern",2,1,0,0,6,1
"matern",1,0.666666666666667,0,0,6,1
"matern",2,0.666666666666667,0,0,6,1
"matern",1,2,0.1,0,6,1
"matern",2,2,0.1,0,6,1
"matern",1,1,0.1,0,6,1
"matern",2,1,0.1,0,6,1
"matern",1,0.666666666666667,0.1,0,6,1
"matern",2,0.666666666666667,0.1,0,6,1
"matern",1,2,0.2,0,6,1
"matern",2,2,0.2,0,6,1
"matern",1,1,0.2,0,6,1
"matern",2,1,0.2,0,6,1
"matern",1,0.666666666666667,0.2,0,6,1
"matern",2,0.666666666666667,0.2,0,6,1
"matern",1,2,0.3,0,6,1
"matern",2,2,0.3,0,6,1
"matern",1,1,0.3,0,6,1
"matern",2,1,0.3,0,6,1
"matern",1,0.666666666666667,0.3,0,6,1
"matern",2,0.666666666666667,0.3,0,6,1
"matern",1,2,0.4,0,6,1
"matern",2,2,0.4,0,6,1
"matern",1,1,0.4,0,6,1
"matern",2,1,0.4,0,6,1
"matern",1,0.666666666666667,0.4,0,6,1
"matern",2,0.666666666666667,0.4,0,6,1
"matern",1,2,0.5,0,6,1
"matern",2,2,0.5,0,6,1
"matern",1,1,0.5,0,6,1
"matern",2,1,0.5,0,6,1
"matern",1,0.666666666666667,0.5,0,6,1
"matern",2,0.666666666666667,0.5,0,6,1
"matern",1,2,0.6,0,6,1
"matern",2,2,0.6,0,6,1
"matern",1,1,0.6,0,6,1
"matern",2,1,0.6,0,6,1
"matern",1,0.666666666666667,0.6,0,6,1
"matern",2,0.666666666666667,0.6,0,6,1
"matern",1,2,0.7,0,6,1
"matern",2,2,0.7,0,6,1
"matern",1,1,0.7,0,6,1
"matern",2,1,0.7,0,6,1
"matern",1,0.666666666666667,0.7,0,6,1
"matern",2,0.666666666666667,0.7,0,6,1
"matern",1,2,0.8,0,6,1
"matern",2,2,0.8,0,6,1
"matern",1,1,0.8,0,6,1
"matern",2,1,0.8,0,6,1
"matern",1,0.666666666666667,0.8,0,6,1
"matern",2,0.666666666666667,0.8,0,6,1
"matern",1,2,0.9,0,6,1
"matern",2,2,0.9,0,6,1
"matern",1,1,0.9,0,6,1
"matern",2,1,0.9,0,6,1
"matern",1,0.666666666666667,0.9,0,6,1
"matern",2,0.666666666666667,0.9,0,6,1
"matern",1,2,1,0,6,1
"matern",2,2,1,0,6,1
"matern",1,1,1,0,6,1
"matern",2,1,1,0,6,1
"matern",1,0.666666666666667,1,0,6,1
"matern",2,0.666666666666667,1,0,6,1
"matern",1,2,0,0,6,2
"matern",2,2,0,0,6,2
"matern",1,1,0,0,6,2
"matern",2,1,0,0,6,2
"matern",1,0.666666666666667,0,0,6,2
"matern",2,0.666666666666667,0,0,6,2
"matern",1,2,0.1,0,6,2
"matern",2,2,0.1,0,6,2
"matern",1,1,0.1,0,6,2
"matern",2,1,0.1,0,6,2
"matern",1,0.666666666666667,0.1,0,6,2
"matern",2,0.666666666666667,0.1,0,6,2
"matern",1,2,0.2,0,6,2
"matern",2,2,0.2,0,6,2
"matern",1,1,0.2,0,6,2
"matern",2,1,0.2,0,6,2
"matern",1,0.666666666666667,0.2,0,6,2
"matern",2,0.666666666666667,0.2,0,6,2
"matern",1,2,0.3,0,6,2
"matern",2,2,0.3,0,6,2
"matern",1,1,0.3,0,6,2
"matern",2,1,0.3,0,6,2
"matern",1,0.666666666666667,0.3,0,6,2
"matern",2,0.666666666666667,0.3,0,6,2
"matern",1,2,0.4,0,6,2
"matern",2,2,0.4,0,6,2
"matern",1,1,0.4,0,6,2
"matern",2,1,0.4,0,6,2
"matern",1,0.666666666666667,0.4,0,6,2
"matern",2,0.666666666666667,0.4,0,6,2
"matern",1,2,0.5,0,6,2
"matern",2,2,0.5,0,6,2
"matern",1,1,0.5,0,6,2
"matern",2,1,0.5,0,6,2
"matern",1,0.666666666666667,0.5,0,6,2
"matern",2,0.666666666666667,0.5,0,6,2
"matern",1,2,0.6,0,6,2
"matern",2,2,0.6,0,6,2
"matern",1,1,0.6,0,6,2
"matern",2,1,0.6,0,6,2
"matern",1,0.666666666666667,0.6,0,6,2
"matern",2,0.666666666666667,0.6,0,6,2
"matern",1,2,0.7,0,6,2
"matern",2,2,0.7,0,6,2
"matern",1,1,0.7,0,6,2
"matern",2,1,0.7,0,6,2
"matern",1,0.666666666666667,0.7,0,6,2
"matern",2,0.666666666666667,0.7,0,6,2
"matern",1,2,0.8,0,6,2
"matern",2,2,0.8,0,6,2
"matern",1,1,0.8,0,6,2
"matern",2,1,0.8,0,6,2
"matern",1,0.666666666666667,0.8,0,6,2
"matern",2,0.666666666666667,0.8,0,6,2
"matern",1,2,0.9,0,6,2
"matern",2,2,0.9,0,6,2
"matern",1,1,0.9,0,6,2
"matern",2,1,0.9,0,6,2
"matern",1,0.666666666666667,0.9,0,6,2
"matern",2,0.666666666666667,0.9,0,6,2
"matern",1,2,1,0,6,2
"matern",2,2,1,0,6,2
"matern",1,1,1,0,6,2
"matern",2,1,1,0,6,2
"matern",1,0.666666666666667,1,0,6,2
"matern",2,0.666666666666667,1,0,6,2
"matern",1,2,0,0,6,3
"matern",2,2,0,0,6,3
"matern",1,1,0,0,6,3
"matern",2,1,0,0,6,3
"matern",1,0.666666666666667,0,0,6,3
"matern",2,0.666666666666667,0,0,6,3
"matern",1,2,0.1,0,6,3
"matern",2,2,0.1,0,6,3
"matern",1,1,0.1,0,6,3
"matern",2,1,0.1,0,6,3
"matern",1,0.666666666666667,0.1,0,6,3
"matern",2,0.666666666666667,0.1,0,6,3
"matern",1,2,0.2,0,6,3
"matern",2,2,0.2,0,6,3
"matern",1,1,0.2,0,6,3
"matern",2,1,0.2,0,6,3
"matern",1,0.666666666666667,0.2,0,6,3
"matern",2,0.666666666666667,0.2,0,6,3
"matern",1,2,0.3,0,6,3
"matern",2,2,0.3,0,6,3
"matern",1,1,0.3,0,6,3
"matern",2,1,0.3,0,6,3
"matern",1,0.666666666666667,0.3,0,6,3
"matern",2,0.666666666666667,0.3,0,6,3
"matern",1,2,0.4,0,6,3
"matern",2,2,0.4,0,6,3
"matern",1,1,0.4,0,6,3
"matern",2,1,0.4,0,6,3
"matern",1,0.666666666666667,0.4,0,6,3
"matern",2,0.666666666666667,0.4,0,6,3
"matern",1,2,0.5,0,6,3
"matern",2,2,0.5,0,6,3
"matern",1,1,0.5,0,6,3
"matern",2,1,0.5,0,6,3
"matern",1,0.666666666666667,0.5,0,6,3
"matern",2,0.666666666666667,0.5,0,6,3
"matern",1,2,0.6,0,6,3
"matern",2,2,0.6,0,6,3
"matern",1,1,0.6,0,6,3
"matern",2,1,0.6,0,6,3
"matern",1,0.666666666666667,0.6,0,6,3
"matern",2,0.666666666666667,0.6,0,6,3
"matern",1,2,0.7,0,6,3
"matern",2,2,0.7,0,6,3
"matern",1,1,0.7,0,6,3
"matern",2,1,0.7,0,6,3
"matern",1,0.666666666666667,0.7,0,6,3
"matern",2,0.666666666666667,0.7,0,6,3
"matern",1,2,0.8,0,6,3
"matern",2,2,0.8,0,6,3
"matern",1,1,0.8,0,6,3
"matern",2,1,0.8,0,6,3
"matern",1,0.666666666666667,0.8,0,6,3
"matern",2,0.666666666666667,0.8,0,6,3
"matern",1,2,0.9,0,6,3
"matern",2,2,0.9,0,6,3
"matern",1,1,0.9,0,6,3
"matern",2,1,0.9,0,6,3
"matern",1,0.666666666666667,0.9,0,6,3
"matern",2,0.666666666666667,0.9,0,6,3
"matern",1,2,1,0,6,3
"matern",2,2,1,0,6,3
"matern",1,1,1,0,6,3
"matern",2,1,1,0,6,3
"matern",1,0.666666666666667,1,0,6,3
"matern",2,0.666666666666667,1,0,6,3
"matern",1,2,0,0,6,4
"matern",2,2,0,0,6,4
"matern",1,1,0,0,6,4
"matern",2,1,0,0,6,4
"matern",1,0.666666666666667,0,0,6,4
"matern",2,0.666666666666667,0,0,6,4
"matern",1,2,0.1,0,6,4
"matern",2,2,0.1,0,6,4
"matern",1,1,0.1,0,6,4
"matern",2,1,0.1,0,6,4
"matern",1,0.666666666666667,0.1,0,6,4
"matern",2,0.666666666666667,0.1,0,6,4
"matern",1,2,0.2,0,6,4
"matern",2,2,0.2,0,6,4
"matern",1,1,0.2,0,6,4
"matern",2,1,0.2,0,6,4
