lengthscale l2regularizer bma_mean_rmse_mean bma_mean_rmse_median bma_mean_std bma_mean_cov nll_bma_mean_mean nll_bma_mean_median nll_bma_mean_std 
0.1 0.85 1.3683419 1.1901054 0.5954396 0.8627450980392157 1.5988501 1.2233946 0.97459763
0.15 0.35 1.2114271 1.1033542 0.60679156 0.8823529411764706 1.3794321 1.0333033 0.7715343
0.05 0.85 1.3142037 1.3786876 0.7192936 0.8823529411764706 1.3775525 1.027082 0.7391235
0.05 0.8 1.2990543 1.343406 0.74112844 0.8823529411764706 1.3454074 1.0105767 0.6744502
0.05 0.75 1.2850343 1.3616947 0.6912429 0.8627450980392157 1.3803144 1.0438819 0.6580835
0.1 0.5 1.3540183 1.1475437 0.6873146 0.8431372549019608 1.5951728 1.1899927 1.0276139
0.1 1.1 1.4108691 1.2435153 0.57452214 0.8431372549019608 1.6390462 1.249352 1.0628437
0.1 0.2 1.2999563 1.238024 0.6546972 0.8823529411764706 1.6491433 1.1760981 1.1714705
0.05 0.35 1.3094524 1.3253431 0.7406546 0.8431372549019608 1.6044788 1.1213326 1.0073955
0.1 1.45 1.4505676 1.2539579 0.6130271 0.8431372549019608 1.643289 1.2538526 1.0739211
0.1 0.4 1.3397099 1.1893274 0.60039854 0.8431372549019608 1.6805382 1.2513044 1.1689441
0.1 1.3 1.4477401 1.2797363 0.62436765 0.8431372549019608 1.6209588 1.2417749 1.0358483
0.05 0.1 1.2192272 1.2686567 0.62267953 0.9215686274509803 1.4945976 1.1648114 0.7998548
0.1 0.3 1.3818812 1.2088878 0.6664693 0.8627450980392157 1.6201673 1.2442787 0.9857447
0.1 0.05 1.1930915 1.1513156 0.6121329 0.8235294117647058 1.6354872 1.1560411 1.0163168
0.1 0.45 1.360959 1.2145752 0.64394397 0.8431372549019608 1.562316 1.1845225 0.9240559
0.1 0.35 1.3361412 1.1734469 0.6068939 0.8431372549019608 1.7216698 1.2780693 1.1819941
0.1 1.35 1.4467669 1.2857268 0.61080796 0.8431372549019608 1.64956 1.2520158 1.1071249
0.05 0.45 1.2702934 1.3199936 0.6929228 0.9019607843137255 1.3762168 1.0767255 0.6580483
0.05 0.3 1.296184 1.2927873 0.76243365 0.9215686274509803 1.5790528 1.1586794 0.90017825
0.35 1.45 1.1415623 1.1212854 0.33314815 0.8823529411764706 1.1992707 0.99093604 0.4305306
0.05 1.1 1.2925686 1.3789262 0.7176416 0.8823529411764706 1.3864902 1.0246575 0.758292
0.1 1.5 1.4325031 1.2776093 0.5864228 0.8431372549019608 1.683309 1.2435371 1.1837374
0.35 1.65 1.1666479 1.214112 0.32163325 0.8823529411764706 1.2274293 0.98011184 0.43074855
0.3 0.15 0.9973214 1.012058 0.4381023 0.9019607843137255 1.1968826 0.96538806 0.5180499
0.35 1.4 1.1425983 1.1196835 0.3258413 0.8823529411764706 1.2002255 0.9924691 0.4318333
0.05 0.7 1.2709731 1.3177565 0.69097066 0.9019607843137255 1.3776516 1.0419886 0.69241166
0.2 0.45 1.1745557 1.0854429 0.5103447 0.8823529411764706 1.3534971 1.1424527 0.58876663
0.2 1.2 1.1478522 1.1158266 0.51357895 0.9215686274509803 1.2825398 1.0765502 0.5273585
0.3 0.1 0.9761751 1.0068504 0.44306925 0.9019607843137255 1.2136445 0.9654639 0.5753996
0.2 0.95 1.1576657 1.1200366 0.4995478 0.9215686274509803 1.2958593 1.138613 0.478353
0.2 0.55 1.2211875 1.1308581 0.5543374 0.8823529411764706 1.2970936 1.0987716 0.4443179
0.2 1.0 1.1425213 1.1119295 0.50661755 0.9215686274509803 1.2694178 1.1019928 0.4530938
0.2 0.7 1.2115132 1.1339613 0.49137682 0.9019607843137255 1.318324 1.1783159 0.43613636
0.3 1.4 1.1505433 1.1121544 0.382188 0.9019607843137255 1.182463 0.99108577 0.43011528
0.4 1.15 1.1522322 1.1379347 0.3369549 0.8823529411764706 1.1790687 0.9713441 0.42345855
0.4 1.2 1.1732107 1.1959192 0.3267121 0.8823529411764706 1.1888714 0.97024965 0.42202756
0.35 0.25 1.0421556 1.0469898 0.38545322 0.9019607843137255 1.1928104 0.9811121 0.45621678
0.3 0.75 1.1428188 1.1118459 0.37397593 0.9019607843137255 1.2055147 1.0185894 0.4285459
0.35 0.6 1.1261789 1.1155663 0.36340886 0.8823529411764706 1.1999863 1.0154402 0.4301759
0.2 1.05 1.1559951 1.1117269 0.5290652 0.9215686274509803 1.2726859 1.0889534 0.49483672
0.2 1.15 1.160719 1.1133276 0.50791854 0.9215686274509803 1.2808665 1.1063972 0.4894849
0.3 0.2 1.0336508 1.0111737 0.39443454 0.8823529411764706 1.2112479 0.99993694 0.45578524
0.2 1.1 1.1591126 1.1221268 0.4963409 0.9215686274509803 1.3148535 1.1022508 0.57736945
0.2 0.6 1.209088 1.1239011 0.4817675 0.9019607843137255 1.3180085 1.1327517 0.47520274
0.2 0.85 1.2182512 1.1203008 0.50094175 0.9019607843137255 1.3215414 1.1565527 0.4533452
0.15 0.25 1.1943015 1.1038661 0.62153494 0.9019607843137255 1.405775 1.1008232 0.72965634
0.2 0.9 1.217461 1.1148608 0.49057347 0.9019607843137255 1.362861 1.1972558 0.52857786
0.35 0.55 1.1216944 1.1086264 0.37551054 0.9019607843137255 1.2004466 1.0220759 0.4269582
0.15 0.3 1.20483 1.120362 0.54344606 0.8823529411764706 1.3835264 1.0718567 0.7460867
0.15 0.8 1.2114431 1.1249075 0.5598019 0.8627450980392157 1.34759 1.0481697 0.7168641
0.2 0.65 1.2092962 1.118771 0.47664693 0.9019607843137255 1.3206316 1.145874 0.4878607
0.3 0.6 1.1572846 1.1145536 0.34418777 0.9019607843137255 1.26144 1.1166936 0.42165923
0.15 0.85 1.2097467 1.1065519 0.5438034 0.8627450980392157 1.3532907 1.018471 0.7484727
0.3 0.45 1.1888533 1.1473311 0.3115214 0.9019607843137255 1.2531322 1.1058604 0.41908172
0.2 0.5 1.2099818 1.111562 0.55821747 0.9215686274509803 1.3669214 1.1505857 0.5726791
0.35 1.5 1.1586534 1.1636817 0.3120536 0.8823529411764706 1.2042317 0.99131024 0.42902902
0.2 0.8 1.1979865 1.1212258 0.5042844 0.9215686274509803 1.3722416 1.182342 0.558693
0.3 0.65 1.186875 1.1244011 0.34350973 0.9019607843137255 1.2353692 1.0789346 0.42141238
0.3 0.5 1.1751617 1.121952 0.34630948 0.9019607843137255 1.2418617 1.0565305 0.42092663
0.2 0.75 1.1908873 1.1190956 0.52695745 0.9215686274509803 1.2921185 1.1376879 0.44896793
0.3 0.7 1.137921 1.1117377 0.35939774 0.8823529411764706 1.2224888 1.0604151 0.42387578
0.3 0.8 1.1806418 1.1473789 0.34859797 0.8823529411764706 1.2365972 1.0689168 0.430101
0.3 1.35 1.1504422 1.1130848 0.3848992 0.9019607843137255 1.1967345 0.9899589 0.42824543
0.3 1.95 1.2063745 1.1195002 0.38998663 0.8823529411764706 1.2029747 0.98373055 0.43665007
0.3 0.85 1.1586998 1.1136941 0.37731943 0.9019607843137255 1.2088218 1.0137199 0.43478888
0.3 0.55 1.1791716 1.153824 0.31791297 0.8823529411764706 1.2346423 1.0681599 0.4127025
0.3 1.15 1.1924282 1.1173184 0.36615956 0.9019607843137255 1.2142861 1.0133593 0.4422492
0.3 1.1 1.1678361 1.1185768 0.37279418 0.9019607843137255 1.2072681 1.0055976 0.4415856
0.3 0.95 1.1619551 1.1136615 0.3801927 0.9019607843137255 1.2316405 1.0116167 0.4388297
0.3 0.9 1.1454458 1.112632 0.39590245 0.9019607843137255 1.2094494 1.0043297 0.43795446
0.3 1.05 1.1621875 1.1195874 0.37465173 0.9019607843137255 1.2100343 0.99764264 0.44143388
0.35 0.5 1.1341401 1.1095365 0.3444919 0.8823529411764706 1.2045006 1.024956 0.41552955
0.35 1.3 1.1547502 1.1613729 0.3240672 0.8823529411764706 1.2018329 0.98787516 0.43096086
0.35 1.25 1.1471306 1.1228309 0.32284018 0.8823529411764706 1.213874 1.0179996 0.42843163
0.35 0.65 1.1335152 1.1098344 0.38214558 0.9019607843137255 1.1982882 1.0173779 0.4304441
0.35 0.9 1.1248008 1.1208987 0.36792707 0.9019607843137255 1.1764399 0.97911894 0.44341928
0.25 1.35 1.129234 1.1203163 0.441061 0.9215686274509803 1.2235459 1.0124034 0.44097435
0.3 0.25 1.062323 1.053045 0.35711655 0.9019607843137255 1.21783 1.0376139 0.41443428
0.25 0.3 1.132157 1.1089942 0.33443835 0.8823529411764706 1.2599735 1.1138351 0.4241603
0.25 1.25 1.1446565 1.121526 0.43580717 0.9019607843137255 1.236898 1.0642811 0.43206647
0.35 0.85 1.1569997 1.1444288 0.33967954 0.9019607843137255 1.1986004 0.9799902 0.43348846
0.35 0.8 1.1414914 1.1165471 0.36315212 0.9019607843137255 1.1822147 0.98227894 0.44124445
0.35 1.35 1.1398145 1.1174328 0.32971814 0.8823529411764706 1.1974913 0.98838735 0.42861575
0.35 0.7 1.168643 1.1321127 0.34605408 0.9019607843137255 1.2019333 0.9842673 0.42194515
0.35 0.75 1.1385305 1.1142174 0.35107473 0.9019607843137255 1.1884853 0.9849805 0.4393561
0.3 1.25 1.1447959 1.1185685 0.39447558 0.9019607843137255 1.1999245 0.99938023 0.445393
0.2 1.65 1.1508452 1.113519 0.51563394 0.9215686274509803 1.2358717 1.0488726 0.44559637
0.3 1.3 1.1438228 1.1161283 0.40076092 0.9019607843137255 1.1923156 1.0007497 0.43061823
0.35 0.95 1.1250128 1.1198723 0.37016496 0.9215686274509803 1.1813548 0.9753875 0.4427861
0.4 0.05 0.95101523 0.91837513 0.4453517 0.9411764705882353 1.1607217 0.96877384 0.42139933
0.2 1.45 1.1541847 1.1167303 0.5113291 0.9215686274509803 1.2549059 1.0557697 0.45103666
0.35 1.05 1.1532015 1.1503923 0.31572697 0.8823529411764706 1.2053427 1.0079997 0.42194033
0.4 1.95 1.1847996 1.2403686 0.32622564 0.8823529411764706 1.1946425 0.96467066 0.44347346
0.25 1.55 1.1708981 1.1251798 0.4137418 0.9215686274509803 1.2516598 1.0487989 0.42667422
0.25 1.55 1.1708981 1.1251798 0.4137418 0.9215686274509803 1.2516598 1.0487989 0.42667422
0.25 1.65 1.1338044 1.1202129 0.39381912 0.9215686274509803 1.2321194 1.0680343 0.4213662
0.45 0.05 0.91884536 0.9120502 0.4290376 0.9411764705882353 1.1828979 0.9507941 0.507146
0.4 2.0 1.1873266 1.2306479 0.32884982 0.8823529411764706 1.2045425 0.9699927 0.44595137
0.35 1.15 1.1248106 1.1158938 0.34085768 0.8823529411764706 1.1973531 1.0092838 0.42602617
0.35 1.0 1.1655005 1.1478401 0.31866014 0.8823529411764706 1.2053496 1.0120628 0.42256257
0.45 0.3 1.018843 1.0371498 0.38535196 0.9019607843137255 1.17145 0.949083 0.51148736
0.25 1.45 1.1659173 1.1206958 0.38018888 0.9019607843137255 1.2734438 1.1000416 0.42992517
0.45 0.25 1.0352346 1.0412382 0.35949633 0.8823529411764706 1.213745 0.98199874 0.46706086
0.45 0.4 1.0628932 1.0539991 0.37488523 0.9019607843137255 1.1920401 0.96114194 0.52356464
0.45 0.1 0.970373 0.8738644 0.5159332 0.9019607843137255 1.1464137 1.000309 0.353712
0.45 0.35 1.0407349 1.0548369 0.36202234 0.8823529411764706 1.1933109 0.9539614 0.54189175
0.45 0.2 1.0303639 1.0129898 0.31852904 0.8823529411764706 1.2192225 0.95582557 0.5140982
0.45 0.15 0.99516946 0.9951158 0.34784102 0.8823529411764706 1.1944202 0.94936097 0.52181023
0.2 1.35 1.1504853 1.1162827 0.5122351 0.9215686274509803 1.2464889 1.0586843 0.44596043
0.3 1.55 1.1665157 1.1166472 0.38028362 0.9019607843137255 1.1978024 1.0063382 0.42712387
0.25 1.3 1.1295843 1.1211 0.42364326 0.9215686274509803 1.2302066 1.0615306 0.43060654
0.45 0.7 1.1505457 1.128892 0.34746602 0.8823529411764706 1.1976918 0.9744909 0.5005393
0.45 0.65 1.1492497 1.1277626 0.34832028 0.8823529411764706 1.2001666 0.97471595 0.5078586
0.45 0.55 1.1291038 1.1089427 0.34338593 0.8823529411764706 1.2063859 0.9738307 0.53504306
0.45 0.45 1.0886405 1.0520389 0.35365954 0.8823529411764706 1.1924025 0.9749403 0.5154898
0.45 0.8 1.1610931 1.1270276 0.33151433 0.8823529411764706 1.2179779 0.9741166 0.5411857
0.3 1.6 1.1861775 1.117407 0.37587845 0.9019607843137255 1.2015712 0.99245447 0.42940846
0.45 0.95 1.1699451 1.1986852 0.3355471 0.8823529411764706 1.229446 0.9704784 0.56045574
0.45 1.0 1.1754336 1.2011006 0.3261082 0.8823529411764706 1.2296443 0.9690577 0.55990034
0.45 1.05 1.1642743 1.1945732 0.33725485 0.8823529411764706 1.226734 0.9687887 0.5498504
0.3 1.5 1.1652781 1.1167833 0.39682764 0.9019607843137255 1.1977406 0.9923867 0.42625225
0.45 0.6 1.1326035 1.1063249 0.35968834 0.8823529411764706 1.2305466 0.9715835 0.5617026
0.35 1.2 1.1419811 1.119849 0.32577115 0.8823529411764706 1.201449 1.0138004 0.4280618
0.35 1.1 1.1780714 1.2030925 0.3095828 0.8823529411764706 1.2135557 1.0178056 0.4219431
0.45 1.1 1.1692764 1.1969253 0.3340284 0.8823529411764706 1.2299677 0.96886426 0.5686225
0.45 0.85 1.1542196 1.1488034 0.3410692 0.8823529411764706 1.2091217 0.971328 0.5196609
0.25 1.7 1.1321512 1.1224991 0.3929162 0.9215686274509803 1.2272931 1.0455611 0.42521837
0.25 1.9 1.1243876 1.1247542 0.387468 0.9215686274509803 1.2241204 1.0453857 0.42878762
0.3 1.65 1.1903723 1.1185012 0.38688406 0.9019607843137255 1.208953 0.99386466 0.42975566
0.45 0.9 1.153193 1.1421771 0.34070778 0.8823529411764706 1.1992387 0.97082525 0.5118719
0.45 0.75 1.1728696 1.1823152 0.33109245 0.8823529411764706 1.2104077 0.97424453 0.51676327
0.25 1.95 1.1203545 1.1249392 0.3995152 0.9215686274509803 1.2167449 1.0421906 0.43014434
0.25 0.65 1.1391246 1.115868 0.42198792 0.9019607843137255 1.2117075 1.0182754 0.44137228
0.25 1.85 1.1286956 1.1226858 0.40733418 0.9215686274509803 1.2231821 1.0489672 0.42555708
0.25 1.75 1.1465759 1.1227636 0.40555742 0.9019607843137255 1.2368368 1.0554534 0.4224761
0.25 0.85 1.1438378 1.1238127 0.4176024 0.9215686274509803 1.2397779 1.0374508 0.42409107
0.3 1.75 1.1983252 1.1180929 0.3911734 0.8823529411764706 1.2008654 0.9935905 0.42968658
0.3 1.45 1.1763891 1.1147299 0.37059432 0.9019607843137255 1.1917268 0.99160504 0.43239832
0.3 1.7 1.1898153 1.1153128 0.38845295 0.9019607843137255 1.2103087 0.9908514 0.42495263
0.6 0.55 1.0896608 1.0563618 0.36643016 0.9215686274509803 1.155553 0.9636116 0.468958
0.25 2.0 1.1317141 1.1242673 0.37028494 0.9019607843137255 1.2372528 1.0431381 0.42911068
0.6 0.8 1.0841583 1.0043213 0.39029142 0.9215686274509803 1.1065444 0.96850264 0.36039376
0.2 2.0 1.1537279 1.1174093 0.5194699 0.9215686274509803 1.2394975 1.0514542 0.44883814
0.45 1.55 1.1742064 1.1933522 0.35271654 0.8823529411764706 1.2255241 0.97199667 0.5425244
0.45 1.85 1.1582701 1.1452022 0.35481817 0.8823529411764706 1.2162359 0.97199595 0.52740836
0.45 1.7 1.167416 1.1703298 0.35327443 0.8823529411764706 1.223562 0.972036 0.5427409
0.45 1.95 1.1584308 1.1568822 0.35533458 0.8823529411764706 1.225996 0.96909285 0.5588784
0.5 0.15 0.9872296 0.9672954 0.38265577 0.9019607843137255 1.1920148 0.94894516 0.5216696
0.5 0.05 0.9090422 0.84451044 0.40816876 0.9607843137254902 1.1262223 0.9666291 0.32461458
0.5 0.55 1.1463073 1.1434147 0.34051865 0.8823529411764706 1.2660269 0.97091186 0.6695325
0.5 1.0 1.1506438 1.2011299 0.3937044 0.8823529411764706 1.2754804 0.9738046 0.6932319
0.3 1.8 1.1875668 1.118676 0.4021049 0.8823529411764706 1.1963364 0.98784614 0.4330125
0.5 0.8 1.1583742 1.179651 0.3683657 0.8823529411764706 1.2811813 0.97398984 0.71263224
0.45 1.4 1.1674353 1.2054751 0.35029247 0.8823529411764706 1.2436948 0.96908677 0.5844039
0.5 0.5 1.0919574 1.1080881 0.3895423 0.8823529411764706 1.240568 0.9521557 0.655693649
0.5 0.85 1.16251 1.1799953 0.36578974 0.8823529411764706 1.2829278 0.9741056 0.7152251
0.45 1.45 1.1677135 1.2023134 0.34846407 0.8823529411764706 1.2432388 0.969205 0.58395237
0.5 0.65 1.1501709 1.1781399 0.36381364 0.8823529411764706 1.2732695 0.9733156 0.7001901
0.45 1.35 1.1636275 1.1975546 0.35180596 0.8823529411764706 1.2366849 0.9691436 0.56674576
0.45 1.75 1.1593688 1.1487442 0.35545486 0.8823529411764706 1.2183374 0.97202504 0.53418195
0.5 1.7 1.1555645 1.1761315 0.39844325 0.8823529411764706 1.20972 0.97415364 0.5443733
0.5 1.5 1.1528374 1.189995 0.39203206 0.8823529411764706 1.2274543 0.9726817 0.58358926
0.5 0.45 1.0959939 1.0591569 0.35644358 0.8823529411764706 1.2477825 0.96644115 0.6544502
0.25 0.75 1.1489977 1.1170657 0.39471832 0.9019607843137255 1.245552 1.0707662 0.4306377
