lengthscale l2regularizer bma_mean_rmse_mean bma_mean_rmse_median bma_mean_std bma_mean_cov nll_bma_mean_mean nll_bma_mean_median nll_bma_mean_std 
0.05 1.95 1.3196073 1.4244277 0.7412541 0.8823529411764706 1.4384323 1.0463719 0.8466865
0.05 0.9 1.3117726 1.352464 0.71437204 0.8627450980392157 1.355148 1.0452564 0.68739414
0.05 0.95 1.3010653 1.334316 0.7076583 0.8823529411764706 1.3638463 1.0501935 0.6540943
0.05 1.0 1.306118 1.3699594 0.703304 0.8431372549019608 1.3685279 1.0437186 0.6886049
0.075 0.35 1.3163164 1.3241515 0.6403566 0.8627450980392157 1.5904818 1.0418873 1.2348833
0.075 0.15 1.2915089 1.303741 0.6060046 0.8823529411764706 1.4883763 1.1285539 0.9321071
0.05 1.75 1.3071604 1.3878639 0.7467607 0.8823529411764706 1.3993129 1.0442704 0.7850907
0.05 1.8 1.3181907 1.4277714 0.7425236 0.8823529411764706 1.4239374 1.048373 0.82117194
0.075 0.45 1.3485699 1.3470187 0.5402187 0.8431372549019608 1.666294 1.0706642 1.3076352
0.05 1.9 1.3036089 1.3903048 0.7293207 0.8823529411764706 1.424683 1.0443667 0.824744
0.05 1.65 1.3089817 1.3965378 0.7497789 0.8823529411764706 1.421473 1.038365 0.8322655
0.05 1.85 1.3070642 1.3966981 0.72717696 0.8823529411764706 1.413652 1.045598 0.81691366
0.05 1.7 1.3073756 1.413368 0.7286501 0.8823529411764706 1.4030099 1.0472904 0.7577701
0.075 0.3 1.3567022 1.3267267 0.66390234 0.8235294117647058 1.7358718 1.0773549 1.5337498
0.075 0.5 1.3304757 1.3743199 0.58854127 0.8627450980392157 1.6149797 1.0549619 1.2199638
0.05 1.2 1.2962197 1.3487542 0.7402232 0.8823529411764706 1.3781205 1.0284722 0.74356264
0.075 0.05 1.2410007 1.2268796 0.60363615 0.8823529411764706 1.4275794 1.0813828 0.78687197
0.1 0.6 1.3574929 1.1955029 0.63213557 0.8627450980392157 1.5447928 1.2062848 0.87271994
0.075 0.4 1.4024829 1.3756094 0.70664924 0.8627450980392157 1.5482022 1.0548646 1.1439488
0.075 0.1 1.2427031 1.3126953 0.52561104 0.8823529411764706 1.4794959 1.110676 0.86231023
0.1 0.25 1.3536358 1.2614918 0.64699024 0.8431372549019608 1.6089883 1.1950593 1.0645914
0.1 0.55 1.3753562 1.1632862 0.6277634 0.8627450980392157 1.5496092 1.2041321 0.8864042
0.075 0.25 1.3391701 1.3051987 0.6174305 0.8431372549019608 1.7132124 1.0958762 1.3857092
0.075 0.2 1.3036423 1.2888784 0.597376 0.8627450980392157 1.5796504 1.136246 1.0429788
0.075 0.65 1.3297025 1.3345416 0.56885684 0.8431372549019608 1.6242198 1.0231774 1.3595531
0.075 0.6 1.3520103 1.3312243 0.66037124 0.8627450980392157 1.5618477 1.0262337 1.1694026
0.075 0.75 1.3635508 1.348547 0.6329327 0.8627450980392157 1.538743 1.0278368 1.1686989
0.075 0.8 1.411476 1.3716938 0.60663915 0.8431372549019608 1.5406756 1.0574832 1.1457756
0.075 0.85 1.3760061 1.3331068 0.63279104 0.8627450980392157 1.5293001 1.0476847 1.1098335
0.075 0.55 1.3840915 1.3483675 0.61635566 0.8627450980392157 1.579074 1.069685 1.1536337
0.075 0.7 1.3718472 1.3746011 0.58118147 0.8627450980392157 1.54276 1.0425897 1.14126
0.1 0.7 1.384478 1.208312 0.6008459 0.8627450980392157 1.5700259 1.1840806 0.99116546
0.075 1.25 1.4153641 1.3363991 0.64076227 0.8431372549019608 1.7227927 1.0757763 1.4253595
0.075 1.3 1.4234284 1.3255304 0.664671 0.8627450980392157 1.6781186 1.0876557 1.3817527
0.075 1.4 1.440424 1.358063 0.6506468 0.8431372549019608 1.6968454 1.0852368 1.4104594
0.1 0.35 1.3247333 1.2077434 0.5563767 0.8235294117647058 1.7126611 1.2454134 1.185279
0.075 1.35 1.4491472 1.3241282 0.7210359 0.8431372549019608 1.6817356 1.1012988 1.374377
0.075 1.9 1.4615251 1.3975204 0.65168715 0.8431372549019608 1.6588575 1.1199088 1.2884268
0.075 1.85 1.4765787 1.3941535 0.6815993 0.8627450980392157 1.6598959 1.1099762 1.2922611
0.075 1.8 1.4895091 1.4248061 0.68774277 0.8627450980392157 1.6390234 1.1148288 1.2575295
0.075 1.75 1.4678346 1.3930523 0.6690995 0.8431372549019608 1.6865438 1.1144278 1.3642908
0.075 1.7 1.4622227 1.3829669 0.66407496 0.8431372549019608 1.6650105 1.0994585 1.3236399
0.075 1.95 1.486362 1.396739 0.68179166 0.8431372549019608 1.6906099 1.1223245 1.3003181
0.125 0.3 1.1940151 1.1317561 0.6320143 0.8823529411764706 1.3771577 1.0927827 0.7020297
0.1 0.75 1.3677608 1.2030534 0.603412 0.8627450980392157 1.5594019 1.1909494 0.91479796
0.1 0.1 1.2476377 1.2162588 0.62659216 0.8823529411764706 1.5159292 1.1546896 0.834868
0.075 1.55 1.4523121 1.3800704 0.65697956 0.8431372549019608 1.7036344 1.1088178 1.4129075
0.1 0.85 1.3683419 1.1901054 0.5954396 0.8627450980392157 1.5988501 1.2233946 0.97459763
0.1 0.8 1.385952 1.2130456 0.6027777 0.8627450980392157 1.5720259 1.2140098 0.92776394
0.075 1.6 1.4667841 1.3656328 0.691809 0.8431372549019608 1.6651545 1.11409 1.3158604
0.1 0.9 1.4118513 1.2258012 0.6274052 0.8627450980392157 1.5828584 1.1943911 0.98247796
0.075 2.0 1.4886712 1.3840033 0.69354236 0.8431372549019608 1.6689215 1.1265919 1.3000008
0.075 1.5 1.4671606 1.373054 0.69275165 0.8431372549019608 1.7168951 1.1004152 1.4363586
0.1 0.15 1.2204489 1.240546 0.71273386 0.8823529411764706 1.4605709 1.0970483 0.85424685
0.075 1.65 1.460125 1.3646238 0.67654914 0.8431372549019608 1.6910754 1.1061593 1.3697103
0.1 0.2 1.3046361 1.2311994 0.6689605 0.8823529411764706 1.6483556 1.176286 1.1718678
0.1 1.5 1.4325031 1.2776093 0.5864228 0.8431372549019608 1.683309 1.2435371 1.1837374
0.1 1.3 1.4477401 1.2797363 0.62436765 0.8431372549019608 1.6209588 1.2417749 1.0358483
0.1 1.25 1.433451 1.258702 0.5780708 0.8431372549019608 1.6443577 1.2384129 1.0835823
0.1 1.2 1.4082402 1.2595496 0.570081 0.8431372549019608 1.6356553 1.2494888 1.075898
0.1 1.4 1.43774 1.2744837 0.5997352 0.8431372549019608 1.6576848 1.2518313 1.1140602
0.1 1.9 1.4622259 1.320092 0.595185 0.8431372549019608 1.6773572 1.2233047 1.1816784
0.1 0.65 1.3748981 1.236106 0.6833119 0.8431372549019608 1.541449 1.1881702 0.91452444
0.1 1.65 1.4602152 1.3256998 0.5909082 0.8431372549019608 1.678048 1.2486434 1.1576762
0.1 1.95 1.4681703 1.3186672 0.6025499 0.8431372549019608 1.6738287 1.2255692 1.1658897
0.1 2.0 1.4610397 1.3294425 0.59800035 0.8431372549019608 1.6764253 1.2290347 1.1557449
0.1 1.75 1.4586679 1.3107444 0.6039119 0.8431372549019608 1.654068 1.2416894 1.1148697
0.1 1.35 1.4368744 1.2857268 0.5917957 0.8431372549019608 1.6523806 1.2587178 1.106134
0.125 0.2 1.2541164 1.1696761 0.6578668 0.8627450980392157 1.4911629 1.1339781 0.8650771
0.125 1.95 1.3064288 1.2902293 0.5146925 0.8627450980392157 1.3814993 1.0449533 0.74865407
0.125 0.1 1.2182797 1.1644158 0.65830654 0.8627450980392157 1.4453253 1.1472926 0.7654907
0.1 1.6 1.4703153 1.3027062 0.6051763 0.8431372549019608 1.6597732 1.2492783 1.1090957
0.1 1.55 1.4471925 1.291316 0.58475214 0.8431372549019608 1.6655054 1.2569754 1.1137346
0.1 0.3 1.3484315 1.2398808 0.5782251 0.8627450980392157 1.6123042 1.2276614 0.9890578
0.125 0.8 1.1879934 1.1072545 0.5710453 0.8823529411764706 1.3904948 1.071054 0.72295094
0.125 0.05 1.2533983 1.2660062 0.583865 0.8627450980392157 1.5206213 1.1639236 0.7210037
0.125 0.35 1.2252464 1.1154524 0.62955153 0.8823529411764706 1.4064444 1.1458576 0.6869146
0.1 1.05 1.393509 1.2097157 0.59528786 0.8431372549019608 1.6493468 1.2067066 1.1181196
0.125 0.75 1.1735308 1.1107527 0.58149195 0.9019607843137255 1.345877 1.0667295 0.642911
0.125 1.05 1.2438434 1.1758341 0.55635643 0.8823529411764706 1.431269 1.1361706 0.7470468
0.075 1.1 1.4152616 1.3208306 0.6811604 0.8431372549019608 1.6693555 1.0812681 1.3627092
0.125 0.15 1.2332324 1.1466734 0.6582466 0.8823529411764706 1.5375484 1.1271174 0.88780344
0.075 1.05 1.3980712 1.327459 0.68305355 0.8627450980392157 1.5796741 1.066875 1.1771971
0.075 1.15 1.4050303 1.3429577 0.640185 0.8627450980392157 1.6553551 1.0883583 1.2983481
0.125 1.0 1.2281893 1.1404167 0.5607054 0.8627450980392157 1.4344468 1.1037016 0.7830483
0.125 1.25 1.2608345 1.1935681 0.51960534 0.8627450980392157 1.3778008 1.1121371 0.6415509
0.1 1.45 1.4439577 1.253958 0.6101154 0.8431372549019608 1.6419836 1.2463157 1.0746164
0.125 0.5 1.2161282 1.1383256 0.5964511 0.9019607843137255 1.4144764 1.1152819 0.7189629
0.125 0.65 1.2084303 1.1636289 0.5943293 0.8823529411764706 1.3455733 1.0667413 0.63360626
0.125 0.55 1.1933061 1.1169627 0.575032 0.8823529411764706 1.3762404 1.067451 0.6983176
0.125 0.6 1.1804297 1.1205274 0.5562904 0.8823529411764706 1.377745 1.054918 0.6980003
0.125 0.4 1.2056473 1.1210275 0.5618393 0.8627450980392157 1.4079441 1.1546578 0.65714324
0.125 0.45 1.17813 1.121983 0.6075533 0.8823529411764706 1.3877192 1.0467649 0.75360966
0.075 1.2 1.4211293 1.3443623 0.6575017 0.8431372549019608 1.6604832 1.0818696 1.3318578
0.125 1.2 1.2375536 1.1763438 0.5469554 0.8627450980392157 1.3608112 1.0731516 0.653351
0.125 0.95 1.2058978 1.1357117 0.56797564 0.8823529411764706 1.3869629 1.1006101 0.69177747
0.125 0.25 1.2668239 1.1016628 0.63585687 0.8823529411764706 1.4048115 1.0932415 0.7432327
0.125 2.0 1.3260783 1.2899797 0.49836177 0.8627450980392157 1.3896722 1.0692112 0.7537668
0.125 1.65 1.2912135 1.252739 0.5100119 0.8627450980392157 1.3960718 1.0822278 0.7458601
0.15 0.1 1.1971232 1.1714158 0.55730224 0.9019607843137255 1.4767843 1.1003875 0.7551722
0.15 0.55 1.1726121 1.099494 0.58767384 0.8823529411764706 1.2995583 0.9892539 0.66026515
0.175 0.4 1.2033154 1.1022258 0.4967811 0.9019607843137255 1.3638195 1.1532824 0.5932925
0.15 0.15 1.2367033 1.1445773 0.45937532 0.8823529411764706 1.4903692 1.1082189 0.8292671
0.125 0.9 1.2088205 1.1739588 0.5637631 0.8823529411764706 1.3681759 1.107553 0.6596692
0.125 1.1 1.242198 1.1829065 0.5576964 0.8627450980392157 1.4153777 1.0790727 0.76697505
0.125 1.15 1.2537309 1.18526 0.573531 0.8627450980392157 1.3911815 1.0761653 0.72126937
0.125 1.55 1.2907073 1.2267424 0.49304947 0.8431372549019608 1.3980702 1.1063182 0.7264456
0.125 1.6 1.2929004 1.2382584 0.5163442 0.8627450980392157 1.3894426 1.07713 0.72992295
0.125 1.4 1.2509531 1.2024208 0.5429139 0.8627450980392157 1.4022971 1.0738564 0.75065345
0.125 1.35 1.2725245 1.2179382 0.53232163 0.8627450980392157 1.3763264 1.1074506 0.6704424
0.125 1.3 1.2520227 1.1700679 0.5354289 0.8627450980392157 1.3796664 1.0659807 0.6941092
0.15 1.15 1.2733346 1.2384679 0.54792434 0.8627450980392157 1.4200057 1.052026 0.89747286
0.15 0.8 1.207979 1.1249075 0.55671096 0.8627450980392157 1.3560194 1.0514494 0.71237564
0.125 1.45 1.2564561 1.2167857 0.533213 0.8627450980392157 1.3657689 1.0654817 0.6773624
0.125 1.75 1.2924696 1.2623128 0.50758404 0.8627450980392157 1.3966589 1.061805 0.7596495
0.125 1.85 1.2885971 1.2877204 0.52422166 0.8627450980392157 1.3904471 1.0553309 0.75807226
0.125 1.5 1.2970928 1.223151 0.5011918 0.8627450980392157 1.3973079 1.103204 0.70779055
0.125 1.7 1.2922372 1.2624294 0.5228112 0.8627450980392157 1.3999664 1.0741997 0.7544032
0.125 1.8 1.297176 1.2699074 0.50555587 0.8627450980392157 1.3702029 1.049736 0.71674114
0.125 1.9 1.3212737 1.301881 0.49658388 0.8627450980392157 1.3924166 1.0702007 0.75028944
0.15 0.05 1.2407486 1.2742196 0.5332569 0.9019607843137255 1.5193135 1.1148249 0.73616695
0.15 1.45 1.2966113 1.309704 0.51702887 0.8627450980392157 1.4450585 1.0508509 0.931046
0.15 1.35 1.2683479 1.2532604 0.50214225 0.8627450980392157 1.3916928 1.0454329 0.82238746
0.175 0.1 1.1372715 1.0547543 0.5092715 0.9019607843137255 1.345281 1.1310308 0.50647575
0.15 0.45 1.1871463 1.0991112 0.578066 0.8823529411764706 1.3828368 1.0539727 0.78619534
0.15 0.35 1.2000816 1.116329 0.57666284 0.8823529411764706 1.385098 1.0430768 0.7685504
0.15 1.5 1.2756561 1.2942984 0.5119176 0.8627450980392157 1.4613882 1.0495534 0.9751339
0.15 0.5 1.222931 1.1195533 0.58141845 0.8627450980392157 1.3821625 1.0777162 0.77210903
0.15 1.95 1.28525 1.283516 0.5049991 0.8627450980392157 1.4767423 1.0494747 0.99704057
0.15 1.1 1.2731833 1.2128696 0.53278357 0.8627450980392157 1.4369031 1.0647128 0.9259564
0.175 0.5 1.2199689 1.146947 0.5350169 0.8823529411764706 1.3249966 1.084296 0.5837296
0.15 0.4 1.1848406 1.117203 0.5617476 0.8823529411764706 1.3643962 1.0333277 0.76008016
0.15 1.8 1.2899555 1.2960427 0.5014184 0.8627450980392157 1.4395877 1.0520828 0.9094877
0.15 1.85 1.2816657 1.2840079 0.5153728 0.8627450980392157 1.4253634 1.0477996 0.8891386
0.15 1.9 1.2803451 1.2635739 0.5060859 0.8627450980392157 1.4319258 1.0511813 0.8976469
0.15 0.3 1.20483 1.120362 0.54344606 0.8823529411764706 1.3835264 1.0718567 0.7460867
0.15 1.75 1.2785966 1.2691004 0.51015705 0.8627450980392157 1.4390603 1.053465 0.9131608
0.15 0.25 1.1943015 1.1038661 0.62153494 0.9019607843137255 1.405775 1.1008232 0.72965634
0.15 0.7 1.2055763 1.0845461 0.5749308 0.8627450980392157 1.3857273 1.0127975 0.82538104
0.175 0.85 1.2475413 1.1163856 0.53129566 0.8823529411764706 1.3538808 1.100393 0.5909782
0.15 0.75 1.1972487 1.0985787 0.5693884 0.8627450980392157 1.3704315 1.0187478 0.7978069
0.2 0.95 1.172747 1.1134866 0.524866 0.9215686274509803 1.2952265 1.1446171 0.48036343
0.175 1.1 1.2173038 1.1692977 0.463074 0.8823529411764706 1.3743645 1.0998795 0.6437611
0.175 0.8 1.2344481 1.1620408 0.52595425 0.8823529411764706 1.3425657 1.079629 0.5899447
0.175 0.3 1.2209431 1.1394165 0.54777557 0.8823529411764706 1.3791403 1.1402855 0.6474479
0.175 0.45 1.2202717 1.1718857 0.509019 0.8823529411764706 1.4023886 1.1354074 0.7376672
0.175 0.15 1.1481007 1.048975 0.55586207 0.9019607843137255 1.3840199 1.1417418 0.58932614
0.175 0.55 1.2123175 1.1104006 0.5408887 0.8823529411764706 1.3794578 1.1484406 0.6369015
0.175 1.15 1.2370578 1.2076745 0.47559735 0.8823529411764706 1.3385758 1.0778248 0.57274747
0.15 0.65 1.2023321 1.0873985 0.5794217 0.8627450980392157 1.3595252 1.0597674 0.72378063
0.15 1.3 1.272394 1.2661171 0.5211778 0.8627450980392157 1.4573469 1.0546097 0.9775193
0.15 1.2 1.2871715 1.2649541 0.5372638 0.8627450980392157 1.4133135 1.0639176 0.8684561
0.15 1.25 1.274328 1.2339673 0.53661376 0.8627450980392157 1.4417197 1.0639986 0.93162245
0.15 1.6 1.2737879 1.2989037 0.49856693 0.8627450980392157 1.4630932 1.0538833 0.968301
0.175 1.7 1.2584103 1.2850182 0.41527048 0.9019607843137255 1.30638 1.0888064 0.51619637
0.175 0.2 1.1461068 1.0587482 0.5846647 0.9019607843137255 1.4015483 1.1124395 0.73878884
0.175 1.65 1.2361546 1.1987624 0.43225875 0.8823529411764706 1.2996851 1.0805794 0.5172337
0.175 1.2 1.2181886 1.2110481 0.44457656 0.9019607843137255 1.2908502 1.0641848 0.49738032
0.2 0.1 1.105868 1.0268234 0.48617628 0.9019607843137255 1.3731817 1.0816808 0.56926495
0.175 1.8 1.2614089 1.2872795 0.4123734 0.9019607843137255 1.3074089 1.0833001 0.52395326
0.175 1.85 1.2382859 1.1996197 0.42362276 0.9019607843137255 1.3027596 1.0909426 0.5141165
0.175 1.5 1.2336876 1.2317554 0.43130872 0.8823529411764706 1.3085344 1.0771728 0.5069196
0.175 1.45 1.2262527 1.2067919 0.42969972 0.8823529411764706 1.3207746 1.0804039 0.52652574
0.175 1.4 1.2265193 1.2013501 0.44669035 0.8823529411764706 1.300583 1.0756643 0.49885935
0.175 1.35 1.2252291 1.211108 0.4493272 0.8823529411764706 1.3052022 1.0730464 0.5051662
0.175 1.3 1.2305676 1.2116724 0.4296294 0.9019607843137255 1.3143164 1.0755396 0.52632624
0.175 0.25 1.2111988 1.0721229 0.558786 0.8823529411764706 1.3984591 1.1667485 0.6676424
0.175 1.25 1.2356087 1.2185969 0.44485915 0.8823529411764706 1.3509793 1.089144 0.600389
0.2 1.0 1.1525638 1.1119858 0.5234323 0.9215686274509803 1.2709036 1.1063184 0.4525735
0.175 0.75 1.23847 1.1102161 0.5622255 0.8823529411764706 1.3999096 1.1490474 0.66612893
0.225 1.85 1.1642836 1.1209947 0.49275428 0.9215686274509803 1.256837 1.0255625 0.44511864
0.225 1.9 1.1610626 1.1207093 0.49295655 0.9215686274509803 1.2501085 1.0267408 0.4436068
0.2 1.7 1.1456949 1.1182104 0.52070665 0.9215686274509803 1.2403291 1.0518268 0.44473073
0.2 0.9 1.217461 1.1148608 0.49057347 0.9019607843137255 1.362861 1.1972558 0.52857786
0.175 1.05 1.2172738 1.171229 0.46952355 0.8823529411764706 1.3627883 1.0849555 0.61879075
0.2 1.15 1.1686467 1.1109521 0.5229789 0.9215686274509803 1.2795432 1.1067928 0.49043068
0.175 2.0 1.2429479 1.2131449 0.41636983 0.9019607843137255 1.304538 1.0995308 0.51141983
0.2 1.25 1.145043 1.1115625 0.5070245 0.9215686274509803 1.2640276 1.0576476 0.49569783
0.175 1.6 1.2481183 1.2811126 0.42794856 0.9019607843137255 1.310187 1.0753098 0.5225865
0.2 1.85 1.1550108 1.1171762 0.5195378 0.9215686274509803 1.2468463 1.0506558 0.45996654
0.225 0.2 1.0796185 1.0168866 0.41921276 0.9019607843137255 1.25286 1.0036505 0.49791217
0.225 0.35 1.125491 1.1106842 0.38487235 0.9019607843137255 1.2316455 1.0415882 0.45041165
0.175 0.95 1.2330881 1.1638572 0.46314737 0.8823529411764706 1.3732394 1.1042283 0.63072103
0.2 1.2 1.1514533 1.1132541 0.521319 0.9215686274509803 1.2832104 1.0820494 0.52751523
0.225 0.25 1.0730344 1.0498658 0.43727848 0.9019607843137255 1.3032144 1.0225669 0.6585908
0.175 0.35 1.2197231 1.0950291 0.5880106 0.8823529411764706 1.3842026 1.1667732 0.645167
0.175 1.55 1.2273856 1.2142509 0.4317253 0.9019607843137255 1.3265686 1.0750247 0.5620714
0.225 0.3 1.0913721 1.0258356 0.39978603 0.8823529411764706 1.236344 1.0266976 0.4647358
0.225 0.6 1.1901746 1.1147702 0.4319701 0.9019607843137255 1.2577802 1.0659634 0.4299378
0.2 1.4 1.1490413 1.1205075 0.5027025 0.9215686274509803 1.2960577 1.0585289 0.55897605
0.225 0.15 1.0355592 1.030074 0.46828118 0.9019607843137255 1.3254563 1.0659063 0.5868135
0.2 0.25 1.0817312 1.0319507 0.473416 0.9019607843137255 1.3154513 1.0708774 0.61936754
0.2 0.2 1.0963906 1.0484835 0.5026423 0.8823529411764706 1.299327 1.0859876 0.5575245
0.2 0.85 1.2182512 1.1203008 0.50094175 0.9019607843137255 1.3215414 1.1565527 0.4533452
0.225 1.95 1.1674534 1.1221371 0.49040335 0.9215686274509803 1.2694715 1.0259607 0.44894823
