lengthscale l2regularizer bma_mean_rmse_mean bma_mean_rmse_median bma_mean_std bma_mean_cov nll_bma_mean_mean nll_bma_mean_median nll_bma_mean_std 
1.075 1.6 1.0871974 0.8656618 0.4182277 0.9607843137254902 0.9905977 0.9950089 0.07483246
0.95 1.95 1.0860674 0.86556697 0.4160202 0.9607843137254902 1.0214883 0.98385656 0.14764138
1.15 1.75 1.081303 0.8643072 0.41206062 0.9607843137254902 0.98822165 0.9879426 0.074455485
0.95 2.0 1.0883995 0.8655635 0.4131896 0.9607843137254902 1.0363985 0.9862365 0.17806606
1.15 1.9 1.0789536 0.86317414 0.41187954 0.9607843137254902 0.98647374 0.9822875 0.074500665
1.1 0.45 1.0910766 0.8711365 0.41864344 0.9607843137254902 1.0114683 0.97515833 0.13439122
1.075 1.5 1.0878764 0.8662557 0.4182096 0.9607843137254902 0.989805 0.993431 0.07493263
1.2 0.8 1.0902919 0.86792874 0.42138255 0.9607843137254902 0.98854417 0.98996866 0.07509986
1.175 0.6 1.0901656 0.8700839 0.42085502 0.9607843137254902 0.98465604 0.97916985 0.07592683
1.075 0.3 1.067338 0.8523112 0.42587084 0.9607843137254902 1.0340549 0.9684244 0.1894665
1.075 0.05 0.92673236 0.8669869 0.38926315 0.9215686274509803 1.1368243 0.9616339 0.4026434
1.15 0.5 1.087676 0.87078553 0.41742516 0.9607843137254902 1.0074133 0.97229946 0.12815946
1.075 0.55 1.084613 0.8702311 0.4099369 0.9607843137254902 1.0000266 0.97232807 0.11186374
1.175 0.75 1.0907756 0.8694087 0.42129168 0.9607843137254902 0.9869313 0.98573935 0.07527923
1.1 1.75 1.08299 0.8647029 0.413033 0.9607843137254902 0.9890488 0.99056053 0.07448152
1.175 1.15 1.0883485 0.8673569 0.4196954 0.9607843137254902 0.98923665 0.9906763 0.07513155
1.175 0.4 1.0877328 0.86920524 0.41826323 0.9607843137254902 1.0021209 0.97156036 0.11709936
1.15 1.45 1.0848684 0.8658755 0.4138661 0.9607843137254902 0.9897883 0.9931611 0.0746493
1.125 0.6 1.0884777 0.8696062 0.418377 0.9607843137254902 0.9950418 0.9752945 0.09910005
0.025 0.55 1.2057896 1.1468197 0.5998631 0.8627450980392157 1.502059 1.1806861 0.73969847
1.025 0.05 0.9344428 0.8656566 0.37988055 0.9215686274509803 1.132273 0.959929 0.40058038
1.1 0.8 1.0888714 0.8697065 0.41700605 0.9607843137254902 0.9851226 0.98048663 0.075235076
1.1 1.0 1.0929126 0.8692691 0.4251005 0.9607843137254902 0.9869833 0.9859315 0.07526813
1.15 0.7 1.0880162 0.8695239 0.41727695 0.9607843137254902 0.98353314 0.9755522 0.0756566
1.025 0.65 1.08205 0.86928487 0.40688318 0.9607843137254902 0.99574155 0.9630991 0.109673865
1.125 0.55 1.0887028 0.8696306 0.41914284 0.9607843137254902 0.9898016 0.9802103 0.084578864
1.05 1.2 1.0956212 0.86836594 0.4307583 0.9607843137254902 0.9878797 0.9885031 0.07529465
1.1 1.5 1.0871233 0.8664931 0.41684893 0.9607843137254902 0.9896853 0.9931642 0.074888445
1.2 0.45 1.0874375 0.86982334 0.41742992 0.9607843137254902 1.0028591 0.9737457 0.1171502
0.975 0.45 1.0684679 0.86672467 0.3860068 0.9607843137254902 1.0066793 0.9532836 0.14065823
1.125 0.65 1.0867697 0.86934066 0.41475075 0.9607843137254902 0.98289007 0.97355455 0.07559408
1.175 1.1 1.0867885 0.86729103 0.41768348 0.9607843137254902 0.98758435 0.9868839 0.07513701
1.175 1.35 1.0854503 0.8661397 0.4140815 0.9607843137254902 0.990112 0.99418944 0.07467753
1.075 1.65 1.0860084 0.86468184 0.41552952 0.9607843137254902 0.9904174 0.99550605 0.074864104
1.075 1.7 1.0849907 0.86572 0.41456568 0.9607843137254902 0.9896886 0.9931247 0.07477791
1.125 2.0 1.0785867 0.8632071 0.41091093 0.9607843137254902 0.98652506 0.98246026 0.07442754
1.125 0.75 1.0923395 0.86989945 0.4234581 0.9607843137254902 0.9860298 0.98323655 0.075308196
1.125 0.8 1.0933578 0.8697303 0.42546853 0.9607843137254902 0.98623633 0.983768 0.07527437
1.175 2.0 1.0762199 0.8622627 0.41208854 0.9607843137254902 0.99685174 0.98166424 0.09552129
1.175 1.7 1.0798498 0.86404204 0.4109936 0.9607843137254902 0.98673964 0.9833702 0.07445294
1.125 1.05 1.0943036 0.8685844 0.42821318 0.9607843137254902 0.9889657 0.9910253 0.07526761
1.125 0.95 1.0927126 0.8690835 0.4250272 0.9607843137254902 0.9872174 0.9864902 0.07523157
1.2 0.1 1.0288882 0.9083714 0.39936885 0.9019607843137255 1.1716413 0.9694574 0.46821833
1.125 1.85 1.0801679 0.8641151 0.41137558 0.9607843137254902 0.9870413 0.98438966 0.0744908
1.1 0.15 1.026596 0.8874761 0.394289 0.9019607843137255 1.1327146 0.97310936 0.39354807
1.1 0.2 1.0584782 0.8666831 0.38422492 0.9411764705882353 1.1152948 0.9781902 0.3349659
1.175 1.65 1.0808941 0.86438644 0.4120746 0.9607843137254902 0.98731214 0.98525167 0.07453772
1.175 0.05 0.9515514 0.8803328 0.37941685 0.9019607843137255 1.1447924 0.9572151 0.40248257
1.175 1.9 1.0779856 0.8629464 0.41097373 0.9607843137254902 0.98607755 0.98104185 0.07448417
1.125 0.85 1.0926435 0.8687575 0.4250263 0.9607843137254902 0.9874468 0.98699975 0.07523761
1.125 1.15 1.092271 0.8675878 0.42535105 0.9607843137254902 0.9898017 0.99167025 0.07518815
1.125 1.25 1.0920354 0.8676349 0.42652673 0.9607843137254902 0.9893696 0.9886612 0.07553495
1.2 0.05 0.94527763 0.8814061 0.398879 0.9215686274509803 1.145811 0.96363145 0.39907458
1.15 0.8 1.0896348 0.8684697 0.41983265 0.9607843137254902 0.98680454 0.98494375 0.07509503
1.15 1.05 1.0888823 0.8679191 0.41900903 0.9607843137254902 0.98842674 0.98969954 0.07503356
1.175 1.6 1.0822562 0.8651253 0.4123672 0.9607843137254902 0.9885211 0.98918694 0.074578896
1.125 1.35 1.0880605 0.8670495 0.41809794 0.9607843137254902 0.9896906 0.993079 0.07498113
1.1 0.7 1.0924315 0.8701991 0.4213341 0.9607843137254902 0.98660415 0.9850857 0.07519309
1.1 0.75 1.0952845 0.8697232 0.42687908 0.9607843137254902 0.9872646 0.9869 0.075112954
1.2 0.5 1.0866319 0.8699775 0.41921753 0.9607843137254902 0.9918687 0.9702871 0.09714752
1.2 0.4 1.0844284 0.86860883 0.41285983 0.9607843137254902 1.0120476 0.9720818 0.13742997
1.2 0.35 1.0864135 0.86870766 0.41485605 0.9607843137254902 1.0304588 0.97559845 0.17450738
1.15 0.1 1.0474468 0.93799716 0.38724485 0.9019607843137255 1.1689334 0.9682451 0.45380583
1.2 1.15 1.0873228 0.8673315 0.41630504 0.9607843137254902 0.9900821 0.9943156 0.07496097
1.1 0.65 1.0856427 0.8701979 0.41204864 0.9607843137254902 0.9951198 0.9760419 0.09870064
1.15 0.15 1.048571 0.9032681 0.39557227 0.9019607843137255 1.1587081 0.98136365 0.4369193
1.15 0.55 1.0917531 0.8696748 0.4257842 0.9607843137254902 0.9888361 0.9770086 0.08531671
1.2 0.6 1.0895145 0.86850166 0.42127645 0.9607843137254902 0.9838719 0.9760979 0.07606731
1.2 0.9 1.0865647 0.8682383 0.41449597 0.9607843137254902 0.98770475 0.9876132 0.074979335
1.15 0.65 1.0912975 0.8694643 0.42400804 0.9607843137254902 0.9965072 0.97781384 0.10032565
1.15 0.85 1.0895854 0.86825895 0.42123577 0.9607843137254902 0.98529357 0.9803239 0.075485736
1.2 0.85 1.0866603 0.86833894 0.41647044 0.9607843137254902 0.9860192 0.9825605 0.07529372
1.2 1.5 1.081769 0.86469257 0.41171208 0.9607843137254902 0.9881311 0.9877107 0.07443283
1.2 1.3 1.0865251 0.86607254 0.41519403 0.9607843137254902 0.9908752 0.9964741 0.07475451
1.2 1.35 1.0851142 0.86573493 0.41513047 0.9607843137254902 0.99012977 0.9941524 0.07470658
1.15 1.0 1.0923954 0.86832625 0.42521307 0.9607843137254902 0.9893346 0.99053705 0.07535874
1.2 1.45 1.0831715 0.8653263 0.41269824 0.9607843137254902 0.9890098 0.99062485 0.07455341
1.2 1.2 1.085545 0.8665087 0.41430953 0.9607843137254902 0.9897832 0.9932281 0.0746969
1.1 1.55 1.086132 0.8664224 0.41575176 0.9607843137254902 0.9900033 0.9941073 0.07483246
1.25 1.95 1.0743693 0.86222786 0.41149443 0.9607843137254902 0.9959596 0.97944766 0.09480068
1.1 1.65 1.0846068 0.8656028 0.4139758 0.9607843137254902 0.9896353 0.99270695 0.0746587
1.2 0.3 1.0811781 0.861369 0.4140764 0.9607843137254902 1.0376523 0.9704122 0.19011629
1.225 0.25 1.0568589 0.8513047 0.4144745 0.9411764705882353 1.048835 0.9742321 0.22009034
1.175 0.7 1.0876895 0.8681174 0.417538 0.9607843137254902 0.98489904 0.9789944 0.07523392
1.125 0.15 1.0433272 0.8999898 0.396357 0.9019607843137255 1.1601375 0.9794812 0.44985148
1.175 1.4 1.0843638 0.86595947 0.4135857 0.9607843137254902 0.9894956 0.9923117 0.07465384
1.15 1.2 1.0892781 0.86796725 0.4214977 0.9607843137254902 0.9885623 0.9886015 0.07539162
1.15 1.1 1.0896434 0.8675541 0.42081857 0.9607843137254902 0.9894374 0.99136114 0.07511288
1.2 1.75 1.0783993 0.8634739 0.41292563 0.9607843137254902 0.99751467 0.9832531 0.096131
1.2 1.65 1.0803701 0.8639614 0.41205567 0.9607843137254902 0.9873357 0.98513407 0.074471
1.1 1.95 1.0803652 0.8640957 0.41188633 0.9607843137254902 0.98740417 0.98551166 0.07451693
1.2 1.55 1.0821027 0.86451733 0.41253346 0.9607843137254902 0.98883003 0.98975563 0.07443542
1.125 0.4 1.0871718 0.8659047 0.41790387 0.9607843137254902 1.0073301 0.9728273 0.12586698
1.1 0.35 1.093741 0.86115974 0.41582376 0.9607843137254902 1.0482765 0.965411 0.21655305
1.125 0.25 1.0889485 0.8619908 0.4149545 0.9607843137254902 1.0647162 0.9781844 0.24253432
1.2 1.8 1.0782027 0.8630578 0.41078925 0.9607843137254902 0.98618156 0.9813212 0.07443233
1.2 1.85 1.0767874 0.8627858 0.4116986 0.9607843137254902 0.9967675 0.9812727 0.0957798
1.125 0.2 1.0636612 0.8711904 0.39157042 0.9607843137254902 1.1154343 0.98494864 0.34524918
1.125 0.3 1.0632385 0.85338545 0.42440382 0.9411764705882353 1.0402693 0.972064 0.20309062
1.225 1.3 1.0844356 0.8659827 0.41252476 0.9607843137254902 0.989902 0.9934639 0.07461133
1.225 0.2 1.0614737 0.85056067 0.38671905 0.9411764705882353 1.0854664 0.9838536 0.2529903
1.125 1.2 1.0892833 0.86788094 0.42148873 0.9607843137254902 0.9880982 0.98798335 0.075371265
1.15 1.7 1.0812012 0.8645334 0.41118297 0.9607843137254902 0.987933 0.9871658 0.07444397
1.125 0.05 0.9528975 0.8671404 0.3896417 0.9019607843137255 1.1407537 0.9622303 0.39981264
1.125 1.6 1.0848324 0.8657601 0.4151363 0.9607843137254902 0.98966616 0.9928374 0.07473463
1.225 1.2 1.0857414 0.86696976 0.41294798 0.9607843137254902 0.99022603 0.99481696 0.07479948
1.225 0.1 1.0266424 0.9107032 0.40195248 0.9019607843137255 1.1755539 0.96965337 0.4726961
1.05 2.0 1.081734 0.8645439 0.4132364 0.9607843137254902 0.9878459 0.9869679 0.074594036
1.225 0.65 1.086248 0.8689277 0.41486007 0.9607843137254902 0.9855792 0.9814343 0.07541281
1.125 0.1 1.0305554 0.9336282 0.40624583 0.9019607843137255 1.1637412 0.96862006 0.44985068
1.15 1.6 1.0832376 0.8651402 0.41208863 0.9607843137254902 0.9892183 0.9912444 0.07452526
1.225 0.7 1.0877349 0.86885476 0.41607666 0.9607843137254902 0.9879008 0.98837525 0.07513788
1.1 0.6 1.0847412 0.8707661 0.41006368 0.9607843137254902 0.9943385 0.97500205 0.09806981
1.175 1.5 1.0823427 0.8649163 0.41300872 0.9607843137254902 0.98797137 0.9872832 0.0745255
1.225 0.05 0.9492502 0.8853123 0.38465607 0.9215686274509803 1.1486137 0.9647635 0.4019769
1.175 1.55 1.0834272 0.86500156 0.41346282 0.9607843137254902 0.9894435 0.99181575 0.074541554
1.15 0.95 1.0913051 0.8682581 0.42301345 0.9607843137254902 0.9884505 0.9898586 0.075139284
1.25 0.25 1.0543007 0.84722817 0.41273823 0.9411764705882353 1.04347 0.975129 0.20818612
1.25 1.05 1.0852994 0.8665811 0.4135315 0.9607843137254902 0.98995763 0.99373174 0.07468635
1.225 0.75 1.088521 0.86847675 0.41784093 0.9607843137254902 0.98827046 0.9893525 0.075156994
1.25 0.1 1.0240041 0.9107975 0.40419507 0.9019607843137255 1.1769783 0.9699602 0.47478366
1.15 2.0 1.0777818 0.8626963 0.41119677 0.9607843137254902 0.98610336 0.9809983 0.07446444
1.15 0.35 1.0881318 0.86442715 0.41796497 0.9607843137254902 1.0364804 0.97749424 0.18380143
1.25 0.5 1.0843705 0.8685716 0.4156302 0.9607843137254902 0.9896814 0.97886753 0.08527233
1.15 0.9 1.0927771 0.8684436 0.42706558 0.9607843137254902 0.98636913 0.98366797 0.07568014
1.25 1.1 1.0833561 0.8667249 0.40866858 0.9607843137254902 0.988719 0.99016595 0.07464715
1.225 1.45 1.080973 0.86496305 0.41112605 0.9607843137254902 0.98689413 0.984128 0.07455344
1.15 0.4 1.0874957 0.86845195 0.41655394 0.9607843137254902 1.0075203 0.9745902 0.12545042
1.15 0.25 1.0733387 0.85970366 0.4038014 0.9411764705882353 1.0391449 0.97239524 0.19642182
1.1 0.95 1.0967412 0.8701105 0.4313469 0.9607843137254902 0.9869211 0.9860362 0.07540332
1.125 1.5 1.085443 0.8658154 0.41498744 0.9607843137254902 0.98997504 0.9937013 0.07467032
1.175 0.5 1.0889391 0.8703487 0.41739765 0.9607843137254902 1.0113837 0.98009026 0.13015753
1.275 0.1 1.0279924 0.91035587 0.39933935 0.9019607843137255 1.1772543 0.96997094 0.4751148
1.15 0.3 1.0861642 0.8622357 0.41690114 0.9607843137254902 1.0392296 0.9722791 0.1929028
1.2 0.95 1.0861562 0.8681836 0.41545194 0.9607843137254902 0.9869072 0.98523664 0.075246125
1.25 1.25 1.0819887 0.8654792 0.41097948 0.9607843137254902 0.9877232 0.9867083 0.074506044
1.175 0.85 1.0916295 0.86855805 0.42339346 0.9607843137254902 0.98826694 0.9894264 0.07523753
1.175 0.65 1.0877625 0.86874694 0.41751087 0.9607843137254902 0.98393327 0.97639143 0.07553395
1.25 2.0 1.0738417 0.8615736 0.41151717 0.9607843137254902 0.9961712 0.97974145 0.09459045
1.25 0.95 1.0843436 0.86714137 0.41128087 0.9607843137254902 0.98821783 0.98871243 0.07472198
1.175 0.8 1.0894003 0.8687894 0.42034835 0.9607843137254902 0.98582315 0.9821512 0.07542557
1.175 1.0 1.0880326 0.8680354 0.41745758 0.9607843137254902 0.98862535 0.9903431 0.07508662
1.175 0.55 1.0910048 0.8690096 0.42454937 0.9607843137254902 0.9827058 0.97283447 0.07671826
1.15 0.2 1.0581748 0.8703504 0.40029624 0.9411764705882353 1.126986 0.9856719 0.34077904
1.2 1.7 1.07912 0.8636131 0.41101825 0.9607843137254902 0.98624104 0.9816845 0.07447597
1.175 1.05 1.0888141 0.8676109 0.4189802 0.9607843137254902 0.98936564 0.99202263 0.07504838
1.275 0.45 1.0825391 0.8683749 0.40982604 0.9607843137254902 1.0079197 0.9754523 0.12552765
1.275 0.15 1.0382491 0.87009746 0.40698397 0.9019607843137255 1.143679 0.9844824 0.39121285
1.25 1.85 1.0763054 0.86269724 0.410321 0.9607843137254902 0.985691 0.9790727 0.07435141
1.1 2.0 1.0799632 0.8637264 0.4123749 0.9607843137254902 0.98715687 0.98462725 0.07454049
1.15 1.85 1.0794164 0.86344564 0.41149953 0.9607843137254902 0.98687166 0.9835906 0.074432954
1.15 0.75 1.0929728 0.86852026 0.4271497 0.9607843137254902 0.9847419 0.97875476 0.07556228
1.15 1.8 1.0802703 0.8642298 0.41137394 0.9607843137254902 0.98737365 0.9854559 0.0745034
1.275 0.85 1.0826834 0.8667222 0.4095228 0.9607843137254902 0.9870375 0.9849056 0.074604034
1.275 0.55 1.0836788 0.86719096 0.41157922 0.9607843137254902 0.98633116 0.98282707 0.07481583
1.175 1.75 1.079409 0.8636783 0.41095924 0.9607843137254902 0.9866698 0.9829955 0.0744113
1.15 1.5 1.0852233 0.8654689 0.41590476 0.9607843137254902 0.9900282 0.993698 0.0746837
1.275 0.2 1.0539739 0.85002637 0.3980363 0.9411764705882353 1.0856131 0.98524153 0.25324038
1.275 0.4 1.082349 0.8664084 0.4086806 0.9607843137254902 1.0158128 0.97945786 0.13806388
1.2 1.05 1.0857984 0.86785686 0.41503927 0.9607843137254902 0.98757786 0.9871712 0.075119466
1.175 1.8 1.0794833 0.86356336 0.41213343 0.9607843137254902 0.9867235 0.9831734 0.07454387
1.075 1.8 1.0828809 0.86388254 0.41242036 0.9607843137254902 0.9891736 0.9911082 0.07450416
1.225 0.95 1.0843996 0.86696434 0.4129979 0.9607843137254902 0.9870587 0.985125 0.0748505
1.225 1.1 1.0846043 0.8671311 0.41272354 0.9607843137254902 0.9883268 0.98914564 0.07480635
1.125 1.75 1.0822269 0.86463296 0.41207236 0.9607843137254902 0.98872805 0.98958015 0.07446404
1.275 0.6 1.0849414 0.8678667 0.41338083 0.9607843137254902 0.98671144 0.984332 0.07506185
1.275 0.65 1.0854336 0.8678736 0.4126177 0.9607843137254902 0.9879546 0.9881011 0.07488203
1.2 0.75 1.0882683 0.8682027 0.41940007 0.9607843137254902 0.98535347 0.98047996 0.07553829
1.125 0.5 1.0863432 0.86958635 0.41296235 0.9607843137254902 1.0079044 0.9768193 0.124791555
1.2 1.0 1.0884751 0.86764723 0.4183227 0.9607843137254902 0.98959655 0.99215317 0.075090595
1.025 1.55 1.0886576 0.8662318 0.42189005 0.9607843137254902 0.987992 0.9879663 0.07524683
1.2 0.65 1.0894713 0.86859894 0.42093912 0.9607843137254902 0.98532706 0.98050666 0.07562237
1.275 1.3 1.0810362 0.86486983 0.409891 0.9607843137254902 0.9877601 0.98649824 0.07434033
1.025 1.65 1.0894089 0.8653972 0.42599273 0.9607843137254902 0.99538976 0.98841685 0.087142356
1.275 1.1 1.0821592 0.8660823 0.40821525 0.9607843137254902 0.98800987 0.9877043 0.07450186
1.2 0.7 1.0908417 0.86791337 0.4238675 0.9607843137254902 0.98664856 0.9841732 0.07540889
1.25 1.45 1.0791594 0.8647295 0.41089812 0.9607843137254902 0.9974324 0.9829206 0.0964521
1.025 1.75 1.085313 0.8651697 0.41840765 0.9607843137254902 0.9955248 0.9919244 0.08706238
1.2 1.1 1.0874425 0.86713827 0.4186285 0.9607843137254902 0.988827 0.9894325 0.07512764
1.175 1.25 1.0890151 0.8664899 0.4192036 0.9607843137254902 0.991638 0.99645305 0.07491885
1.175 1.3 1.0878509 0.8663093 0.4183714 0.9607843137254902 0.9911358 0.9954667 0.07488573
1.25 1.8 1.0754122 0.8618308 0.41138095 0.9607843137254902 0.99614906 0.979306 0.09547187
1.225 1.05 1.0848484 0.8676189 0.41186386 0.9607843137254902 0.9883825 0.9895055 0.07485213
1.175 1.2 1.0887442 0.86722594 0.4207456 0.9607843137254902 0.98935086 0.9897813 0.07526217
1.25 1.15 1.0838432 0.86586386 0.4130895 0.9607843137254902 0.9889727 0.9905177 0.074570276
1.2 1.9 1.0762385 0.8622416 0.4121583 0.9607843137254902 0.99645776 0.9804406 0.09555453
1.25 1.9 1.0747824 0.8620802 0.4112959 0.9607843137254902 0.9961741 0.9795798 0.09490148
1.2 1.4 1.0839852 0.86614233 0.41297445 0.9607843137254902 0.98935556 0.9920339 0.07470726
1.25 1.7 1.0768722 0.8628323 0.4115259 0.9607843137254902 0.99679583 0.9813601 0.095700726
1.275 1.15 1.0825548 0.86563104 0.41052005 0.9607843137254902 0.98852307 0.9890705 0.07444584
1.05 0.05 0.927488 0.86727816 0.3868745 0.9215686274509803 1.1319079 0.96129596 0.40014184
1.275 1.0 1.083411 0.8671125 0.40847784 0.9607843137254902 0.9884779 0.9895447 0.07468922
1.2 1.6 1.0807755 0.8644147 0.41199106 0.9607843137254902 0.98729205 0.98517704 0.07453465
1.225 1.5 1.0805744 0.86474013 0.41115767 0.9607843137254902 0.9863982 0.9825791 0.074607775
1.25 1.4 1.081123 0.86460936 0.41045222 0.9607843137254902 0.9880495 0.98738766 0.07435856
1.2 1.95 1.0755452 0.86212134 0.4117488 0.9607843137254902 0.9960206 0.9793824 0.095464334
1.225 0.15 1.0372938 0.8701993 0.3907543 0.9019607843137255 1.1434194 0.9770037 0.392167
1.2 2.0 1.0763415 0.8620428 0.41120324 0.9607843137254902 0.98588187 0.98008764 0.07454334
1.225 0.35 1.083932 0.86652035 0.41176483 0.9607843137254902 1.0106286 0.9837223 0.12360966
1.15 1.95 1.0782112 0.8630181 0.41129267 0.9607843137254902 0.98605895 0.98099977 0.074501395
1.2 0.2 1.0641677 0.85452664 0.38943747 0.9411764705882353 1.0869914 0.9865637 0.25139576
1.1 1.15 1.092195 0.8681488 0.42484602 0.9607843137254902 0.9886627 0.99057126 0.07520999
1.2 0.15 1.0197657 0.84920275 0.40056816 0.9411764705882353 1.1037725 0.9757673 0.3247643
1.125 1.7 1.0836478 0.86491704 0.41313323 0.9607843137254902 0.9895893 0.99229085 0.07453952
1.25 0.05 0.95625657 0.9092461 0.39979398 0.9215686274509803 1.1507941 0.9628186 0.40142938
1.25 0.2 1.0560261 0.8559321 0.3765035 0.9411764705882353 1.0857131 0.98250383 0.26043585
1.25 0.35 1.0829045 0.8660325 0.41260517 0.9607843137254902 1.0080732 0.9776776 0.12285549
1.25 0.6 1.0863409 0.86868334 0.4136106 0.9607843137254902 0.9877189 0.98771584 0.075048715
1.225 0.55 1.0870222 0.86841893 0.41663238 0.9607843137254902 0.9853708 0.98053527 0.07536366
1.225 1.7 1.0784417 0.8628894 0.41105074 0.9607843137254902 0.9863425 0.98163635 0.074351765
1.225 1.4 1.0809419 0.8655727 0.4120097 0.9607843137254902 0.99892044 0.98669827 0.09702526
1.25 0.65 1.0856742 0.8685459 0.4126046 0.9607843137254902 0.98725796 0.98632 0.07499627
1.4 0.65 1.08109 0.86601293 0.40648425 0.9607843137254902 0.98757166 0.98593783 0.07439217
1.4 0.7 1.0810739 0.8661035 0.4065344 0.9607843137254902 0.9874511 0.98564494 0.07441279
1.225 1.6 1.0798572 0.8638479 0.411319 0.9607843137254902 0.9870487 0.98416716 0.074413575
1.2 0.55 1.08785 0.8692253 0.41751784 0.9607843137254902 0.9842658 0.9776376 0.07570877
1.25 0.15 1.0264642 0.8702272 0.40035626 0.9019607843137255 1.136261 0.9769263 0.39364773
1.225 1.9 1.0764095 0.8619038 0.41112098 0.9607843137254902 0.9858609 0.97983503 0.07444103
1.225 1.75 1.0779401 0.8627526 0.41089222 0.9607843137254902 0.9862167 0.98122835 0.07436787
1.225 1.25 1.0843449 0.8658862 0.41354313 0.9607843137254902 0.9895318 0.99227715 0.07460943
1.225 1.15 1.0843805 0.8663294 0.41194928 0.9607843137254902 0.98939234 0.99194074 0.074584894
1.25 0.3 1.0804466 0.85781586 0.4123052 0.9607843137254902 1.0342448 0.9730899 0.17664011
1.25 0.4 1.0835878 0.8680897 0.41020066 0.9607843137254902 1.0144346 0.97634727 0.13861994
1.225 1.35 1.0828501 0.8658979 0.4119601 0.9607843137254902 0.9884998 0.9893409 0.07463773
1.25 1.2 1.0836285 0.866004 0.41135144 0.9607843137254902 0.98918056 0.9912298 0.07453769
1.25 1.65 1.0778261 0.8629242 0.41020742 0.9607843137254902 0.98541254 0.9788679 0.07442771
1.225 2.0 1.0742098 0.8609682 0.41181228 0.9607843137254902 0.9960734 0.9795841 0.09497266
1.225 1.95 1.074629 0.861373 0.41163942 0.9607843137254902 0.9959903 0.9791955 0.09515984
1.225 1.8 1.0763943 0.8624178 0.41153947 0.9607843137254902 0.99665374 0.9809154 0.095555656
1.275 0.3 1.0848013 0.8611902 0.40815157 0.9607843137254902 1.0522847 0.9827962 0.21148969
1.25 0.7 1.085464 0.86782444 0.41268975 0.9607843137254902 0.9875607 0.986889 0.07484747
1.25 0.45 1.0829309 0.86758983 0.4098252 0.9607843137254902 1.0074714 0.98050636 0.120064124
1.25 0.75 1.0863718 0.867353 0.41463843 0.9607843137254902 0.9885187 0.9895787 0.07483388
1.25 1.3 1.0823276 0.86557186 0.40953934 0.9607843137254902 0.98858637 0.9894328 0.07450377
1.25 1.35 1.081159 0.8652711 0.41200122 0.9607843137254902 0.999618 0.98905987 0.096620195
1.25 0.8 1.0849427 0.8669585 0.41255474 0.9607843137254902 0.98803467 0.9879426 0.074689984
1.25 1.6 1.0786948 0.8636392 0.41042864 0.9607843137254902 0.9860998 0.9812615 0.07445961
1.25 0.85 1.0845233 0.86741143 0.41146386 0.9607843137254902 0.9878188 0.98755956 0.07475943
1.25 0.9 1.084444 0.8676108 0.4112193 0.9607843137254902 0.98770946 0.98736215 0.07479046
1.275 0.25 1.0639505 0.84763044 0.42313856 0.9607843137254902 1.0468706 0.9734167 0.20788696
1.275 0.05 0.9523787 0.9112773 0.39645994 0.9215686274509803 1.1494089 0.9624505 0.40210864
1.275 0.35 1.0816271 0.86628395 0.4100113 0.9607843137254902 1.0067613 0.9741003 0.12301468
1.125 0.45 1.0888042 0.8697305 0.41797337 0.9607843137254902 1.0056401 0.9699322 0.12585083
1.225 0.9 1.0854987 0.86822116 0.41422188 0.9607843137254902 0.9871667 0.9860076 0.07507953
1.225 0.85 1.0853605 0.8683607 0.4122964 0.9607843137254902 0.98739654 0.98674756 0.07497046
1.275 0.5 1.0811632 0.86867404 0.4097023 0.9607843137254902 0.98861545 0.9753705 0.08534004
1.225 0.8 1.086763 0.8685155 0.41481602 0.9607843137254902 0.9878793 0.98823166 0.075068004
1.175 1.95 1.0774081 0.86282325 0.41108236 0.9607843137254902 0.9854987 0.9792923 0.07459897
1.275 0.8 1.0831951 0.86640346 0.40984306 0.9607843137254902 0.9873592 0.98566556 0.07452166
1.4 0.5 1.080745 0.8670875 0.4067161 0.9607843137254902 0.99324113 0.98618114 0.086007774
1.225 1.85 1.0768842 0.86195457 0.41114804 0.9607843137254902 0.9859771 0.98016375 0.07437509
1.275 1.2 1.0812322 0.8655926 0.40934017 0.9607843137254902 0.9873212 0.985455 0.07444862
1.275 0.75 1.0841591 0.86789507 0.4104112 0.9607843137254902 0.9873929 0.98646384 0.07483053
1.275 1.25 1.0811194 0.86500263 0.41030273 0.9607843137254902 0.98709875 0.9845369 0.07440956
1.275 0.7 1.0836568 0.86755455 0.40983006 0.9607843137254902 0.9869862 0.98506176 0.07474866
1.175 0.35 1.0892586 0.8681399 0.4165269 0.9607843137254902 1.0384516 0.9813781 0.1867708
1.425 0.7 1.0804889 0.86494386 0.40677124 0.9607843137254902 0.9878203 0.986127 0.07417061
1.15 1.3 1.0870999 0.867099 0.41683036 0.9607843137254902 0.9898922 0.9939272 0.074922934
1.4 0.3 1.079925 0.86352134 0.40820193 0.9607843137254902 1.0157491 0.98576415 0.13105623
1.25 1.5 1.0796798 0.8635719 0.41067493 0.9607843137254902 0.9869914 0.98377526 0.07428578
1.25 1.75 1.0759503 0.86222374 0.41107973 0.9607843137254902 0.99641895 0.9800856 0.09556541
1.275 1.9 1.0741116 0.86159945 0.41126987 0.9607843137254902 0.99629885 0.9800905 0.0945823
1.275 1.85 1.0746213 0.86226606 0.41118088 0.9607843137254902 0.99600774 0.9795001 0.09472614
1.4 0.25 1.0684985 0.8565246 0.4030019 0.9411764705882353 1.0482634 0.97849095 0.20686942
