lengthscale l2regularizer rmse_mean rmse_median rmse_std pi_cov pi_sum
0.15 0.05 0.96672153 0.82377386 0.5279617 0.9411764705882353 48
0.05 0.8 1.2595648 0.9544293 0.62041754 0.9019607843137255 46
0.2 0.55 1.0139935 0.83483875 0.43977055 0.9215686274509803 47
0.1 0.9 1.1523316 1.0112629 0.51441044 0.9215686274509803 47
0.15 0.4 0.95692474 0.7986065 0.5244862 0.9411764705882353 48
0.1 1.0 1.1415246 1.0079429 0.5100346 0.9019607843137255 46
0.1 0.5 1.1874555 1.0204688 0.5810948 0.9019607843137255 46
0.1 0.4 1.1840317 1.0218177 0.55062205 0.9019607843137255 46
0.15 0.3 0.9649254 0.78884065 0.54493815 0.9411764705882353 48
0.2 0.5 0.98285484 0.8091802 0.471621 0.9019607843137255 46
0.15 0.45 1.0003884 0.829087 0.52523077 0.9411764705882353 48
0.1 0.7 1.1481113 1.0166042 0.5086035 0.9215686274509803 47
0.15 0.15 0.977612 0.8073385 0.5605097 0.9411764705882353 48
0.2 0.6 1.0170995 0.84402645 0.43943843 0.9215686274509803 47
0.1 0.3 1.1642706 1.0181293 0.5335834 0.9019607843137255 46
0.55 0.6 0.9105164 0.7248177 0.48610732 0.9411764705882353 48
