lengthscale l2regularizer bma_rmse_mean bma_rmse_median bma_std bma_cov nll_bma_mean nll_bma_median bae_rmse_mean bae_rmse_median bae_std bae_cov nll_bae_mean nll_bae_median
1.25 3.95 0.9026849 0.8480272 0.39299813 0.9215686274509803 1.0767822 0.92108023 0.88845515 0.76029044 0.37617093 0.9215686274509803 1.0062717 0.9256376
1.3 0.3 0.9030474 0.8482492 0.39311233 0.9215686274509803 1.0765015 0.9222177 0.9424382 0.7939384 0.4512481 0.8823529411764706 1.0779159 0.8977668
1.3 1.55 0.90279406 0.84783506 0.39314523 0.9215686274509803 1.0765562 0.9209776 0.90492326 0.74766314 0.3947648 0.9019607843137255 1.021052 0.9782809
1.3 0.45 0.9030605 0.8482424 0.39314047 0.9215686274509803 1.0765074 0.9222007 0.9378276 0.7845079 0.4411019 0.8627450980392157 1.0664834 0.9193915
1.3 0.2 0.90289026 0.84799755 0.3931918 0.9215686274509803 1.0765344 0.92220986 0.9451174 0.7940229 0.45252067 0.8823529411764706 1.082656 0.90147406
1.3 0.65 0.9030611 0.8482423 0.39312172 0.9215686274509803 1.0765048 0.9222145 0.930975 0.78008807 0.43001723 0.8823529411764706 1.057384 0.9348364
1.25 3.9 0.9028104 0.84821224 0.3930306 0.9215686274509803 1.0763427 0.92107797 0.8884818 0.7598003 0.37573203 0.9215686274509803 1.0072714 0.9270848
1.3 0.35 0.9030664 0.84824955 0.39313585 0.9215686274509803 1.0764948 0.92219985 0.9400634 0.7931864 0.4476578 0.8823529411764706 1.0791701 0.90325177
1.25 3.6 0.9027703 0.84797287 0.39294803 0.9215686274509803 1.0768493 0.92104805 0.8900986 0.7590815 0.37627226 0.9215686274509803 1.0093719 0.9294393
1.25 3.5 0.902752 0.8479711 0.39296734 0.9215686274509803 1.0768503 0.92105913 0.8900426 0.75814414 0.3767829 0.9215686274509803 1.0098348 0.9306611
1.25 3.45 0.90276843 0.8479985 0.39293915 0.9215686274509803 1.0768238 0.9210471 0.8905173 0.7586696 0.37680787 0.9215686274509803 1.0105398 0.93089426
1.3 0.25 0.9030469 0.84824884 0.39310908 0.9215686274509803 1.0765014 0.9222177 0.94188625 0.7925019 0.45468962 0.8823529411764706 1.0774995 0.8948351
1.25 4.45 0.902788 0.8480129 0.39296693 0.9215686274509803 1.0764744 0.92117 0.8864226 0.7632428 0.37565926 0.9215686274509803 1.0045611 0.9193871
1.3 1.95 0.90283865 0.84788036 0.39315075 0.9215686274509803 1.0765632 0.9209349 0.8985669 0.7475009 0.38744894 0.9215686274509803 1.0164645 0.9552313
1.3 1.1 0.90299463 0.8480226 0.3931529 0.9215686274509803 1.0764706 0.9221896 0.91357636 0.76349527 0.41073292 0.8823529411764706 1.0336615 0.9628431
1.3 1.15 0.903002 0.8480232 0.39315978 0.9215686274509803 1.0764712 0.9221833 0.9113783 0.76146483 0.4095205 0.8823529411764706 1.0291435 0.9628212
1.3 0.7 0.90306133 0.84824324 0.39312166 0.9215686274509803 1.0765063 0.92221487 0.92707705 0.7727141 0.42903614 0.8823529411764706 1.0488248 0.94090104
1.25 3.85 0.90275735 0.8481306 0.3930622 0.9215686274509803 1.0763363 0.92105645 0.8883085 0.75968385 0.37581757 0.9215686274509803 1.0079747 0.92931354
1.3 2.0 0.9028599 0.8479403 0.39314532 0.9215686274509803 1.0765773 0.9209679 0.89784336 0.74767435 0.38681644 0.9215686274509803 1.0152845 0.9528183
1.25 4.0 0.90267605 0.8480046 0.39301533 0.9215686274509803 1.0768152 0.9210851 0.88774866 0.76016986 0.37581944 0.9215686274509803 1.0065314 0.9261936
1.25 4.15 0.9026678 0.8478527 0.39293113 0.9215686274509803 1.0768669 0.92109853 0.8880999 0.7625203 0.37510222 0.9215686274509803 1.0079932 0.9242753
1.25 4.05 0.902616 0.84785855 0.39300355 0.9215686274509803 1.0769118 0.9210788 0.8875923 0.76026225 0.37562028 0.9215686274509803 1.0065902 0.9257679
1.25 4.5 0.90283746 0.84800684 0.3930563 0.9215686274509803 1.0764742 0.92115045 0.8869086 0.7624335 0.3754222 0.9215686274509803 1.0049572 0.9216136
1.3 1.6 0.9029867 0.8478832 0.3934073 0.9215686274509803 1.0769411 0.9221244 0.902816 0.74621844 0.3925215 0.9019607843137255 1.019991 0.97425365
1.3 0.75 0.90289 0.84818995 0.39285365 0.9215686274509803 1.0761251 0.92106783 0.9258271 0.7769625 0.4233433 0.8823529411764706 1.051488 0.93767536
1.3 1.9 0.9030078 0.8479264 0.39342043 0.9215686274509803 1.0769409 0.92207634 0.89834875 0.7463622 0.3870978 0.9215686274509803 1.0154389 0.9561558
1.3 2.3 0.9029689 0.84803265 0.39349407 0.9215686274509803 1.0769793 0.9221227 0.8950727 0.75121164 0.3816032 0.9215686274509803 1.0130486 0.9432512
1.3 2.1 0.9030388 0.847988 0.39341047 0.9215686274509803 1.0769672 0.9221129 0.8959937 0.747584 0.3841662 0.9215686274509803 1.0146279 0.94922686
1.3 2.2 0.90294987 0.8479914 0.39348307 0.9215686274509803 1.0769762 0.9221093 0.8953194 0.7495741 0.38285 0.9215686274509803 1.0137025 0.9460162
1.25 4.75 0.90284735 0.8480383 0.39304167 0.9215686274509803 1.0765169 0.92113996 0.8859889 0.7637557 0.37496546 0.9215686274509803 1.004495 0.91872513
1.25 4.1 0.9026806 0.84806085 0.39298683 0.9215686274509803 1.0769243 0.92109025 0.8883684 0.7626783 0.37517658 0.9215686274509803 1.00828 0.9253511
1.3 0.4 0.9028857 0.84820557 0.39284402 0.9215686274509803 1.0761209 0.9210743 0.9339354 0.78568053 0.4460015 0.8823529411764706 1.0665616 0.89942604
1.25 4.55 0.9028453 0.8480153 0.3930484 0.9215686274509803 1.0765027 0.9211408 0.8870537 0.7635435 0.37524548 0.9215686274509803 1.005211 0.9212314
1.3 2.7 0.90299416 0.84797347 0.39342245 0.9215686274509803 1.077176 0.92217994 0.89308286 0.7535903 0.37820572 0.9215686274509803 1.0125879 0.93801874
1.3 2.25 0.9029557 0.84803367 0.3934867 0.9215686274509803 1.0769795 0.92213 0.89487416 0.7507898 0.38247687 0.9215686274509803 1.012184 0.94406927
1.3 2.75 0.90298754 0.84797204 0.39343035 0.9215686274509803 1.0771765 0.92218167 0.89245075 0.75434923 0.37846366 0.9215686274509803 1.0111991 0.9359679
1.3 2.15 0.90302205 0.84799045 0.3934265 0.9215686274509803 1.0769762 0.9221139 0.89554304 0.7483835 0.38353625 0.9215686274509803 1.0138038 0.9475919
1.3 2.65 0.90301126 0.8479747 0.393454 0.9215686274509803 1.0771681 0.92216825 0.8930168 0.75326246 0.3788618 0.9215686274509803 1.0128113 0.93897706
1.3 2.8 0.9030836 0.84799135 0.39331162 0.9215686274509803 1.0771493 0.92217326 0.8914774 0.75396305 0.37775797 0.9215686274509803 1.0107826 0.93535566
1.25 1.15 0.902827 0.847975 0.3928828 0.9215686274509803 1.0760922 0.9210466 0.91556925 0.763999 0.4113661 0.8823529411764706 1.0336286 0.96445346
1.3 2.55 0.9030126 0.84804976 0.39338556 0.9215686274509803 1.0771614 0.9221516 0.8929956 0.75193727 0.37933215 0.9215686274509803 1.0127951 0.9416256
1.3 2.6 0.9030147 0.8479749 0.39345187 0.9215686274509803 1.0771635 0.92216635 0.8932732 0.75269294 0.3791881 0.9215686274509803 1.0129675 0.9402783
1.3 3.0 0.90306205 0.84808624 0.39344564 0.9215686274509803 1.0765913 0.9221859 0.8911094 0.755273 0.3775937 0.9215686274509803 1.0101794 0.9300667
1.25 1.2 0.9028482 0.8479756 0.39286506 0.9215686274509803 1.0760931 0.9210472 0.9143124 0.76241386 0.40915674 0.8823529411764706 1.031983 0.96841455
1.3 0.05 inf inf nan 1.0 nan nan 0.94495696 0.7990817 0.456233 0.8823529411764706 1.0877674 0.8952272
1.25 4.8 0.90283483 0.8480329 0.39305544 0.9215686274509803 1.0764849 0.92110825 0.8860565 0.7638285 0.37481833 0.9215686274509803 1.0056759 0.9193104
1.25 4.85 0.90277725 0.8480191 0.39299548 0.9215686274509803 1.076507 0.9211427 0.88579065 0.7639185 0.37491265 0.9215686274509803 1.0050058 0.9178227
1.25 4.6 0.9028475 0.848119 0.3930799 0.9215686274509803 1.0764135 0.921114 0.88641095 0.7636671 0.37602952 0.9215686274509803 1.0038786 0.9171984
1.25 5.0 0.90281343 0.84809965 0.39294943 0.9215686274509803 1.0765984 0.9211318 0.886544 0.76644146 0.37497547 0.9215686274509803 1.0050226 0.9176649
1.25 4.95 0.9029996 0.84817505 0.39321387 0.9215686274509803 1.0766073 0.9211074 0.88653046 0.766351 0.3743161 0.9215686274509803 1.0064195 0.9208876
1.25 4.9 0.9027812 0.8479526 0.3929658 0.9215686274509803 1.0764827 0.9211266 0.88604206 0.76435083 0.37453875 0.9215686274509803 1.0059565 0.9207083
1.3 0.1 2085413800.0 1883367300.0 455445380.0 0.9019607843137255 1.0372133 0.96541095 0.94383043 0.7981272 0.4509757 0.8823529411764706 1.0842803 0.8961472
1.3 0.85 0.9028979 0.8482071 0.3928706 0.9215686274509803 1.0761214 0.92106247 0.919941 0.7722867 0.42198968 0.8823529411764706 1.0408684 0.9342166
1.3 0.8 0.90290517 0.84821403 0.39286324 0.9215686274509803 1.0761205 0.9210494 0.9248352 0.7744206 0.42013353 0.8823529411764706 1.0528567 0.95528245
1.3 1.2 0.9028482 0.8479756 0.39286506 0.9215686274509803 1.0760931 0.9210472 0.9103175 0.7603203 0.40750864 0.8823529411764706 1.0293301 0.96691996
1.3 1.25 0.9028531 0.84797555 0.39287335 0.9215686274509803 1.0760945 0.9210417 0.9108553 0.75893235 0.4035039 0.8823529411764706 1.0312077 0.98130155
1.3 2.5 0.90284944 0.8480022 0.39310876 0.9215686274509803 1.0767742 0.92100704 0.8945667 0.75204605 0.3802069 0.9215686274509803 1.0140475 0.94501364
1.3 0.6 0.90289885 0.8481975 0.3928661 0.9215686274509803 1.0761257 0.9210576 0.9284618 0.7833029 0.43532586 0.8627450980392157 1.0574733 0.9102615
1.3 2.95 0.90305346 0.8480607 0.39344484 0.9215686274509803 1.0765773 0.9221763 0.89074826 0.75514203 0.37822205 0.9215686274509803 1.0088123 0.9297878
1.3 0.55 0.90290016 0.8481971 0.39286968 0.9215686274509803 1.0761274 0.921057 0.92692417 0.77849466 0.4392919 0.8823529411764706 1.0482265 0.90584713
1.3 0.5 0.90289617 0.84820557 0.39286166 0.9215686274509803 1.0761204 0.921069 0.9335768 0.7812507 0.4344166 0.8627450980392157 1.0570836 0.92203367
1.3 1.8 0.9028376 0.84783673 0.39318383 0.9215686274509803 1.0765635 0.92095757 0.90144163 0.74646854 0.39006898 0.9019607843137255 1.0179485 0.9619328
1.3 1.85 0.902838 0.84783655 0.39318267 0.9215686274509803 1.0765657 0.92095876 0.8994999 0.7444781 0.3890656 0.9019607843137255 1.0188075 0.95999885
1.3 2.85 0.90286094 0.848055 0.39311606 0.9215686274509803 1.0762309 0.9210398 0.8914631 0.75498486 0.37969926 0.9215686274509803 1.0094606 0.9291252
1.3 1.05 0.9028265 0.84797394 0.39288303 0.9215686274509803 1.0760871 0.9210446 0.9152574 0.76506925 0.41214466 0.8823529411764706 1.0368246 0.96358484
1.3 0.95 0.9029053 0.8482193 0.392857 0.9215686274509803 1.0760845 0.9210433 0.91764504 0.7682375 0.41650414 0.8823529411764706 1.0376843 0.94821155
1.3 1.0 0.90290457 0.8482195 0.3928577 0.9215686274509803 1.0760854 0.9210439 0.9164462 0.76658285 0.4148046 0.8823529411764706 1.0368242 0.95285547
1.3 0.9 0.90289354 0.8482145 0.39284116 0.9215686274509803 1.0761207 0.9210427 0.91922355 0.77008283 0.41839972 0.8823529411764706 1.0399156 0.94266
1.3 2.4 0.90276116 0.84795797 0.39318195 0.9215686274509803 1.0767561 0.9210223 0.8948553 0.7513969 0.3818838 0.9215686274509803 1.0129682 0.9419601
1.3 1.75 0.9028371 0.84783685 0.39318445 0.9215686274509803 1.0765597 0.92095673 0.9008901 0.7438662 0.39170477 0.9019607843137255 1.0161523 0.9638102
1.3 1.7 0.90283704 0.847836 0.39318457 0.9215686274509803 1.0765574 0.9209556 0.9025796 0.74807096 0.39222872 0.9019607843137255 1.0186063 0.9657458
1.3 1.65 0.90281695 0.84783673 0.39313745 0.9215686274509803 1.0765632 0.9209819 0.90269876 0.74824303 0.39362398 0.9019607843137255 1.0216303 0.96619046
1.3 3.05 0.9028618 0.8479482 0.3931867 0.9215686274509803 1.0762191 0.9210533 0.89075685 0.75626504 0.37784442 0.9215686274509803 1.0090075 0.930639
1.3 1.3 0.9028508 0.8479496 0.3928854 0.9215686274509803 1.0760862 0.9210139 0.90958184 0.75473946 0.40179613 0.8823529411764706 1.0298842 0.9895646
1.3 3.1 0.9028577 0.8479421 0.39318982 0.9215686274509803 1.0762125 0.92102087 0.8904689 0.7565607 0.37763152 0.9215686274509803 1.0101678 0.93218905
1.3 2.35 0.9027705 0.8479873 0.39318222 0.9215686274509803 1.0766243 0.92101383 0.8953019 0.75202835 0.38203368 0.9215686274509803 1.0140768 0.9432707
1.3 2.45 0.90286374 0.8480156 0.39310795 0.9215686274509803 1.0767758 0.9210055 0.8949681 0.7519139 0.38065767 0.9215686274509803 1.0140587 0.9457147
1.3 3.4 0.9029799 0.8480549 0.39322922 0.9215686274509803 1.0771981 0.9221674 0.8890024 0.7580225 0.37514797 0.9215686274509803 1.0083693 0.9303415
1.3 1.5 0.9028067 0.84783554 0.39313173 0.9215686274509803 1.0765585 0.92097694 0.9038153 0.7491963 0.39772004 0.9019607843137255 1.0187657 0.9714743
1.3 1.45 0.9028082 0.8478357 0.39314732 0.9215686274509803 1.0765532 0.92096925 0.9057023 0.750491 0.39758494 0.8823529411764706 1.0222348 0.9823355
1.3 1.35 0.90283823 0.84789205 0.39313766 0.9215686274509803 1.076686 0.9209726 0.90681595 0.75274175 0.40185705 0.8823529411764706 1.0220284 0.98059416
1.3 2.9 0.90288156 0.84805024 0.39314568 0.9215686274509803 1.0762125 0.92104423 0.89202356 0.7553998 0.37879673 0.9215686274509803 1.011614 0.9309096
1.3 3.7 0.9030242 0.84803665 0.39311662 0.9215686274509803 1.0771408 0.9221996 0.8880694 0.7616426 0.37472543 0.9215686274509803 1.0081137 0.9279611
1.3 3.5 0.90292096 0.8480177 0.39323488 0.9215686274509803 1.0772315 0.9222031 0.88826245 0.7584636 0.3751514 0.9215686274509803 1.0080062 0.9294157
1.3 3.6 0.90293956 0.8480189 0.39321634 0.9215686274509803 1.0772305 0.92219144 0.88786745 0.75915223 0.37509185 0.9215686274509803 1.0071992 0.9278568
1.3 3.75 0.903069 0.8481941 0.39314812 0.9215686274509803 1.0767027 0.92220247 0.8871763 0.7599804 0.37513408 0.9215686274509803 1.0056504 0.9257752
0.05 2.55 0.9030126 0.84804976 0.39338556 0.9215686274509803 1.0771614 0.9221516 1.0351322 1.0108315 0.48248193 1.0 1.0353115 0.9580504
1.3 3.25 0.9028499 0.8479462 0.3931925 0.9215686274509803 1.0762466 0.9210852 0.8907431 0.7587807 0.37652943 0.9215686274509803 1.0106295 0.9317329
1.3 3.65 0.9029282 0.8480382 0.39322907 0.9215686274509803 1.0771912 0.9221854 0.8876019 0.75950855 0.3750419 0.9215686274509803 1.005984 0.92657745
1.3 3.45 0.9029598 0.848042 0.3932485 0.9215686274509803 1.0771973 0.9221676 0.88832504 0.7581701 0.37535012 0.9215686274509803 1.0078334 0.9291261
1.3 3.8 0.90287185 0.8480916 0.39288455 0.9215686274509803 1.0762337 0.92106205 0.88818103 0.76245475 0.37556374 0.9215686274509803 1.0077399 0.9264423
0.05 3.1 0.9028577 0.8479421 0.39318982 0.9215686274509803 1.0762125 0.92102087 1.0352937 1.0313951 0.4827627 0.9803921568627451 1.0592302 0.9663485
1.3 3.15 0.9027157 0.84793717 0.3929421 0.9215686274509803 1.0762321 0.92106104 0.89054364 0.75682175 0.3769585 0.9215686274509803 1.0106047 0.9320414
1.3 3.3 0.90268475 0.8481283 0.3930105 0.9215686274509803 1.0762877 0.92104256 0.8905223 0.75952876 0.37649918 0.9215686274509803 1.0103422 0.93004394
1.3 3.2 0.90271443 0.84794104 0.39292988 0.9215686274509803 1.0762454 0.92108357 0.8907895 0.75798035 0.37673113 0.9215686274509803 1.0104334 0.93150914
1.3 2.05 0.9028628 0.8479403 0.39313865 0.9215686274509803 1.0765785 0.9209579 0.8972052 0.7484921 0.3859775 0.9215686274509803 1.0154413 0.9507791
1.3 3.85 0.90292996 0.8481754 0.3933373 0.9215686274509803 1.076718 0.92220175 0.8867565 0.7603676 0.37512466 0.9215686274509803 1.0054113 0.9253127
1.3 3.55 0.90292215 0.84801805 0.39323243 0.9215686274509803 1.0772387 0.9222053 0.8884782 0.75901484 0.37486875 0.9215686274509803 1.0083638 0.9279679
1.3 3.9 0.90298015 0.8482584 0.3932994 0.9215686274509803 1.076724 0.92222136 0.887193 0.76181984 0.37472704 0.9215686274509803 1.0067056 0.92406476
1.3 3.95 0.9028628 0.84807396 0.39328116 0.9215686274509803 1.0771643 0.9222264 0.8875025 0.76236236 0.3750393 0.9215686274509803 1.0064791 0.9240283
1.3 4.0 0.90284514 0.84805024 0.3932838 0.9215686274509803 1.0771965 0.92222935 0.8866153 0.7604473 0.3745463 0.9215686274509803 1.005632 0.9246636
1.3 4.3 0.9029834 0.84802276 0.3933017 0.9215686274509803 1.0767874 0.92230785 0.8858463 0.76122177 0.37487465 0.9215686274509803 1.0037414 0.9215025
1.3 4.05 0.90278536 0.8479049 0.39327183 0.9215686274509803 1.0772933 0.9222232 0.8863165 0.76057863 0.37467635 0.9215686274509803 1.0052677 0.92366636
1.3 4.15 0.90283775 0.8479003 0.3931996 0.9215686274509803 1.0772485 0.92224336 0.886275 0.76067686 0.37493995 0.9215686274509803 1.0046136 0.92258215
1.3 4.25 0.90299654 0.8480433 0.39336723 0.9215686274509803 1.0768232 0.9222746 0.88603544 0.7610234 0.37488368 0.9215686274509803 1.0042784 0.92168653
1.3 4.2 0.90284634 0.8478987 0.39319026 0.9215686274509803 1.0772616 0.92224634 0.8855653 0.7608577 0.37570536 0.9215686274509803 1.0031475 0.9181051
1.3 4.1 0.9028495 0.8481059 0.39325532 0.9215686274509803 1.0773058 0.92223436 0.88667256 0.7604697 0.37487903 0.9215686274509803 1.0054405 0.922642
1.3 3.35 0.9026529 0.8480028 0.3930083 0.9215686274509803 1.0768809 0.9210447 0.8901739 0.75915736 0.37636238 0.9215686274509803 1.0100781 0.9311377
1.3 1.4 0.9028279 0.847874 0.3931358 0.9215686274509803 1.07669 0.9209802 0.906045 0.7547977 0.40054506 0.8823529411764706 1.0220155 0.9761665
1.3 4.4 0.9029811 0.8480063 0.3933367 0.9215686274509803 1.0768423 0.92228925 0.8859939 0.7621232 0.37466592 0.9215686274509803 1.0052365 0.91950405
1.3 4.85 0.9029677 0.84806466 0.39330173 0.9215686274509803 1.0768758 0.9222491 0.88545495 0.76674616 0.37409496 0.9215686274509803 1.0039343 0.9173647
1.35 1.25 0.9028531 0.84797555 0.39287335 0.9215686274509803 1.0760945 0.9210417 0.9092865 0.75588846 0.40055886 0.8823529411764706 1.0273281 0.9869379
1.35 1.2 0.9028482 0.8479756 0.39286506 0.9215686274509803 1.0760931 0.9210472 0.9117481 0.75738585 0.40117756 0.8823529411764706 1.032169 0.9932265
1.35 1.3 0.9028508 0.8479496 0.3928854 0.9215686274509803 1.0760862 0.9210139 0.9082411 0.75422555 0.39895576 0.8823529411764706 1.0264372 0.9862917
1.35 0.35 0.9030664 0.84824955 0.39313585 0.9215686274509803 1.0764948 0.92219985 0.9411568 0.7894436 0.4396777 0.8627450980392157 1.0770777 0.919786
1.35 0.45 0.9030605 0.8482424 0.39314047 0.9215686274509803 1.0765074 0.9222007 0.9344532 0.7901275 0.44190285 0.8823529411764706 1.0639157 0.906183
1.3 4.5 0.90283746 0.84800684 0.3930563 0.9215686274509803 1.0764742 0.92115045 0.88644886 0.7632837 0.37503415 0.9215686274509803 1.00619 0.9211779
1.35 0.5 0.9030721 0.84825045 0.3931426 0.9215686274509803 1.0764977 0.92220116 0.93361264 0.787938 0.43688315 0.8627450980392157 1.0624858 0.9134368
1.35 0.4 0.9030648 0.84825027 0.39313072 0.9215686274509803 1.0764999 0.9222121 0.9408342 0.79344857 0.43873534 0.8627450980392157 1.0768393 0.91955215
1.3 4.6 0.9028475 0.848119 0.3930799 0.9215686274509803 1.0764135 0.921114 0.886154 0.7637021 0.37507313 0.9215686274509803 1.0058899 0.92003465
1.3 4.7 0.90285 0.8481202 0.3930683 0.9215686274509803 1.0764416 0.9211366 0.885639 0.76492286 0.37581837 0.9215686274509803 1.004315 0.9138541
1.3 4.55 0.9028453 0.8480153 0.3930484 0.9215686274509803 1.0765027 0.9211408 0.8865258 0.76412797 0.37504944 0.9215686274509803 1.0056599 0.92044824
1.35 0.9 0.9030625 0.8482597 0.39310947 0.9215686274509803 1.076502 0.922186 0.9173636 0.7640855 0.41610497 0.8823529411764706 1.0373244 0.95893896
1.35 1.1 0.90299463 0.8480226 0.3931529 0.9215686274509803 1.0764706 0.9221896 0.91234976 0.760481 0.405461 0.8823529411764706 1.0320506 0.9765581
1.35 1.0 0.9029939 0.8480218 0.393153 0.9215686274509803 1.0764672 0.9221885 0.91535 0.76495624 0.41041067 0.8823529411764706 1.0365187 0.96708155
1.35 0.95 0.90307444 0.84826446 0.3931256 0.9215686274509803 1.0764656 0.9221866 0.9161439 0.7623098 0.4137956 0.8823529411764706 1.0351962 0.9623915
1.35 0.85 0.90306234 0.8482593 0.39312607 0.9215686274509803 1.0765027 0.9222057 0.9182205 0.7651998 0.4183798 0.8823529411764706 1.0375758 0.9534184
1.35 1.05 0.90299654 0.8480222 0.39315128 0.9215686274509803 1.0764686 0.92218924 0.91357523 0.7627827 0.40826327 0.8823529411764706 1.0330442 0.97095466
1.35 1.45 0.902978 0.84788245 0.3934163 0.9215686274509803 1.0769383 0.9221243 0.903624 0.7495136 0.39380455 0.9019607843137255 1.0240725 0.97475207
1.35 1.35 0.9029047 0.84794056 0.39322194 0.9215686274509803 1.0770775 0.92214704 0.9070706 0.75374687 0.39666465 0.8823529411764706 1.0245229 0.98146105
1.35 1.4 0.90299845 0.8479214 0.39340547 0.9215686274509803 1.077067 0.92211133 0.9051411 0.7503084 0.3948486 0.9019607843137255 1.0259105 0.97797245
1.3 4.65 0.90284246 0.8481157 0.39303955 0.9215686274509803 1.0764282 0.9211558 0.8854324 0.76377654 0.37597483 0.9215686274509803 1.0038979 0.91516215
1.3 4.45 0.902788 0.8480129 0.39296693 0.9215686274509803 1.0764744 0.92117 0.8864918 0.7630771 0.3750161 0.9215686274509803 1.00613 0.9210862
1.3 4.75 0.90284735 0.8480383 0.39304167 0.9215686274509803 1.0765169 0.92113996 0.8852276 0.76518655 0.37527257 0.9215686274509803 1.0049951 0.9156127
1.35 0.55 0.90290016 0.8481971 0.39286968 0.9215686274509803 1.0761274 0.921057 0.9261778 0.77660924 0.43089038 0.8823529411764706 1.0461968 0.9179861
1.3 4.8 0.90283483 0.8480329 0.39305544 0.9215686274509803 1.0764849 0.92110825 0.88608056 0.7667562 0.37457576 0.9215686274509803 1.0052701 0.9189632
1.3 4.95 0.9029996 0.84817505 0.39321387 0.9215686274509803 1.0766073 0.9211074 0.88643783 0.76840436 0.37475908 0.9215686274509803 1.0062298 0.9168768
1.35 0.05 inf inf nan 1.0 nan nan 0.9399945 0.7984811 0.44564378 0.8823529411764706 1.0776446 0.8976011
1.35 1.85 0.903008 0.84788406 0.3934514 0.9215686274509803 1.0769467 0.9221017 0.8975176 0.74650073 0.3862779 0.9215686274509803 1.0136125 0.95269203
1.3 4.9 0.9027812 0.8479526 0.3929658 0.9215686274509803 1.0764827 0.9211266 0.88579386 0.76738226 0.37461326 0.9215686274509803 1.0053021 0.9179699
1.35 0.1 2085413800.0 1883367300.0 455445380.0 0.9019607843137255 1.0372133 0.96541095 0.9375346 0.79390615 0.44427222 0.8823529411764706 1.0666419 0.8968567
1.35 2.85 0.90302163 0.8480746 0.3933876 0.9215686274509803 1.0766047 0.9221616 0.8908747 0.7576679 0.3764149 0.9215686274509803 1.0118985 0.93485075
1.35 0.15 185142.48 167194.81 40441.066 0.9019607843137255 1.0372154 0.9655082 0.9376759 0.7932118 0.44705942 0.8823529411764706 1.0684465 0.8961223
1.3 5.0 0.90281343 0.84809965 0.39294943 0.9215686274509803 1.0765984 0.9211318 0.8848323 0.7654598 0.37485626 0.9215686274509803 1.0043048 0.9161303
1.35 0.6 0.90289885 0.8481975 0.3928661 0.9215686274509803 1.0761257 0.9210576 0.9242148 0.77399576 0.4272527 0.8823529411764706 1.0448039 0.92703044
1.3 4.35 0.9028294 0.8479744 0.39308852 0.9215686274509803 1.076425 0.92114556 0.8868005 0.76282096 0.37510657 0.9215686274509803 1.0065191 0.9226289
1.35 0.65 0.9028926 0.8481984 0.39285323 0.9215686274509803 1.0761234 0.9210703 0.92339087 0.77286935 0.42597923 0.8823529411764706 1.044426 0.93207073
1.35 2.1 0.9028678 0.8479404 0.39313996 0.9215686274509803 1.0765826 0.92095894 0.8954816 0.7497424 0.38345978 0.9215686274509803 1.0135025 0.9486129
1.35 0.25 0.9028783 0.8482045 0.39284068 0.9215686274509803 1.07612 0.92107356 0.9347572 0.79256165 0.44240975 0.8823529411764706 1.0722818 0.8959732
1.35 0.3 0.902879 0.84820503 0.3928442 0.9215686274509803 1.0761203 0.9210739 0.9351221 0.79052866 0.441577 0.8823529411764706 1.0694944 0.8992594
1.35 3.4 0.9029799 0.8480549 0.39322922 0.9215686274509803 1.0771981 0.9221674 0.8885949 0.76074207 0.3746226 0.9215686274509803 1.0095619 0.9287119
1.35 3.35 0.90282154 0.8480475 0.39327642 0.9215686274509803 1.0772618 0.92218757 0.88818973 0.7587086 0.37507778 0.9215686274509803 1.0078748 0.92784166
1.35 1.6 0.9028166 0.8478362 0.39313808 0.9215686274509803 1.0765641 0.9209932 0.90093917 0.74523556 0.3913866 0.9019607843137255 1.019425 0.9669272
1.35 3.5 0.90292096 0.8480177 0.39323488 0.9215686274509803 1.0772315 0.9222031 0.88767654 0.7594589 0.37468126 0.9215686274509803 1.007601 0.92790294
1.35 3.45 0.9029598 0.848042 0.3932485 0.9215686274509803 1.0771973 0.9221676 0.88751453 0.75964725 0.37498015 0.9215686274509803 1.0061893 0.9283131
1.35 3.6 0.90293956 0.8480189 0.39321634 0.9215686274509803 1.0772305 0.92219144 0.8874391 0.7618015 0.37466842 0.9215686274509803 1.006907 0.9255073
1.35 3.85 0.90292996 0.8481754 0.3933373 0.9215686274509803 1.076718 0.92220175 0.8861441 0.7608489 0.37481618 0.9215686274509803 1.0058426 0.9230292
1.35 3.9 0.90298015 0.8482584 0.3932994 0.9215686274509803 1.076724 0.92222136 0.8856228 0.7623123 0.3751853 0.9215686274509803 1.0035229 0.92026895
1.35 3.55 0.90292215 0.84801805 0.39323243 0.9215686274509803 1.0772387 0.9222053 0.8870668 0.75970393 0.37486556 0.9215686274509803 1.0056866 0.92748296
1.35 1.65 0.90281695 0.84783673 0.39313745 0.9215686274509803 1.0765632 0.9209819 0.9009518 0.745198 0.39028847 0.9019607843137255 1.0202574 0.96412003
1.35 2.35 0.9027705 0.8479873 0.39318222 0.9215686274509803 1.0766243 0.92101383 0.8932802 0.75201046 0.38125655 0.9215686274509803 1.0122126 0.94033647
1.35 0.75 0.90289 0.84818995 0.39285365 0.9215686274509803 1.0761251 0.92106783 0.92471987 0.77381164 0.41927832 0.8823529411764706 1.0509158 0.95485365
1.35 0.7 0.9028924 0.84819853 0.39285314 0.9215686274509803 1.076125 0.92107093 0.92112094 0.7709555 0.42232457 0.8823529411764706 1.0416929 0.9393908
