lengthscale l2regularizer bma_rmse_mean bma_rmse_median bma_std bma_cov nll_bma_mean nll_bma_median bae_rmse_mean bae_rmse_median bae_std bae_cov nll_bae_mean nll_bae_median
0.85 3.85 0.90275735 0.8481306 0.3930622 0.9215686274509803 1.0763363 0.92105645 0.90275717 0.7462677 0.38805076 0.9019607843137255 1.0156347 0.95983887
0.9 0.8 0.90290517 0.84821403 0.39286324 0.9215686274509803 1.0761205 0.9210494 0.9466775 0.7848153 0.44933605 0.8627450980392157 1.0664883 0.91695493
0.85 3.35 0.9026529 0.8480028 0.3930083 0.9215686274509803 1.0768809 0.9210447 0.9094127 0.7523176 0.39071035 0.9019607843137255 1.0254647 0.9845089
0.85 3.2 0.90271443 0.84794104 0.39292988 0.9215686274509803 1.0762454 0.92108357 0.9111542 0.75612116 0.3921214 0.9019607843137255 1.0293797 0.9886515
0.85 3.3 0.90268475 0.8481283 0.3930105 0.9215686274509803 1.0762877 0.92104256 0.9096706 0.75221837 0.3913859 0.9019607843137255 1.0245196 0.985976
0.9 0.75 0.90289 0.84818995 0.39285365 0.9215686274509803 1.0761251 0.92106783 0.94955796 0.7856293 0.45002404 0.8627450980392157 1.0722845 0.9290233
0.9 0.2 0.9027877 0.84794927 0.39304337 0.9215686274509803 1.0761576 0.92107916 0.97963643 0.79174125 0.4545605 0.8627450980392157 1.1019603 0.9894842
0.9 1.2 0.9028482 0.8479756 0.39286506 0.9215686274509803 1.0760931 0.9210472 0.93637496 0.778267 0.4339052 0.8823529411764706 1.0546795 0.938724
0.9 2.8 0.9030836 0.84799135 0.39331162 0.9215686274509803 1.0771493 0.92217326 0.9083112 0.7529336 0.39606988 0.8823529411764706 1.0191382 0.97692657
0.9 0.55 0.90290016 0.8481971 0.39286968 0.9215686274509803 1.0761274 0.921057 0.9580254 0.7876602 0.45551628 0.8627450980392157 1.0776906 0.9295857
0.9 2.75 0.90298754 0.84797204 0.39343035 0.9215686274509803 1.0771765 0.92218167 0.90927047 0.75318366 0.39670926 0.9019607843137255 1.0209528 0.9778887
0.85 4.05 0.902616 0.84785855 0.39300355 0.9215686274509803 1.0769118 0.9210788 0.9015486 0.74684083 0.3867994 0.9215686274509803 1.0146211 0.9563209
0.85 4.6 0.9028475 0.848119 0.3930799 0.9215686274509803 1.0764135 0.921114 0.8994078 0.7498738 0.38235298 0.9215686274509803 1.0142548 0.9495196
0.9 0.95 0.9029053 0.8482193 0.392857 0.9215686274509803 1.0760845 0.9210433 0.9408765 0.78144497 0.44289088 0.8823529411764706 1.0582675 0.9264405
0.85 4.65 0.90284246 0.8481157 0.39303955 0.9215686274509803 1.0764282 0.9211558 0.8990104 0.7499276 0.3821049 0.9215686274509803 1.0143031 0.94891214
0.9 0.9 0.90289354 0.8482145 0.39284116 0.9215686274509803 1.0761207 0.9210427 0.9443331 0.7827434 0.44603595 0.8627450980392157 1.0660394 0.9269886
0.9 1.0 0.90290457 0.8482195 0.3928577 0.9215686274509803 1.0760854 0.9210439 0.93950135 0.78115153 0.44171852 0.8627450980392157 1.0597917 0.927375
0.9 1.05 0.9028265 0.84797394 0.39288303 0.9215686274509803 1.0760871 0.9210446 0.9379687 0.77986395 0.4400475 0.8823529411764706 1.0552539 0.926177
0.9 3.25 0.9030156 0.847993 0.39345393 0.9215686274509803 1.076617 0.9221959 0.90510464 0.7478528 0.3885395 0.9019607843137255 1.0190988 0.972655
0.9 1.6 0.9028166 0.8478362 0.39313808 0.9215686274509803 1.0765641 0.9209932 0.9259057 0.7714524 0.42130566 0.8823529411764706 1.0437664 0.9541614
0.9 2.85 0.90302163 0.8480746 0.3933876 0.9215686274509803 1.0766047 0.9221616 0.9087031 0.75194395 0.39390418 0.9019607843137255 1.0224811 0.981648
0.9 3.35 0.90282154 0.8480475 0.39327642 0.9215686274509803 1.0772618 0.92218757 0.90441155 0.7467233 0.38745305 0.9019607843137255 1.0185887 0.97051597
0.9 3.3 0.90285325 0.8481724 0.3932787 0.9215686274509803 1.0766687 0.92218566 0.90468144 0.74735093 0.38792363 0.9019607843137255 1.0188199 0.97117513
0.85 4.75 0.90284735 0.8480383 0.39304167 0.9215686274509803 1.0765169 0.92113996 0.89868385 0.75147486 0.38138723 0.9215686274509803 1.0151895 0.94692993
0.85 4.5 0.90283746 0.84800684 0.3930563 0.9215686274509803 1.0764742 0.92115045 0.89991903 0.74910915 0.38266292 0.9215686274509803 1.015037 0.95287323
0.85 4.3 0.9028135 0.84797525 0.39303318 0.9215686274509803 1.0764054 0.9211619 0.9001643 0.7482152 0.38482475 0.9215686274509803 1.013394 0.9519048
0.9 3.75 0.90289974 0.8481481 0.39287975 0.9215686274509803 1.0763215 0.9210589 0.9024174 0.74861026 0.3842076 0.9215686274509803 1.0191449 0.9610108
0.85 4.7 0.90285 0.8481202 0.3930683 0.9215686274509803 1.0764416 0.9211366 0.899071 0.7513409 0.38161924 0.9215686274509803 1.0156759 0.94798446
0.85 4.4 0.90281457 0.8479701 0.3930663 0.9215686274509803 1.0764626 0.9211501 0.8994682 0.7489156 0.3843262 0.9215686274509803 1.0127906 0.94838905
0.9 1.25 0.9028531 0.84797555 0.39287335 0.9215686274509803 1.0760945 0.9210417 0.9340988 0.7773615 0.43412235 0.8823529411764706 1.0514932 0.9348302
0.05 4.05 0.902616 0.84785855 0.39300355 0.9215686274509803 1.0769118 0.9210788 1.0354044 1.0145983 0.48084804 0.9803921568627451 1.0477843 0.9877632
0.9 1.55 0.90279406 0.84783506 0.39314523 0.9215686274509803 1.0765562 0.9209776 0.9281654 0.77243066 0.42339897 0.8823529411764706 1.0454293 0.95123035
0.9 0.25 0.9028783 0.8482045 0.39284068 0.9215686274509803 1.07612 0.92107356 0.9758186 0.79020584 0.45913672 0.8627450980392157 1.0944585 0.969869
0.9 1.3 0.9028508 0.8479496 0.3928854 0.9215686274509803 1.0760862 0.9210139 0.93276864 0.7764058 0.43219063 0.8823529411764706 1.0500135 0.9378465
0.9 3.45 0.9029598 0.848042 0.3932485 0.9215686274509803 1.0771973 0.9221676 0.90373677 0.74694073 0.38632157 0.9019607843137255 1.0192124 0.967823
0.9 0.35 0.9028807 0.8482052 0.39283738 0.9215686274509803 1.0761197 0.92107415 0.96881217 0.7899043 0.46255746 0.8627450980392157 1.0881639 0.9409826
0.85 4.95 0.9029996 0.84817505 0.39321387 0.9215686274509803 1.0766073 0.9211074 0.8977859 0.75154924 0.38066167 0.9215686274509803 1.014584 0.9461545
0.9 0.4 0.9028857 0.84820557 0.39284402 0.9215686274509803 1.0761209 0.9210743 0.97166896 0.78873396 0.4533077 0.8627450980392157 1.0949721 0.97037345
0.9 2.65 0.9028403 0.84792525 0.39318502 0.9215686274509803 1.0767871 0.9210248 0.91116196 0.7545059 0.39760348 0.9019607843137255 1.0255549 0.9888996
0.85 5.0 0.90281343 0.84809965 0.39294943 0.9215686274509803 1.0765984 0.9211318 0.89728785 0.7517835 0.38036054 0.9215686274509803 1.0141815 0.94514805
0.9 0.5 0.90289617 0.84820557 0.39286166 0.9215686274509803 1.0761204 0.921069 0.9625649 0.78831387 0.4551226 0.8627450980392157 1.0820789 0.93815607
0.9 0.15 185142.48 167194.81 40441.066 0.9019607843137255 1.0372154 0.9655082 0.9769487 0.79158044 0.45984763 0.8627450980392157 1.0938717 0.96609855
0.9 1.65 0.90281695 0.84783673 0.39313745 0.9215686274509803 1.0765632 0.9209819 0.9259534 0.77050817 0.42008066 0.8823529411764706 1.04237 0.9565136
0.05 3.65 0.90275955 0.847993 0.39296108 0.9215686274509803 1.07681 0.9210422 1.0351496 1.0145016 0.48014703 0.9803921568627451 1.0492913 0.9824383
0.9 2.05 0.9028628 0.8479403 0.39313865 0.9215686274509803 1.0765785 0.9209579 0.91927606 0.7628855 0.40961108 0.8823529411764706 1.0323797 0.9790186
0.9 1.95 0.90283865 0.84788036 0.39315075 0.9215686274509803 1.0765632 0.9209349 0.92053264 0.7677463 0.4114769 0.8823529411764706 1.0344291 0.96968484
0.9 2.1 0.9028678 0.8479404 0.39313996 0.9215686274509803 1.0765826 0.92095894 0.91790503 0.7623626 0.40880516 0.8823529411764706 1.0306704 0.9756437
0.9 3.8 0.90303946 0.8481369 0.39315057 0.9215686274509803 1.0766147 0.92220473 0.90043265 0.7469802 0.38337192 0.9215686274509803 1.0160991 0.95937395
0.9 1.8 0.9028376 0.84783673 0.39318383 0.9215686274509803 1.0765635 0.92095757 0.922887 0.76803654 0.4156816 0.8823529411764706 1.0397118 0.96629107
0.9 3.85 0.90292996 0.8481754 0.3933373 0.9215686274509803 1.076718 0.92220175 0.90020436 0.7474137 0.38301402 0.9215686274509803 1.0158046 0.95816934
0.9 2.15 0.9028509 0.84794277 0.39315593 0.9215686274509803 1.0765916 0.9209602 0.91698813 0.76161534 0.40784684 0.8823529411764706 1.0293502 0.97762203
0.9 2.3 0.9027991 0.8479867 0.39322487 0.9215686274509803 1.0765979 0.9209788 0.9151869 0.75931835 0.40461016 0.8823529411764706 1.0283233 0.986642
0.9 3.0 0.9028923 0.84804 0.3931767 0.9215686274509803 1.0762101 0.9210425 0.90649635 0.75037766 0.3938136 0.9019607843137255 1.0182899 0.9725636
0.9 2.2 0.90278286 0.847944 0.39321953 0.9215686274509803 1.0765948 0.9209658 0.9166909 0.7608956 0.40675944 0.8823529411764706 1.0296576 0.98301625
0.9 2.35 0.9027705 0.8479873 0.39318222 0.9215686274509803 1.0766243 0.92101383 0.9145422 0.7586781 0.40333027 0.8823529411764706 1.0287054 0.9915849
0.9 2.55 0.9028427 0.84800255 0.3931169 0.9215686274509803 1.0767804 0.9210086 0.9115221 0.7556528 0.40008584 0.8823529411764706 1.0234164 0.9911021
0.9 2.6 0.9028439 0.8479255 0.39318287 0.9215686274509803 1.0767825 0.92102337 0.91101426 0.75513583 0.3987827 0.8823529411764706 1.0235578 0.99106187
0.9 3.95 0.9028628 0.84807396 0.39328116 0.9215686274509803 1.0771643 0.9222264 0.9000518 0.748075 0.38201928 0.9215686274509803 1.0168272 0.95579594
0.9 4.0 0.90284514 0.84805024 0.3932838 0.9215686274509803 1.0771965 0.92222935 0.89975435 0.7483645 0.3822729 0.9215686274509803 1.0149995 0.9546403
0.9 3.9 0.90298015 0.8482584 0.3932994 0.9215686274509803 1.076724 0.92222136 0.8998595 0.7476913 0.38264522 0.9215686274509803 1.0154779 0.9569751
0.9 1.4 0.9028279 0.847874 0.3931358 0.9215686274509803 1.07669 0.9209802 0.9317195 0.7755605 0.42768246 0.8823529411764706 1.0516471 0.94863206
0.9 2.9 0.90288156 0.84805024 0.39314568 0.9215686274509803 1.0762125 0.92104423 0.90786403 0.7513982 0.39486584 0.9019607843137255 1.0206552 0.97548985
0.9 2.95 0.9028923 0.8480399 0.39317325 0.9215686274509803 1.0761952 0.9210297 0.90682554 0.75092274 0.39442754 0.9019607843137255 1.0185752 0.97402686
0.05 2.85 0.90286094 0.848055 0.39311606 0.9215686274509803 1.0762309 0.9210398 1.0367773 1.025353 0.4970492 1.0 1.036781 0.9625975
0.9 3.4 0.9028109 0.84801006 0.39296043 0.9215686274509803 1.0768172 0.9210246 0.9041069 0.74649334 0.3874928 0.9019607843137255 1.0185724 0.9697795
0.9 1.45 0.9028082 0.8478357 0.39314732 0.9215686274509803 1.0765532 0.92096925 0.9300646 0.77456343 0.42625478 0.8823529411764706 1.048341 0.94752824
0.9 1.35 0.90283823 0.84789205 0.39313766 0.9215686274509803 1.076686 0.9209726 0.9310939 0.7755351 0.42993337 0.8823529411764706 1.0483199 0.9402387
0.9 3.15 0.9027157 0.84793717 0.3929421 0.9215686274509803 1.0762321 0.92106104 0.9048365 0.7491238 0.39104688 0.9019607843137255 1.0177194 0.9697755
0.9 3.2 0.90271443 0.84794104 0.39292988 0.9215686274509803 1.0762454 0.92108357 0.90633535 0.74859303 0.38960317 0.9019607843137255 1.0215017 0.9752774
0.9 4.05 0.90278536 0.8479049 0.39327183 0.9215686274509803 1.0772933 0.9222232 0.89940745 0.7486582 0.38210085 0.9215686274509803 1.0145545 0.95320356
0.9 4.15 0.90283775 0.8479003 0.3931996 0.9215686274509803 1.0772485 0.92224336 0.8991456 0.74883044 0.3811833 0.9215686274509803 1.0152935 0.95097023
0.9 4.1 0.9028495 0.8481059 0.39325532 0.9215686274509803 1.0773058 0.92223436 0.899123 0.7489689 0.38178787 0.9215686274509803 1.0142308 0.95207834
0.9 3.55 0.9027508 0.8479716 0.39296067 0.9215686274509803 1.0768608 0.92107147 0.9027665 0.74668217 0.3855812 0.9215686274509803 1.018735 0.96602356
0.9 1.7 0.90283704 0.847836 0.39318457 0.9215686274509803 1.0765574 0.9209556 0.924035 0.7696093 0.41835243 0.8823529411764706 1.0413791 0.9596149
0.9 3.6 0.9027703 0.84797287 0.39294803 0.9215686274509803 1.0768493 0.92104805 0.90179676 0.7476422 0.38616574 0.9215686274509803 1.0173206 0.9568101
0.9 2.0 0.9028599 0.8479403 0.39314532 0.9215686274509803 1.0765773 0.9209679 0.91963816 0.7669312 0.4103107 0.8823529411764706 1.0331275 0.97113234
0.9 2.25 0.90278864 0.84798664 0.3932228 0.9215686274509803 1.076598 0.92098546 0.91600513 0.7600548 0.40571737 0.8823529411764706 1.0293258 0.9853261
0.9 3.05 0.9028618 0.8479482 0.3931867 0.9215686274509803 1.0762191 0.9210533 0.90534467 0.749728 0.39261815 0.9019607843137255 1.0175736 0.97057736
0.9 4.45 0.903008 0.8480604 0.39332432 0.9215686274509803 1.0768577 0.9223201 0.8973034 0.7518699 0.37986302 0.9215686274509803 1.0146112 0.94313335
0.9 4.9 0.9029506 0.84799826 0.39323446 0.9215686274509803 1.076864 0.92227143 0.8941373 0.7528508 0.37877524 0.9215686274509803 1.0103188 0.93258286
0.9 4.4 0.9029811 0.8480063 0.3933367 0.9215686274509803 1.0768423 0.92228925 0.896702 0.7501709 0.379694 0.9215686274509803 1.0127497 0.94587314
0.9 2.4 0.90276116 0.84795797 0.39318195 0.9215686274509803 1.0767561 0.9210223 0.9142603 0.75780296 0.4023365 0.8823529411764706 1.0275911 0.99448544
0.9 2.5 0.90284944 0.8480022 0.39310876 0.9215686274509803 1.0767742 0.92100704 0.9122339 0.7564014 0.40105927 0.8823529411764706 1.0236882 0.99025226
0.9 2.45 0.90286374 0.8480156 0.39310795 0.9215686274509803 1.0767758 0.9210055 0.91265863 0.75711113 0.40188313 0.8823529411764706 1.0242139 0.9880671
0.9 3.7 0.9028549 0.84799075 0.39284796 0.9215686274509803 1.0767598 0.9210565 0.90269 0.7480957 0.384624 0.9215686274509803 1.0191606 0.9622752
0.9 3.5 0.902752 0.8479711 0.39296734 0.9215686274509803 1.0768503 0.92105913 0.9026684 0.7471159 0.38792387 0.9019607843137255 1.01639 0.9574959
0.9 3.65 0.90275955 0.847993 0.39296108 0.9215686274509803 1.07681 0.9210422 0.9011938 0.7477437 0.3858219 0.9215686274509803 1.0162113 0.95604205
0.9 4.95 0.9031628 0.8482013 0.39348543 0.9215686274509803 1.0769986 0.9222813 0.89392287 0.7529092 0.3785164 0.9215686274509803 1.0086602 0.9312043
0.95 0.5 0.90289617 0.84820557 0.39286166 0.9215686274509803 1.0761204 0.921069 0.96317095 0.78886044 0.4486056 0.8627450980392157 1.095541 0.964412
0.95 0.55 0.90290016 0.8481971 0.39286968 0.9215686274509803 1.0761274 0.921057 0.95898265 0.7864963 0.4502235 0.8627450980392157 1.0884376 0.954669
0.85 4.35 0.9028294 0.8479744 0.39308852 0.9215686274509803 1.076425 0.92114556 0.8994856 0.74861383 0.38448542 0.9215686274509803 1.0127846 0.9495362
0.95 0.4 0.9030648 0.84825027 0.39313072 0.9215686274509803 1.0764999 0.9222121 0.96578455 0.7909473 0.45409006 0.8627450980392157 1.09493 0.95744586
0.95 0.45 0.9030605 0.8482424 0.39314047 0.9215686274509803 1.0765074 0.9222007 0.9661878 0.7896658 0.45631823 0.8627450980392157 1.0930015 0.9507584
0.9 4.35 0.9028294 0.8479744 0.39308852 0.9215686274509803 1.076425 0.92114556 0.89811397 0.7503146 0.3811285 0.9215686274509803 1.0143641 0.948992
0.95 0.9 0.9030625 0.8482597 0.39310947 0.9215686274509803 1.076502 0.922186 0.9411063 0.7830452 0.4432456 0.8627450980392157 1.0644418 0.9212304
0.9 4.3 0.9028135 0.84797525 0.39303318 0.9215686274509803 1.0764054 0.9211619 0.8982332 0.7497817 0.3813054 0.9215686274509803 1.0139351 0.9495665
0.9 5.0 0.90281343 0.84809965 0.39294943 0.9215686274509803 1.0765984 0.9211318 0.89370435 0.7537527 0.37885004 0.9215686274509803 1.0106736 0.93305176
0.95 1.4 0.90299845 0.8479214 0.39340547 0.9215686274509803 1.077067 0.92211133 0.92679507 0.7716549 0.4245766 0.8823529411764706 1.0447589 0.9478791
0.9 4.75 0.90284735 0.8480383 0.39304167 0.9215686274509803 1.0765169 0.92113996 0.89582044 0.7548202 0.38020423 0.9215686274509803 1.0120531 0.9351715
0.95 0.7 0.9028924 0.84819853 0.39285314 0.9215686274509803 1.076125 0.92107093 0.9519163 0.7860917 0.44638997 0.8627450980392157 1.0808331 0.9437341
0.95 0.1 2085413800.0 1883367300.0 455445380.0 0.9019607843137255 1.0372133 0.96541095 0.9757278 0.79089713 0.45379168 0.8627450980392157 1.1118348 0.9840988
0.9 4.2 0.90267634 0.84785104 0.39292184 0.9215686274509803 1.07688 0.92110145 0.8999336 0.7511207 0.3812457 0.9215686274509803 1.0178953 0.952265
0.9 4.5 0.90283746 0.84800684 0.3930563 0.9215686274509803 1.0764742 0.92115045 0.89677095 0.75226575 0.37999094 0.9215686274509803 1.0142462 0.94384897
0.9 4.6 0.9028475 0.848119 0.3930799 0.9215686274509803 1.0764135 0.921114 0.8956976 0.7519746 0.3801216 0.9215686274509803 1.0124828 0.9400997
0.9 4.25 0.90282613 0.84799516 0.39309824 0.9215686274509803 1.0764414 0.92112887 0.8990884 0.7496156 0.38125682 0.9215686274509803 1.0156106 0.9506058
0.9 4.55 0.9028453 0.8480153 0.3930484 0.9215686274509803 1.0765027 0.9211408 0.8960576 0.75218296 0.38016832 0.9215686274509803 1.0123731 0.941768
0.9 4.7 0.90285 0.8481202 0.3930683 0.9215686274509803 1.0764416 0.9211366 0.89517826 0.7544459 0.38019454 0.9215686274509803 1.0118097 0.9353989
0.9 4.8 0.90283483 0.8480329 0.39305544 0.9215686274509803 1.0764849 0.92110825 0.89527255 0.7531712 0.3796823 0.9215686274509803 1.0108818 0.9368162
0.9 4.85 0.90277725 0.8480191 0.39299548 0.9215686274509803 1.076507 0.9211427 0.8946615 0.75305545 0.37983292 0.9215686274509803 1.0099345 0.9349723
0.9 4.65 0.90284246 0.8481157 0.39303955 0.9215686274509803 1.0764282 0.9211558 0.895294 0.75225925 0.38004118 0.9215686274509803 1.0111703 0.93917125
0.95 1.05 0.9028265 0.84797394 0.39288303 0.9215686274509803 1.0760871 0.9210446 0.9344099 0.7784771 0.43614212 0.8823529411764706 1.053588 0.9256449
0.95 0.05 inf inf nan 1.0 nan nan 0.97489697 0.79286313 0.45629078 0.8627450980392157 1.1022562 0.9681038
0.95 1.45 0.902978 0.84788245 0.3934163 0.9215686274509803 1.0769383 0.9221243 0.92558366 0.771097 0.4229073 0.8823529411764706 1.0389814 0.94748586
0.95 0.15 185142.48 167194.81 40441.066 0.9019607843137255 1.0372154 0.9655082 0.9746918 0.7937163 0.44726828 0.8627450980392157 1.1049418 0.9862001
0.95 1.0 0.90290457 0.8482195 0.3928577 0.9215686274509803 1.0760854 0.9210439 0.93634963 0.77921414 0.4376743 0.8823529411764706 1.0558418 0.929343
0.95 3.15 0.9027157 0.84793717 0.3929421 0.9215686274509803 1.0762321 0.92106104 0.90345556 0.74833417 0.38763434 0.9019607843137255 1.0196438 0.9618548
0.9 1.9 0.90283793 0.84787923 0.39315146 0.9215686274509803 1.0765603 0.9209339 0.92108655 0.7663606 0.41273275 0.8823529411764706 1.03756 0.9715394
0.95 0.95 0.9029053 0.8482193 0.392857 0.9215686274509803 1.0760845 0.9210433 0.93850654 0.78040254 0.43953463 0.8627450980392157 1.0587486 0.9268267
0.95 2.45 0.9030337 0.84806347 0.39337623 0.9215686274509803 1.0771569 0.9221488 0.9094198 0.7559973 0.3975757 0.8823529411764706 1.0210422 0.98123336
0.95 2.35 0.90294045 0.8480339 0.3934514 0.9215686274509803 1.0770054 0.9221574 0.9105597 0.7564038 0.399514 0.8823529411764706 1.0240792 0.98510647
0.95 2.5 0.9030194 0.84804964 0.3933775 0.9215686274509803 1.0771552 0.9221499 0.90858155 0.7549077 0.39653704 0.8823529411764706 1.0203804 0.97959894
0.95 2.4 0.90293103 0.8480042 0.39345124 0.9215686274509803 1.0771372 0.9221659 0.90982765 0.7557539 0.3986911 0.8823529411764706 1.0234252 0.98298204
0.95 2.55 0.9030126 0.84804976 0.39338556 0.9215686274509803 1.0771614 0.9221516 0.90826267 0.75424254 0.3953818 0.8823529411764706 1.0207907 0.979179
0.95 1.65 0.90281695 0.84783673 0.39313745 0.9215686274509803 1.0765632 0.9209819 0.922849 0.7669242 0.4166685 0.8823529411764706 1.0368146 0.96322846
0.95 1.55 0.90279406 0.84783506 0.39314523 0.9215686274509803 1.0765562 0.9209776 0.92397565 0.76913273 0.42022085 0.8823529411764706 1.0406414 0.95330405
0.95 0.65 0.9028926 0.8481984 0.39285323 0.9215686274509803 1.0761234 0.9210703 0.9531951 0.78492105 0.44861916 0.8627450980392157 1.0703493 0.93376315
0.95 2.85 0.90302163 0.8480746 0.3933876 0.9215686274509803 1.0766047 0.9221616 0.90543205 0.7504008 0.39066344 0.9019607843137255 1.0216919 0.97099334
0.95 1.9 0.90283793 0.84787923 0.39315146 0.9215686274509803 1.0765603 0.9209339 0.9175489 0.7627152 0.40912232 0.8823529411764706 1.0333117 0.97438884
0.95 1.95 0.90283865 0.84788036 0.39315075 0.9215686274509803 1.0765632 0.9209349 0.91646093 0.76312363 0.408117 0.8823529411764706 1.0285954 0.97084713
0.95 3.35 0.90282154 0.8480475 0.39327642 0.9215686274509803 1.0772618 0.92218757 0.90071386 0.7464465 0.38530695 0.9215686274509803 1.0154707 0.95570415
0.95 3.4 0.9029799 0.8480549 0.39322922 0.9215686274509803 1.0771981 0.9221674 0.90089124 0.74676526 0.3841723 0.9215686274509803 1.0166008 0.9589247
0.95 0.6 0.90289885 0.8481975 0.3928661 0.9215686274509803 1.0761257 0.9210576 0.9552881 0.78799105 0.44825327 0.8627450980392157 1.0851076 0.94708514
0.9 2.7 0.9028232 0.84792376 0.39315373 0.9215686274509803 1.0767947 0.92103636 0.9105549 0.7540344 0.39627013 0.9019607843137255 1.0252839 0.98813397
0.95 0.2 0.9027877 0.84794927 0.39304337 0.9215686274509803 1.0761576 0.92107916 0.9732387 0.79211295 0.44650936 0.8627450980392157 1.1059597 0.98617065
0.95 0.3 0.902879 0.84820503 0.3928442 0.9215686274509803 1.0761203 0.9210739 0.9681738 0.7915059 0.45568028 0.8627450980392157 1.1010967 0.95561975
0.95 0.25 0.9028783 0.8482045 0.39284068 0.9215686274509803 1.07612 0.92107356 0.97458583 0.7915367 0.4505419 0.8627450980392157 1.1092535 0.9860662
0.95 0.35 0.9028807 0.8482052 0.39283738 0.9215686274509803 1.0761197 0.92107415 0.9685166 0.7916491 0.45231396 0.8627450980392157 1.0941908 0.9608722
0.95 3.85 0.90292996 0.8481754 0.3933373 0.9215686274509803 1.076718 0.92220175 0.8981047 0.7508361 0.3816571 0.9215686274509803 1.0143813 0.9460286
0.95 3.9 0.90298015 0.8482584 0.3932994 0.9215686274509803 1.076724 0.92222136 0.897629 0.7511822 0.38135535 0.9215686274509803 1.0138516 0.94471633
0.95 3.95 0.9028628 0.84807396 0.39328116 0.9215686274509803 1.0771643 0.9222264 0.89694303 0.7498065 0.38145018 0.9215686274509803 1.0127375 0.9439151
0.95 0.8 0.90290517 0.84821403 0.39286324 0.9215686274509803 1.0761205 0.9210494 0.94433933 0.7828916 0.44318423 0.8627450980392157 1.0670208 0.9310967
0.95 0.75 0.90289 0.84818995 0.39285365 0.9215686274509803 1.0761251 0.92106783 0.94580096 0.7832483 0.44560277 0.8627450980392157 1.0618622 0.9260328
0.95 2.6 0.9028439 0.8479255 0.39318287 0.9215686274509803 1.0767825 0.92102337 0.90837175 0.7537067 0.39495435 0.8823529411764706 1.0211399 0.97870946
0.95 0.85 0.9028979 0.8482071 0.3928706 0.9215686274509803 1.0761214 0.92106247 0.94157547 0.78305125 0.44216207 0.8627450980392157 1.0648199 0.9223771
0.95 3.45 0.9029598 0.848042 0.3932485 0.9215686274509803 1.0771973 0.9221676 0.90050054 0.7470048 0.38382414 0.9215686274509803 1.0163797 0.958043
0.95 2.0 0.9028599 0.8479403 0.39314532 0.9215686274509803 1.0765773 0.9209679 0.9155534 0.7623288 0.40693384 0.8823529411764706 1.0276786 0.9728445
0.95 1.1 0.9028352 0.84797406 0.39290354 0.9215686274509803 1.076093 0.9210564 0.93450737 0.7778417 0.43438601 0.8823529411764706 1.0536032 0.93179744
0.95 2.1 0.9028678 0.8479404 0.39313996 0.9215686274509803 1.0765826 0.92095894 0.9131675 0.7584111 0.4049802 0.8823529411764706 1.0262936 0.97761697
0.95 1.6 0.9028166 0.8478362 0.39313808 0.9215686274509803 1.0765641 0.9209932 0.9228823 0.76737547 0.41865218 0.8823529411764706 1.038001 0.9568485
0.95 1.15 0.902827 0.847975 0.3928828 0.9215686274509803 1.0760922 0.9210466 0.9325235 0.7769176 0.4334187 0.8823529411764706 1.0518378 0.9322399
0.95 1.2 0.9028482 0.8479756 0.39286506 0.9215686274509803 1.0760931 0.9210472 0.93201995 0.7758035 0.4306384 0.8823529411764706 1.0505489 0.9381645
0.95 1.3 0.9028508 0.8479496 0.3928854 0.9215686274509803 1.0760862 0.9210139 0.92890376 0.77330923 0.42778426 0.8823529411764706 1.0467266 0.9411577
0.95 1.75 0.9028371 0.84783685 0.39318445 0.9215686274509803 1.0765597 0.92095673 0.92104167 0.76557356 0.41322803 0.8823529411764706 1.0389776 0.97163963
0.95 1.25 0.9028531 0.84797555 0.39287335 0.9215686274509803 1.0760945 0.9210417 0.9308286 0.77431893 0.42910212 0.8823529411764706 1.0496758 0.9419239
0.95 1.35 0.90283823 0.84789205 0.39313766 0.9215686274509803 1.076686 0.9209726 0.9280636 0.7724964 0.42639643 0.8823529411764706 1.0452391 0.9436111
0.95 1.7 0.90283704 0.847836 0.39318457 0.9215686274509803 1.0765574 0.9209556 0.921391 0.7660586 0.4147674 0.8823529411764706 1.0357403 0.96572256
0.95 2.75 0.90284115 0.8479967 0.39315382 0.9215686274509803 1.0767897 0.92102116 0.9069137 0.7521491 0.3928713 0.9019607843137255 1.0228184 0.9736939
0.95 2.05 0.9028628 0.8479403 0.39313865 0.9215686274509803 1.0765785 0.9209579 0.9147902 0.76154244 0.40574884 0.8823529411764706 1.0269682 0.97529936
0.95 4.35 0.90299916 0.848021 0.39335746 0.9215686274509803 1.0768069 0.9222914 0.8956428 0.7532767 0.3782007 0.9215686274509803 1.0133852 0.9401177
0.95 2.8 0.9029059 0.84792066 0.39304504 0.9215686274509803 1.0767659 0.9210229 0.90614325 0.75126284 0.39215314 0.9019607843137255 1.0222341 0.972195
0.95 4.4 0.9029811 0.8480063 0.3933367 0.9215686274509803 1.0768423 0.92228925 0.8952581 0.7527869 0.37830204 0.9215686274509803 1.011284 0.93819594
0.95 4.45 0.903008 0.8480604 0.39332432 0.9215686274509803 1.0768577 0.9223201 0.89475083 0.75270665 0.3782423 0.9215686274509803 1.0121632 0.9364087
0.95 4.9 0.9029506 0.84799826 0.39323446 0.9215686274509803 1.076864 0.92227143 0.8920047 0.7551234 0.37759975 0.9215686274509803 1.0074329 0.92514586
