lengthscale l2regularizer bma_mean_rmse_mean bma_mean_rmse_median bma_mean_std bma_mean_cov bma_rmse_mean bma_rmse_median bma_std bma_cov bae_rmse_mean bae_rmse_median bae_std bae_cov
0.5 0.6 0.9101564 0.8069011 0.38250116 0.8431372549019608 0.90236247 0.8070365 0.37855408 0.8431372549019608 2.7314663 2.6519585 1.0982795 0.9215686274509803
0.45 0.35 0.9005663 0.8390333 0.373248 0.8431372549019608 0.8939501 0.81834555 0.36442575 0.8431372549019608 2.4001255 2.6181927 0.98855597 0.9411764705882353
0.55 0.05 0.8714191 0.85598296 0.39675844 0.8823529411764706 0.851394 0.8294587 0.3886341 0.9019607843137255 1.8786316 2.056252 0.75817084 0.9215686274509803
0.4 0.6 0.927707 0.8908937 0.36638916 0.8431372549019608 0.9228532 0.8656565 0.35486448 0.8431372549019608 2.738845 2.8228514 1.0339022 0.9215686274509803
0.4 0.9 0.93001777 0.8674524 0.37081155 0.8431372549019608 0.92647827 0.8700959 0.3600069 0.8235294117647058 2.7716813 2.9129663 1.0242317 0.9215686274509803
0.35 0.75 0.9268755 0.8843687 0.38421026 0.8823529411764706 0.92118007 0.8554773 0.37401727 0.8627450980392157 2.677381 2.8262863 0.94836336 0.9215686274509803
0.4 0.5 0.93750846 0.8695575 0.37758747 0.8431372549019608 0.9331211 0.8368043 0.3654566 0.8431372549019608 2.607547 2.545851 0.9458183 0.9215686274509803
0.5 0.35 0.91758883 0.84321094 0.34785962 0.8431372549019608 0.90790606 0.8257952 0.34213728 0.8431372549019608 2.3676445 2.523483 0.9290149 0.9215686274509803
0.5 0.65 0.9072695 0.80637777 0.38539955 0.8431372549019608 0.89952755 0.8064394 0.38152263 0.8431372549019608 2.7473083 2.7400331 1.0777265 0.9215686274509803
0.45 0.4 0.8936122 0.8282055 0.37393394 0.8627450980392157 0.8870673 0.8198887 0.36484456 0.8235294117647058 2.407841 2.448896 0.9176055 0.9215686274509803
0.5 0.75 0.90945274 0.7912143 0.3887676 0.8431372549019608 0.902449 0.79015607 0.38397866 0.8235294117647058 2.7268097 2.675528 1.0963125 0.9215686274509803
0.5 0.05 0.8550075 0.8098303 0.37727067 0.9215686274509803 0.83569336 0.78812295 0.37175518 0.9019607843137255 1.9398626 2.1546164 0.8309821 0.9215686274509803
0.45 0.5 0.925519 0.8346957 0.3631197 0.8431372549019608 0.92094374 0.8362309 0.35267624 0.8431372549019608 2.5717244 2.346807 1.0174145 0.9215686274509803
0.35 1.0 0.9360652 0.8803495 0.37482384 0.8431372549019608 0.931176 0.858168 0.36446014 0.8235294117647058 2.7630007 2.971821 0.97611 0.9215686274509803
0.45 0.55 0.91732484 0.8294792 0.3705186 0.8431372549019608 0.9128335 0.8309845 0.3609218 0.8431372549019608 2.695747 2.556004 1.0197405 0.9215686274509803
0.45 0.65 0.91781455 0.83325934 0.37709183 0.8431372549019608 0.91402876 0.8351748 0.36672547 0.8431372549019608 2.7548451 2.794655 1.0685148 0.9215686274509803
0.45 0.75 0.9184332 0.8332523 0.37604603 0.8431372549019608 0.91482127 0.8351489 0.3656203 0.8431372549019608 2.702293 2.7422242 1.0336667 0.9215686274509803
0.35 0.9 0.9344551 0.88021815 0.37720126 0.8431372549019608 0.92871225 0.8544184 0.36815578 0.803921568627451 2.7360368 2.9828124 0.9595111 0.9215686274509803
0.5 0.85 0.90774 0.7914257 0.39107195 0.8431372549019608 0.90231276 0.7901832 0.38441947 0.8235294117647058 2.7602253 2.7257586 1.0608593 0.9215686274509803
0.55 0.3 0.92723286 0.8463738 0.34142375 0.8627450980392157 0.9175523 0.8277669 0.3347201 0.8627450980392157 2.331068 2.554819 0.9522153 0.9607843137254902
0.45 0.7 0.9174404 0.8325845 0.3782014 0.8431372549019608 0.9137602 0.8344609 0.36761436 0.8431372549019608 2.7290134 2.8272047 1.0738702 0.9215686274509803
0.45 0.95 0.9163052 0.822548 0.38547415 0.8431372549019608 0.91263855 0.82397425 0.3757938 0.8235294117647058 2.7503164 2.8182774 1.1024181 0.9215686274509803
0.45 0.6 0.92038566 0.8387742 0.37417373 0.8431372549019608 0.9163308 0.84069896 0.36347386 0.8431372549019608 2.7227485 2.5971649 1.0823799 0.9215686274509803
0.5 1.0 0.90506303 0.7834985 0.3936141 0.8431372549019608 0.89972144 0.7782498 0.38662305 0.8235294117647058 2.7499747 2.787133 1.1062158 0.9215686274509803
0.45 0.9 0.91766727 0.83148944 0.3797332 0.8431372549019608 0.91407764 0.83317006 0.36979678 0.8235294117647058 2.7162628 2.7738705 1.0691583 0.9215686274509803
0.45 1.0 0.9173786 0.8316779 0.3851963 0.8431372549019608 0.91396 0.83333766 0.3757028 0.8235294117647058 2.723851 2.793459 1.0636208 0.9215686274509803
0.45 0.85 0.9190157 0.8242254 0.37755612 0.8431372549019608 0.9154541 0.8258495 0.3676275 0.8235294117647058 2.7597027 2.7634826 1.0866714 0.9215686274509803
0.55 0.7 0.9396297 0.78326774 0.35903883 0.8431372549019608 0.93004674 0.77174276 0.35439494 0.8431372549019608 2.7751446 3.0414007 1.0752908 0.9019607843137255
0.55 0.75 0.92507094 0.78101885 0.37039918 0.8431372549019608 0.9155016 0.7682782 0.36732778 0.8431372549019608 2.7713711 2.9078138 1.1165832 0.9019607843137255
0.5 0.2 0.8989054 0.8237767 0.37320334 0.8431372549019608 0.88703173 0.81279695 0.36867505 0.8627450980392157 2.3599777 2.3916755 0.8193718 0.9215686274509803
0.6 0.15 0.90376645 0.8118779 0.35633916 0.8627450980392157 0.8918619 0.8022785 0.3502509 0.8823529411764706 2.2662637 2.4759164 0.8205698 0.9607843137254902
0.6 0.1 0.87494385 0.84426343 0.37772205 0.8823529411764706 0.8592663 0.8183316 0.3698876 0.8627450980392157 2.033151 2.277349 0.80565566 0.9411764705882353
0.55 0.15 0.8847534 0.7998748 0.37430543 0.8627450980392157 0.87342805 0.7883943 0.36969164 0.8823529411764706 2.2341824 2.3651447 0.8299218 0.9411764705882353
0.55 0.95 0.9108955 0.7811129 0.38475344 0.8431372549019608 0.9013252 0.7592027 0.38289255 0.8431372549019608 2.7310016 2.8463688 1.0993885 0.9019607843137255
0.65 0.05 0.8555339 0.79513985 0.3964853 0.8823529411764706 0.83694965 0.7498656 0.38903993 0.9019607843137255 1.9618374 2.1855402 0.81176674 0.8823529411764706
0.6 0.05 0.85988 0.8082377 0.40668988 0.8823529411764706 0.84162253 0.7709658 0.39804167 0.9019607843137255 1.9234991 2.1309168 0.7895639 0.9019607843137255
0.5 0.25 0.9042112 0.8432251 0.36436436 0.8431372549019608 0.8925708 0.83140993 0.3596058 0.8431372549019608 2.3533063 2.5330691 0.9024189 0.9411764705882353
0.65 0.55 0.9551506 0.81720716 0.34518042 0.8431372549019608 0.945617 0.8053695 0.3391792 0.8627450980392157 2.7331328 3.0685291 1.1007807 0.9215686274509803
0.65 0.6 0.9557993 0.81729287 0.34579304 0.8431372549019608 0.9463827 0.8066262 0.33978415 0.8627450980392157 2.7378535 2.9948258 1.1104169 0.9215686274509803
0.65 0.65 0.95318985 0.81723654 0.35036033 0.8431372549019608 0.9437445 0.79040736 0.3446701 0.8431372549019608 2.7353082 2.9994397 1.1369661 0.9019607843137255
0.65 0.7 0.95293397 0.81734097 0.3505635 0.8431372549019608 0.94356537 0.79072547 0.34487137 0.8431372549019608 2.7774525 3.036668 1.1396087 0.9019607843137255
0.65 0.8 0.9532982 0.8172778 0.3503846 0.8431372549019608 0.94392955 0.7914081 0.3446731 0.8431372549019608 2.7583559 3.0332432 1.1395571 0.9019607843137255
0.5 0.4 0.94235593 0.8454215 0.3385773 0.8431372549019608 0.93251455 0.82714343 0.3325095 0.8431372549019608 2.5094452 2.8699312 0.98027426 0.9411764705882353
0.55 0.8 0.9099946 0.7790772 0.38507366 0.8431372549019608 0.90038145 0.75378996 0.38319132 0.8431372549019608 2.758293 2.820147 1.1081599 0.9019607843137255
0.55 0.35 0.9261157 0.8450309 0.34149253 0.8627450980392157 0.91651857 0.8273259 0.3349541 0.8627450980392157 2.370891 2.6728516 0.95672005 0.9215686274509803
0.5 0.7 0.90620744 0.7985718 0.38558584 0.8431372549019608 0.89866793 0.79812956 0.38087836 0.8431372549019608 2.764642 2.736731 1.08063 0.9215686274509803
0.5 0.3 0.9107889 0.8373362 0.35724047 0.8627450980392157 0.8994317 0.81622607 0.34995314 0.8431372549019608 2.339896 2.6141412 0.9262786 0.9607843137254902
0.65 0.4 0.9679391 0.88624436 0.33820236 0.8627450980392157 0.95859945 0.86612767 0.3296823 0.8627450980392157 2.576383 2.7735882 0.99487746 0.9215686274509803
0.65 0.15 0.9266102 0.81884813 0.34304762 0.8627450980392157 0.9136635 0.79935026 0.3340383 0.8627450980392157 2.2685657 2.5824907 0.90072876 0.9411764705882353
0.5 0.8 0.9108494 0.7944119 0.3884004 0.8431372549019608 0.9039447 0.7939015 0.3836796 0.8235294117647058 2.743608 2.7939665 1.0722363 0.9215686274509803
0.55 1.0 0.9083967 0.78075767 0.38669136 0.8431372549019608 0.8986271 0.7556374 0.3848844 0.8431372549019608 2.7585075 2.8857985 1.1059141 0.9019607843137255
0.6 0.35 0.9525588 0.8797996 0.3421473 0.8431372549019608 0.9432844 0.85114026 0.33419812 0.8431372549019608 2.4509006 2.700326 0.99325234 0.9215686274509803
0.6 0.9 0.9499303 0.81671166 0.35292327 0.8431372549019608 0.9404484 0.7883316 0.34708282 0.8431372549019608 2.8074327 3.0832696 1.1125492 0.9019607843137255
0.5 0.9 0.9087601 0.7911613 0.39254037 0.8431372549019608 0.903374 0.7903137 0.3857807 0.8235294117647058 2.7569165 2.7539697 1.0735097 0.9215686274509803
0.5 0.95 0.9063207 0.7897715 0.39388528 0.8431372549019608 0.90077436 0.7811707 0.3870853 0.8235294117647058 2.7909017 2.7807484 1.0996691 0.9215686274509803
0.6 0.95 0.9498348 0.81646323 0.35287812 0.8431372549019608 0.94036496 0.788061 0.34703672 0.8431372549019608 2.7911837 3.0723896 1.1069454 0.9019607843137255
0.55 0.5 0.9569624 0.818743 0.3386688 0.8431372549019608 0.94760144 0.81986946 0.33179846 0.8627450980392157 2.8279178 3.11585 1.0819267 0.9215686274509803
0.55 0.1 0.87782353 0.8299425 0.36089414 0.8823529411764706 0.86302423 0.8043517 0.35347432 0.8431372549019608 2.005965 2.359934 0.8153132 0.9411764705882353
0.55 0.2 0.9078523 0.8345051 0.3763724 0.8431372549019608 0.8966614 0.82482266 0.37083077 0.8823529411764706 2.3523757 2.5611403 0.76292986 0.9215686274509803
0.55 0.25 0.9254691 0.8409604 0.35356525 0.8627450980392157 0.9153988 0.82226086 0.3460013 0.8235294117647058 2.3754237 2.6815262 0.93530524 0.9411764705882353
0.55 0.45 0.9721378 0.87362194 0.33070645 0.8235294117647058 0.962911 0.8531561 0.32157835 0.8431372549019608 2.6640263 2.9563408 1.0129176 0.9215686274509803
0.55 0.4 0.94952697 0.84487665 0.34107313 0.8431372549019608 0.9398882 0.83718807 0.33375323 0.8431372549019608 2.5326626 2.8558438 1.0202422 0.9215686274509803
0.55 0.55 0.9548314 0.8168832 0.34159005 0.8431372549019608 0.9454869 0.7988323 0.3348147 0.8627450980392157 2.8031623 2.940961 1.0744978 0.9215686274509803
0.6 1.0 0.94809103 0.8170284 0.35400388 0.8431372549019608 0.9384354 0.7887356 0.34823382 0.8431372549019608 2.8076694 3.075673 1.1042991 0.9019607843137255
0.6 0.4 0.9592584 0.8718256 0.33949873 0.8431372549019608 0.9498191 0.8510792 0.33057857 0.8431372549019608 2.4949648 2.7641249 1.0272893 0.9215686274509803
0.55 0.6 0.93487597 0.7935866 0.35480055 0.8431372549019608 0.92546827 0.79311645 0.3504023 0.8627450980392157 2.7915902 2.898381 1.1236005 0.9019607843137255
0.55 0.65 0.9441048 0.8013069 0.35248524 0.8431372549019608 0.9349896 0.8015657 0.34732223 0.8627450980392157 2.7959766 2.8362892 1.0860634 0.9215686274509803
0.55 0.85 0.9108305 0.7780512 0.38461885 0.8431372549019608 0.9013649 0.7612923 0.3827883 0.8431372549019608 2.7712622 2.8560662 1.1267853 0.9019607843137255
0.65 0.45 0.96748674 0.86579347 0.34202293 0.8431372549019608 0.9580716 0.8412366 0.33342448 0.8431372549019608 2.6619916 2.9588132 1.0357938 0.9215686274509803
0.7 0.2 0.93600065 0.83551717 0.35165203 0.8627450980392157 0.9258254 0.81825936 0.34323174 0.8823529411764706 2.4097161 2.6941981 0.866281 0.9607843137254902
0.65 0.1 0.87759435 0.79349995 0.36632824 0.8823529411764706 0.8636527 0.75576556 0.35845 0.8431372549019608 2.0951695 2.3978884 0.7868532 0.9411764705882353
0.7 0.25 0.93434364 0.8554866 0.3446979 0.8627450980392157 0.92428386 0.8387528 0.337259 0.8431372549019608 2.415882 2.696295 0.8925109 0.9607843137254902
0.7 0.3 0.9758043 0.8906976 0.34600767 0.8431372549019608 0.96607655 0.8838614 0.3351602 0.8627450980392157 2.4591367 2.8197875 0.9284356 0.9607843137254902
0.7 0.4 0.9887471 0.8966129 0.33133987 0.8431372549019608 0.97926414 0.8891053 0.32014537 0.8431372549019608 2.6249795 2.9570518 1.0079335 0.9215686274509803
0.6 0.2 0.93281955 0.83726704 0.36186755 0.8431372549019608 0.9215088 0.8273193 0.35450402 0.9019607843137255 2.3223066 2.5548625 0.831254 0.9215686274509803
0.65 0.25 0.9309877 0.8546635 0.36060882 0.8627450980392157 0.9209889 0.8389001 0.3545222 0.8823529411764706 2.4730916 2.7230902 0.8620428 0.9607843137254902
0.6 0.3 0.9420282 0.85377467 0.33803317 0.8627450980392157 0.9323138 0.8369029 0.3297808 0.8823529411764706 2.405645 2.7044744 0.9640163 0.9607843137254902
0.65 0.75 0.95308125 0.8170147 0.3503816 0.8431372549019608 0.9437132 0.7910138 0.34468135 0.8431372549019608 2.768402 3.0024276 1.1320603 0.8823529411764706
0.7 0.85 0.9703245 0.885526 0.34178877 0.8235294117647058 0.96116674 0.8572917 0.33429006 0.8235294117647058 2.7877169 3.1684237 1.1640607 0.9215686274509803
0.6 0.45 0.9675077 0.8663038 0.33373308 0.8235294117647058 0.9580328 0.8449128 0.3240992 0.8431372549019608 2.5826695 2.7309194 0.953039 0.9215686274509803
0.7 0.95 0.97042495 0.88589275 0.34144703 0.8235294117647058 0.9613058 0.8577518 0.33388048 0.8235294117647058 2.7512612 3.1331122 1.1628947 0.9215686274509803
0.6 0.85 0.9501653 0.81664085 0.35283595 0.8431372549019608 0.9406729 0.7882223 0.34700528 0.8431372549019608 2.7863543 3.0387342 1.113871 0.9019607843137255
0.6 0.8 0.94979066 0.8164198 0.35319915 0.8431372549019608 0.9402339 0.7877002 0.34741887 0.8431372549019608 2.775926 3.0153856 1.0986698 0.9019607843137255
0.7 0.8 0.97291595 0.8856189 0.34260985 0.8235294117647058 0.9636114 0.85721946 0.33498764 0.8235294117647058 2.7592313 3.1667094 1.1484562 0.9215686274509803
0.7 0.45 0.9909773 0.8982023 0.33265868 0.8431372549019608 0.98165643 0.8834491 0.32295924 0.8627450980392157 2.7801702 3.2670906 1.1247779 0.9215686274509803
0.75 0.1 0.85532844 0.78065217 0.35562217 0.8823529411764706 0.84039134 0.7430959 0.34929872 0.8431372549019608 1.9951026 2.2810094 0.8038188 0.9019607843137255
0.6 0.25 0.9277118 0.8536879 0.35834658 0.8431372549019608 0.9178953 0.84003246 0.35253918 0.8627450980392157 2.419412 2.695651 0.9528519 0.9607843137254902
0.75 0.7 0.9972962 0.9197041 0.33314013 0.8235294117647058 0.98851854 0.9139778 0.3240538 0.8431372549019608 2.7679265 3.2332714 1.1387504 0.9215686274509803
0.6 0.7 0.94984615 0.8163978 0.35327578 0.8431372549019608 0.9402421 0.78753394 0.34748515 0.8431372549019608 2.7522862 3.025262 1.0906149 0.9019607843137255
0.75 0.45 0.9934176 0.9108964 0.33169988 0.8431372549019608 0.98435843 0.90436625 0.32192445 0.8627450980392157 2.8121953 3.316977 1.0990578 0.9215686274509803
0.8 0.1 0.8734623 0.7856119 0.34569138 0.8823529411764706 0.85811675 0.74558395 0.3376153 0.8431372549019608 2.0019238 2.2576537 0.77633286 0.9019607843137255
0.8 0.15 0.89005697 0.8048837 0.39420924 0.8627450980392157 0.87823915 0.7836312 0.3874094 0.8823529411764706 2.1740758 2.3043559 0.8130931 0.9215686274509803
0.8 0.25 0.9699842 0.8989011 0.34532937 0.8431372549019608 0.96006525 0.86833215 0.3353839 0.8627450980392157 2.5319366 2.9097066 0.8951821 0.9215686274509803
0.8 0.2 0.91517866 0.822713 0.37039262 0.8823529411764706 0.90420353 0.80481994 0.3609423 0.8627450980392157 2.3344953 2.5652738 0.80548203 0.9411764705882353
0.6 0.75 0.9498604 0.81644666 0.35317314 0.8431372549019608 0.9402933 0.78771126 0.34736955 0.8431372549019608 2.7957065 3.0329652 1.1029631 0.8823529411764706
0.75 0.65 0.9993216 0.9198275 0.32939136 0.8431372549019608 0.99036705 0.91403854 0.31983227 0.8627450980392157 2.8068352 3.2477002 1.1090987 0.9215686274509803
0.75 0.55 0.9984924 0.9201774 0.33026075 0.8431372549019608 0.98954743 0.91431355 0.32090208 0.8431372549019608 2.7956896 3.2023325 1.1102724 0.9215686274509803
0.6 0.65 0.9523139 0.81639063 0.35072866 0.8431372549019608 0.9426974 0.7875074 0.34509066 0.8431372549019608 2.7767348 3.021614 1.0644644 0.9019607843137255
0.8 0.55 1.003721 0.9330992 0.32754973 0.8627450980392157 0.99493134 0.92805207 0.31768262 0.8627450980392157 2.8189037 3.3075428 1.0634184 0.9215686274509803
0.65 0.3 0.94883883 0.8527327 0.3485604 0.8431372549019608 0.9388889 0.8360611 0.34124312 0.8627450980392157 2.4199476 2.6474843 0.93923956 0.9607843137254902
0.6 0.55 0.95231706 0.816558 0.34846547 0.8431372549019608 0.9427975 0.7878087 0.34262383 0.8627450980392157 2.7930222 2.9769976 1.0857034 0.9215686274509803
0.6 0.6 0.9507825 0.81656396 0.34931347 0.8431372549019608 0.94116324 0.7878752 0.3434908 0.8627450980392157 2.8094795 3.0033908 1.1095439 0.9019607843137255
0.7 0.5 0.99110967 0.89818394 0.3335504 0.8431372549019608 0.9817449 0.8834734 0.3236382 0.8431372549019608 2.7165074 3.1032124 1.1215322 0.9215686274509803
0.7 0.35 0.9763643 0.89012206 0.33883685 0.8431372549019608 0.966951 0.88311064 0.32859558 0.8627450980392157 2.526416 2.8107219 0.9583113 0.9607843137254902
0.55 0.9 0.92275953 0.7804587 0.37183243 0.8431372549019608 0.91313535 0.7586164 0.36878222 0.8431372549019608 2.7556448 2.8479695 1.1302217 0.9019607843137255
0.7 0.55 0.9851257 0.8978429 0.33784854 0.8431372549019608 0.9757787 0.88261485 0.32805523 0.8627450980392157 2.7519054 3.158401 1.1125509 0.9215686274509803
0.75 0.35 0.995152 0.9203242 0.33112523 0.8431372549019608 0.98621684 0.9143664 0.32035545 0.8627450980392157 2.6509776 2.8603578 0.92615813 0.9215686274509803
0.65 0.35 0.9564436 0.8767427 0.33941156 0.8235294117647058 0.94671285 0.8536304 0.3306511 0.8431372549019608 2.4510334 2.6941931 0.95403516 0.9215686274509803
0.75 0.2 0.9244629 0.8462013 0.36973673 0.8823529411764706 0.9137661 0.8266052 0.36173078 0.8823529411764706 2.359322 2.5372827 0.8536424 0.9411764705882353
0.75 0.3 0.9725445 0.890512 0.33960554 0.8431372549019608 0.9633204 0.8730582 0.3305066 0.8627450980392157 2.5574648 2.9017377 0.92028904 0.9215686274509803
0.75 0.25 0.93874425 0.8573955 0.35028157 0.8431372549019608 0.92896444 0.84052855 0.34272307 0.8627450980392157 2.424311 2.7048526 0.8877529 0.9215686274509803
0.75 0.95 0.9946126 0.9186299 0.33252013 0.8235294117647058 0.9859203 0.91310287 0.32348076 0.8431372549019608 2.7518926 3.2639194 1.1719252 0.9215686274509803
0.7 0.65 0.98527765 0.897061 0.3403101 0.8235294117647058 0.9760541 0.8818222 0.3309919 0.8235294117647058 2.761429 3.1288085 1.1431563 0.9215686274509803
0.65 0.5 0.9584774 0.81642926 0.34434178 0.8431372549019608 0.9490236 0.8150335 0.33820033 0.8627450980392157 2.7048984 2.978782 1.0816742 0.9215686274509803
0.7 1.0 0.97296554 0.88624233 0.34075132 0.8235294117647058 0.96385366 0.8581346 0.3333063 0.8235294117647058 2.7724817 3.1397467 1.1950943 0.9215686274509803
0.7 0.7 0.9838579 0.8968786 0.3435463 0.8235294117647058 0.97466457 0.8816422 0.334629 0.8235294117647058 2.7420876 3.0233583 1.1341788 0.9215686274509803
0.7 0.9 0.9725922 0.88567495 0.34101403 0.8235294117647058 0.96345806 0.8575134 0.33363694 0.8235294117647058 2.7743604 3.1932356 1.1643312 0.9215686274509803
0.65 0.95 0.952058 0.8173908 0.35080394 0.8431372549019608 0.94262254 0.78908646 0.34498125 0.8431372549019608 2.8027084 3.2507324 1.1421306 0.9019607843137255
0.65 0.2 0.9477086 0.87564456 0.3565776 0.8627450980392157 0.9363062 0.86880314 0.34868836 0.8431372549019608 2.391663 2.5296075 0.8603929 0.9607843137254902
0.65 0.9 0.9518641 0.81769425 0.35108104 0.8431372549019608 0.9424324 0.7894002 0.345323 0.8431372549019608 2.7408597 3.126084 1.1160479 0.9019607843137255
0.75 0.15 0.8776776 0.77940446 0.40038806 0.8823529411764706 0.86459684 0.7568524 0.39435065 0.9019607843137255 2.1535888 2.3118877 0.79406124 0.9411764705882353
0.75 0.4 0.9943554 0.91212726 0.3328283 0.8627450980392157 0.9852308 0.9059849 0.32203078 0.8627450980392157 2.666681 3.0209427 0.9958459 0.9215686274509803
0.75 0.05 0.86200124 0.8228163 0.37227494 0.9019607843137255 0.8450222 0.78408074 0.36367965 0.8823529411764706 1.9616787 2.1590137 0.79648423 0.9019607843137255
0.65 0.85 0.95325077 0.81749547 0.35033736 0.8431372549019608 0.9439418 0.7915127 0.34459049 0.8431372549019608 2.7894542 3.175457 1.1307435 0.9019607843137255
0.8 0.65 1.0029416 0.9324324 0.3277778 0.8431372549019608 0.99416065 0.9274761 0.31797826 0.8627450980392157 2.8073838 3.218542 1.0839097 0.9215686274509803
0.75 0.8 0.9962988 0.9191463 0.33127427 0.8235294117647058 0.98761094 0.9135411 0.32207087 0.8431372549019608 2.7950912 3.3348155 1.157189 0.9215686274509803
0.75 0.5 0.9947569 0.91080844 0.33003777 0.8431372549019608 0.98565614 0.9042988 0.3205187 0.8627450980392157 2.7668388 3.1571193 1.120794 0.9215686274509803
0.6 0.5 0.95647126 0.80381554 0.34531704 0.8431372549019608 0.94708174 0.8031219 0.3395005 0.8627450980392157 2.7716155 2.89015 1.0285879 0.9215686274509803
0.75 0.6 0.99925023 0.9200374 0.32962662 0.8431372549019608 0.9902881 0.9142305 0.32011428 0.8431372549019608 2.7597966 3.1061516 1.0854771 0.9215686274509803
0.75 0.75 0.99711764 0.9194302 0.33309335 0.8235294117647058 0.9883606 0.91373444 0.32398945 0.8431372549019608 2.7694497 3.3630426 1.136669 0.9215686274509803
0.8 0.6 1.0037822 0.9327171 0.32740232 0.8627450980392157 0.99500674 0.9276924 0.3174748 0.8431372549019608 2.8125157 3.170693 1.0432143 0.9215686274509803
0.75 1.0 0.99460495 0.91838783 0.3325114 0.8235294117647058 0.98591787 0.9129174 0.3234342 0.8431372549019608 2.7576327 3.3153036 1.1706505 0.9215686274509803
0.7 0.1 0.8685293 0.7671441 0.3679901 0.8627450980392157 0.85465556 0.733909 0.36102632 0.8431372549019608 2.0547235 2.2360423 0.82591146 0.9019607843137255
0.85 0.4 1.0024993 0.9338454 0.3194792 0.8627450980392157 0.99347067 0.9286703 0.3087162 0.8823529411764706 2.8110414 3.21728 1.0350777 0.9411764705882353
0.8 0.8 1.001284 0.93135726 0.328496 0.8431372549019608 0.9925216 0.9264928 0.318891 0.8627450980392157 2.787429 3.1529899 1.0839238 0.9215686274509803
0.85 0.9 1.0047759 0.9302312 0.3250182 0.8627450980392157 0.9959706 0.92548835 0.31437635 0.8823529411764706 2.8135517 3.2581382 1.0333487 0.9215686274509803
0.8 0.9 1.0014216 0.93071926 0.3303691 0.8235294117647058 0.9927589 0.9259212 0.3208327 0.8431372549019608 2.7801023 3.251915 1.0867486 0.9215686274509803
0.85 0.75 1.006124 0.9313117 0.3268304 0.8627450980392157 0.9971859 0.92644525 0.31642228 0.8823529411764706 2.7926054 3.1739151 1.0184189 0.9215686274509803
0.85 0.85 1.0063983 0.9306196 0.32640222 0.8627450980392157 0.9975131 0.92582655 0.31581262 0.9019607843137255 2.841619 3.2429447 1.0548998 0.9215686274509803
0.85 0.95 1.0056149 0.92978835 0.3268696 0.8627450980392157 0.9967022 0.92509806 0.3163085 0.8823529411764706 2.8646133 3.2910237 1.0884777 0.9215686274509803
0.85 0.05 0.8701676 0.78350127 0.36147082 0.8823529411764706 0.85262376 0.73941696 0.35325196 0.9019607843137255 1.9839747 2.2390978 0.7584969 0.9215686274509803
0.7 0.15 0.8679889 0.7659387 0.3869756 0.8627450980392157 0.85694677 0.7430465 0.381967 0.8823529411764706 2.1584606 2.4279623 0.7339201 0.9411764705882353
0.8 0.35 0.9911175 0.90582263 0.33393863 0.8627450980392157 0.98189753 0.89971757 0.32339606 0.8627450980392157 2.6823251 2.9610782 0.9546723 0.9215686274509803
0.8 0.4 1.000498 0.92061883 0.32537955 0.8627450980392157 0.99147016 0.9150616 0.31547624 0.8627450980392157 2.6973522 3.002522 1.0269209 0.9215686274509803
0.9 0.35 0.9970228 0.9154432 0.3300736 0.8627450980392157 0.9879038 0.9099828 0.3187765 0.8627450980392157 2.7263978 3.0784953 0.95795125 0.9411764705882353
0.85 0.5 1.0074197 0.9332517 0.32558128 0.8627450980392157 0.99851435 0.92818666 0.3150101 0.9019607843137255 2.8551674 3.236949 1.0403137 0.9215686274509803
0.9 1.0 1.0082996 0.92885154 0.32397795 0.8823529411764706 0.99926156 0.9242697 0.3124848 0.9019607843137255 2.8796062 3.2095466 1.0409573 0.9215686274509803
0.95 0.05 0.8469844 0.7365496 0.38185003 0.8823529411764706 0.8293114 0.6964753 0.37682736 0.9215686274509803 1.9507376 2.1606264 0.7833246 0.8823529411764706
0.95 0.15 0.88747025 0.80026054 0.36984232 0.8627450980392157 0.8760052 0.78168416 0.36135614 0.8627450980392157 2.1740859 2.4687037 0.7951905 0.9411764705882353
0.95 0.1 0.8730203 0.77791 0.35425323 0.8823529411764706 0.8585769 0.7376895 0.34642786 0.8431372549019608 2.0221946 2.2978325 0.7906317 0.9215686274509803
0.95 0.45 1.0066793 0.93278384 0.32073313 0.8823529411764706 0.9974853 0.9277146 0.30923927 0.9019607843137255 2.829194 3.278358 0.9688945 0.9215686274509803
0.8 0.85 1.0016434 0.9311296 0.33029667 0.8431372549019608 0.9929703 0.9262761 0.32076088 0.8627450980392157 2.7916389 3.2281828 1.0712936 0.9215686274509803
0.7 0.6 0.9870939 0.89766073 0.3394137 0.8235294117647058 0.9778942 0.88362163 0.33007622 0.8235294117647058 2.7612128 3.1772034 1.1299616 0.9215686274509803
0.9 0.4 1.0040331 0.93363917 0.31721 0.8627450980392157 0.9948913 0.9284881 0.3058007 0.9019607843137255 2.8292017 3.2427793 1.017142 0.9411764705882353
0.85 0.55 1.0057176 0.932907 0.32761973 0.8627450980392157 0.9968262 0.9278852 0.31743282 0.8823529411764706 2.8119454 3.2348 1.0556346 0.9215686274509803
0.85 0.7 1.0065374 0.9318495 0.32673523 0.8627450980392157 0.9975853 0.92690146 0.31631526 0.9019607843137255 2.7857041 3.1952333 1.0385684 0.9215686274509803
0.8 0.3 0.98168194 0.8963386 0.3378755 0.8431372549019608 0.97256553 0.8901827 0.32867998 0.8627450980392157 2.5765824 2.86235 0.9408491 0.9215686274509803
