lengthscale l2regularizer rmse_mean rmse_std pi_cov pi_sum
0.25 0.6 2.1084218 1.4855115 0.9607843137254902 49
0.255 0.85 1.9092016 1.1407783 0.9215686274509803 47
0.23 0.45 2.6799984 1.4278942 0.9411764705882353 48
0.24 0.5 2.235707 1.7954348 0.9607843137254902 49
0.245 0.95 2.2535372 1.5582705 0.9411764705882353 48
0.205 0.8 2.0457964 1.5090916 0.9803921568627451 50
0.25 0.05 2.360145 1.6226813 0.9607843137254902 49
0.255 0.7 2.0715714 1.4052187 0.9215686274509803 47
0.27 0.15 2.0212057 1.4422563 0.9215686274509803 47
0.15 0.5 2.4199579 1.3290962 0.9215686274509803 47
0.205 0.85 2.3069644 1.6536982 0.9607843137254902 49
0.245 0.45 2.1313396 1.357259 0.9411764705882353 48
0.265 0.65 1.9908336 1.2252631 0.9215686274509803 47
0.15 0.6 2.5848138 1.4165615 0.9607843137254902 49
0.26 0.2 2.2073777 1.6516681 0.9803921568627451 50
0.245 0.4 1.8544143 1.2656308 0.9019607843137255 46
0.26 0.3 2.383442 1.6166962 0.9607843137254902 49
0.15 0.55 2.730474 1.5292655 0.9215686274509803 47
0.24 0.8 1.790142 0.91687816 0.9411764705882353 48
0.26 0.65 1.9961354 1.1890258 0.9607843137254902 49
0.26 0.35 2.074786 1.2709786 0.9411764705882353 48
0.25 1.0 2.2820642 1.5626795 0.9607843137254902 49
0.26 0.1 2.1837292 1.4923228 0.9411764705882353 48
0.26 0.05 1.6491522 0.9020991 0.9215686274509803 47
0.26 0.4 1.9236362 0.9894012 0.9215686274509803 47
0.235 1.0 2.3231955 1.9853224 0.9803921568627451 50
0.245 0.25 2.0820413 1.1982884 0.9215686274509803 47
0.24 0.45 2.0736642 1.4155352 0.9411764705882353 48
0.265 0.6 2.025334 1.1051359 0.9607843137254902 49
0.15 0.85 2.4890218 0.72305256 0.9215686274509803 47
0.265 0.25 2.116198 1.4661874 0.9411764705882353 48
0.25 0.2 2.2975655 1.5292265 0.9607843137254902 49
0.25 0.9 2.1486983 1.3508047 0.8823529411764706 45
0.255 0.45 2.2602222 1.6447573 0.9411764705882353 48
0.235 0.25 2.1297753 0.9356147 0.9803921568627451 50
0.15 0.95 2.3230922 1.1558014 0.9019607843137255 46
0.265 0.85 1.9643936 1.4432225 0.9411764705882353 48
0.245 0.65 1.932798 1.2192912 0.9411764705882353 48
0.245 0.9 2.2678258 1.4112055 0.9019607843137255 46
0.25 0.65 2.1754646 1.7018431 0.9019607843137255 46
0.27 0.1 2.1073513 1.480473 0.9215686274509803 47
0.27 0.25 1.9321932 1.4980375 0.9607843137254902 49
0.25 0.5 2.235067 1.6102071 0.9215686274509803 47
0.255 0.8 1.6904398 0.80068886 0.9215686274509803 47
0.15 0.7 2.7560296 1.023717 0.9215686274509803 47
0.255 1.0 1.9329998 1.347066 0.9607843137254902 49
0.27 0.3 1.954483 1.197711 0.9411764705882353 48
0.25 0.95 2.373227 1.2171907 0.9411764705882353 48
0.27 0.2 2.2331095 1.499964 0.9215686274509803 47
0.245 1.0 2.154755 1.1590928 0.9215686274509803 47
0.15 0.65 1.9441967 1.0107836 0.9411764705882353 48
0.265 0.2 1.9119351 1.4415854 0.9411764705882353 48
0.25 0.7 1.8507618 1.2800083 0.9215686274509803 47
0.25 0.35 2.1029096 1.2599605 0.9215686274509803 47
0.255 0.9 1.798906 1.3477858 0.9411764705882353 48
0.265 0.4 1.7585537 0.9835186 0.9215686274509803 47
0.15 0.75 2.3799503 1.3072572 0.9607843137254902 49
0.175 0.05 2.265133 1.5531913 0.9215686274509803 47
0.265 0.15 2.0666394 1.0672238 0.9411764705882353 48
0.265 0.05 2.0270798 1.3963364 0.9607843137254902 49
0.25 0.4 2.0467765 1.323469 0.9019607843137255 46
0.15 0.8 2.209598 1.186594 0.9803921568627451 50
0.26 0.5 1.9137723 1.1741534 0.9215686274509803 47
0.255 0.95 1.9367535 1.2294759 0.9607843137254902 49
0.25 0.1 2.3133836 1.711961 0.9215686274509803 47
0.265 0.55 1.8068726 1.2058605 0.9411764705882353 48
0.27 0.5 2.043202 1.0318866 0.9019607843137255 46
0.25 0.8 2.0630767 1.372821 0.9411764705882353 48
0.205 0.9 2.4536445 1.5274616 0.9411764705882353 48
0.255 0.55 2.0454376 1.5312604 0.9607843137254902 49
0.265 0.9 2.0747967 1.5294495 0.9411764705882353 48
0.205 0.75 2.41431 1.504482 0.9019607843137255 46
0.15 0.45 2.4253726 1.088316 0.9607843137254902 49
0.265 0.35 2.1128354 1.1794853 0.9411764705882353 48
0.27 0.55 2.0349772 1.0895245 0.9411764705882353 48
0.25 0.45 2.0969505 1.4017664 0.9607843137254902 49
0.27 0.65 2.1104305 1.4665617 0.9411764705882353 48
0.26 0.9 2.148975 1.6944424 0.9411764705882353 48
0.27 0.6 1.9490364 1.1208726 0.9019607843137255 46
0.075 0.5 4.34529 1.9657993 0.8823529411764706 45
0.075 0.45 5.0427465 2.4553561 0.8627450980392157 44
0.15 0.35 2.5162327 1.4285195 0.9215686274509803 47
0.125 0.45 2.8785133 0.9902764 0.9019607843137255 46
0.05 0.3 3.4020054 0.84167236 0.7647058823529411 39
0.175 0.6 2.990452 2.1219046 0.9019607843137255 46
0.05 0.7 3.7692654 0.56566066 0.8627450980392157 44
0.05 0.25 3.5292866 0.59294724 0.8823529411764706 45
0.05 0.35 3.3740845 0.68765086 0.8431372549019608 43
0.05 0.4 3.3443596 0.8330791 0.9019607843137255 46
0.075 0.85 4.1918235 1.0404056 0.8823529411764706 45
0.05 0.65 3.7439754 0.92799306 0.9019607843137255 46
0.05 0.2 3.731174 0.65970653 0.8627450980392157 44
0.05 0.75 3.3829486 0.7614898 0.8627450980392157 44
0.1 0.35 3.3149743 1.4812181 0.9411764705882353 48
0.23 0.2 2.3094602 1.1381376 0.9607843137254902 49
0.075 0.35 4.1800704 1.2606721 0.8823529411764706 45
0.05 0.05 3.7602162 0.5997414 0.8823529411764706 45
0.05 0.8 3.537188 0.5311788 0.8823529411764706 45
0.05 0.55 3.3426075 0.86520797 0.9019607843137255 46
0.075 0.6 4.028276 1.2087817 0.9019607843137255 46
0.075 0.7 3.6942368 0.829051 0.9019607843137255 46
0.245 0.75 1.8685858 1.392922 0.9215686274509803 47
0.075 0.65 4.5493536 1.9904133 0.8823529411764706 45
0.075 0.1 4.2980046 1.9261101 0.9215686274509803 47
0.075 1.0 4.228441 1.7692338 0.8431372549019608 43
0.1 0.05 4.5006227 2.3618875 0.9607843137254902 49
0.075 0.8 4.096463 1.4855726 0.9019607843137255 46
0.075 0.05 4.3021684 2.6022208 0.8627450980392157 44
0.075 0.4 4.245994 2.0541537 0.9019607843137255 46
0.05 0.9 3.844741 0.6098993 0.803921568627451 41
0.2 0.7 2.3038983 1.1936135 0.9411764705882353 48
0.22 0.55 2.212995 1.2151967 0.9215686274509803 47
0.075 0.15 3.8598804 1.5241942 0.9019607843137255 46
0.075 0.3 4.025526 2.0114684 0.8627450980392157 44
0.075 0.55 4.1980963 1.4463056 0.8431372549019608 43
0.1 0.65 4.046397 1.5946088 0.9803921568627451 50
0.2 0.75 2.3276947 1.2188466 0.9803921568627451 50
0.075 0.2 4.6771274 2.1479104 0.8823529411764706 45
0.22 0.25 2.4344566 1.4261575 0.9411764705882353 48
0.1 0.1 4.4354277 1.8175666 0.9215686274509803 47
0.1 0.6 3.4305873 1.254618 0.9607843137254902 49
0.22 0.35 2.2543225 1.4121298 0.9803921568627451 50
0.075 0.25 4.119682 1.629687 0.9411764705882353 48
0.075 0.95 4.043382 1.0730381 0.9019607843137255 46
0.1 0.2 4.4772105 2.088488 0.9019607843137255 46
0.1 0.15 4.0800776 1.3598244 0.9607843137254902 49
0.05 0.85 3.5090663 0.77677345 0.8431372549019608 43
0.075 0.9 4.372583 1.8796902 0.9215686274509803 47
0.205 0.05 2.4293122 1.499449 0.9803921568627451 50
0.075 0.75 4.2081137 1.4530832 0.8627450980392157 44
0.2 1.0 2.414857 1.4712152 0.9803921568627451 50
0.22 0.3 2.3750968 1.3519118 0.9019607843137255 46
0.05 0.95 3.661267 0.5718994 0.8627450980392157 44
0.05 0.6 3.42635 0.6463719 0.8823529411764706 45
0.05 0.1 3.5179112 0.55406076 0.8823529411764706 45
0.05 0.45 3.7011895 0.861317 0.8235294117647058 42
0.05 1.0 4.0894074 0.6153593 0.8627450980392157 44
0.05 0.5 3.838284 0.7022985 0.8823529411764706 45
0.1 0.7 4.144075 1.869434 0.9411764705882353 48
0.1 0.55 4.0493836 1.5409272 0.9803921568627451 50
0.22 0.6 2.478941 1.3487674 0.9215686274509803 47
0.1 0.75 3.7938569 1.4744174 0.9411764705882353 48
0.22 0.4 2.4450583 1.1666352 0.9215686274509803 47
0.27 0.85 2.1231155 1.525875 0.9215686274509803 47
0.27 0.95 1.9690224 1.2823851 0.9607843137254902 49
0.1 0.45 3.8507214 1.354971 0.9411764705882353 48
0.1 0.4 3.6740506 0.95307803 0.9411764705882353 48
0.22 0.5 2.4445956 1.541835 0.9607843137254902 49
0.22 0.45 2.154141 1.3980769 0.9607843137254902 49
0.275 0.3 1.9269054 1.4230717 0.9411764705882353 48
0.21 0.05 2.9635243 2.5038743 0.9411764705882353 48
0.275 0.1 1.9076029 1.3024632 0.9607843137254902 49
0.22 1.0 2.0720935 1.1547939 0.9607843137254902 49
0.245 0.3 2.000509 1.366609 0.9215686274509803 47
0.275 0.05 1.9843295 1.1921846 0.9411764705882353 48
0.1 0.5 3.76002 1.5539241 0.9607843137254902 49
0.1 0.8 3.386933 1.2758753 0.9803921568627451 50
0.1 0.85 3.8208797 1.0755217 0.9215686274509803 47
0.27 0.35 1.8479807 1.1130668 0.9019607843137255 46
0.245 0.35 2.308367 1.459535 0.9607843137254902 49
0.275 0.25 2.1452885 1.452151 0.9607843137254902 49
0.255 0.65 2.0443673 1.3583987 0.9803921568627451 50
0.27 0.4 1.942515 1.120515 0.9411764705882353 48
0.27 0.45 1.9293416 0.73208755 0.9411764705882353 48
0.27 0.7 2.0097795 1.175662 0.9411764705882353 48
0.27 0.75 2.09347 1.368434 0.9215686274509803 47
0.27 0.8 2.2469268 1.2248327 0.9215686274509803 47
0.275 0.8 2.0406916 1.4277799 0.9215686274509803 47
0.28 0.15 2.0141277 1.3506538 0.9411764705882353 48
0.28 0.6 2.1767533 1.4791884 0.9215686274509803 47
0.275 0.9 2.1221225 1.4581724 0.9019607843137255 46
0.275 0.75 1.9033943 0.9638348 0.9411764705882353 48
0.28 0.3 1.9926603 1.300252 0.9019607843137255 46
0.28 0.55 1.9511484 1.3247483 0.9411764705882353 48
0.28 0.2 2.156662 1.4094052 0.9411764705882353 48
0.275 1.0 2.0970135 1.3691137 0.9607843137254902 49
0.285 0.25 1.9131205 1.2764441 0.9215686274509803 47
0.28 0.25 1.9888016 1.1769757 0.9607843137254902 49
0.285 0.35 1.8809078 1.1706234 0.9607843137254902 49
0.28 0.8 2.047702 1.376492 0.9411764705882353 48
0.285 0.3 1.9438906 1.1913657 0.9411764705882353 48
0.28 0.35 1.8994888 1.1727587 0.9215686274509803 47
0.28 0.05 2.2275007 1.5051223 0.9607843137254902 49
0.28 0.1 1.913628 1.3991599 0.9607843137254902 49
0.28 0.4 2.1515656 1.3503816 0.9411764705882353 48
0.285 0.15 1.9936816 1.357374 0.9215686274509803 47
0.28 0.85 2.1604095 1.3002104 0.9019607843137255 46
0.28 0.65 2.0953965 1.3599819 0.9411764705882353 48
0.28 0.95 1.7876217 0.85534847 0.9215686274509803 47
0.28 0.7 2.0401235 1.2505423 0.9215686274509803 47
0.28 0.9 1.8841165 1.0216768 0.9215686274509803 47
0.28 0.75 1.8277416 1.1318307 0.9411764705882353 48
0.28 1.0 1.6759169 0.9544004 0.9607843137254902 49
0.29 0.15 2.0536685 1.3610153 0.9019607843137255 46
0.29 0.05 1.8082829 1.2940971 0.9411764705882353 48
0.285 0.2 1.8279469 0.93711674 0.9411764705882353 48
0.275 0.6 2.0115933 1.4310561 0.9411764705882353 48
0.285 0.5 1.8922279 1.1504754 0.9607843137254902 49
0.285 0.05 1.9796448 1.4030685 0.9215686274509803 47
0.28 0.45 1.9337728 1.2411039 0.9411764705882353 48
0.285 0.4 2.021154 1.3091593 0.9215686274509803 47
0.28 0.5 2.008201 1.2998115 0.9215686274509803 47
0.285 0.1 1.9793434 1.2934481 0.9607843137254902 49
0.285 0.9 2.0223985 1.2238106 0.9411764705882353 48
0.29 0.25 2.0126958 1.2925217 0.9411764705882353 48
0.29 0.3 2.1579936 1.3881223 0.9411764705882353 48
0.285 0.85 1.8645846 1.2364525 0.9215686274509803 47
0.285 0.55 1.9707754 1.2520823 0.9607843137254902 49
0.285 0.65 2.0086715 1.2771717 0.9411764705882353 48
0.29 0.55 1.9453064 1.1245435 0.9215686274509803 47
0.29 0.9 1.8317398 1.0666807 0.9411764705882353 48
0.285 0.45 1.8119285 1.015832 0.9215686274509803 47
