lengthscale l2regularizer rmse_mean rmse_std pi_cov pi_sum
0.29 0.95 2.002048 1.2568758 0.9411764705882353 48
0.285 0.6 1.7919598 0.99585617 0.9411764705882353 48
0.29 0.2 2.121148 1.3269196 0.9411764705882353 48
0.285 0.7 1.8729861 1.0209012 0.9607843137254902 49
0.29 0.75 1.9813242 1.3856864 0.9411764705882353 48
0.285 1.0 2.0423522 1.195859 0.8823529411764706 45
0.29 0.4 1.9409478 1.426015 0.9019607843137255 46
0.285 0.8 1.950524 1.2831295 0.9411764705882353 48
0.29 1.0 2.041922 1.3025486 0.9215686274509803 47
0.29 0.6 1.9910171 1.3927568 0.9411764705882353 48
0.29 0.85 2.0344403 1.4435132 0.8823529411764706 45
0.29 0.8 1.9154943 1.2381346 0.9215686274509803 47
0.29 0.45 2.1510067 1.4263254 0.8823529411764706 45
0.295 0.35 1.9829884 1.2850593 0.9411764705882353 48
0.29 0.1 2.0210316 1.3206666 0.9215686274509803 47
0.29 0.35 1.7257017 1.0222272 0.9411764705882353 48
0.29 0.7 2.032414 1.2448403 0.9411764705882353 48
0.295 0.55 2.2152917 1.5201222 0.9607843137254902 49
0.295 0.2 2.2558975 2.1684234 0.9215686274509803 47
0.29 0.5 1.8912504 1.2341431 0.9411764705882353 48
0.295 0.8 1.9020733 1.0641603 0.9019607843137255 46
0.295 0.85 1.788662 1.1010065 0.9411764705882353 48
0.295 0.3 2.0587742 1.5308697 0.9607843137254902 49
0.295 0.25 2.0227427 1.3419881 0.9019607843137255 46
0.29 0.65 2.060575 1.2695472 0.9215686274509803 47
0.295 0.6 1.9730381 1.376684 0.9215686274509803 47
0.295 0.7 2.0033436 1.1990393 0.9215686274509803 47
0.295 0.65 2.1134024 1.3614278 0.9411764705882353 48
0.295 0.75 1.8785435 1.3808284 0.9411764705882353 48
0.3 0.05 1.9104738 1.2100456 0.9411764705882353 48
0.295 0.15 1.9363823 1.2934633 0.9019607843137255 46
0.305 0.55 1.8800672 0.9360172 0.8823529411764706 45
0.31 0.2 1.86378 1.0525597 0.9411764705882353 48
0.295 0.1 1.9887936 1.1967006 0.9215686274509803 47
0.305 0.85 2.06899 1.401997 0.9215686274509803 47
0.3 0.45 2.0075748 1.0153447 0.9215686274509803 47
0.295 0.45 1.9095814 1.2680094 0.9019607843137255 46
0.3 0.7 1.8747202 1.2127464 0.9411764705882353 48
0.295 0.5 1.7838395 0.7750416 0.9215686274509803 47
0.295 0.05 1.8224366 1.2342391 0.9411764705882353 48
0.295 0.4 1.9851801 1.230618 0.9019607843137255 46
0.3 0.15 1.9083828 1.3324192 0.9215686274509803 47
0.3 0.6 1.9989021 1.2807304 0.9411764705882353 48
0.32 0.45 1.7858047 0.7149767 0.9411764705882353 48
0.3 0.75 2.0235875 1.0966524 0.9411764705882353 48
0.3 0.4 1.9730475 1.2332916 0.9607843137254902 49
0.3 0.85 1.9279886 1.1669537 0.9215686274509803 47
0.295 1.0 1.7776428 1.0747274 0.9411764705882353 48
0.3 0.9 2.1861756 1.3049102 0.9411764705882353 48
0.305 0.05 1.9380398 1.0740063 0.9411764705882353 48
0.3 0.2 1.721431 1.104855 0.9411764705882353 48
0.3 0.5 1.8623459 1.0973139 0.9019607843137255 46
0.305 0.45 1.8807561 1.2067916 0.9215686274509803 47
0.295 0.9 2.000519 1.1461368 0.9411764705882353 48
0.305 0.5 2.026505 1.1449391 0.9019607843137255 46
0.32 1.0 1.9616301 0.9836279 0.9411764705882353 48
0.305 0.65 1.8946689 1.1286575 0.9215686274509803 47
0.31 0.35 1.9256798 1.0309025 0.9607843137254902 49
0.3 0.55 1.7943563 1.1537576 0.9215686274509803 47
0.295 0.95 2.0843976 1.3633102 0.9019607843137255 46
0.315 0.75 1.7615535 1.0218114 0.9215686274509803 47
0.3 0.35 1.8211095 1.2574536 0.9215686274509803 47
0.3 0.25 1.7143974 1.0459414 0.9215686274509803 47
0.3 0.95 1.9786024 1.1596149 0.9215686274509803 47
0.305 0.25 1.8618507 1.1319972 0.9411764705882353 48
0.315 0.65 1.8533262 1.3186437 0.9607843137254902 49
0.3 0.8 1.9427936 1.242366 0.9411764705882353 48
0.3 0.1 1.971056 1.4374325 0.9607843137254902 49
0.305 0.7 1.9923227 1.3273591 0.9411764705882353 48
0.325 0.2 1.8907559 1.3901163 0.9411764705882353 48
0.31 0.3 1.9571728 1.3043 0.9411764705882353 48
0.305 0.15 2.1757216 1.5088106 0.9411764705882353 48
0.32 0.15 1.9902382 0.9998842 0.9411764705882353 48
0.305 0.6 2.1328237 1.2326751 0.9411764705882353 48
0.3 0.3 1.9669466 1.1091795 0.9215686274509803 47
0.31 0.85 1.8470573 1.2550042 0.9607843137254902 49
0.31 0.45 1.869766 1.0324304 0.9215686274509803 47
0.305 1.0 2.0101218 1.3643684 0.9215686274509803 47
0.31 0.8 1.7892166 0.9866468 0.9215686274509803 47
0.31 0.25 1.9337189 1.0035362 0.9019607843137255 46
0.305 0.75 1.906045 1.2583843 0.9411764705882353 48
0.31 0.05 1.6753643 0.8070823 0.9411764705882353 48
0.315 0.05 1.9230534 1.2285455 0.9411764705882353 48
0.315 0.25 1.5579518 0.69042146 0.9215686274509803 47
0.305 0.35 2.0357585 1.4381216 0.9215686274509803 47
0.315 0.1 1.8909132 1.22432 0.9215686274509803 47
0.305 0.95 1.8334243 1.1008594 0.9411764705882353 48
0.31 0.1 2.031677 1.4020962 0.9215686274509803 47
0.32 0.7 1.7412007 1.016408 0.9019607843137255 46
0.3 1.0 1.8838425 1.1916472 0.9215686274509803 47
0.31 0.15 1.9301074 1.1523657 0.9019607843137255 46
0.3 0.65 1.8432957 1.1596646 0.9411764705882353 48
0.305 0.1 2.194566 1.4362166 0.9607843137254902 49
0.315 0.45 1.8747857 1.2243949 0.9411764705882353 48
0.32 0.6 1.7503965 1.1338714 0.9019607843137255 46
0.335 0.35 1.7679476 1.0864785 0.9019607843137255 46
0.31 0.95 1.8728707 1.149665 0.9215686274509803 47
0.315 0.35 1.7270677 0.94202703 0.9215686274509803 47
0.31 0.5 2.0882823 1.2784622 0.9215686274509803 47
0.31 0.75 2.0113857 1.1832772 0.9411764705882353 48
0.305 0.3 2.0632336 1.4513777 0.9607843137254902 49
0.32 0.4 2.2498593 2.1003752 0.8823529411764706 45
0.31 0.55 1.9000809 1.3189762 0.9215686274509803 47
0.315 0.5 1.8699344 0.9489197 0.9411764705882353 48
0.32 0.8 1.9866432 1.2009435 0.9411764705882353 48
0.305 0.9 2.122336 1.1012915 0.9411764705882353 48
0.275 0.2 2.1805184 1.3306378 0.9215686274509803 47
0.34 0.75 1.8002821 0.9104095 0.9019607843137255 46
0.32 0.3 2.0081573 1.3445016 0.9019607843137255 46
0.315 0.55 1.8235033 0.98626035 0.9411764705882353 48
0.32 0.25 1.853474 0.9265034 0.9019607843137255 46
0.32 0.75 2.114642 1.1699365 0.9019607843137255 46
0.315 1.0 1.8063043 1.0175377 0.9215686274509803 47
0.315 0.8 1.9731491 1.1462036 0.9411764705882353 48
0.32 0.65 1.8385506 0.9632067 0.9411764705882353 48
0.315 0.3 1.9407291 1.1846535 0.9019607843137255 46
0.305 0.4 2.0092382 1.2603196 0.9607843137254902 49
0.305 0.2 1.9935687 1.4058131 0.9411764705882353 48
0.325 0.05 1.819821 1.0211434 0.8823529411764706 45
0.305 0.8 1.9210848 1.2141516 0.9215686274509803 47
0.315 0.7 1.8698528 0.9914112 0.9411764705882353 48
0.32 0.05 1.735035 1.0378028 0.9411764705882353 48
0.32 0.55 1.9220018 1.0334787 0.9215686274509803 47
0.32 0.5 1.875997 0.9024149 0.9607843137254902 49
0.32 0.9 2.032496 1.4176793 0.9215686274509803 47
0.31 1.0 1.9237099 1.2314665 0.9411764705882353 48
0.315 0.6 1.7483753 1.0147386 0.9215686274509803 47
0.325 0.15 1.8429072 1.1250341 0.9215686274509803 47
0.325 0.3 2.0141454 1.2297372 0.9607843137254902 49
0.31 0.6 1.9928939 1.4548401 0.9411764705882353 48
0.33 0.4 1.7710603 0.9944377 0.9215686274509803 47
0.325 0.1 2.0012887 1.0694928 0.9019607843137255 46
0.325 0.7 2.1057057 1.4616127 0.9411764705882353 48
0.325 0.25 1.9049919 1.1119128 0.9215686274509803 47
0.33 0.1 1.7816284 1.0803328 0.9019607843137255 46
0.315 0.9 1.8213713 1.039294 0.9411764705882353 48
0.325 0.8 2.01887 1.2512484 0.9215686274509803 47
0.315 0.85 1.8264301 1.053986 0.9411764705882353 48
0.31 0.9 1.9050186 1.1507574 0.9411764705882353 48
0.325 0.65 1.75925 0.980141 0.9215686274509803 47
0.335 0.05 1.7357423 1.036479 0.9215686274509803 47
0.33 0.6 1.6933258 1.0955337 0.9215686274509803 47
0.325 0.95 1.8248036 1.0110086 0.9411764705882353 48
0.315 0.2 1.9721301 1.1330612 0.9215686274509803 47
0.31 0.4 1.7193239 0.84752274 0.9607843137254902 49
0.335 0.8 1.9596771 1.1498979 0.9019607843137255 46
0.315 0.4 1.8611209 1.0924205 0.9411764705882353 48
0.32 0.2 1.8698969 1.0356257 0.9215686274509803 47
0.35 0.15 1.7836412 1.0970523 0.8823529411764706 45
0.335 0.45 1.6754544 0.8667531 0.9215686274509803 47
0.315 0.95 2.0469158 1.4696571 0.9607843137254902 49
0.335 0.65 1.7527279 1.0507761 0.9019607843137255 46
0.33 0.3 1.7950013 1.008524 0.9215686274509803 47
0.33 0.95 1.8237451 1.0162226 0.8823529411764706 45
0.325 0.35 1.8354737 1.0715787 0.9411764705882353 48
0.32 0.95 2.105421 1.3145062 0.9607843137254902 49
0.325 0.45 1.9107959 1.0563636 0.9019607843137255 46
0.345 0.5 1.8375705 1.0464535 0.9019607843137255 46
0.275 0.5 1.8333082 1.2556762 0.9803921568627451 50
0.315 0.15 1.9018652 1.2306995 0.9019607843137255 46
0.335 0.3 1.7624567 0.99592245 0.9411764705882353 48
0.32 0.35 2.0523715 1.4543961 0.9019607843137255 46
0.325 0.4 2.004187 1.102376 0.9411764705882353 48
0.31 0.65 1.7929882 1.1038983 0.9215686274509803 47
0.345 0.1 1.7145655 0.924238 0.9411764705882353 48
0.31 0.7 1.8898163 1.0739417 0.8823529411764706 45
0.35 0.45 1.7598352 0.79945815 0.9019607843137255 46
0.34 0.6 1.9010311 1.0515062 0.9215686274509803 47
0.35 0.6 1.9255329 1.340362 0.9411764705882353 48
0.345 0.75 1.704608 0.99180263 0.9215686274509803 47
0.32 0.1 1.8884077 0.98885524 0.9411764705882353 48
0.345 0.65 1.8014362 1.2397169 0.9215686274509803 47
0.33 0.75 1.7137518 0.9919848 0.9019607843137255 46
0.325 0.9 1.7690071 1.0593039 0.9411764705882353 48
0.34 0.35 1.771183 0.9584548 0.9019607843137255 46
0.335 0.95 1.873691 1.2874292 0.9215686274509803 47
0.325 0.5 1.6804016 0.9173326 0.9411764705882353 48
0.33 0.45 1.8882965 0.9936047 0.9411764705882353 48
0.35 0.4 1.7921654 1.240228 0.9215686274509803 47
0.335 0.4 1.8782094 1.3514622 0.9019607843137255 46
0.34 0.65 1.8159279 1.0601735 0.8823529411764706 45
0.33 1.0 1.6259668 0.893191 0.9215686274509803 47
0.345 0.7 1.6218588 1.0012496 0.9215686274509803 47
0.34 1.0 1.6760645 0.977006 0.9215686274509803 47
0.345 0.85 1.732707 0.91751117 0.9215686274509803 47
0.34 0.55 1.8817902 1.0411717 0.9019607843137255 46
0.33 0.7 1.8813356 1.3275169 0.9411764705882353 48
0.325 0.75 1.8423145 0.9370187 0.9215686274509803 47
0.35 0.05 1.6825393 0.81929046 0.9411764705882353 48
0.325 0.85 1.9263624 1.4381968 0.9019607843137255 46
0.325 0.6 1.8799145 1.0272665 0.9019607843137255 46
0.325 1.0 1.7939306 0.92838264 0.9411764705882353 48
0.35 0.3 1.9468601 1.2504416 0.9411764705882353 48
0.33 0.55 1.8071222 0.96236473 0.9215686274509803 47
0.335 0.2 1.9339736 1.2460756 0.9215686274509803 47
0.35 1.0 1.5324768 0.80339545 0.9411764705882353 48
0.35 0.25 1.9996612 1.208475 0.9411764705882353 48
0.345 0.2 1.7195685 1.1940078 0.9019607843137255 46
0.325 0.55 1.8225126 1.0101912 0.9411764705882353 48
0.335 0.7 1.8394463 1.284703 0.9411764705882353 48
0.335 0.6 1.5431743 0.75023973 0.9215686274509803 47
0.335 0.25 1.7567177 1.0808537 0.9215686274509803 47
0.34 0.9 1.6486384 0.8571124 0.9019607843137255 46
0.345 0.95 1.8041582 1.1916198 0.9607843137254902 49
0.33 0.65 1.7133663 1.0280972 0.8627450980392157 44
0.27 0.9 1.9626268 1.1282821 0.9411764705882353 48
0.345 0.6 1.6625141 0.9080983 0.9215686274509803 47
0.35 0.85 1.8398182 1.1564369 0.9411764705882353 48
0.335 0.85 1.7295437 1.0109361 0.9019607843137255 46
0.345 0.45 1.7154213 0.97171056 0.9019607843137255 46
0.33 0.8 1.8244522 0.9753513 0.9019607843137255 46
0.34 0.2 1.7946417 1.0753285 0.9215686274509803 47
0.35 0.8 1.4783548 0.6875558 0.9411764705882353 48
0.33 0.05 1.930021 1.3629848 0.8823529411764706 45
0.355 0.35 1.6209908 0.9204611 0.9019607843137255 46
0.345 0.25 1.66594 0.8730632 0.9215686274509803 47
0.33 0.5 1.8909104 1.1897728 0.9019607843137255 46
0.345 0.55 1.7626839 0.9778044 0.9019607843137255 46
0.34 0.95 1.9506909 1.4431112 0.9607843137254902 498
0.355 0.15 1.6290872 0.7904095 0.9019607843137255 46
0.355 0.55 1.7795185 1.1262603 0.9019607843137255 46
0.34 0.25 1.8654032 1.2418548 0.9215686274509803 47
0.33 0.25 1.7879093 0.97912717 0.9215686274509803 47
0.34 0.05 1.9533621 1.2094612 0.9019607843137255 46
0.335 0.5 1.6219047 0.9691704 0.9019607843137255 46
0.335 0.9 1.7024072 0.94883144 0.9019607843137255 46
0.345 0.3 1.5098213 0.79967314 0.9607843137254902 49
0.345 1.0 1.8014004 1.2522454 0.9411764705882353 48
0.35 0.5 1.8522335 1.3104603 0.9607843137254902 49
0.335 0.55 1.7959511 1.07078 0.9215686274509803 47
0.35 0.9 1.6431106 0.84097403 0.9215686274509803 47
0.345 0.35 1.7082016 0.9932654 0.9215686274509803 47
0.35 0.7 1.7757685 1.2270042 0.9411764705882353 48
0.355 0.1 1.8803813 1.1555129 0.9019607843137255 46
0.33 0.85 1.8051131 1.0463582 0.9215686274509803 47
0.355 0.2 1.8604991 1.1601796 0.9215686274509803 47
0.34 0.4 1.8329928 1.1424372 0.9215686274509803 47
0.35 0.55 1.449117 0.6720526 0.9411764705882353 48
0.34 0.45 1.7963417 1.0789448 0.9411764705882353 48
0.355 0.9 1.8517529 1.0570908 0.9411764705882353 48
0.355 0.4 1.6644968 0.8520064 0.9215686274509803 47
0.355 0.3 1.7082294 1.1671944 0.9607843137254902 49
0.355 0.75 1.8336334 1.0467651 0.9215686274509803 47
0.355 0.95 1.6433709 0.8907375 0.9411764705882353 48
0.355 0.8 1.7810303 1.1934801 0.9019607843137255 46
0.355 0.05 1.6672213 0.9329797 0.9411764705882353 48
0.35 0.2 1.7330816 1.1876366 0.8823529411764706 45
0.35 0.65 1.7201973 1.2233917 0.9411764705882353 48
0.335 0.75 1.953895 1.3001041 0.9215686274509803 47
0.335 0.1 1.6421626 0.80159456 0.9019607843137255 46
0.34 0.3 1.837219 1.0608507 0.9215686274509803 47
0.34 0.15 1.6552067 0.87601763 0.9411764705882353 48
0.34 0.1 1.6513516 0.79169 0.9215686274509803 47
0.36 0.1 1.8045933 1.2138196 0.9803921568627451 50
0.36 0.2 1.7028885 0.85104847 0.9019607843137255 46
0.355 0.7 1.7255895 1.0154413 0.9607843137254902 49
0.36 0.15 1.8992565 1.1632528 0.9607843137254902 49
0.345 0.4 1.8746519 1.210619 0.8823529411764706 45
0.355 0.65 1.8900404 1.1665965 0.9411764705882353 48
0.33 0.2 1.7909988 1.3317355 0.9411764705882353 48
0.335 1.0 2.012434 1.6583456 0.9019607843137255 46
0.275 0.15 1.7776613 1.1698415 0.9411764705882353 48
0.34 0.8 1.7600313 1.0212482 0.9019607843137255 46
0.36 0.3 1.548613 0.6958713 0.9215686274509803 47
0.33 0.9 1.917588 1.2135174 0.9215686274509803 47
0.34 0.85 1.8010843 1.2845446 0.9019607843137255 46
0.33 0.15 1.7399418 0.94635725 0.9019607843137255 46
0.36 0.05 1.7526846 1.0420856 0.9215686274509803 47
0.355 1.0 1.8892692 1.2594002 0.9607843137254902 49
0.355 0.85 1.7533566 1.1929313 0.9215686274509803 47
0.355 0.5 1.8946612 1.1702018 0.9411764705882353 48
0.345 0.05 1.73671 0.9322479 0.9215686274509803 47
0.35 0.95 1.692318 0.9392804 0.9019607843137255 46
0.345 0.15 1.7187904 0.9156277 0.9411764705882353 48
0.355 0.45 1.8437183 1.2297957 0.9411764705882353 48
0.35 0.1 1.7217776 0.87223333 0.8627450980392157 44
0.34 0.7 1.6073503 0.8685808 0.9215686274509803 47
0.345 0.8 1.7998784 0.9893081 0.9215686274509803 47
0.35 0.75 1.8330669 1.2737906 0.9019607843137255 46
0.355 0.25 1.6741415 0.84362763 0.9607843137254902 49
0.27 1.0 1.6592572 1.0242109 0.9607843137254902 49
0.275 0.65 2.0572875 1.3947033 0.9607843137254902 49
0.36 0.8 1.7959402 1.1355774 0.9411764705882353 48
0.36 0.75 1.6128813 0.87523687 0.9215686274509803 47
0.36 0.55 1.7856128 1.0611688 0.9215686274509803 47
0.36 0.45 1.7174909 0.97940844 0.9215686274509803 47
0.36 0.5 1.640912 0.7610092 0.9019607843137255 46
0.355 0.6 1.6038262 0.75563043 0.9411764705882353 48
0.36 0.85 1.7514328 1.1585232 0.9215686274509803 47
0.365 0.1 1.677667 1.0034155 0.9411764705882353 48
0.365 0.05 1.8716309 1.0659562 0.9411764705882353 48
0.365 0.2 1.7155851 1.0958489 0.9215686274509803 47
0.37 0.05 1.8724684 1.0221949 0.9607843137254902 49
0.365 0.15 1.6136434 0.76917005 0.9019607843137255 46
0.365 0.25 1.677304 0.74694103 0.9411764705882353 48
0.365 0.3 1.7776054 1.1057222 0.9803921568627451 50
0.275 0.55 1.9769714 1.2328521 0.9607843137254902 49
0.365 0.5 1.7679907 1.1108776 0.9803921568627451 50
0.365 0.4 1.6653156 0.9422824 0.9215686274509803 47
0.365 0.65 1.7664219 1.1122868 0.9215686274509803 47
0.365 0.9 1.6790879 0.87871945 0.9411764705882353 48
0.365 0.55 1.7876203 1.137552 0.9607843137254902 49
0.365 0.45 1.7884557 1.1234416 0.9411764705882353 48
0.365 0.75 1.6301267 0.8491694 0.9411764705882353 48
0.365 0.6 1.8019556 1.0914065 0.9019607843137255 46
0.37 0.35 1.8648129 1.049301 0.9411764705882353 48
0.38 0.3 1.7350674 0.9095492 0.9803921568627451 50
0.365 0.35 1.8499457 1.1272231 0.9803921568627451 50
0.38 0.15 1.7141091 0.9782832 0.9607843137254902 49
0.36 0.35 1.7316749 1.1731284 0.9803921568627451 50
0.365 0.8 1.7716538 1.1364949 0.9411764705882353 48
0.365 1.0 1.77519 1.1351459 0.9607843137254902 49
0.365 0.95 1.738498 1.1135168 0.9411764705882353 48
0.37 0.15 1.8453093 1.0392787 0.9411764705882353 48
0.36 0.9 1.9639456 1.1225471 0.9411764705882353 48
0.385 0.15 1.7751176 0.8582076 0.9411764705882353 48
0.37 0.1 1.6054415 0.6730507 0.9215686274509803 47
0.36 1.0 1.6383402 0.9140032 0.9019607843137255 46
0.36 0.4 1.7501017 1.1474653 0.9215686274509803 47
0.36 0.6 1.7312298 1.1388254 0.9019607843137255 46
0.37 0.25 1.8279947 1.064221 0.9411764705882353 48
0.37 0.3 1.7948892 1.0537579 0.9607843137254902 49
0.37 0.2 1.6521956 1.0617713 0.9803921568627451 50
0.375 0.45 1.6876137 0.7023775 0.9215686274509803 47
0.375 0.4 1.8099728 1.0638748 0.9215686274509803 47
0.37 0.65 1.7942188 0.94139016 0.8823529411764706 45
0.37 0.7 1.8691871 1.0966581 0.9607843137254902 49
0.37 0.45 1.8520129 0.9674965 0.9215686274509803 47
0.37 0.75 1.7847455 0.83969796 0.9215686274509803 47
0.37 0.5 1.762873 1.0721843 0.9607843137254902 49
0.375 0.15 1.9812845 0.94386727 0.9411764705882353 48
0.37 0.4 1.7761815 1.1127682 0.9607843137254902 49
0.37 0.55 1.8039637 1.0568669 0.9019607843137255 46
0.37 0.9 1.775893 1.0983307 0.9411764705882353 48
0.37 0.95 1.6415193 0.81173337 0.9019607843137255 46
0.37 0.6 1.6616215 0.76836425 0.9215686274509803 47
0.365 0.7 1.8033168 1.1056731 0.9215686274509803 47
0.375 0.25 1.8302037 1.0055155 0.9019607843137255 46
0.37 1.0 1.7572114 1.0644803 0.8823529411764706 45
0.375 0.5 1.9672258 1.27779 0.9411764705882353 4848
0.375 0.05 1.7292385 1.0961093 0.9019607843137255 46
0.37 0.8 1.7480128 0.7611808 0.9019607843137255 46
0.375 0.55 1.6916065 0.9980067 0.9411764705882353 48
0.375 0.2 1.5629122 0.99077225 0.9607843137254902 49
0.37 0.85 1.4990525 0.81006026 0.9215686274509803 47
0.375 0.75 1.6196244 0.7637524 0.9215686274509803 47
0.375 0.3 1.6672509 1.1042718 0.9019607843137255 46
0.375 0.35 1.5083692 0.77180177 0.9411764705882353 48
0.36 0.95 1.9437742 1.1411752 0.9607843137254902 49
0.375 0.6 1.826556 0.97024363 0.9607843137254902 49
0.375 0.9 1.6312754 0.83156854 0.9411764705882353 48
0.375 1.0 1.8560222 1.0377227 0.9411764705882353 48
0.375 0.7 1.7401626 0.78767276 0.9411764705882353 48
0.36 0.7 1.9095987 1.2773155 0.9019607843137255 46
0.38 0.65 1.7639776 0.9469295 0.9019607843137255 46
0.38 0.05 1.9088621 1.001439 0.9215686274509803 47
0.375 0.95 1.7811327 0.706101 0.9019607843137255 46
0.36 0.65 1.718029 0.93633324 0.9215686274509803 47
0.375 0.85 1.9595836 1.804908 0.9215686274509803 47
0.38 0.1 1.7946846 1.0248566 0.9411764705882353 48
0.39 0.05 1.7081312 1.0061599 0.9411764705882353 48
0.39 0.4 1.600166 0.912339 0.9019607843137255 46
0.365 0.85 1.8048992 1.0936204 0.9607843137254902 49
0.39 0.2 1.5684187 0.92665267 0.9411764705882353 48
0.39 0.6 1.4206771 0.6986414 0.9019607843137255 46
0.39 0.15 1.614732 0.81490785 0.9607843137254902 49
0.39 0.25 1.6984675 1.003746 0.9411764705882353 48
0.39 0.45 1.4834589 0.72113794 0.9411764705882353 48
0.39 0.1 1.7833366 0.8015543 0.9411764705882353 48
0.39 0.7 1.6113937 0.7019371 0.9215686274509803 47
0.39 0.9 1.7319229 0.8110799 0.9019607843137255 46
0.39 0.5 1.7681131 0.9975192 0.9215686274509803 47
0.39 0.65 1.7945067 0.82894266 0.9215686274509803 47
0.395 0.05 1.7359397 0.7902698 0.9607843137254902 49
0.39 0.8 1.527677 0.6171764 0.9411764705882353 48
0.39 0.55 1.7230479 1.0180188 0.9411764705882353 48
0.38 0.2 1.7636728 1.0453162 0.9607843137254902 49
0.39 0.85 1.7468016 0.97638386 0.9411764705882353 48
0.39 1.0 1.7065632 1.0013716 0.9019607843137255 46
0.395 0.5 1.7195435 0.9309207 0.9411764705882353 48
0.39 0.95 1.7422482 0.9697463 0.9411764705882353 48
0.39 0.75 1.810594 0.9217936 0.9215686274509803 47
0.395 0.15 1.6821188 0.9027783 0.9215686274509803 47
0.4 0.25 1.7283405 0.8675479 0.9019607843137255 46
0.395 0.25 1.6264988 0.928205 0.9215686274509803 47
0.4 0.05 1.6811117 0.8867109 0.9019607843137255 46
0.395 0.35 1.5961695 0.76427853 0.9411764705882353 48
0.395 0.7 1.4512067 0.73575777 0.9019607843137255 46
0.395 0.55 1.6038353 0.7782999 0.9607843137254902 49
0.395 0.4 1.6787714 0.88025725 0.9215686274509803 47
0.395 0.9 1.8636061 1.0400546 1.0 51
0.4 0.6 1.7920301 0.85295683 0.9607843137254902 49
0.4 0.2 1.6377895 0.8637316 0.9411764705882353 48
0.4 0.3 1.5060241 0.79742956 0.9607843137254902 49
0.395 0.3 1.7089602 0.9062809 0.9607843137254902 49
0.38 0.4 1.6832756 1.0119244 0.9215686274509803 47
0.4 0.7 1.7994213 0.8333291 0.9411764705882353 48
0.395 0.2 1.8167706 0.82326335 0.9411764705882353 48
0.375 0.65 1.5098966 0.81500274 0.9215686274509803 47
0.38 0.7 1.6161432 0.7347481 0.9607843137254902 49
0.395 0.45 1.7063936 0.8767239 0.9215686274509803 47
0.395 0.85 1.7249076 0.98411393 0.9411764705882353 48
0.395 0.95 1.5978936 0.8982565 0.9411764705882353 48
0.395 0.8 1.6254275 0.6795378 0.9607843137254902 49
0.395 0.1 1.6946131 0.9055474 0.941x1764705882353 48
0.4 0.15 1.6865298 1.0894928 0.9411764705882353 48
0.395 0.75 1.5106128 0.7382563 0.9411764705882353 48
0.4 0.35 1.6985476 0.9439417 0.9411764705882353 48
0.425 0.35 1.5602987 0.7135257 0.9411764705882353 48
0.425 0.05 1.5525835 0.7224985 0.9215686274509803 47
0.4 0.4 1.7367296 0.8627197 0.9411764705882353 48
0.395 1.0 1.5029678 0.7226149 0.9411764705882353 48
0.4 0.1 1.9525633 1.4248817 0.9607843137254902 49
0.395 0.65 1.4488745 0.7636888 0.9215686274509803 47
0.4 0.75 1.663769 0.9384831 0.9215686274509803 47
0.4 0.45 1.7830929 1.0314765 0.9411764705882353 48
0.4 0.85 1.5245528 0.75894326 0.9411764705882353 48
0.4 0.55 1.4198698 0.61855173 0.8823529411764706 45
0.4 1.0 1.6757857 0.95008206 0.9411764705882353 48
0.4 0.8 1.7380453 0.9032095 0.9411764705882353 48
0.425 0.1 1.5702274 0.8383696 0.9607843137254902 49
0.38 0.25 1.7404493 1.0128186 0.9411764705882353 48
0.425 0.25 1.5174344 0.7618848 0.9411764705882353 48
0.4 0.95 1.6260643 0.7971869 0.9215686274509803 47
0.425 0.4 1.4826943 0.5396399 0.9215686274509803 47
0.425 0.9 1.5297836 0.75495815 0.9215686274509803 47
0.425 0.8 1.6082808 0.8900341 0.9411764705882353 48
0.425 0.45 1.4171879 0.71631706 0.9607843137254902 49
0.425 0.5 1.6365297 0.81653345 0.9215686274509803 47
0.425 0.65 1.31401 0.6086355 0.9411764705882353 48
0.425 0.95 1.5415308 0.8154416 0.9215686274509803 47
0.425 0.15 1.4747782 0.6344712 0.9411764705882353 48
0.38 0.55 1.7144737 0.98325264 0.9803921568627451 50
0.45 0.3 1.452306 0.574617 0.9411764705882353 48
0.425 0.85 1.6328987 0.673027 0.9411764705882353 48
0.45 0.2 1.6889222 0.71541244 0.9215686274509803 47
0.425 0.7 1.4072285 0.75609744 0.9215686274509803 47
0.45 0.25 1.4616203 0.73444694 0.9215686274509803 47
0.38 0.6 1.6293423 0.8105403 0.9411764705882353 48
0.45 0.05 1.5918972 0.5883921 0.9215686274509803 47
0.45 0.1 1.5192297 0.61408937 0.9607843137254902 49
0.425 0.6 1.4797511 0.73495877 0.9411764705882353 48
0.45 0.35 1.4965011 0.7151786 0.9215686274509803 47
0.45 0.45 1.4897798 0.5878228 0.9411764705882353 48
0.45 0.5 1.3733168 0.52323693 0.9411764705882353 48
0.475 0.9 1.5419552 0.68914896 0.9215686274509803 47
0.45 1.0 1.505381 0.6274908 0.9607843137254902 49
0.45 0.95 1.4945472 0.6186334 0.9215686274509803 47
0.45 0.55 1.6044168 0.6699544 0.9019607843137255 46
0.5 0.15 1.48452 0.58363146 0.9411764705882353 48
0.45 0.75 1.5725174 0.67998827 0.9411764705882353 48
0.45 0.4 1.6266552 0.7046496 0.9607843137254902 49
0.475 0.3 1.4516367 0.62482095 0.9215686274509803 47
