lengthscale l2regularizer bne_rmse_mean bne_rmse_median bne_std bne_cov nll_bne_mean nll_bne_median
0.9 1.9 0.9108677 0.74499834 0.41279665 0.9019607843137255 1.0544213 0.90979457
0.9 1.0 0.94380814 0.74388385 0.45085073 0.8823529411764706 1.0298766 0.9249883
0.9 4.75 0.89407015 0.7750071 0.39629808 0.9215686274509803 1.0606338 0.9085205
0.9 3.5 0.89779204 0.7635395 0.40024224 0.9215686274509803 1.0592152 0.90187305
0.9 2.75 0.902483 0.75512445 0.4043428 0.9215686274509803 1.057672 0.9037038
0.9 3.25 0.8984657 0.7600081 0.40237245 0.9215686274509803 1.0578097 0.9030607
0.9 3.75 0.8964586 0.76641536 0.40006074 0.9215686274509803 1.0596703 0.9032382
0.9 4.0 0.89647347 0.76837456 0.3981484 0.9215686274509803 1.0604097 0.90597475
0.9 4.5 0.894967 0.77372706 0.39660564 0.9215686274509803 1.0619687 0.90803355
0.8 1.9 0.9178717 0.74247974 0.41920686 0.8823529411764706 1.039828 0.92132175
0.9 4.25 0.89570683 0.77099407 0.39713454 0.9215686274509803 1.0604906 0.90726423
0.8 5.0 0.8951166 0.76920396 0.39658862 0.9215686274509803 1.0580311 0.90120256
0.9 3.0 0.8995436 0.75765043 0.40413326 0.9215686274509803 1.058215 0.9031241
0.9 0.3 0.9996008 0.7581762 0.52161497 0.9019607843137255 0.9986698 0.9091979
0.8 1.8 0.9212161 0.74203277 0.4202845 0.8823529411764706 1.0447994 0.9229894
0.8 3.75 0.8986713 0.75774175 0.4003517 0.9215686274509803 1.054901 0.8999933
0.9 0.1 1.0028917 0.75439316 0.5279386 0.9019607843137255 1.0036976 0.9119493
0.9 1.7 0.914823 0.7443636 0.417075 0.9019607843137255 1.0543824 0.91827625
0.9 1.3 0.9280005 0.742666 0.4319018 0.8823529411764706 1.036604 0.9238209
0.8 3.5 0.89899737 0.75459325 0.40207675 0.9215686274509803 1.0521878 0.8987357
0.9 0.05 1.0114307 0.75543964 0.54303 0.9019607843137255 1.0059057 0.9118383
0.9 0.9 0.94741154 0.74522734 0.45461854 0.8823529411764706 1.0219938 0.9216914
0.9 5.0 0.8928983 0.77611315 0.39548308 0.9215686274509803 1.0597653 0.90896046
0.9 0.8 0.95470333 0.74621123 0.4650534 0.8823529411764706 1.0132961 0.9115218
0.8 1.6 0.9262011 0.74158365 0.4267156 0.8823529411764706 1.0335445 0.9290994
0.8 1.7 0.92424655 0.7420509 0.42284438 0.8823529411764706 1.0447226 0.923928
0.9 0.5 0.97333163 0.7488692 0.4831477 0.8823529411764706 1.0159031 0.9147122
0.9 0.6 0.96741533 0.7474327 0.47872648 0.8823529411764706 1.0159804 0.9168863
0.8 4.75 0.89573574 0.76674736 0.39703694 0.9215686274509803 1.058051 0.9006343
0.9 0.4 0.98490816 0.7556335 0.4975076 0.9019607843137255 1.0090703 0.91321856
0.9 0.7 0.9609547 0.7457554 0.4702275 0.8823529411764706 1.019606 0.9084677
1.0 0.3 0.97851294 0.7548243 0.49094626 0.8823529411764706 1.0197958 0.9057529
1.0 0.4 0.973355 0.7544286 0.4828931 0.8823529411764706 1.018931 0.9004464
1.0 0.1 0.979635 0.75684667 0.4890737 0.8823529411764706 1.016791 0.9066687
1.0 0.2 0.9872441 0.75742614 0.50506353 0.8823529411764706 1.0193733 0.9130062
1.0 0.6 0.95941335 0.74924374 0.46647027 0.8823529411764706 1.027567 0.91289973
1.0 0.05 0.98535067 0.7569827 0.4995055 0.8823529411764706 1.0183212 0.91084874
1.0 0.7 0.94782495 0.7477719 0.44790623 0.8823529411764706 1.036971 0.907825
1.0 0.5 0.96694636 0.7515477 0.47673205 0.8823529411764706 1.024269 0.9121469
1.0 0.8 0.9415757 0.7458855 0.44148836 0.8823529411764706 1.0414075 0.9119688
1.0 1.7 0.9082856 0.74513954 0.41332483 0.9019607843137255 1.0539885 0.90405965
1.0 1.6 0.91085607 0.74432683 0.4150655 0.9019607843137255 1.0544473 0.90546334
1.0 1.8 0.9064464 0.74621147 0.41160622 0.9019607843137255 1.0543104 0.9018811
1.0 1.9 0.9055187 0.74679875 0.41049325 0.9019607843137255 1.0569183 0.90125215
1.0 1.5 0.91281086 0.742778 0.41696674 0.9019607843137255 1.0551528 0.9086263
1.0 1.4 0.91539025 0.7420491 0.41809487 0.9019607843137255 1.0560608 0.91311204
1.0 0.9 0.9367444 0.7444379 0.43702605 0.8823529411764706 1.047391 0.9167731
1.0 1.1 0.92642015 0.74249077 0.42832556 0.8823529411764706 1.0525595 0.9278592
1.0 1.2 0.92110425 0.7418231 0.42408615 0.8823529411764706 1.0481666 0.9243159
1.0 1.3 0.9181128 0.7416295 0.42020112 0.8823529411764706 1.0558809 0.91687644
1.0 3.25 0.8963001 0.7665665 0.3998401 0.9215686274509803 1.0586452 0.9006834
1.0 3.0 0.89698696 0.76238453 0.40079263 0.9215686274509803 1.0562555 0.89846516
1.0 2.5 0.8987382 0.75521076 0.4023582 0.9215686274509803 1.057738 0.89715
1.0 3.75 0.8947782 0.7727611 0.39667737 0.9215686274509803 1.0601836 0.9046813
1.0 4.0 0.8943441 0.7749054 0.39717597 0.9215686274509803 1.0609787 0.9055217
1.0 3.5 0.895209 0.76889646 0.39735737 0.9215686274509803 1.0593916 0.903177
1.0 2.75 0.89759445 0.7591382 0.4007511 0.9215686274509803 1.055211 0.8972151
1.1 1.7 0.90384936 0.7502912 0.40799522 0.9019607843137255 1.0594784 0.9025773
1.1 2.5 0.897893 0.7636666 0.40088218 0.9215686274509803 1.0636716 0.9045291
1.1 1.9 0.9010578 0.7538121 0.4056279 0.9019607843137255 1.0597899 0.90301305
1.0 2.0 0.90384513 0.74790776 0.40800497 0.9019607843137255 1.0555291 0.90018946
1.1 2.25 0.89921546 0.75841975 0.4024976 0.9215686274509803 1.0614784 0.9003032
1.1 2.0 0.9002312 0.7552698 0.4046024 0.9215686274509803 1.0601443 0.9024876
1.1 1.0 0.9212263 0.74094886 0.42408645 0.8823529411764706 1.0520147 0.91501313
1.0 4.25 0.89300805 0.7759888 0.3967831 0.9215686274509803 1.0613927 0.9040136
1.1 1.8 0.90232915 0.752197 0.40658483 0.9019607843137255 1.0595635 0.9031093
1.1 1.1 0.91661114 0.7404449 0.42044097 0.8823529411764706 1.0540133 0.9174826
1.0 2.25 0.9025286 0.75365806 0.40512404 0.9019607843137255 1.0583173 0.89927435
1.0 4.5 0.89242077 0.7778053 0.39640146 0.9215686274509803 1.0609196 0.9052124
1.0 4.75 0.8916662 0.77918 0.396297 0.9215686274509803 1.0600699 0.9055626
1.1 0.2 0.96644765 0.75717074 0.46378186 0.8823529411764706 1.0461003 0.91599804
1.1 0.5 0.9500496 0.7505007 0.449468 0.8823529411764706 1.0389661 0.90724725
1.1 0.6 0.94380754 0.7463285 0.4436543 0.8823529411764706 1.0421002 0.9146391
1.0 5.0 0.89008665 0.7797569 0.39692634 0.9215686274509803 1.0564688 0.90411806
1.1 0.05 0.97367954 0.76173526 0.47028184 0.8823529411764706 1.0494581 0.9167181
1.1 0.1 0.9714079 0.75827205 0.4703744 0.8823529411764706 1.0439328 0.9166173
1.1 0.3 0.962224 0.75510776 0.45915955 0.8823529411764706 1.0428543 0.9110905
1.1 1.3 0.91084075 0.74376357 0.4143934 0.9019607843137255 1.055238 0.9070033
1.1 1.6 0.9045318 0.7479864 0.40918902 0.9019607843137255 1.0569116 0.90018535
1.1 0.8 0.93153304 0.7420335 0.43361425 0.8823529411764706 1.0458374 0.9208683
1.1 0.4 0.9550841 0.753417 0.45309985 0.8823529411764706 1.0400065 0.9075061
1.1 0.9 0.9256305 0.74154174 0.42757285 0.8823529411764706 1.0474904 0.91951406
1.1 0.7 0.9368836 0.74408007 0.4380167 0.8823529411764706 1.0424988 0.9148445
1.1 1.5 0.9075306 0.7465066 0.41238642 0.9019607843137255 1.0546057 0.9018296
1.2 0.1 0.9558103 0.7534432 0.45355892 0.9019607843137255 1.0592208 0.917832
1.1 1.4 0.90858084 0.7452125 0.41207033 0.9019607843137255 1.0564519 0.90375257
1.1 4.5 0.8895943 0.7811538 0.39701623 0.9215686274509803 1.0574304 0.90526795
1.1 5.0 0.88814765 0.7825548 0.39674932 0.9215686274509803 1.0544254 0.90375686
1.2 0.05 0.9543607 0.7545051 0.45193258 0.8823529411764706 1.0492767 0.9186094
1.2 0.2 0.9536085 0.75376225 0.45029333 0.9019607843137255 1.056515 0.9179921
1.2 0.3 0.94899726 0.7496172 0.44836715 0.9019607843137255 1.0540394 0.9181259
1.1 1.2 0.91560155 0.736753 0.41728488 0.9019607843137255 1.0463055 0.9066147
1.2 1.1 0.9106459 0.7419936 0.4162261 0.9019607843137255 1.0508118 0.9077499
1.2 1.9 0.8990403 0.7587175 0.40355194 0.9215686274509803 1.0652733 0.8979573
1.2 1.2 0.90771246 0.7434632 0.41344714 0.9019607843137255 1.0529904 0.90385735
1.1 4.75 0.8888278 0.7822237 0.39708093 0.9215686274509803 1.0562544 0.90517354
1.2 1.3 0.90620995 0.7454835 0.4109656 0.9019607843137255 1.0562707 0.89979553
1.2 0.5 0.9388787 0.74691474 0.4393823 0.8823529411764706 1.0523559 0.9186983
1.2 1.7 0.9004807 0.75447917 0.40502077 0.9019607843137255 1.0620148 0.8978382
1.2 0.8 0.9223117 0.7411492 0.4272792 0.8823529411764706 1.0472338 0.91410935
1.2 1.5 0.90271544 0.7486478 0.40807843 0.9019607843137255 1.0587399 0.89908886
1.2 0.7 0.9273576 0.7413579 0.4329633 0.8823529411764706 1.0445548 0.9200468
1.2 0.6 0.93325657 0.7443085 0.43416408 0.8823529411764706 1.0515534 0.9195013
1.2 1.6 0.9013769 0.7510724 0.4070323 0.9019607843137255 1.0586965 0.898594
1.2 2.75 0.8942311 0.7729291 0.39747682 0.9215686274509803 1.0628932 0.90610564
1.2 0.4 0.9433234 0.7486818 0.44326183 0.8823529411764706 1.0478666 0.9177158
1.2 2.5 0.89587903 0.76972693 0.39785987 0.9215686274509803 1.0645088 0.90529466
1.2 1.8 0.9000323 0.75670135 0.403982 0.9215686274509803 1.0635777 0.89785063
1.2 1.4 0.9048124 0.7472451 0.41005573 0.9019607843137255 1.058199 0.8991784
1.3 0.05 0.94448614 0.7532918 0.44128376 0.9019607843137255 1.0463338 0.9164095
1.2 4.75 0.8861825 0.78354335 0.39788306 0.9215686274509803 1.0515581 0.90255785
1.2 3.0 0.8925974 0.7753338 0.39751413 0.9215686274509803 1.0601788 0.90577877
1.2 2.25 0.895536 0.7644905 0.39990425 0.9215686274509803 1.0564438 0.90119195
1.2 5.0 0.88538814 0.78336656 0.3979029 0.9215686274509803 1.0514709 0.90202963
1.2 4.25 0.88766986 0.78192747 0.39733732 0.9215686274509803 1.0543486 0.90599775
1.2 3.25 0.89159244 0.77670944 0.39756072 0.9215686274509803 1.0584017 0.9064253
1.2 0.9 0.9174966 0.74087155 0.42322317 0.8823529411764706 1.0460416 0.91100633
1.2 1.0 0.9140379 0.7417923 0.41864535 0.9019607843137255 1.0510957 0.91108596
1.2 2.0 0.89717054 0.7609677 0.40290546 0.9215686274509803 1.0569457 0.89832395
1.2 3.5 0.8905289 0.77888215 0.39819205 0.9215686274509803 1.0572445 0.9051464
1.2 4.0 0.88860184 0.7815775 0.3969028 0.9215686274509803 1.0560371 0.9066846
1.2 3.75 0.8898687 0.78051007 0.39761338 0.9215686274509803 1.0573629 0.90719086
1.1 4.0 0.89153963 0.7800234 0.39685726 0.9215686274509803 1.0601274 0.9097618
1.3 0.2 0.94207925 0.74770725 0.44110784 0.9019607843137255 1.0437185 0.92029005
1.3 0.7 0.9174753 0.7412225 0.42314273 0.8823529411764706 1.0410094 0.9181101
1.3 0.6 0.9206107 0.7410262 0.4263291 0.8823529411764706 1.037299 0.9267057
1.3 0.3 0.93689924 0.7466816 0.43728805 0.9019607843137255 1.0456845 0.91966736
1.3 1.0 0.9077365 0.74253714 0.4141894 0.9019607843137255 1.0472966 0.9030889
1.3 0.9 0.910544 0.7405131 0.41719326 0.9019607843137255 1.0454289 0.90720266
1.3 0.8 0.9142415 0.7414559 0.42070955 0.9019607843137255 1.0433066 0.91167927
1.1 2.75 0.8957384 0.76588035 0.39876834 0.9215686274509803 1.0622929 0.9055605
1.1 3.75 0.8928902 0.77847457 0.3967853 0.9215686274509803 1.0612255 0.91040576
1.4 0.7 0.91068107 0.73940253 0.41896513 0.9019607843137255 1.0448765 0.91503394
1.4 0.2 0.92949003 0.74302053 0.4297346 0.9019607843137255 1.0566322 0.9227198
1.4 0.5 0.91828465 0.7403325 0.42295825 0.8823529411764706 1.0499185 0.9341111
1.4 0.1 0.9307385 0.74326193 0.43017107 0.9019607843137255 1.0572462 0.92228603
1.1 3.25 0.89424545 0.7727264 0.39687526 0.9215686274509803 1.0605874 0.9110558
1.1 3.0 0.8949563 0.77013105 0.39784783 0.9215686274509803 1.0615894 0.91015816
1.1 3.5 0.89346975 0.77545977 0.39675388 0.9215686274509803 1.0610344 0.91155016
1.1 4.25 0.89074 0.78134215 0.39709285 0.9215686274509803 1.0597886 0.90928495
1.4 1.7 0.89612556 0.7643256 0.3998057 0.9215686274509803 1.0600817 0.9073242
1.4 1.5 0.8978572 0.7602656 0.40188414 0.9215686274509803 1.0592049 0.9026704
1.4 0.05 0.9318641 0.7435479 0.4301557 0.9019607843137255 1.0621766 0.922883
1.3 1.2 0.90518266 0.7469529 0.41004485 0.9019607843137255 1.0574011 0.89852875
1.3 1.7 0.897561 0.758618 0.40231356 0.9215686274509803 1.0606295 0.8977427
1.4 1.4 0.89887506 0.7576047 0.40480116 0.9215686274509803 1.0556751 0.90140545
1.4 1.6 0.896625 0.76240104 0.40070838 0.9215686274509803 1.0595095 0.9042138
1.3 1.8 0.8970628 0.7613959 0.4022717 0.9215686274509803 1.061352 0.89874995
1.3 1.3 0.90156394 0.74913955 0.40801933 0.9019607843137255 1.049447 0.89815474
1.3 1.5 0.8989237 0.7537608 0.4049248 0.9215686274509803 1.0532851 0.89793503
1.3 1.6 0.89823216 0.7559351 0.403321 0.9215686274509803 1.0565338 0.8976068
1.3 1.4 0.90049 0.75177073 0.40670478 0.9215686274509803 1.0518243 0.89821786
1.3 1.9 0.89655703 0.763765 0.40103677 0.9215686274509803 1.0627642 0.89966774
1.4 0.6 0.91471815 0.7405146 0.4209446 0.8823529411764706 1.0468367 0.9237968
1.4 2.75 0.8899966 0.77948487 0.39798698 0.9215686274509803 1.0585034 0.91020584
1.4 0.3 0.9275808 0.74217707 0.42586353 0.9019607843137255 1.063687 0.92440253
1.4 0.4 0.92226213 0.74000037 0.42495906 0.9019607843137255 1.0574962 0.9333103
1.3 1.1 0.90615106 0.7454982 0.412418 0.9019607843137255 1.0494446 0.9002354
1.2 4.5 0.8870072 0.7830094 0.397783 0.9215686274509803 1.052719 0.90303034
1.4 1.3 0.89966935 0.7551579 0.40609694 0.9215686274509803 1.0538234 0.9016731
1.4 3.5 0.8869826 0.7823491 0.3984436 0.9215686274509803 1.0523854 0.9088522
1.3 4.25 0.88622874 0.7839464 0.39856637 0.9215686274509803 1.0520648 0.90373343
1.3 2.0 0.89577883 0.765653 0.40076393 0.9215686274509803 1.0582913 0.902483
1.4 3.0 0.88903475 0.78131807 0.3981156 0.9215686274509803 1.0572351 0.9101211
1.4 3.75 0.885742 0.78251266 0.398709 0.9215686274509803 1.0509342 0.90770924
1.4 3.25 0.8881531 0.7827983 0.39829746 0.9215686274509803 1.0557448 0.9093201
1.3 3.75 0.8877022 0.7827019 0.3980691 0.9215686274509803 1.0550433 0.9050568
1.3 3.0 0.89015454 0.77753395 0.3982771 0.9215686274509803 1.0581714 0.9051064
1.3 4.0 0.8866522 0.78295135 0.3981153 0.9215686274509803 1.0530548 0.90395737
1.3 2.5 0.8930135 0.7730596 0.39807674 0.9215686274509803 1.0606669 0.90580577
1.3 3.25 0.8897142 0.7799967 0.39780498 0.9215686274509803 1.0579652 0.905475
1.4 4.25 0.884006 0.7837687 0.39901787 0.9215686274509803 1.0480809 0.90665734
1.3 2.75 0.89139813 0.77558506 0.39812484 0.9215686274509803 1.0588825 0.90487635
1.3 3.5 0.8888099 0.78156346 0.39821658 0.9215686274509803 1.0570197 0.9052067
1.4 4.75 0.88204485 0.7835939 0.39909828 0.9215686274509803 1.044994 0.9050392
1.3 2.25 0.8936 0.76918167 0.3987138 0.9215686274509803 1.0566709 0.90480155
1.5 0.05 0.9236436 0.7394527 0.42838043 0.9019607843137255 1.0518996 0.92680734
1.5 0.3 0.9202754 0.7421043 0.42255065 0.9019607843137255 1.0547193 0.92173064
1.5 0.1 0.9236805 0.73982227 0.42807662 0.9019607843137255 1.053263 0.9280416
1.4 5.0 0.88133234 0.7835834 0.3992204 0.9215686274509803 1.043849 0.90467167
1.4 4.0 0.8848495 0.7831382 0.39896405 0.9215686274509803 1.0490869 0.90704155
1.4 1.0 0.90268064 0.7449821 0.41144547 0.9019607843137255 1.0496967 0.89896333
1.4 0.9 0.90496796 0.7429074 0.41319755 0.9019607843137255 1.0447882 0.900648
1.4 1.2 0.9004173 0.75095665 0.40833527 0.9215686274509803 1.0508256 0.89847684
1.4 1.1 0.90162873 0.7481332 0.40955254 0.9019607843137255 1.0496353 0.8977363
1.5 0.2 0.921088 0.73852 0.4266896 0.9019607843137255 1.0554298 0.93146074
1.3 4.5 0.8853035 0.7846067 0.39832684 0.9215686274509803 1.0502818 0.9027795
1.5 0.4 0.917044 0.7400464 0.42184857 0.9019607843137255 1.0623125 0.9432137
1.4 0.8 0.90752524 0.74105644 0.4153988 0.9019607843137255 1.0437697 0.90430665
1.4 4.5 0.8830514 0.78353703 0.3990222 0.9215686274509803 1.0464166 0.90564424
1.3 4.75 0.88435507 0.7846698 0.39846325 0.9215686274509803 1.0486348 0.9019003
1.3 5.0 0.8832113 0.784037 0.39863208 0.9215686274509803 1.046919 0.9010344
1.5 1.4 0.8972938 0.7617098 0.4008902 0.9215686274509803 1.0625341 0.90030456
1.4 1.8 0.89506745 0.7659764 0.39926746 0.9215686274509803 1.0599394 0.90398914
1.4 2.5 0.8905465 0.7757649 0.39832908 0.9215686274509803 1.0574199 0.9036594
1.4 2.0 0.89267373 0.7695031 0.39888355 0.9215686274509803 1.0584186 0.9037924
1.5 5.0 0.8797849 0.7827646 0.39962232 0.9215686274509803 1.0414749 0.9046556
1.6 0.1 0.9170198 0.7455986 0.41830602 0.9019607843137255 1.0506526 0.9151216
1.4 2.25 0.8918295 0.7732861 0.39871794 0.9215686274509803 1.0589535 0.90527344
1.5 4.5 0.88124126 0.78338337 0.39943916 0.9215686274509803 1.043363 0.9052998
1.6 0.05 0.91666794 0.74333817 0.41894332 0.9019607843137255 1.0521699 0.9197285
1.5 4.75 0.8801822 0.7831348 0.3999123 0.9215686274509803 1.0400006 0.90493625
1.6 1.0 0.8982505 0.75558317 0.40653136 0.9215686274509803 1.0523051 0.9011606
1.5 0.9 0.9019635 0.7456506 0.41114593 0.9019607843137255 1.0524026 0.8975744
1.5 1.1 0.8987837 0.7516635 0.40765986 0.9215686274509803 1.0514928 0.89730704
1.5 1.2 0.897214 0.75572264 0.40587607 0.9215686274509803 1.0522548 0.8973055
1.5 1.0 0.899929 0.7492239 0.40893406 0.9215686274509803 1.0508723 0.8971449
1.5 0.6 0.90874505 0.73977435 0.41499546 0.9019607843137255 1.0595769 0.91365457
1.5 0.7 0.90588313 0.7404603 0.41570124 0.9019607843137255 1.046358 0.9062071
1.5 0.8 0.90207356 0.7420459 0.4135919 0.9019607843137255 1.0424396 0.90135235
1.5 0.5 0.91292566 0.7387039 0.41836524 0.8823529411764706 1.0632526 0.92693913
1.6 1.1 0.8966965 0.75684273 0.40534663 0.9215686274509803 1.052534 0.900164
1.5 1.3 0.8967643 0.759107 0.4043152 0.9215686274509803 1.0555805 0.89752436
1.5 4.0 0.8824505 0.7827256 0.39883107 0.9215686274509803 1.0443004 0.9009795
1.5 1.6 0.89544296 0.7664045 0.39968297 0.9215686274509803 1.0614278 0.90281343
1.5 2.25 0.8902412 0.7771777 0.39802745 0.9215686274509803 1.0579137 0.9063268
1.5 1.7 0.8943148 0.76888025 0.39958772 0.9215686274509803 1.0612806 0.9025953
1.5 2.0 0.8915903 0.77389455 0.39798462 0.9215686274509803 1.0599247 0.90515757
1.5 1.8 0.8933764 0.7706026 0.3987661 0.9215686274509803 1.0606948 0.90390056
1.5 1.9 0.89237636 0.7720655 0.39732295 0.9215686274509803 1.0610766 0.90692604
1.5 3.0 0.88633513 0.78164065 0.398671 0.9215686274509803 1.0498819 0.9032146
1.5 2.75 0.8874 0.7808125 0.39758664 0.9215686274509803 1.054942 0.9054042
1.6 1.8 0.891851 0.77493656 0.3984751 0.9215686274509803 1.061095 0.91108024
1.5 2.5 0.8887041 0.7790016 0.39821944 0.9215686274509803 1.056496 0.90714914
1.6 2.25 0.88881403 0.78046024 0.3984522 0.9215686274509803 1.0553697 0.90954494
1.6 1.6 0.8938884 0.77174133 0.39767423 0.9215686274509803 1.0629573 0.91259164
1.6 0.2 0.913876 0.73852134 0.4191402 0.9019607843137255 1.0593678 0.94721746
1.6 1.7 0.8927967 0.7736438 0.39865786 0.9215686274509803 1.0616544 0.9112433
1.6 2.0 0.89039844 0.7770945 0.39841172 0.9215686274509803 1.0606123 0.910293
1.6 0.3 0.9117916 0.73805976 0.41875234 0.8823529411764706 1.0550054 0.9251454
1.6 1.4 0.8946805 0.76689804 0.39988208 0.9215686274509803 1.0602224 0.9061338
1.5 1.5 0.8954256 0.76379913 0.3998402 0.9215686274509803 1.061289 0.90119773
1.6 0.5 0.90853167 0.73996055 0.41722777 0.9019607843137255 1.0553755 0.91218936
1.6 4.75 0.87967443 0.7840176 0.39963114 0.9215686274509803 1.0417997 0.90460205
1.6 0.4 0.9098942 0.7386848 0.41756836 0.9019607843137255 1.0592932 0.9294033
1.6 0.6 0.90403324 0.7410637 0.41474372 0.9019607843137255 1.0480112 0.90682626
1.4 1.9 0.89399713 0.7675035 0.3987007 0.9215686274509803 1.059882 0.905005
1.6 3.5 0.88364553 0.78376794 0.39901796 0.9215686274509803 1.0479319 0.9056066
1.6 1.5 0.8940267 0.76884675 0.39846283 0.9215686274509803 1.0599657 0.90712243
1.5 3.5 0.88470984 0.78243005 0.39854378 0.9215686274509803 1.0472977 0.9027985
1.7 0.8 0.89979523 0.75175047 0.40777183 0.9215686274509803 1.0529103 0.9004371
1.6 1.9 0.8910715 0.775114 0.3982048 0.9215686274509803 1.0612618 0.91163087
1.5 3.75 0.88378054 0.78297067 0.39864784 0.9215686274509803 1.0460767 0.9018334
1.6 4.25 0.88088375 0.7835916 0.3994771 0.9215686274509803 1.043438 0.90507436
1.6 1.3 0.89466006 0.7620859 0.40191314 0.9215686274509803 1.0559815 0.9002086
1.6 4.5 0.8804299 0.78462183 0.3995311 0.9215686274509803 1.0432016 0.90478444
1.6 4.0 0.8809827 0.78330696 0.39981222 0.9215686274509803 1.0408947 0.9054442
1.5 3.25 0.8853008 0.7821169 0.39867225 0.9215686274509803 1.0482073 0.90284634
1.6 3.75 0.8825958 0.78358024 0.39927474 0.9215686274509803 1.0463824 0.9056976
1.6 1.2 0.8955936 0.76032746 0.40316686 0.9215686274509803 1.0538036 0.8971351
1.6 0.7 0.90234566 0.7440123 0.41185397 0.9019607843137255 1.0465375 0.900135
1.6 0.9 0.89959043 0.7506288 0.40839335 0.9019607843137255 1.0536095 0.8971287
1.6 0.8 0.90178925 0.74626887 0.40943158 0.9019607843137255 1.0529376 0.897071
1.6 2.75 0.8864576 0.7820523 0.39838114 0.9215686274509803 1.0514933 0.9038539
1.8 0.5 0.9016711 0.7460257 0.4113815 0.9019607843137255 1.0519528 0.89978343
1.8 0.1 0.9064037 0.74081653 0.41817713 0.9019607843137255 1.0455265 0.9124265
1.8 0.4 0.90287775 0.74411887 0.41268352 0.9019607843137255 1.0527194 0.903565
1.8 0.3 0.9042909 0.7431693 0.41576898 0.9019607843137255 1.0504557 0.90630436
1.8 0.2 0.9050126 0.74171937 0.41639265 0.9019607843137255 1.048935 0.9105003
1.6 3.0 0.8847389 0.78092265 0.3986189 0.9215686274509803 1.0473655 0.9030732
1.6 3.25 0.884129 0.7830949 0.39875826 0.9215686274509803 1.0483655 0.90229946
1.8 1.4 0.8922562 0.77414536 0.39856735 0.9215686274509803 1.0618995 0.911621
1.6 2.5 0.8870089 0.78078055 0.39846548 0.9215686274509803 1.0513469 0.90453446
1.7 4.5 0.87899834 0.78369343 0.4000202 0.9215686274509803 1.0405823 0.9049049
1.7 4.0 0.8801146 0.7833091 0.39992666 0.9215686274509803 1.0412743 0.90516233
1.7 0.5 0.90549374 0.74383104 0.4149006 0.9019607843137255 1.0554198 0.9060756
1.7 0.3 0.907083 0.73912776 0.41787034 0.9019607843137255 1.0545901 0.92499864
1.7 0.7 0.8999112 0.7462337 0.40977016 0.9019607843137255 1.0514313 0.89734006
1.7 0.4 0.9067443 0.741974 0.41463712 0.9019607843137255 1.0500518 0.90801394
1.7 0.6 0.9021912 0.74488604 0.41209763 0.9019607843137255 1.0467132 0.8986275
1.7 0.2 0.9094518 0.7399194 0.41696995 0.9019607843137255 1.0602038 0.9234743
1.6 5.0 0.878575 0.78294003 0.3993475 0.9215686274509803 1.0392054 0.9002019
1.7 0.1 0.9111969 0.73788893 0.4199303 0.8823529411764706 1.0582427 0.9289645
1.7 1.3 0.8936358 0.76618993 0.39933938 0.9215686274509803 1.0603184 0.90321445
1.7 1.8 0.8902829 0.77681047 0.39808175 0.9215686274509803 1.0565851 0.9088164
1.7 1.7 0.89119714 0.77550256 0.39825886 0.9215686274509803 1.0574597 0.9091981
1.7 1.6 0.8917293 0.7732098 0.39822873 0.9215686274509803 1.0623426 0.907079
1.7 0.05 0.91105586 0.73844117 0.41957712 0.8823529411764706 1.0554606 0.92510235
1.7 1.4 0.893243 0.76942277 0.3987335 0.9215686274509803 1.0600034 0.90593666
1.8 1.2 0.8933293 0.7674168 0.3992614 0.9215686274509803 1.0608271 0.9086853
1.8 1.3 0.89286417 0.77126724 0.39863765 0.9215686274509803 1.0625085 0.91038096
1.8 1.1 0.89487076 0.76616794 0.40102866 0.9215686274509803 1.0593604 0.9060693
1.7 1.1 0.8953812 0.7608502 0.40390897 0.9215686274509803 1.0546379 0.89719737
1.8 1.0 0.8945789 0.76317847 0.4020032 0.9215686274509803 1.0563924 0.9020487
1.7 1.0 0.89695245 0.7586044 0.40539482 0.9215686274509803 1.0555383 0.89720863
1.7 1.2 0.8944345 0.76342547 0.4004094 0.9215686274509803 1.0577246 0.90112865
1.7 1.5 0.8924871 0.77207196 0.39860934 0.9215686274509803 1.06188 0.9046534
1.7 3.5 0.88180023 0.7830364 0.3999912 0.9215686274509803 1.0439324 0.900275
1.7 0.9 0.89833933 0.75433594 0.40608692 0.9215686274509803 1.0542488 0.89654565
1.7 3.75 0.8805644 0.782916 0.39978576 0.9215686274509803 1.0421035 0.900053
1.7 3.25 0.8823169 0.781558 0.39966023 0.9215686274509803 1.0439001 0.90045476
1.7 1.9 0.888974 0.77758986 0.39871624 0.9215686274509803 1.0546726 0.90612483
1.7 3.0 0.88320667 0.7814747 0.39913818 0.9215686274509803 1.0458715 0.90149325
1.8 3.25 0.88222605 0.784634 0.40011078 0.9215686274509803 1.0455898 0.9062887
1.7 2.0 0.8882269 0.77879375 0.39862868 0.9215686274509803 1.054885 0.905766
1.7 2.25 0.8869872 0.7804018 0.39828035 0.9215686274509803 1.0522791 0.9057554
1.7 4.25 0.87903214 0.7824617 0.39979735 0.9215686274509803 1.0387706 0.90067303
1.8 0.9 0.89602184 0.75683975 0.40501276 0.9215686274509803 1.055643 0.89729667
1.9 0.05 0.9027583 0.74378496 0.41274962 0.9019607843137255 1.0455928 0.9019877
