lengthscale l2regularizer bae_rmse_mean bae_rmse_median bae_std bae_cov nll_bae_mean nll_bae_median
0.9 2.6 1.0616543 0.8178568 0.48185006 0.8823529411764706 0.98587376 0.97998965
0.9 3.1 1.0549976 0.82543737 0.4661153 0.8823529411764706 0.978333 0.97682744
0.9 2.55 1.0628401 0.8195565 0.48256913 0.8823529411764706 0.98636013 0.98047066
0.9 3.55 1.0515273 0.81366473 0.46623182 0.8823529411764706 0.9814906 0.9760572
0.9 1.45 1.0736033 0.82507414 0.5095935 0.8823529411764706 0.9862011 0.95939445
0.9 2.95 1.0564582 0.8260995 0.46840096 0.8823529411764706 0.9786174 0.97730523
0.9 2.85 1.0574442 0.8163707 0.4783022 0.8823529411764706 0.9820942 0.97851884
0.9 3.5 1.0513172 0.82341146 0.46017987 0.8823529411764706 0.9774851 0.97647893
0.9 1.5 1.074 0.8251495 0.5080256 0.8823529411764706 0.98620844 0.96208405
0.9 2.9 1.0566775 0.82608044 0.46934453 0.8823529411764706 0.9782386 0.97701776
0.9 3.75 1.0510627 0.8222616 0.4552716 0.8823529411764706 0.97962785 0.974715
0.9 4.2 1.047179 0.82028925 0.45048913 0.8823529411764706 0.97719175 0.97466165
0.85 4.35 1.0488287 0.81281537 0.46086586 0.8823529411764706 0.98100734 0.9731941
0.9 3.0 1.0561031 0.8157866 0.47560096 0.8823529411764706 0.9816666 0.9771153
0.85 4.4 1.0472811 0.8117922 0.4611458 0.8823529411764706 0.9789098 0.975294
0.9 4.55 1.0430197 0.81819 0.4480999 0.8823529411764706 0.9734662 0.9763596
0.95 0.15 1.0950104 0.8293984 0.5266776 0.8823529411764706 1.0012094 0.9594017
0.9 2.75 1.0585808 0.81719816 0.480203 0.8823529411764706 0.98280764 0.9798584
0.9 3.45 1.0534854 0.8141024 0.467135 0.8823529411764706 0.9835732 0.976563
0.9 3.4 1.0532943 0.8141784 0.4683689 0.8823529411764706 0.98212624 0.9762179
0.95 0.4 1.0928096 0.84170365 0.5152156 0.8823529411764706 0.9997627 0.9631541
0.95 0.3 1.0925809 0.8439522 0.5162043 0.8823529411764706 0.9982848 0.95634675
0.9 2.7 1.0611687 0.81723505 0.47956666 0.8823529411764706 0.9868111 0.9803644
0.9 3.2 1.0550488 0.8153367 0.47153783 0.8823529411764706 0.9832347 0.97910833
0.9 3.25 1.0544604 0.81503844 0.47080362 0.8823529411764706 0.9827803 0.9788958
0.9 3.15 1.0552679 0.8151992 0.47252166 0.8823529411764706 0.9819601 0.9758842
0.9 3.3 1.0539185 0.8143548 0.47004798 0.8823529411764706 0.98209715 0.9767966
0.9 4.4 1.044482 0.8103858 0.4571318 0.8823529411764706 0.9776686 0.97562355
0.9 5.0 1.0405593 0.8183777 0.4439654 0.8823529411764706 0.97175187 0.980568
0.9 4.65 1.0439473 0.80957067 0.45317626 0.8823529411764706 0.9792065 0.9786831
0.9 4.0 1.0478421 0.81192815 0.46053576 0.8823529411764706 0.9793089 0.97438097
0.9 2.65 1.0613471 0.81763726 0.4808085 0.8823529411764706 0.9860556 0.9798076
0.9 3.65 1.0505525 0.8130329 0.4647943 0.8823529411764706 0.9809819 0.9757509
0.9 3.6 1.0519463 0.81312966 0.46489325 0.8823529411764706 0.9827972 0.9758713
0.95 0.9 1.0770555 0.8359809 0.5081416 0.8823529411764706 0.9870712 0.94525915
0.95 1.1 1.0786282 0.83781075 0.5001143 0.8823529411764706 0.9893613 0.96828943
0.95 1.05 1.0793864 0.83823645 0.5009555 0.8823529411764706 0.9895687 0.96715295
0.9 4.1 1.0465018 0.81129706 0.45977554 0.8823529411764706 0.97863215 0.97378474
0.9 3.7 1.0496227 0.8133484 0.46461025 0.8823529411764706 0.97920233 0.9748675
0.9 4.25 1.0468143 0.81071544 0.457397 0.8823529411764706 0.9799158 0.9735136
0.9 3.85 1.0493468 0.81309175 0.4622082 0.8823529411764706 0.97955483 0.9745738
0.9 3.8 1.0488032 0.8131696 0.4633218 0.8823529411764706 0.97878605 0.9744622
0.9 3.9 1.0486916 0.8127353 0.46177557 0.8823529411764706 0.9799233 0.9758409
0.9 4.95 1.0404811 0.80793655 0.4516738 0.8823529411764706 0.97545606 0.979663
0.9 4.05 1.047599 0.8114263 0.45981863 0.8823529411764706 0.9797608 0.9753789
0.9 3.95 1.0493525 0.812515 0.4603476 0.8823529411764706 0.9810309 0.9740563
0.9 4.35 1.0447786 0.8105484 0.4575981 0.8823529411764706 0.9775023 0.97441113
0.95 1.55 1.0718987 0.8360357 0.49088216 0.8823529411764706 0.98568934 0.9750843
0.9 4.6 1.0443742 0.810169 0.45359948 0.8823529411764706 0.9809708 0.97947836
0.95 0.55 1.0862951 0.8305526 0.5255138 0.8823529411764706 0.99383426 0.9410157
0.95 0.65 1.0864499 0.82901895 0.52403337 0.8823529411764706 0.99549675 0.9466176
0.95 2.6 1.0580806 0.81676984 0.4771768 0.8823529411764706 0.98520017 0.9839585
0.95 1.65 1.0699738 0.8350724 0.48898825 0.8823529411764706 0.9849059 0.9755611
0.9 4.85 1.0430309 0.80896664 0.45107365 0.8823529411764706 0.9798623 0.98218524
0.95 1.0 1.0811921 0.82408094 0.514454 0.8823529411764706 0.9971509 0.9689423
0.9 4.9 1.0412079 0.8081782 0.45174658 0.8823529411764706 0.97630763 0.9795563
0.95 0.1 1.0984038 0.8301155 0.52368355 0.8823529411764706 1.0059242 0.9739889
0.95 0.45 1.0907749 0.8298303 0.5249359 0.8823529411764706 0.99915236 0.9551399
0.95 0.7 1.0844649 0.82696784 0.5230966 0.8823529411764706 0.99369675 0.9491082
0.95 0.2 1.0910541 0.8307899 0.52959996 0.8823529411764706 0.9979968 0.9474139
0.95 0.25 1.090273 0.82960093 0.5289255 0.8823529411764706 0.99769384 0.94747686
0.9 4.15 1.047503 0.81120145 0.45816895 0.8823529411764706 0.980525 0.97365975
0.95 0.8 1.084969 0.828728 0.5194506 0.8823529411764706 0.9952946 0.9558972
0.95 2.75 1.0567139 0.82573926 0.46665433 0.8823529411764706 0.9827431 0.98331934
0.95 2.15 1.0634907 0.8307479 0.47829285 0.8823529411764706 0.98295236 0.98344517
0.95 0.75 1.0854605 0.8265242 0.51896983 0.8823529411764706 0.9958825 0.96178025
0.95 1.3 1.0757781 0.824988 0.50863296 0.8823529411764706 0.990163 0.9667522
0.95 2.5 1.059558 0.82820183 0.47092506 0.8823529411764706 0.9812054 0.97930396
0.9 4.5 1.0448152 0.8097546 0.45476466 0.8823529411764706 0.97948223 0.9768021
0.95 2.7 1.0560433 0.81597733 0.47611555 0.8823529411764706 0.9836804 0.98352575
0.95 1.6 1.071558 0.82293236 0.50044024 0.8823529411764706 0.9890776 0.9763297
0.95 1.25 1.0780102 0.8256059 0.50882196 0.8823529411764706 0.99315995 0.97228014
0.95 2.0 1.063974 0.8203216 0.49249184 0.8823529411764706 0.9846676 0.97468686
0.95 0.05 1.0931963 0.8302744 0.53193027 0.8823529411764706 0.99956006 0.9499984
0.95 3.8 1.046553 0.8119228 0.4586465 0.8823529411764706 0.9798015 0.9775702
0.95 1.5 1.069415 0.82139444 0.5055984 0.8823529411764706 0.9857969 0.96262646
0.95 1.2 1.0785832 0.82567704 0.5101875 0.8823529411764706 0.9929401 0.9701685
0.95 1.95 1.0645585 0.82057977 0.49371886 0.8823529411764706 0.984741 0.97368896
0.95 2.35 1.0609486 0.81808037 0.4823848 0.8823529411764706 0.9833316 0.9789115
0.95 1.85 1.0660459 0.82124406 0.49598345 0.8823529411764706 0.98577833 0.97409236
0.95 1.75 1.067888 0.82200193 0.49803588 0.8823529411764706 0.9866252 0.9737376
0.95 2.3 1.0617317 0.81900346 0.48459896 0.8823529411764706 0.9847743 0.9790586
0.95 2.25 1.0623535 0.81949264 0.48570395 0.8823529411764706 0.9860975 0.98308396
0.95 2.2 1.0632186 0.81934243 0.48658735 0.8823529411764706 0.9851768 0.9797568
0.9 4.75 1.0418564 0.8092575 0.45335978 0.8823529411764706 0.97674435 0.9795519
0.95 3.25 1.0524932 0.81307125 0.46548328 0.8823529411764706 0.9848911 0.9809867
0.95 1.8 1.0666902 0.82170606 0.49722537 0.8823529411764706 0.9856805 0.9726137
0.95 3.6 1.0479957 0.82171357 0.45414025 0.8823529411764706 0.9773852 0.97786105
0.95 3.1 1.0521797 0.8237709 0.46163467 0.8823529411764706 0.9785495 0.97955775
0.95 2.55 1.0584027 0.81705576 0.47858736 0.8823529411764706 0.9856024 0.9841599
0.95 3.85 1.0457269 0.8195012 0.45134345 0.8823529411764706 0.97619396 0.9783399
0.95 2.65 1.0581853 0.81619793 0.47577226 0.8823529411764706 0.9863679 0.98374
0.95 3.65 1.0475374 0.8212059 0.4536077 0.8823529411764706 0.9770033 0.9766189
0.95 3.45 1.0493478 0.8231863 0.45630392 0.8823529411764706 0.9774027 0.9781629
0.95 2.1 1.0644547 0.8199202 0.48883945 0.8823529411764706 0.9862869 0.98299533
0.95 0.95 1.0809896 0.8274921 0.51580244 0.8823529411764706 0.9914616 0.9586821
0.95 2.85 1.0551656 0.8241204 0.4652462 0.8823529411764706 0.98056096 0.98021746
0.95 3.35 1.0503262 0.82342386 0.45762688 0.8823529411764706 0.97886294 0.98049515
0.95 1.15 1.0752827 0.82582045 0.51366687 0.8823529411764706 0.9876111 0.95401037
0.95 4.0 1.0461363 0.81937116 0.44846818 0.8823529411764706 0.97935885 0.9820448
0.95 3.15 1.0536658 0.8140797 0.46685097 0.8823529411764706 0.9846186 0.97852224
0.95 3.2 1.0511434 0.8130066 0.4675044 0.8823529411764706 0.98243237 0.9815314
0.95 4.05 1.0456785 0.81898904 0.4478632 0.8823529411764706 0.97908133 0.98171973
0.95 3.4 1.049345 0.8126154 0.46457747 0.8823529411764706 0.9814779 0.98029387
0.95 0.6 1.0872022 0.8298478 0.52420676 0.8823529411764706 0.99570566 0.9536365
0.95 3.55 1.0483588 0.82187974 0.45483974 0.8823529411764706 0.97783095 0.9780724
0.95 1.9 1.0653137 0.82091194 0.49483383 0.8823529411764706 0.9850853 0.97331804
1.0 0.6 1.082637 0.8273569 0.5264671 0.8823529411764706 0.99063057 0.9414649
0.95 3.0 1.0530185 0.8146538 0.4706407 0.8823529411764706 0.98239946 0.9805543
0.95 4.8 1.0394604 0.8173319 0.4419052 0.8823529411764706 0.97246605 0.9818959
0.9 4.45 1.044655 0.80965936 0.4560906 0.8823529411764706 0.97846794 0.9779631
0.95 2.05 1.0648129 0.8199352 0.4901703 0.8823529411764706 0.98691386 0.9820771
0.9 4.7 1.0432109 0.80952775 0.45303255 0.8823529411764706 0.9790471 0.9814627
0.95 4.65 1.0400863 0.8170706 0.4432485 0.8823529411764706 0.97256804 0.98178995
0.95 4.75 1.0396755 0.817428 0.44236827 0.8823529411764706 0.9719844 0.9797162
0.95 4.35 1.0422002 0.81769335 0.445996 0.8823529411764706 0.97575 0.98293525
0.95 2.8 1.0560989 0.81564033 0.47340944 0.8823529411764706 0.98544747 0.98316073
0.95 3.95 1.0450853 0.8111892 0.457087 0.8823529411764706 0.97905564 0.9797133
0.95 4.25 1.0431627 0.8098197 0.45436686 0.8823529411764706 0.97979265 0.983423
0.95 3.9 1.0451812 0.8105382 0.45776975 0.8823529411764706 0.97828007 0.97654426
0.95 2.9 1.0546492 0.81523466 0.47188622 0.8823529411764706 0.98275876 0.98032504
0.95 2.95 1.053216 0.8140228 0.47162524 0.8823529411764706 0.98259836 0.9810431
0.95 4.4 1.0422059 0.8089935 0.45269877 0.8823529411764706 0.9780354 0.98001873
1.0 0.65 1.0816947 0.8397778 0.5086838 0.8823529411764706 0.9865839 0.94639754
1.0 0.7 1.0793571 0.8394731 0.5088206 0.8823529411764706 0.98439497 0.94806087
0.95 2.4 1.0607337 0.817889 0.4811187 0.8823529411764706 0.9839797 0.9792352
0.95 3.3 1.05005 0.81199414 0.46614352 0.8823529411764706 0.98122996 0.9780859
0.95 4.15 1.0446616 0.8095406 0.45477927 0.8823529411764706 0.9811375 0.97993696
0.95 2.45 1.060478 0.8187238 0.47992712 0.8823529411764706 0.98625904 0.9845686
0.95 4.2 1.0431956 0.8091966 0.45506018 0.8823529411764706 0.9790867 0.9801159
0.95 4.1 1.0452303 0.809736 0.4551565 0.8823529411764706 0.98180646 0.9809791
0.95 3.5 1.048653 0.81260324 0.46295154 0.8823529411764706 0.9806571 0.97796625
1.0 1.35 1.0696979 0.83213186 0.49263695 0.8823529411764706 0.98508143 0.96974564
1.0 0.1 1.0983087 0.8284147 0.52390677 0.8823529411764706 1.0102217 0.97928154
0.95 4.3 1.0438039 0.8098904 0.4531388 0.8823529411764706 0.9811549 0.98284507
1.0 1.85 1.0655131 0.81773937 0.49128088 0.8823529411764706 0.98803633 0.98272085
0.95 4.45 1.0421023 0.8090489 0.45205244 0.8823529411764706 0.9786089 0.98131186
1.0 1.0 1.0745225 0.83454084 0.5010516 0.8823529411764706 0.98656005 0.9578259
1.0 1.55 1.0668532 0.83098173 0.48832172 0.8823529411764706 0.98369306 0.9736798
1.0 0.55 1.0878743 0.8271221 0.5219336 0.8823529411764706 0.9955547 0.9548525
1.0 1.4 1.0685827 0.83181536 0.4917851 0.8823529411764706 0.9842755 0.9694354
1.0 1.65 1.066606 0.81921285 0.4975692 0.8823529411764706 0.98605585 0.97386575
0.95 4.95 1.0385293 0.8070475 0.44800496 0.8823529411764706 0.97564524 0.9816051
1.0 0.8 1.0762964 0.82575643 0.5225575 0.8823529411764706 0.98622876 0.9386707
0.95 3.75 1.0467252 0.81213045 0.45946524 0.8823529411764706 0.97874546 0.9762968
0.95 4.55 1.0405258 0.8081948 0.45174408 0.8823529411764706 0.9762439 0.97968316
0.95 4.85 1.039033 0.8076154 0.4489168 0.8823529411764706 0.9750511 0.9804245
0.95 4.6 1.0404533 0.8075975 0.4510417 0.8823529411764706 0.9766219 0.98112273
0.95 4.9 1.0382956 0.8062973 0.44872445 0.8823529411764706 0.97447854 0.9801295
1.0 1.05 1.0754751 0.8229917 0.5138218 0.8823529411764706 0.99030995 0.95553327
0.95 5.0 1.0380217 0.80693257 0.44791412 0.8823529411764706 0.97517633 0.9823247
1.0 0.05 1.0933812 0.8287106 0.52888167 0.8823529411764706 1.0008245 0.9514672
0.95 1.7 1.0671697 0.82133645 0.5003045 0.8823529411764706 0.98441476 0.9667514
1.0 0.95 1.0782555 0.8250886 0.51521945 0.8823529411764706 0.98910314 0.9561529
1.0 0.9 1.0794123 0.82570946 0.51659954 0.8823529411764706 0.9903555 0.9564028
1.0 0.25 1.0911562 0.8288065 0.52865165 0.8823529411764706 0.9993768 0.95223165
1.0 0.15 1.0918584 0.8288866 0.52864814 0.8823529411764706 0.9997391 0.9513502
1.0 0.3 1.0921441 0.8278357 0.52449614 0.8823529411764706 1.0023375 0.9590548
1.0 0.4 1.090022 0.82836837 0.52821857 0.8823529411764706 0.9992444 0.9490739
1.0 0.85 1.0773245 0.8257675 0.5201282 0.8823529411764706 0.98707247 0.94758177
1.0 0.35 1.0923324 0.8283291 0.5247378 0.8823529411764706 1.0031385 0.9607209
1.0 0.75 1.0810876 0.82625675 0.51966894 0.8823529411764706 0.9916521 0.9515959
1.0 1.3 1.0722176 0.82137775 0.5064018 0.8823529411764706 0.9904389 0.96841955
1.0 2.7 1.0531512 0.8234682 0.46371913 0.8823529411764706 0.9792917 0.98085093
1.0 2.45 1.057132 0.8156322 0.4764396 0.8823529411764706 0.98378426 0.9776981
1.0 2.55 1.0556489 0.82433796 0.4657883 0.8823529411764706 0.9812824 0.9807822
1.0 4.1 1.0410956 0.80904037 0.4513127 0.8823529411764706 0.97673297 0.9780657
1.0 1.1 1.0747149 0.8223623 0.51178235 0.8823529411764706 0.9906392 0.9604863
1.0 1.5 1.0687441 0.8199613 0.50096124 0.8823529411764706 0.9880535 0.9725544
1.0 1.15 1.0729759 0.8224107 0.51127285 0.8823529411764706 0.9891595 0.9574894
1.0 1.2 1.0716119 0.8229634 0.5105919 0.8823529411764706 0.98764926 0.95914197
0.95 4.5 1.042077 0.8088814 0.45129278 0.8823529411764706 0.9785554 0.9815458
1.0 2.85 1.0517393 0.82279646 0.46102166 0.8823529411764706 0.978978 0.97980976
1.0 3.25 1.0481112 0.8217468 0.45490235 0.8823529411764706 0.97775316 0.9780701
1.0 1.7 1.0661622 0.81952286 0.49610972 0.8823529411764706 0.9861687 0.97449446
1.0 1.75 1.0665574 0.8188953 0.4941467 0.8823529411764706 0.9875807 0.98229337
1.0 3.35 1.0479561 0.8207614 0.45308298 0.8823529411764706 0.97947645 0.9776851
1.0 2.6 1.0540977 0.8248719 0.4657156 0.8823529411764706 0.977827 0.9764334
1.0 2.9 1.0511099 0.8226398 0.46028772 0.8823529411764706 0.9788731 0.9796881
1.0 1.45 1.0693531 0.81988555 0.50232714 0.8823529411764706 0.9883955 0.97139156
1.0 2.65 1.0533019 0.81348866 0.47300884 0.8823529411764706 0.982228 0.9811408
0.95 3.7 1.0474527 0.812341 0.45999745 0.8823529411764706 0.9802015 0.9768739
1.0 2.75 1.0528326 0.8131183 0.47068915 0.8823529411764706 0.982857 0.9805932
1.0 2.0 1.0634568 0.81687677 0.48754767 0.8823529411764706 0.9869482 0.9819602
1.0 3.1 1.049277 0.8216013 0.45717624 0.8823529411764706 0.9778268 0.9787562
1.0 4.25 1.041299 0.8166262 0.4424733 0.8823529411764706 0.9751208 0.98014843
1.0 1.9 1.0636029 0.8187861 0.4910811 0.8823529411764706 0.98462933 0.9781115
1.0 3.05 1.0499679 0.8217281 0.45776418 0.8823529411764706 0.9786515 0.9790052
1.0 1.25 1.0728072 0.82227683 0.5076713 0.8823529411764706 0.98897105 0.9651906
1.0 1.95 1.0634023 0.81742084 0.48937696 0.8823529411764706 0.9860514 0.98219883
1.0 2.25 1.0596604 0.81751394 0.48072034 0.8823529411764706 0.98357916 0.9786302
1.0 2.35 1.0583035 0.81569046 0.47851536 0.8823529411764706 0.9856048 0.98366857
1.0 3.4 1.0478252 0.8103082 0.4589045 0.8823529411764706 0.98290247 0.9773179
1.0 3.45 1.0470672 0.81116545 0.45851955 0.8823529411764706 0.98254687 0.97877043
1.0 3.3 1.0481552 0.8113375 0.46076566 0.8823529411764706 0.9815956 0.9746225
1.0 2.8 1.0549432 0.81501126 0.46796 0.8823529411764706 0.9866712 0.9808283
1.0 4.5 1.0383946 0.8159654 0.44108996 0.8823529411764706 0.97232413 0.9819213
1.0 4.45 1.0397092 0.81595117 0.4407072 0.8823529411764706 0.9741284 0.98204327
1.0 2.95 1.0529816 0.81420195 0.46552882 0.8823529411764706 0.98577213 0.98088914
1.0 1.6 1.0669916 0.8195993 0.49875337 0.8823529411764706 0.9857397 0.9720828
1.0 2.3 1.0589358 0.8172114 0.4796863 0.8823529411764706 0.98354214 0.97852784
1.0 4.05 1.0419855 0.8182409 0.44504955 0.8823529411764706 0.9745062 0.97973096
1.0 4.55 1.0390054 0.8162351 0.44001633 0.8823529411764706 0.9740598 0.9847785
1.05 0.25 1.0908052 0.84188944 0.50747955 0.8823529411764706 0.99582666 0.96242464
1.05 0.8 1.0790719 0.8261209 0.51791286 0.8823529411764706 0.9892234 0.95550644
1.0 1.8 1.0657748 0.8182854 0.4928964 0.8823529411764706 0.98741597 0.9829601
1.05 0.4 1.0857631 0.8422321 0.50840324 0.8823529411764706 0.9887906 0.94895875
1.05 0.7 1.0778459 0.8379476 0.5053593 0.8823529411764706 0.98632723 0.95060146
1.0 3.0 1.0518619 0.8121567 0.46501508 0.8823529411764706 0.98437333 0.979141
1.0 4.85 1.0364225 0.8058945 0.44530618 0.8823529411764706 0.97449994 0.9837349
1.05 1.0 1.0716022 0.8364595 0.49938932 0.8823529411764706 0.98319 0.9571736
1.05 0.9 1.072532 0.83680004 0.5030781 0.8823529411764706 0.97880477 0.95048535
1.05 0.05 1.0907773 0.8298211 0.530425 0.8823529411764706 0.9950612 0.9415963
1.05 2.35 1.0558404 0.8148761 0.47544506 0.8823529411764706 0.98498654 0.9821868
1.0 2.4 1.0579405 0.8159307 0.47729334 0.8823529411764706 0.98333186 0.97787154
1.0 3.2 1.0483819 0.81156874 0.4629349 0.8823529411764706 0.9816912 0.97832096
1.0 4.9 1.0365938 0.8054157 0.44457054 0.8823529411764706 0.975416 0.984109
1.0 4.2 1.0410006 0.80848193 0.4498541 0.8823529411764706 0.97720426 0.97835326
1.0 3.15 1.0485448 0.81156933 0.4639412 0.8823529411764706 0.98090786 0.9785081
1.05 1.15 1.0738697 0.8233257 0.50651306 0.8823529411764706 0.9879965 0.9708595
1.0 4.8 1.0362214 0.8052884 0.44596568 0.8823529411764706 0.9746025 0.98368055
1.05 1.1 1.0724707 0.83457565 0.49498612 0.8823529411764706 0.987914 0.9710106
1.0 4.65 1.0379797 0.80628836 0.44599426 0.8823529411764706 0.9769211 0.9850147
1.0 4.6 1.038275 0.807328 0.44650978 0.8823529411764706 0.9755735 0.98055893
1.0 4.0 1.0433608 0.80951655 0.45129326 0.8823529411764706 0.97997457 0.97942513
1.05 0.75 1.078919 0.82507896 0.5187782 0.8823529411764706 0.9920871 0.9539947
1.0 4.15 1.0412797 0.8088658 0.45040035 0.8823529411764706 0.9772604 0.97866833
1.05 2.9 1.0488466 0.82155323 0.4556434 0.8823529411764706 0.98064524 0.98217475
1.05 1.05 1.0761291 0.8238301 0.50909495 0.8823529411764706 0.99444085 0.9691971
1.05 2.7 1.05098 0.82350254 0.45882377 0.8823529411764706 0.97939235 0.9814739
1.05 2.1 1.0579214 0.827217 0.4709267 0.8823529411764706 0.97924906 0.9787183
1.05 2.3 1.0558578 0.82635593 0.46635205 0.8823529411764706 0.98094416 0.9821159
1.05 2.25 1.0568613 0.81581485 0.4778882 0.8823529411764706 0.98464966 0.98277646
1.05 0.6 1.081479 0.82655454 0.52323866 0.8823529411764706 0.99569494 0.94415
1.05 0.55 1.0822595 0.82798815 0.52433825 0.8823529411764706 0.9926696 0.94090986
1.05 0.65 1.0815934 0.8266866 0.52109617 0.8823529411764706 0.9925227 0.9473076
1.0 4.7 1.0374984 0.80619144 0.44585925 0.8823529411764706 0.976137 0.98471296
1.05 2.5 1.0528224 0.8240189 0.4627486 0.8823529411764706 0.9799998 0.9827224
1.05 1.6 1.0662298 0.81982386 0.49369094 0.8823529411764706 0.98529035 0.9780469
1.05 0.85 1.0766037 0.8255686 0.51761323 0.8823529411764706 0.9872369 0.952798
1.05 0.95 1.0737212 0.8241465 0.51537126 0.8823529411764706 0.98492175 0.9524434
1.05 1.9 1.0617015 0.8173785 0.48623213 0.8823529411764706 0.98663384 0.98459256
1.05 1.75 1.0626467 0.8188839 0.49095136 0.8823529411764706 0.9828941 0.977232
1.05 1.2 1.0721546 0.8240552 0.50563633 0.8823529411764706 0.98906225 0.96658206
1.05 0.15 1.0925286 0.83003855 0.53042316 0.8823529411764706 1.0006328 0.94604707
1.05 3.2 1.0455226 0.8181013 0.45161647 0.8823529411764706 0.97953796 0.9838644
1.05 1.7 1.063342 0.81922543 0.49236384 0.8823529411764706 0.983022 0.97616875
1.05 3.05 1.0476818 0.820723 0.453041 0.8823529411764706 0.9781711 0.9766513
1.05 0.1 1.0885173 0.8298803 0.52846026 0.8823529411764706 0.99367815 0.9400598
1.05 1.35 1.06936 0.8218385 0.5015312 0.8823529411764706 0.9879909 0.9706172
1.05 3.6 1.0441684 0.8183943 0.44524035 0.8823529411764706 0.978543 0.9799533
1.05 1.3 1.0714158 0.8223298 0.50189406 0.8823529411764706 0.9929486 0.9753675
1.05 1.4 1.0673342 0.8214271 0.5009699 0.8823529411764706 0.98328537 0.96736085
1.05 0.35 1.0926625 0.8301337 0.5236542 0.8823529411764706 1.0002548 0.9605584
1.05 0.5 1.0890418 0.82879514 0.5197991 0.8823529411764706 1.0001572 0.97176814
1.05 2.0 1.0604055 0.81711316 0.4836779 0.8823529411764706 0.9860273 0.9831873
1.05 1.45 1.0669578 0.82159424 0.49937502 0.8823529411764706 0.9830305 0.9694442
1.05 1.55 1.0670394 0.8204969 0.49501967 0.8823529411764706 0.9858044 0.97958755
1.05 2.05 1.0586741 0.81679803 0.4832484 0.8823529411764706 0.98452216 0.9822912
1.05 2.75 1.0513799 0.812407 0.4670962 0.8823529411764706 0.98509693 0.9797343
1.05 1.5 1.0672885 0.8208804 0.49703974 0.8823529411764706 0.9850485 0.9754584
1.05 2.8 1.0507957 0.81242704 0.46624476 0.8823529411764706 0.9848992 0.97989666
1.05 2.85 1.0499561 0.8114386 0.46553975 0.8823529411764706 0.98524743 0.9820937
1.05 2.4 1.0541238 0.8149712 0.47521955 0.8823529411764706 0.98133904 0.97790587
1.05 1.8 1.0636805 0.8183409 0.48843583 0.8823529411764706 0.9847453 0.9769325
1.05 1.95 1.0615373 0.8182782 0.4846546 0.8823529411764706 0.98491484 0.97918427
1.05 1.85 1.0629797 0.8178079 0.48710015 0.8823529411764706 0.98758334 0.9849287
1.05 4.55 1.0361434 0.80608517 0.44434816 0.8823529411764706 0.9743514 0.98083943
1.05 2.15 1.0578092 0.8154138 0.4804311 0.8823529411764706 0.9842506 0.97847736
1.05 2.65 1.0521911 0.81334454 0.46930543 0.8823529411764706 0.98386955 0.9817786
1.05 2.6 1.0526273 0.81383693 0.47038507 0.8823529411764706 0.9840016 0.98207366
1.05 2.55 1.0532354 0.8138709 0.47138742 0.8823529411764706 0.9843118 0.98238194
1.05 1.25 1.0722325 0.8224916 0.50333434 0.8823529411764706 0.991359 0.9745061
1.05 4.05 1.0387372 0.8143909 0.44190744 0.8823529411764706 0.9727922 0.9786923
1.05 0.45 1.0857388 0.82904047 0.52457577 0.8823529411764706 0.99206495 0.9459869
1.05 3.55 1.0447326 0.819095 0.44572598 0.8823529411764706 0.97974044 0.9821272
1.05 3.35 1.0450046 0.8101281 0.45662484 0.8823529411764706 0.9803021 0.9763718
1.05 4.1 1.0380336 0.8141799 0.44195327 0.8823529411764706 0.9721176 0.97911155
1.05 3.45 1.0441651 0.80973697 0.45528522 0.8823529411764706 0.98048836 0.98020184
1.05 0.3 1.087133 0.8291131 0.5296483 0.8823529411764706 0.99374276 0.9356204
1.1 0.15 1.0883406 0.8319758 0.5269477 0.8823529411764706 0.999104 0.93986255
1.05 4.5 1.0364207 0.8145287 0.43821278 0.8823529411764706 0.97139806 0.9812912
1.05 3.65 1.0437723 0.81845075 0.44457135 0.8823529411764706 0.97806853 0.9792783
1.05 3.25 1.0475035 0.810381 0.4567798 0.8823529411764706 0.98358864 0.97639173
1.05 3.5 1.0432178 0.80911326 0.4550647 0.8823529411764706 0.9791122 0.9788649
1.05 3.8 1.0413989 0.8081747 0.45086214 0.8823529411764706 0.97934604 0.98049605
1.05 4.45 1.0373081 0.8147356 0.43809107 0.8823529411764706 0.9730161 0.9816797
1.05 4.65 1.0355084 0.81269693 0.43701032 0.8823529411764706 0.9715817 0.98424923
1.0 4.3 1.0393419 0.80755246 0.44962716 0.8823529411764706 0.9759488 0.9789486
1.05 4.8 1.0343918 0.81233525 0.43636903 0.8823529411764706 0.97006226 0.98155546
1.0 4.4 1.0396634 0.8067266 0.44792008 0.8823529411764706 0.9771037 0.9794369
1.05 4.0 1.0395252 0.8068597 0.44912034 0.8823529411764706 0.97665477 0.97802585
1.05 4.95 1.0339668 0.8123296 0.43541333 0.8823529411764706 0.97005415 0.9825004
1.05 2.45 1.0547687 0.81436515 0.4731723 0.8823529411764706 0.98505276 0.9826426
1.05 3.75 1.0414467 0.8081737 0.45161873 0.8823529411764706 0.9786515 0.98034704
1.05 4.35 1.0375321 0.8141418 0.4390483 0.8823529411764706 0.97343946 0.98160803
1.05 3.95 1.0396411 0.80720186 0.44977877 0.8823529411764706 0.97772235 0.98158956
1.05 3.9 1.0411716 0.80713373 0.4493934 0.8823529411764706 0.97897285 0.9780253
