lengthscale l2regularizer bae_rmse_mean bae_rmse_median bae_std bae_cov nll_bae_mean nll_bae_median
1.95 4.6 1.0165899 0.7942419 0.43026093 0.9019607843137255 0.95711094 0.956904
2.0 2.15 1.0297668 0.80212545 0.43661886 0.9019607843137255 0.97840554 0.9835142
2.0 3.45 1.0208594 0.7964511 0.43202358 0.9019607843137255 0.9655993 0.9746388
2.0 0.1 1.0634601 0.82308125 0.4975765 0.8823529411764706 0.9794832 0.9604845
1.95 4.75 1.0157907 0.7959287 0.4305508 0.9019607843137255 0.95468885 0.95200163
2.0 3.6 1.0204242 0.7960912 0.43087468 0.9019607843137255 0.9638364 0.9716675
2.0 4.15 1.0179425 0.7954302 0.43057272 0.9019607843137255 0.95873195 0.962368
2.0 1.6 1.0354097 0.8037926 0.44196364 0.8823529411764706 0.98447776 0.985415
2.0 1.7 1.0338982 0.8029855 0.44067204 0.8823529411764706 0.9832602 0.984694
2.0 1.55 1.0356022 0.80433226 0.44351086 0.8823529411764706 0.98449355 0.9887495
2.0 1.65 1.0346991 0.8032298 0.4412033 0.8823529411764706 0.98374814 0.9850413
2.0 1.75 1.0335302 0.80322695 0.43999866 0.8823529411764706 0.9825135 0.9844737
2.0 2.0 1.0308833 0.80179626 0.43771404 0.9019607843137255 0.98009413 0.9847921
2.0 1.95 1.0313525 0.8020272 0.43816844 0.9019607843137255 0.9803221 0.9838768
2.0 2.05 1.0303367 0.80171835 0.4374637 0.9019607843137255 0.97976226 0.98479486
2.0 2.1 1.0296674 0.80148613 0.43726626 0.9019607843137255 0.97888327 0.9844028
2.0 2.3 1.0284129 0.8017318 0.43575752 0.9019607843137255 0.9769253 0.9834745
2.0 3.1 1.0233444 0.79829156 0.43264213 0.9019607843137255 0.96831465 0.98149645
2.0 2.4 1.0276456 0.8008255 0.43514755 0.9019607843137255 0.9750435 0.98288023
2.0 2.45 1.0275756 0.80094624 0.4346943 0.9019607843137255 0.97505116 0.9830135
2.0 2.95 1.0246661 0.7988839 0.43272418 0.9019607843137255 0.97058326 0.98312545
2.0 4.4 1.0170118 0.79510474 0.43045875 0.9019607843137255 0.9569766 0.9578494
2.0 2.6 1.0258578 0.8002196 0.43450776 0.9019607843137255 0.9726982 0.9835216
2.0 2.7 1.0259932 0.8000136 0.4337042 0.9019607843137255 0.972198 0.9826101
2.0 2.8 1.0253631 0.79991317 0.4333287 0.9019607843137255 0.97128177 0.9824989
2.0 4.35 1.0168332 0.7945583 0.43041536 0.9019607843137255 0.9573421 0.9587368
2.0 2.85 1.0248685 0.7991956 0.4334056 0.9019607843137255 0.97085124 0.98270535
2.05 0.2 1.059455 0.83276665 0.48712707 0.8823529411764706 0.97366714 0.95617735
2.0 2.65 1.0267023 0.79991156 0.43357992 0.9019607843137255 0.9735089 0.98251647
2.0 2.9 1.0245504 0.7991857 0.4331092 0.9019607843137255 0.9701233 0.98286605
2.0 3.0 1.0242627 0.79873085 0.43265778 0.9019607843137255 0.9697451 0.9820786
2.0 1.1 1.0426205 0.8073448 0.45419037 0.9019607843137255 0.98813134 0.99322945
2.0 3.2 1.0225924 0.7980395 0.43247125 0.9019607843137255 0.96847844 0.98038083
2.0 3.05 1.0235937 0.79761374 0.43270665 0.9019607843137255 0.96904343 0.9814881
2.0 3.25 1.02202 0.79706544 0.43246844 0.9019607843137255 0.9682177 0.97988605
2.0 3.3 1.0224775 0.7978518 0.43179816 0.9019607843137255 0.9684257 0.9791143
2.0 3.9 1.0186423 0.7952832 0.43120456 0.9019607843137255 0.96067065 0.9664259
2.0 3.85 1.0195631 0.79547095 0.4307426 0.9019607843137255 0.9628978 0.9702202
2.0 0.7 1.0533444 0.8160026 0.47055823 0.8823529411764706 0.98871565 0.9876578
2.0 3.15 1.023353 0.79818547 0.43222418 0.9019607843137255 0.9698472 0.9812956
2.05 3.5 1.0195311 0.8030242 0.42552814 0.9019607843137255 0.9586665 0.97065514
2.0 3.95 1.0185405 0.7951726 0.43100896 0.9019607843137255 0.96084976 0.9662857
2.05 3.9 1.0184733 0.8025123 0.42454234 0.9019607843137255 0.95715475 0.9656067
2.0 0.95 1.0455462 0.8103785 0.45894104 0.8823529411764706 0.9878559 0.98877096
1.95 4.35 1.0172375 0.79456127 0.43078908 0.9019607843137255 0.9577816 0.9605075
2.0 4.25 1.0176669 0.79560566 0.43037385 0.9019607843137255 0.9580872 0.96073854
2.1 1.25 1.038781 0.8070675 0.44691324 0.8823529411764706 0.9860735 0.9875458
2.0 3.7 1.0195174 0.79563034 0.43159336 0.9019607843137255 0.9633794 0.97059023
2.0 1.4 1.0379478 0.80529284 0.44650072 0.8823529411764706 0.9865919 0.9934001
2.0 1.45 1.0370032 0.80493283 0.4455859 0.8823529411764706 0.9849758 0.9873502
2.0 1.35 1.0384511 0.8058698 0.44781554 0.9019607843137255 0.98594874 0.9887222
2.0 1.3 1.0394151 0.80460894 0.44870573 0.8823529411764706 0.98717505 0.9910512
2.0 4.85 1.0141491 0.7934321 0.43076017 0.9019607843137255 0.95348763 0.9475654
2.05 0.3 1.060901 0.8198505 0.49322248 0.8823529411764706 0.9846718 0.9688914
2.05 0.8 1.0486511 0.81093717 0.46349937 0.8823529411764706 0.9909108 0.9898597
2.05 0.55 1.053205 0.8175477 0.4748623 0.8823529411764706 0.98259664 0.98461545
2.05 0.6 1.0517809 0.815995 0.47254837 0.8823529411764706 0.98499244 0.9864179
2.05 4.6 1.0153759 0.80189145 0.42374688 0.9019607843137255 0.95119596 0.95174235
2.0 1.9 1.0315804 0.8022723 0.43885356 0.8823529411764706 0.9806886 0.98407114
2.0 4.9 1.014012 0.79367673 0.43071812 0.9019607843137255 0.9527214 0.94683707
2.0 4.5 1.016545 0.7942529 0.43022534 0.9019607843137255 0.95664304 0.95660245
2.0 4.55 1.0164895 0.7941176 0.43003196 0.9019607843137255 0.95793796 0.95549166
2.0 4.6 1.0157052 0.79347545 0.43042043 0.9019607843137255 0.9551976 0.95379126
2.0 4.75 1.0150622 0.7948582 0.43063104 0.9019607843137255 0.95358986 0.9499966
2.0 4.65 1.0158966 0.7943872 0.43018764 0.9019607843137255 0.95495933 0.9534892
2.0 4.7 1.0152367 0.79486704 0.43070275 0.9019607843137255 0.95418936 0.95078784
2.0 4.8 1.0144064 0.7935142 0.43062076 0.9019607843137255 0.95306873 0.9489975
2.05 1.55 1.0347302 0.80288804 0.44222116 0.8823529411764706 0.98400265 0.9858267
2.05 4.85 1.0140026 0.8018512 0.42381662 0.9019607843137255 0.9510471 0.9447536
2.05 1.1 1.0415764 0.805297 0.45326343 0.8823529411764706 0.98867494 0.99373245
2.05 1.7 1.0321156 0.8082479 0.43420252 0.8823529411764706 0.97813535 0.9859173
2.05 1.0 1.043849 0.80846846 0.45607075 0.8823529411764706 0.9871712 0.98692524
2.05 0.15 1.0629166 0.82230747 0.49765593 0.8823529411764706 0.98167485 0.9623037
2.05 1.65 1.0343261 0.80344856 0.43999925 0.8823529411764706 0.9844367 0.9857427
2.05 1.6 1.0347246 0.8026885 0.44097304 0.8823529411764706 0.98476905 0.98549306
2.05 4.2 1.0168205 0.8021294 0.42429274 0.9019607843137255 0.953978 0.95812315
2.05 1.85 1.0317701 0.8015028 0.43813768 0.8823529411764706 0.98222804 0.98558265
2.05 1.8 1.0317767 0.8025485 0.4386176 0.8823529411764706 0.9816629 0.98536634
2.05 2.1 1.0298215 0.8003898 0.4359185 0.9019607843137255 0.9800374 0.98493814
2.05 1.95 1.0303459 0.80138797 0.43752125 0.9019607843137255 0.9796016 0.9838606
2.05 2.15 1.0284053 0.7999748 0.43628088 0.9019607843137255 0.97904867 0.9873806
2.05 2.2 1.0280532 0.79979837 0.43588367 0.9019607843137255 0.97761244 0.98382235
2.05 2.25 1.0283554 0.8008896 0.43526116 0.9019607843137255 0.9782896 0.9878033
2.05 2.3 1.0278722 0.8013963 0.43502456 0.9019607843137255 0.9757971 0.9840001
2.0 4.2 1.0179172 0.79570097 0.43040934 0.9019607843137255 0.9585171 0.96179235
2.0 4.0 1.0182 0.7950313 0.4310205 0.9019607843137255 0.95991564 0.9646113
2.05 2.4 1.0275196 0.800041 0.4341585 0.9019607843137255 0.9748576 0.9832497
2.05 2.35 1.0273802 0.8005346 0.4348048 0.9019607843137255 0.97567695 0.98398006
2.05 2.45 1.0275291 0.8007902 0.43368173 0.9019607843137255 0.97562385 0.9831784
2.05 0.5 1.0529555 0.81728244 0.47755355 0.8823529411764706 0.9819749 0.9779498
2.0 3.75 1.0200223 0.7958645 0.4309266 0.9019607843137255 0.9633596 0.9721129
2.05 2.55 1.0267448 0.80017805 0.4333956 0.9019607843137255 0.9742009 0.98278356
2.05 2.95 1.0233387 0.79743737 0.4328371 0.9019607843137255 0.9690011 0.9816643
2.05 2.85 1.024311 0.7988815 0.43280688 0.9019607843137255 0.9706866 0.9829745
2.05 2.6 1.026312 0.8000035 0.4331834 0.9019607843137255 0.9736123 0.9828702
2.05 2.5 1.0270201 0.8001456 0.43355715 0.9019607843137255 0.9746646 0.9831526
2.05 2.65 1.0259203 0.7996278 0.4330875 0.9019607843137255 0.9732464 0.9835392
2.05 3.2 1.0219322 0.7975632 0.4321664 0.9019607843137255 0.96580315 0.9770522
2.05 2.75 1.0247842 0.79930425 0.43313754 0.9019607843137255 0.9710339 0.9826253
2.05 3.45 1.0205957 0.79692674 0.43170524 0.9019607843137255 0.96340793 0.9732554
2.05 3.6 1.0198056 0.7970331 0.43149182 0.9019607843137255 0.96263486 0.96964955
2.05 3.05 1.0231369 0.79814094 0.4323661 0.9019607843137255 0.9680577 0.9800831
2.05 3.0 1.0232202 0.7980045 0.4326648 0.9019607843137255 0.96779585 0.9793301
2.05 2.7 1.0257453 0.7999835 0.43283585 0.9019607843137255 0.9724005 0.98265016
2.05 3.65 1.0198646 0.7969798 0.4311705 0.9019607843137255 0.9624317 0.96924186
2.05 1.2 1.0403374 0.8052421 0.4493668 0.8823529411764706 0.98755556 0.99028856
2.05 3.25 1.0217048 0.7977053 0.43203428 0.9019607843137255 0.96676403 0.9768896
2.05 3.55 1.0202276 0.7955792 0.43126807 0.9019607843137255 0.96352595 0.9719899
2.05 2.8 1.0246575 0.7991559 0.4331371 0.9019607843137255 0.9704845 0.9829298
2.05 3.1 1.0228903 0.7980778 0.43221006 0.9019607843137255 0.96755534 0.9791781
2.05 3.4 1.020917 0.7970176 0.43175095 0.9019607843137255 0.9639251 0.9738939
2.05 0.75 1.0495243 0.8135792 0.46622723 0.8823529411764706 0.98842305 0.99158037
2.05 1.15 1.0421683 0.808175 0.45100906 0.8823529411764706 0.9878257 0.99067646
2.05 2.9 1.0241612 0.79910034 0.43274394 0.9019607843137255 0.9699723 0.9831798
2.05 4.0 1.0177947 0.79499954 0.43075296 0.9019607843137255 0.95933014 0.9620301
2.05 0.85 1.0471681 0.8104143 0.4605219 0.8823529411764706 0.98854893 0.98501
2.05 1.05 1.0437859 0.8087654 0.45387056 0.8823529411764706 0.98968846 0.99205965
2.05 3.75 1.0192442 0.79533887 0.43094113 0.9019607843137255 0.96191186 0.9692457
2.05 0.95 1.0435822 0.8085748 0.45759505 0.8823529411764706 0.9868658 0.98965573
2.05 3.95 1.0179378 0.79486096 0.43092543 0.9019607843137255 0.95966643 0.96293485
2.1 0.95 1.0446525 0.81819755 0.44979164 0.8823529411764706 0.9844639 0.9877405
2.1 1.6 1.0335594 0.8100065 0.43381488 0.8823529411764706 0.9815542 0.98805034
2.05 4.1 1.0175775 0.79541314 0.43051338 0.9019607843137255 0.9579766 0.960748
2.05 3.8 1.0183687 0.79524016 0.4313689 0.9019607843137255 0.9606915 0.96579075
2.05 4.25 1.0171117 0.79545844 0.43020248 0.9019607843137255 0.9573248 0.95860636
2.05 4.15 1.0174842 0.7952367 0.43034473 0.9019607843137255 0.9590204 0.960327
2.05 3.15 1.0224215 0.7976992 0.43222243 0.9019607843137255 0.96662784 0.9778144
2.05 3.85 1.0185188 0.79638255 0.43114623 0.9019607843137255 0.96051055 0.96478283
2.1 1.9 1.028961 0.80662537 0.43155894 0.9019607843137255 0.97464544 0.9827225
2.05 4.3 1.0169832 0.7952843 0.43021443 0.9019607843137255 0.95687294 0.9579049
2.0 4.95 1.0137956 0.7935679 0.4305096 0.9019607843137255 0.95209366 0.9460699
2.05 4.4 1.0163499 0.79422057 0.43026128 0.9019607843137255 0.95644766 0.9562113
2.05 1.25 1.0401224 0.80592996 0.44789153 0.8823529411764706 0.9873173 0.9900491
2.05 4.5 1.0166181 0.79565716 0.42967868 0.9019607843137255 0.95622826 0.95561737
2.05 4.45 1.0161501 0.7940388 0.43017414 0.9019607843137255 0.9561496 0.9553946
2.05 4.35 1.0164887 0.79430985 0.4302759 0.9019607843137255 0.95681304 0.9570472
2.15 0.75 1.044551 0.8103118 0.4622588 0.8823529411764706 0.9835336 0.9868412
2.0 4.45 1.0166126 0.79435545 0.4304211 0.9019607843137255 0.95710593 0.95634854
2.05 1.75 1.0317842 0.80138713 0.43943968 0.8823529411764706 0.98173714 0.9855664
2.0 4.3 1.0171095 0.7943163 0.43049926 0.9019607843137255 0.95779806 0.9601939
2.1 0.75 1.0467219 0.8207958 0.45838228 0.8823529411764706 0.98199177 0.9878697
2.05 3.35 1.0211784 0.7971388 0.43185183 0.9019607843137255 0.96436334 0.97460365
2.1 1.95 1.0286165 0.8063774 0.4310749 0.9019607843137255 0.974747 0.98189044
2.05 3.3 1.0215439 0.7973169 0.43185687 0.9019607843137255 0.9651479 0.97546494
2.1 0.2 1.0590502 0.82059497 0.49246797 0.8823529411764706 0.9802957 0.9630746
2.1 2.2 1.0265194 0.8052224 0.4294361 0.9019607843137255 0.9740737 0.98656994
2.1 1.45 1.0334976 0.8094632 0.43748045 0.8823529411764706 0.978632 0.9848751
2.0 0.55 1.0549859 0.8189163 0.47668386 0.8823529411764706 0.9847912 0.9858197
2.1 4.95 1.0129074 0.80150175 0.42390987 0.9019607843137255 0.94749206 0.94056666
2.0 3.65 1.0199897 0.79607904 0.4315157 0.9019607843137255 0.9631397 0.97162473
2.15 1.15 1.038535 0.80423313 0.44851142 0.8823529411764706 0.9865477 0.9914342
2.15 1.05 1.0411874 0.8072196 0.44986957 0.8823529411764706 0.98819846 0.9901691
2.15 0.95 1.0419412 0.80577743 0.45393884 0.8823529411764706 0.98776454 0.9907795
2.15 0.9 1.0435249 0.8085803 0.45526642 0.8823529411764706 0.9872106 0.9866512
2.1 0.6 1.0514909 0.81434417 0.47124186 0.8823529411764706 0.98739105 0.9879279
2.05 4.05 1.0174519 0.7943009 0.4306993 0.9019607843137255 0.95857376 0.96188843
2.1 0.7 1.0492548 0.81166893 0.47144783 0.8823529411764706 0.98453885 0.9863402
2.05 0.7 1.0500243 0.8132838 0.4681702 0.8823529411764706 0.98455364 0.9857532
2.1 4.7 1.0149857 0.8018085 0.42312738 0.9019607843137255 0.9522602 0.9481224
2.1 1.3 1.0367117 0.8050127 0.44657773 0.8823529411764706 0.9844224 0.9888498
2.05 4.9 1.013444 0.79339004 0.4304508 0.9019607843137255 0.9515081 0.94475603
2.1 1.65 1.0330988 0.80328846 0.43958157 0.8823529411764706 0.9829764 0.9849851
2.15 0.55 1.0521333 0.81397605 0.47592324 0.8823529411764706 0.98490125 0.98423374
2.15 0.1 1.0549198 0.8303468 0.47977588 0.8823529411764706 0.9685936 0.95937896
2.05 1.5 1.0358683 0.80325836 0.44240138 0.8823529411764706 0.98583883 0.9858439
2.05 4.95 1.014221 0.7951 0.42987797 0.9019607843137255 0.95377713 0.94405675
2.15 0.4 1.052869 0.8275534 0.4706313 0.8823529411764706 0.9777723 0.9763771
2.05 2.05 1.0299006 0.8011536 0.43648097 0.9019607843137255 0.9788944 0.98370254
2.1 0.9 1.0454779 0.81046903 0.45643744 0.8823529411764706 0.9905241 0.9905783
2.1 4.8 1.0134474 0.7933074 0.43031847 0.9019607843137255 0.9516558 0.9449887
2.05 2.0 1.0297402 0.8006174 0.43726063 0.9019607843137255 0.9787617 0.9837341
2.1 0.15 1.055096 0.82148874 0.48513874 0.8823529411764706 0.97169656 0.96279466
2.1 1.55 1.035617 0.8058297 0.44032174 0.8823529411764706 0.9868951 0.989233
2.1 3.25 1.0215939 0.7970992 0.43149194 0.9019607843137255 0.9652705 0.97470444
2.1 0.45 1.0537723 0.81709194 0.47916317 0.8823529411764706 0.97942036 0.9775834
2.1 0.35 1.0547789 0.8209758 0.48444414 0.8823529411764706 0.97503346 0.961601
2.1 0.4 1.0551648 0.8172507 0.48406824 0.8823529411764706 0.980254 0.97312135
2.05 3.7 1.0194744 0.7954882 0.43103442 0.9019607843137255 0.96228576 0.97031903
2.15 1.1 1.0393965 0.8134786 0.444479 0.8823529411764706 0.98317426 0.99227273
2.15 1.4 1.0353345 0.8121441 0.43619916 0.8823529411764706 0.9802456 0.9848927
2.1 0.55 1.0533594 0.8150623 0.47714168 0.8823529411764706 0.9822464 0.9825498
2.0 2.75 1.025857 0.7999664 0.43337083 0.9019607843137255 0.9722206 0.98257786
2.1 4.5 1.0156075 0.79372525 0.4298168 0.9019607843137255 0.9549125 0.9535196
2.1 1.2 1.0389985 0.80740476 0.4488802 0.8823529411764706 0.9861135 0.9918987
2.1 0.65 1.0492945 0.81282043 0.46822348 0.8823529411764706 0.9843068 0.9858234
2.1 1.0 1.0431648 0.8062062 0.45444238 0.8823529411764706 0.9884183 0.9873798
2.1 1.15 1.038792 0.80687165 0.45093903 0.8823529411764706 0.98434186 0.99055433
2.15 1.65 1.0303302 0.80754364 0.43354666 0.8823529411764706 0.97788435 0.98753047
2.1 1.05 1.0428249 0.80796397 0.45151353 0.8823529411764706 0.98873264 0.988518
2.1 4.75 1.0135969 0.79312384 0.43040374 0.9019607843137255 0.9518023 0.9457991
2.1 1.4 1.0348955 0.8032118 0.44490126 0.8823529411764706 0.9833667 0.9871534
2.1 4.9 1.0131121 0.7928899 0.43019247 0.9019607843137255 0.9513177 0.9443346
2.0 4.1 1.0178596 0.79472816 0.4307897 0.9019607843137255 0.9591484 0.9630592
2.1 2.05 1.0291228 0.8000282 0.43587348 0.9019607843137255 0.9803398 0.98734987
2.15 4.1 1.0168719 0.7952285 0.4301349 0.9019607843137255 0.9567874 0.95697737
2.1 2.0 1.0296987 0.80022323 0.4361168 0.9019607843137255 0.980102 0.9854156
2.05 5.0 1.0140706 0.7950616 0.42998374 0.9019607843137255 0.9535024 0.9433694
2.15 1.75 1.0294234 0.80692065 0.43231466 0.9019607843137255 0.97541744 0.98291993
2.1 0.05 1.0582696 0.825246 0.48996544 0.8823529411764706 0.98012644 0.9578384
2.1 0.3 1.0576797 0.821666 0.48191103 0.8823529411764706 0.97808105 0.9733026
2.1 0.25 1.0572065 0.81724805 0.490933 0.8823529411764706 0.97807664 0.9641829
2.1 5.0 1.0132976 0.7947335 0.43000737 0.9019607843137255 0.9507971 0.9414378
2.15 0.45 1.0542215 0.8170415 0.4803375 0.8823529411764706 0.9837083 0.97877616
2.1 2.25 1.0271591 0.8002491 0.43510875 0.9019607843137255 0.97678614 0.98776215
2.1 3.2 1.021967 0.7975753 0.43148702 0.9019607843137255 0.96636814 0.97726524
2.1 0.1 1.0579287 0.823114 0.48790982 0.8823529411764706 0.97626036 0.96266186
2.15 0.8 1.0450445 0.80763644 0.45960778 0.8823529411764706 0.9872904 0.9868331
2.05 4.55 1.0155348 0.7937777 0.43011785 0.9019607843137255 0.9547525 0.95347583
2.15 0.7 1.0481524 0.81258976 0.4656703 0.8823529411764706 0.9858327 0.990549
2.15 3.75 1.0177895 0.80271363 0.42471093 0.9019607843137255 0.95599097 0.96153754
2.1 1.1 1.0414097 0.8071978 0.45118502 0.8823529411764706 0.98717815 0.98880076
2.15 3.8 1.0180631 0.8028454 0.4242337 0.9019607843137255 0.95666 0.96274596
2.15 1.0 1.0414451 0.8061432 0.45208758 0.9019607843137255 0.98835665 0.9919489
2.1 0.85 1.0446061 0.8103216 0.45967394 0.8823529411764706 0.98500115 0.98759484
2.1 0.5 1.052538 0.81610274 0.47447246 0.8823529411764706 0.98260134 0.9826338
2.1 4.4 1.016543 0.7956102 0.4296993 0.9019607843137255 0.9562688 0.95527005
2.1 4.45 1.0155895 0.79377925 0.429947 0.9019607843137255 0.9552167 0.95297325
2.15 1.5 1.0338694 0.8106495 0.4343104 0.8823529411764706 0.9795835 0.9854328
2.1 0.8 1.04715 0.8103882 0.462635 0.8823529411764706 0.9861763 0.9859232
2.15 0.15 1.0572101 0.8159969 0.49445143 0.8823529411764706 0.9778783 0.96176255
2.15 1.55 1.0336105 0.80211025 0.43974456 0.8823529411764706 0.9847143 0.989436
2.15 0.35 1.0571594 0.81855273 0.4843019 0.8823529411764706 0.9812226 0.97684395
2.15 0.05 1.0612663 0.82128596 0.4949402 0.8823529411764706 0.9802924 0.9630022
2.1 1.35 1.0355016 0.8034122 0.44559819 0.9019607843137255 0.9839192 0.98828447
2.1 1.85 1.03044 0.8019576 0.43764406 0.9019607843137255 0.9797654 0.9848107
2.1 1.75 1.0319365 0.8009932 0.4381529 0.8823529411764706 0.98276186 0.9864621
2.15 0.85 1.0450032 0.80890155 0.45819613 0.8823529411764706 0.9868588 0.9848952
2.1 2.15 1.0285901 0.7996627 0.43506292 0.9019607843137255 0.98011273 0.98812795
2.1 1.8 1.0313965 0.80108047 0.43765658 0.9019607843137255 0.98156756 0.98382133
2.1 1.5 1.0334343 0.80269873 0.44278437 0.8823529411764706 0.98376703 0.9896274
2.15 4.7 1.014253 0.80149496 0.42321184 0.9019607843137255 0.950671 0.9450995
2.15 1.9 1.0296997 0.8003445 0.4363226 0.9019607843137255 0.9798846 0.9832152
2.1 1.7 1.0320535 0.8010453 0.43871602 0.8823529411764706 0.98249197 0.98634756
2.1 2.3 1.027131 0.80038327 0.4347387 0.9019607843137255 0.9766771 0.98761916
2.15 3.15 1.0205323 0.80322266 0.42564103 0.9019607843137255 0.9609632 0.97375584
2.15 0.5 1.0511531 0.8148478 0.4739808 0.8823529411764706 0.97783405 0.9775678
2.15 1.25 1.0374658 0.8034245 0.44578552 0.8823529411764706 0.98773235 0.99078906
2.1 2.5 1.0266347 0.8003826 0.4330297 0.9019607843137255 0.9746606 0.9838513
2.1 2.1 1.0288025 0.7999058 0.4355132 0.9019607843137255 0.9800832 0.98824126
2.1 2.85 1.0235842 0.7983109 0.43253368 0.9019607843137255 0.96951103 0.9825591
2.1 2.45 1.0267345 0.79985464 0.4333635 0.9019607843137255 0.9747254 0.9838829
2.1 2.35 1.0272645 0.80082446 0.43407246 0.9019607843137255 0.97691107 0.9875071
2.1 2.95 1.023329 0.7983355 0.43216452 0.9019607843137255 0.97031546 0.98166883
2.15 2.05 1.0287851 0.7998569 0.43523043 0.9019607843137255 0.98053867 0.9873804
2.2 3.55 1.0192606 0.7963039 0.43046725 0.9019607843137255 0.9618353 0.9672109
2.15 2.1 1.027795 0.79966736 0.43542302 0.9019607843137255 0.97891945 0.98794794
2.1 3.05 1.0225738 0.79794586 0.4320999 0.9019607843137255 0.96697205 0.9782628
2.1 2.7 1.025232 0.7996638 0.43237802 0.9019607843137255 0.97191334 0.9829371
2.1 2.6 1.0258073 0.7998004 0.43277013 0.9019607843137255 0.97301024 0.9826893
2.1 2.8 1.0239146 0.79885346 0.4325894 0.9019607843137255 0.9699653 0.98319125
2.1 2.4 1.0271827 0.8007393 0.43357542 0.9019607843137255 0.9768219 0.98733
2.1 3.15 1.021804 0.79763854 0.43191522 0.9019607843137255 0.965728 0.9769075
2.1 2.9 1.0235844 0.7985078 0.43218574 0.9019607843137255 0.96934456 0.9819044
2.15 1.7 1.0308188 0.802284 0.4386419 0.9019607843137255 0.9817011 0.9882178
2.1 2.65 1.025503 0.799646 0.43257713 0.9019607843137255 0.9725707 0.98296344
2.1 2.55 1.0260079 0.79955363 0.43300983 0.9019607843137255 0.97343516 0.9828392
2.1 3.1 1.0220815 0.7976604 0.43202123 0.9019607843137255 0.96623063 0.9772363
2.1 3.0 1.0229349 0.79825604 0.43205082 0.9019607843137255 0.9681131 0.98026466
2.1 3.3 1.021086 0.7972623 0.43159527 0.9019607843137255 0.9651323 0.9752967
2.15 1.2 1.038575 0.8053986 0.44626987 0.9019607843137255 0.9884262 0.990265
2.1 3.45 1.0198985 0.796727 0.43161908 0.9019607843137255 0.96298474 0.97049576
2.1 3.35 1.0206313 0.7968554 0.43163478 0.9019607843137255 0.9635846 0.973259
2.1 3.6 1.0195558 0.7967198 0.4310596 0.9019607843137255 0.9617789 0.9678316
2.1 3.8 1.0189604 0.7961439 0.4305038 0.9019607843137255 0.96067166 0.96604943
2.1 3.7 1.0190703 0.7952124 0.4307469 0.9019607843137255 0.9616745 0.9679887
2.1 4.0 1.0170859 0.7941553 0.4308185 0.9019607843137255 0.95799166 0.95992684
2.1 4.05 1.0173705 0.79414153 0.43034747 0.9019607843137255 0.9585726 0.9617077
2.1 3.65 1.0186716 0.794971 0.43131945 0.9019607843137255 0.9609475 0.9669788
2.1 3.4 1.020445 0.7967366 0.43147856 0.9019607843137255 0.963317 0.97260106
2.1 3.5 1.0203475 0.79660773 0.43096665 0.9019607843137255 0.9634617 0.9722135
2.15 2.85 1.0232643 0.7983309 0.43218446 0.9019607843137255 0.9689119 0.98112386
2.1 3.75 1.0185629 0.7959065 0.4310221 0.9019607843137255 0.9600888 0.96490353
2.1 3.95 1.0175365 0.79478586 0.43073294 0.9019607843137255 0.95904416 0.9609103
2.15 1.85 1.0296782 0.80053663 0.43709287 0.9019607843137255 0.97955936 0.98495966
2.1 3.55 1.0200754 0.7964134 0.43089432 0.9019607843137255 0.9626691 0.9705552
2.1 4.2 1.0169076 0.7952894 0.430212 0.9019607843137255 0.9569538 0.95730317
2.1 4.15 1.0171059 0.7953896 0.43026108 0.9019607843137255 0.9573183 0.958243
2.1 4.1 1.0170156 0.79377973 0.43037987 0.9019607843137255 0.9578368 0.96082747
2.1 3.9 1.017708 0.79481083 0.4308474 0.9019607843137255 0.95933074 0.96182317
2.1 4.65 1.015151 0.79355097 0.42948908 0.9019607843137255 0.9555807 0.9508873
2.1 4.3 1.0167317 0.7957904 0.42998916 0.9019607843137255 0.95653266 0.9556377
2.1 3.85 1.0186335 0.7953701 0.43045017 0.9019607843137255 0.96101886 0.9658582
2.15 3.1 1.021543 0.7972499 0.43178236 0.9019607843137255 0.9656283 0.9760204
2.2 0.25 1.060082 0.8281888 0.47769842 0.8823529411764706 0.98699975 0.9886069
2.1 4.25 1.0165118 0.7947231 0.43024865 0.9019607843137255 0.9561835 0.9565326
2.1 4.6 1.0151325 0.7934545 0.42968333 0.9019607843137255 0.9541046 0.95170337
2.1 4.55 1.0151001 0.79342544 0.42995816 0.9019607843137255 0.9540077 0.9513327
2.1 4.35 1.016409 0.79526687 0.4300101 0.9019607843137255 0.95577544 0.95485306
2.1 4.85 1.0132298 0.79286164 0.43030524 0.9019607843137255 0.95125455 0.94431984
2.2 4.5 1.0148991 0.79474825 0.42950132 0.9019607843137255 0.95303625 0.94804054
2.2 4.45 1.015288 0.794981 0.42939752 0.9019607843137255 0.953877 0.94980705
2.2 4.55 1.0147995 0.79486537 0.4294068 0.9019607843137255 0.95275563 0.94723773
2.15 2.7 1.0242103 0.7990886 0.4324076 0.9019607843137255 0.9704767 0.9831748
2.2 4.4 1.0148274 0.7932444 0.42982432 0.9019607843137255 0.9540868 0.9497888
2.15 0.25 1.0584836 0.8217428 0.49267954 0.8823529411764706 0.9821198 0.96470124
2.15 2.15 1.0277411 0.79912424 0.4347493 0.9019607843137255 0.97904617 0.987566
2.2 2.85 1.0215741 0.8030062 0.42616633 0.9019607843137255 0.9638589 0.9788951
2.15 0.2 1.0592569 0.8226363 0.48105982 0.8823529411764706 0.9822762 0.9815433
