lengthscale l2regularizer rmse_mean rmse_median rmse_std pi_cov pi_sum nll_mean nll_median nll_std
0.85 0.85 0.97223806 0.82780796 0.46683106 0.9215686274509803 47 1.0430449 0.9677315 0.25360116
0.4 0.35 0.9281681 0.81704175 0.42386535 0.9607843137254902 49 1.0449396 0.9663607 0.2596808
0.85 0.35 0.96671855 0.82600677 0.47126967 0.9215686274509803 47 1.0384176 0.95957553 0.25199005
0.85 0.65 0.9683358 0.8270525 0.47032943 0.9215686274509803 47 1.0403969 0.96229357 0.25354323
0.85 0.4 0.9669913 0.82626903 0.47131318 0.9215686274509803 47 1.0386932 0.95944655 0.2524338
0.8 0.6 0.96502304 0.82643414 0.4734801 0.9215686274509803 47 1.0382705 0.95923567 0.25261974
0.9 0.3 0.96697915 0.8261409 0.4711739 0.9215686274509803 47 1.0380658 0.9591564 0.25107366
0.8 1.0 0.9718897 0.82778466 0.46718493 0.9215686274509803 47 1.0428602 0.96820104 0.25349656
0.8 0.9 0.9712793 0.82755125 0.46778935 0.9215686274509803 47 1.0419328 0.96592647 0.25312045
0.8 0.65 0.9699192 0.8266958 0.46926445 0.9215686274509803 47 1.0395899 0.95987463 0.25213805
0.6 0.8 0.9322771 0.7873131 0.4802737 0.9411764705882353 48 1.0146469 0.91749954 0.2523992
0.65 0.45 0.9656498 0.823347 0.47434908 0.9215686274509803 47 1.0327183 0.95957637 0.24844038
0.8 0.35 0.9638548 0.82596904 0.4735536 0.9215686274509803 47 1.0374644 0.95948803 0.25086117
0.9 1.0 0.9739032 0.829008 0.46508202 0.9215686274509803 47 1.046991 0.975885 0.25401548
0.6 1.0 0.9405041 0.81252015 0.47774655 0.9411764705882353 48 1.0126257 0.92145526 0.24339132
0.65 0.15 0.9638113 0.8205334 0.47583634 0.9215686274509803 47 1.0315406 0.96039903 0.24783243
0.85 0.5 0.9674468 0.82643664 0.47119808 0.9215686274509803 47 1.039057 0.9592123 0.25300062
0.85 0.25 0.9664915 0.82602715 0.47145054 0.9215686274509803 47 1.0380784 0.95960367 0.251397
0.9 0.9 0.9708703 0.82856345 0.46767974 0.9215686274509803 47 1.0440114 0.9722438 0.25451192
0.65 0.25 0.96518296 0.82379997 0.4753995 0.9215686274509803 47 1.0322788 0.96027315 0.2477154
